Temp(0to1),time(0to1),B/A(0to1),T,t,B/A,mz189,mz278,mz375,mz410,mz430,mz494,mz524,Yield 494/430
0.1,0.2,0.2,33,23.2,17.073,0,6061340,-125605.6,121957000,924931400,955040000,53026580,0.508007728
0.1,0.3,0.2,33,27.8,17.073,0,6138430,-37207,139512000,870993100,1002613000,64039570,0.535124752
0.1,0.4,0.2,33,32.4,17.073,0,6240900,32077.6,153383000,828602800,1042542000,72188560,0.557167997
0.1,0.5,0.2,33,37,17.073,0,6368750,82248.2,163570000,797760500,1074827000,77473550,0.573979587
0.1,0.6,0.2,33,41.6,17.073,0,6521980,113304.8,170073000,778466200,1099468000,79894540,0.585466733
0.1,0.7,0.2,33,46.2,17.073,0,6700590,125247.4,172892000,770719900,1116465000,79451530,0.591603398
0.1,0.8,0.2,33,50.8,17.073,0,6904580,118076,172027000,774521600,1125818000,76144520,0.5924299
0.1,0.9,0.2,33,55.4,17.073,0,7133950,91790.6,167478000,789871300,1127527000,69973510,0.588050485
0.1,1,0.2,33,60,17.073,0,7388700,46391.2,159245000,816769000,1121592000,60938500,0.578629058
0.2,0,0.2,46,14,17.073,0,7213800,118495.2,165322000,757668000,1074668000,54707200,0.586501602
0.2,0.1,0.2,46,18.6,17.073,0,7205500,243263.4,191036320,680727400,1133016000,71444800,0.624683734
0.2,0.2,0.2,46,23.2,17.073,0,7222580,348917.6,213066640,615334800,1183720000,85318400,0.657967728
0.2,0.3,0.2,46,27.8,17.073,0,7265040,435457.8,231412960,561490200,1226780000,96328000,0.686014899
0.2,0.4,0.2,46,32.4,17.073,0,7332880,502884,246075280,519193600,1262196000,104473600,0.708545733
0.2,0.5,0.2,46,37,17.073,0,7426100,551196.2,257053600,488445000,1289968000,109755200,0.725347824
0.2,0.6,0.2,46,41.6,17.073,0,7544700,580394.4,264347920,469244400,1310096000,112172800,0.736281827
0.2,0.7,0.2,46,46.2,17.073,0,7688680,590478.6,267958240,461591800,1322580000,111726400,0.741285116
0.2,0.8,0.2,46,50.8,17.073,0,7858040,581448.8,267884560,465487200,1327420000,108416000,0.740372954
0.2,0.9,0.2,46,55.4,17.073,0,8052780,553305,264126880,480930600,1324616000,102241600,0.733637116
0.2,1,0.2,46,60,17.073,0,8272900,506047.2,256685200,507922000,1314168000,93203200,0.72124209
0.3,0,0.2,59,14,17.073,0,8508300,624335.2,240289000,507364000,1267774000,89925800,0.714183348
0.3,0.1,0.2,59,18.6,17.073,0,8465370,747245,266794640,430517100,1321609000,106660010,0.754288747
0.3,0.2,0.2,59,23.2,17.073,0,8447820,851040.8,289616280,365218200,1367800000,120530220,0.789258878
0.3,0.3,0.2,59,27.8,17.073,0,8455650,935722.6,308753920,311467300,1406347000,131536430,0.818683952
0.3,0.4,0.2,59,32.4,17.073,0,8488860,1001290.4,324207560,269264400,1437250000,139678640,0.842213813
0.3,0.5,0.2,59,37,17.073,0,8547450,1047744.2,335977200,238609500,1460509000,144956850,0.859568653
0.3,0.6,0.2,59,41.6,17.073,0,8631420,1075084,344062840,219502600,1476124000,147371060,0.870547796
0.3,0.7,0.2,59,46.2,17.073,0,8740770,1083309.8,348464480,211943700,1484095000,146921270,0.875036047
0.3,0.8,0.2,59,50.8,17.073,0,8875500,1072421.6,349182120,215932800,1484422000,143607480,0.87300721
0.3,0.9,0.2,59,55.4,17.073,0,9035610,1042419.4,346215760,231469900,1477105000,137429690,0.864524581
0.3,1,0.2,59,60,17.073,0,9221100,993303.2,339565400,258555000,1462144000,128387900,0.849738391
0.4,0,0.2,72,14,17.073,0,9866800,1157775.2,300696000,316540000,1416280000,128064400,0.81732667
0.4,0.1,0.2,72,18.6,17.073,0,9789240,1278826.6,327992960,239786800,1465602000,144795220,0.859394644
0.4,0.2,0.2,72,23.2,17.073,0,9737060,1380764,351605920,174581600,1507280000,158662040,0.896197404
0.4,0.3,0.2,72,27.8,17.073,0,9710260,1463587.4,371534880,120924400,1541314000,169664860,0.927252072
0.4,0.4,0.2,72,32.4,17.073,0,9708840,1527296.8,387779840,78815200,1567704000,177803680,0.952132231
0.4,0.5,0.2,72,37,17.073,0,9732800,1571892.2,400340800,48254000,1586450000,183078500,0.970481506
0.4,0.6,0.2,72,41.6,17.073,0,9782140,1597373.6,409217760,29240800,1597552000,185489320,0.982025492
0.4,0.7,0.2,72,46.2,17.073,0,9856860,1603741,414410720,21775600,1601010000,185036140,0.986581345
0.4,0.8,0.2,72,50.8,17.073,0,9956960,1590994.4,415919680,25858400,1596824000,181718960,0.984064411
0.4,0.9,0.2,72,55.4,17.073,0,10082440,1559133.8,413744640,41489200,1584994000,175537780,0.974491467
0.4,1,0.2,72,60,17.073,0,10233300,1508159.2,407885600,68668000,1565520000,166492600,0.957980355
0.5,0,0.2,85,14,17.073,0,11289300,1718815.2,346543000,185196000,1520186000,169123000,0.891404976
0.5,0.1,0.2,85,18.6,17.073,0,11177110,1838008.2,374631280,108536500,1564995000,185850430,0.93514523
0.5,0.2,0.2,85,23.2,17.073,0,11090300,1938087.2,399035560,43425000,1602160000,199713860,0.973611208
0.5,0.3,0.2,85,27.8,17.073,0,11028870,2019052.2,419755840,-10138500,1631681000,210713290,1.00625238
0.5,0.4,0.2,85,32.4,17.073,0,10992820,2080903.2,436792120,-52154000,1653558000,218848720,1.032567672
0.5,0.5,0.2,85,37,17.073,0,10982150,2123640.2,450144400,-82621500,1667791000,224120150,1.052121555
0.5,0.6,0.2,85,41.6,17.073,0,10996860,2147263.2,459812680,-101541000,1674380000,226527580,1.064559055
0.5,0.7,0.2,85,46.2,17.073,0,11036950,2151772.2,465796960,-108912500,1673325000,226071010,1.069618787
0.5,0.8,0.2,85,50.8,17.073,0,11102420,2137167.2,468097240,-104736000,1664626000,222750440,1.067143196
0.5,0.9,0.2,85,55.4,17.073,0,11193270,2103448.2,466713520,-89011500,1648283000,216565870,1.057085312
0.5,1,0.2,85,60,17.073,0,11309500,2050615.2,461645800,-61739000,1624296000,207517300,1.039511519
0.6,0,0.2,98,14,17.073,0,12775800,2307455.2,377830000,113332000,1579492000,213101600,0.933051516
0.6,0.1,0.2,98,18.6,17.073,0,12628980,2424789.8,406709600,36766200,1619788000,229825640,0.977805616
0.6,0.2,0.2,98,23.2,17.073,0,12507540,2523010.4,431905200,-28251600,1652440000,243685680,1.017394288
0.6,0.3,0.2,98,27.8,17.073,0,12411480,2602117,453416800,-81721400,1677448000,254681720,1.051212658
0.6,0.4,0.2,98,32.4,17.073,0,12340800,2662109.6,471244400,-123643200,1694812000,262813760,1.078695045
0.6,0.5,0.2,98,37,17.073,0,12295500,2702988.2,485388000,-154017000,1704532000,268081800,1.099332802
0.6,0.6,0.2,98,41.6,17.073,0,12275580,2724752.8,495847600,-172842800,1706608000,270485840,1.112691825
0.6,0.7,0.2,98,46.2,17.073,0,12281040,2727403.4,502623200,-180120600,1701040000,270025880,1.118428761
0.6,0.8,0.2,98,50.8,17.073,0,12311880,2710940,505714800,-175850400,1687828000,266701920,1.116304898
0.6,0.9,0.2,98,55.4,17.073,0,12368100,2675362.6,505122400,-160032200,1666972000,260513960,1.10619681
0.6,1,0.2,98,60,17.073,0,12449700,2620671.2,500846000,-132666000,1638472000,251462000,1.088102983
0.7,0,0.2,111,14,17.073,0,14326300,2923695.2,394557000,100948000,1594198000,260000200,0.940448787
0.7,0.1,0.2,111,18.6,17.073,0,14144850,3039171.4,424227920,24475900,1629981000,276720850,0.985206082
0.7,0.2,0.2,111,23.2,17.073,0,13988780,3135533.6,450214840,-40448200,1658120000,290577500,1.025003959
0.7,0.3,0.2,111,27.8,17.073,0,13858090,3212781.8,472517760,-93824300,1678615000,301570150,1.05920296
0.7,0.4,0.2,111,32.4,17.073,0,13752780,3270916,491136680,-135652400,1691466000,309698800,1.087190651
0.7,0.5,0.2,111,37,17.073,0,13672850,3309936.2,506071600,-165932500,1696673000,314963450,1.10840015
0.7,0.6,0.2,111,41.6,17.073,0,13618300,3329842.4,517322520,-184664600,1694236000,317364100,1.122329159
0.7,0.7,0.2,111,46.2,17.073,0,13589130,3330634.6,524889440,-191848700,1684155000,316900750,1.128558527
0.7,0.8,0.2,111,50.8,17.073,0,13585340,3312312.8,528772360,-187484800,1666430000,313573400,1.126769268
0.7,0.9,0.2,111,55.4,17.073,0,13606930,3274877,528971280,-171572900,1641061000,307382050,1.116756917
0.7,1,0.2,111,60,17.073,0,13653900,3218327.2,525486200,-144113000,1608048000,298326700,1.098442212
0.8,0,0.2,124,14,17.073,0,15940800,3567535.2,396724000,148044000,1564304000,309818800,0.913543275
0.8,0.1,0.2,124,18.6,17.073,0,15724720,3681153,427186240,71665600,1595574000,326536060,0.957015416
0.8,0.2,0.2,124,23.2,17.073,0,15534020,3775656.8,453964480,6835200,1619200000,340389320,0.995796401
0.8,0.3,0.2,124,27.8,17.073,0,15368700,3851046.6,477058720,-46447200,1635182000,351378580,1.029235339
0.8,0.4,0.2,124,32.4,17.073,0,15228760,3907322.4,496468960,-88181600,1643520000,359503840,1.056696086
0.8,0.5,0.2,124,37,17.073,0,15114200,3944484.2,512195200,-118368000,1644214000,364765100,1.077575325
0.8,0.6,0.2,124,41.6,17.073,0,15025020,3962532,524237440,-137006400,1637264000,367162360,1.091321917
0.8,0.7,0.2,124,46.2,17.073,0,14961220,3961465.8,532595680,-144096800,1622670000,366695620,1.097456656
0.8,0.8,0.2,124,50.8,17.073,0,14922800,3941285.6,537269920,-139639200,1600432000,363364880,1.09559138
0.8,0.9,0.2,124,55.4,17.073,0,14909760,3901991.4,538260160,-123633600,1570550000,357170140,1.085446264
0.8,1,0.2,124,60,17.073,0,14922100,3843583.2,535566400,-96080000,1533024000,348111400,1.066864123
0.9,0,0.2,137,14,17.073,0,17619300,4238975.2,384331000,254620000,1489810000,362557400,0.854038282
0.9,0.1,0.2,137,18.6,17.073,0,17368590,4350734.6,415584560,178335300,1516567000,379271270,0.894781369
0.9,0.2,0.2,137,23.2,17.073,0,17143260,4443380,443154120,113598600,1535680000,393121140,0.931122249
0.9,0.3,0.2,137,27.8,17.073,0,16943310,4516911.4,467039680,60409900,1547149000,404107010,0.962421346
0.9,0.4,0.2,137,32.4,17.073,0,16768740,4571328.8,487241240,18769200,1550974000,412228880,0.98804314
0.9,0.5,0.2,137,37,17.073,0,16619550,4606632.2,503758800,-11323500,1547155000,417486750,1.007372879
0.9,0.6,0.2,137,41.6,17.073,0,16495740,4622821.6,516592360,-29868200,1535692000,419880620,1.019835123
0.9,0.7,0.2,137,46.2,17.073,0,16397310,4619897,525741920,-36864900,1516585000,419410490,1.024913428
0.9,0.8,0.2,137,50.8,17.073,0,16324260,4597858.4,531207480,-32313600,1489834000,416076360,1.022170256
0.9,0.9,0.2,137,55.4,17.073,0,16276590,4556705.8,532989040,-16214300,1455439000,409878230,1.011265996
0.9,1,0.2,137,60,17.073,0,16254300,4496439.2,531086600,11433000,1413400000,400816100,0.991975902
1,0,0.2,150,14,17.073,0,19361800,4938015.2,357378000,420676000,1370716000,418216000,0.765168093
1,0.1,0.2,150,18.6,17.073,0,19076460,5047916.2,389422880,344485000,1392960000,434926480,0.801728976
1,0.2,0.2,150,23.2,17.073,0,18816500,5138703.2,417783760,279842000,1407560000,448772960,0.834158073
1,0.3,0.2,150,27.8,17.073,0,18581920,5210376.2,442460640,226747000,1414516000,459755440,0.86184603
1,0.4,0.2,150,32.4,17.073,0,18372720,5262935.2,463453520,185200000,1413828000,467873920,0.884179639
1,0.5,0.2,150,37,17.073,0,18188900,5296380.2,480762400,155201000,1405496000,473128400,0.90055661
1,0.6,0.2,150,41.6,17.073,0,18030460,5310711.2,494387280,136750000,1389520000,475518880,0.910402484
1,0.7,0.2,150,46.2,17.073,0,17897400,5305928.2,504328160,129847000,1365900000,475045360,0.913189196
1,0.8,0.2,150,50.8,17.073,0,17789720,5282031.2,510585040,134492000,1334636000,471707840,0.908454539
1,0.9,0.2,150,55.4,17.073,0,17707420,5239020.2,513157920,150685000,1295728000,465506320,0.895821595
1,1,0.2,150,60,17.073,0,17650500,5176895.2,512046800,178426000,1249176000,456440800,0.875016987
0,0,0.3,20,14,19.512,0,5044900,-796356.3,-19062000,1403671000,570221000,0,0.28888156
0,0.1,0.3,20,18.6,19.512,0,5118230,-663700.3,4991520,1324477000,641083000,16762570,0.32615794
0,0.2,0.3,20,23.2,19.512,0,5216940,-550158.3,25361040,1256831000,704301000,30661140,0.359129829
0,0.3,0.3,20,27.8,19.512,0,5341030,-455730.3,42046560,1200733000,759875000,41695710,0.3875711
0,0.4,0.3,20,32.4,19.512,0,5490500,-380416.3,55048080,1156183000,807805000,49866280,0.411308521
0,0.5,0.3,20,37,19.512,0,5665350,-324216.3,64365600,1123181000,848091000,55172850,0.430225256
0,0.6,0.3,20,41.6,19.512,0,5865580,-287130.3,69999120,1101727000,880733000,57615420,0.444262684
0,0.7,0.3,20,46.2,19.512,0,6091190,-269158.3,71948640,1091821000,905731000,57193990,0.453420487
0,0.8,0.3,20,50.8,19.512,0,6342180,-270300.3,70214160,1093463000,923085000,53908560,0.457755035
0,0.9,0.3,20,55.4,19.512,0,6618550,-290556.3,64795680,1106653000,932795000,47759130,0.457376212
0,1,0.3,20,60,19.512,0,6920300,-329926.3,55693200,1131391000,934861000,38745700,0.452442877
0.1,0,0.3,33,14,19.512,0,6200150,-357796.3,85308500,1028455000,850080000,29777900,0.452522844
0.1,0.1,0.3,33,18.6,19.512,0,6237430,-227133.9,110095800,949858000,916163000,46549040,0.490971431
0.1,0.2,0.3,33,23.2,19.512,0,6300090,-115585.5,131199100,882809000,974602000,60456180,0.524709932
0.1,0.3,0.3,33,27.8,19.512,0,6388130,-23151.1,148618400,827308000,1025397000,71499320,0.553459401
0.1,0.4,0.3,33,32.4,19.512,0,6501550,50169.3,162353700,783355000,1068548000,79678460,0.576999983
0.1,0.5,0.3,33,37,19.512,0,6640350,104375.7,172405000,750950000,1104055000,84993600,0.595176293
0.1,0.6,0.3,33,41.6,19.512,0,6804530,139468.1,178772300,730093000,1131918000,87444740,0.607900813
0.1,0.7,0.3,33,46.2,19.512,0,6994090,155446.5,181455600,720784000,1152137000,87031880,0.615155151
0.1,0.8,0.3,33,50.8,19.512,0,7209030,152310.9,180454900,723023000,1164712000,83755020,0.616989143
0.1,0.9,0.3,33,55.4,19.512,0,7449350,130061.3,175770200,736810000,1169643000,77614160,0.613517878
0.1,1,0.3,33,60,19.512,0,7715050,88697.7,167401500,762145000,1166930000,68609300,0.604916864
0.2,0,0.3,46,14,19.512,0,7419400,108363.7,175119000,712719000,1085339000,62475800,0.603617347
0.2,0.1,0.3,46,18.6,19.512,0,7420630,237032.5,200640080,634719000,1146643000,79255510,0.64368893
0.2,0.2,0.3,46,23.2,19.512,0,7447240,346587.3,222477160,568267000,1200303000,93171220,0.678685605
0.2,0.3,0.3,46,27.8,19.512,0,7499230,437028.1,240630240,513363000,1246319000,104222930,0.708263766
0.2,0.4,0.3,46,32.4,19.512,0,7576600,508354.9,255099320,470007000,1284691000,112410640,0.732143651
0.2,0.5,0.3,46,37,19.512,0,7679350,560567.7,265884400,438199000,1315419000,117734350,0.750117186
0.2,0.6,0.3,46,41.6,19.512,0,7807480,593666.5,272985480,417939000,1338503000,120194060,0.762053629
0.2,0.7,0.3,46,46.2,19.512,0,7960990,607651.3,276402560,409227000,1353943000,119789770,0.767902698
0.2,0.8,0.3,46,50.8,19.512,0,8139880,602522.1,276135640,412063000,1361739000,116521480,0.767695041
0.2,0.9,0.3,46,55.4,19.512,0,8344150,578278.9,272184720,426447000,1361891000,110389190,0.761540044
0.2,1,0.3,46,60,19.512,0,8573800,534921.7,264549800,452379000,1354399000,101392900,0.749621149
0.3,0,0.3,59,14,19.512,0,8702650,602123.7,250369500,456463000,1275998000,98093700,0.736523362
0.3,0.1,0.3,59,18.6,19.512,0,8667830,728798.9,276624360,379060000,1332523000,114881980,0.778532505
0.3,0.2,0.3,59,23.2,19.512,0,8658390,836360.1,299195220,313205000,1381404000,128806260,0.815175654
0.3,0.3,0.3,59,27.8,19.512,0,8674330,924807.3,318082080,258898000,1422641000,139866540,0.84603509
0.3,0.4,0.3,59,32.4,19.512,0,8715650,994140.5,333284940,216139000,1456234000,148062820,0.870759095
0.3,0.5,0.3,59,37,19.512,0,8782350,1044359.7,344803800,184928000,1482183000,153395100,0.889072773
0.3,0.6,0.3,59,41.6,19.512,0,8874430,1075464.9,352638660,165265000,1500488000,155863380,0.900786611
0.3,0.7,0.3,59,46.2,19.512,0,8991890,1087456.1,356789520,157150000,1511149000,155467660,0.905802257
0.3,0.8,0.3,59,50.8,19.512,0,9134730,1080333.3,357256380,160583000,1514166000,152207940,0.904115184
0.3,0.9,0.3,59,55.4,19.512,0,9302950,1054096.5,354039240,175564000,1509539000,146084220,0.895814084
0.3,1,0.3,59,60,19.512,0,9496550,1008745.7,347138100,202093000,1497268000,137096500,0.881077064
0.4,0,0.3,72,14,19.512,0,10049900,1123483.7,311060000,259687000,1422057000,136631600,0.845584703
0.4,0.1,0.3,72,18.6,19.512,0,9979030,1248165.3,338048640,182881000,1473803000,153428450,0.889610209
0.4,0.2,0.3,72,23.2,19.512,0,9933540,1353732.9,361353280,117623000,1517905000,167361300,0.928082552
0.4,0.3,0.3,72,27.8,19.512,0,9913430,1440186.5,380973920,63913000,1554363000,178430150,0.960505501
0.4,0.4,0.3,72,32.4,19.512,0,9918700,1507526.1,396910560,21751000,1583177000,186635000,0.986447367
0.4,0.5,0.3,72,37,19.512,0,9949350,1555751.7,409163200,-8863000,1604347000,191975850,1.005555054
0.4,0.6,0.3,72,41.6,19.512,0,10005380,1584863.3,417731840,-27929000,1617873000,194452700,1.017566027
0.4,0.7,0.3,72,46.2,19.512,0,10086790,1594860.9,422616480,-35447000,1623755000,194065550,1.02231746
0.4,0.8,0.3,72,50.8,19.512,0,10193580,1585744.5,423817120,-31417000,1621993000,190814400,1.019751964
0.4,0.9,0.3,72,55.4,19.512,0,10325750,1557514.1,421333760,-15839000,1612587000,184699250,1.009919536
0.4,1,0.3,72,60,19.512,0,10483300,1510169.7,415166400,11287000,1595537000,175720100,0.992975584
0.5,0,0.3,85,14,19.512,0,11461150,1672443.7,357190500,122391000,1523516000,178089500,0.925639176
0.5,0.1,0.3,85,18.6,19.512,0,11354230,1795131.7,384912920,46182000,1570483000,194894920,0.971433785
0.5,0.2,0.3,85,23.2,19.512,0,11272690,1898705.7,408951340,-18479000,1609806000,208836340,1.011612321
0.5,0.3,0.3,85,27.8,19.512,0,11216530,1983165.7,429305760,-71592000,1641485000,219913760,1.045603108
0.5,0.4,0.3,85,32.4,19.512,0,11185750,2048511.7,445976180,-113157000,1665520000,228127180,1.072893389
0.5,0.5,0.3,85,37,19.512,0,11180350,2094743.7,458962600,-143174000,1681911000,233476600,1.09304644
0.5,0.6,0.3,85,41.6,19.512,0,11200330,2121861.7,468265020,-161643000,1690658000,235962020,1.105717079
0.5,0.7,0.3,85,46.2,19.512,0,11245690,2129865.7,473883440,-168564000,1691761000,235583440,1.110664609
0.5,0.8,0.3,85,50.8,19.512,0,11316430,2118755.7,475817860,-163937000,1685220000,232340860,1.10776233
0.5,0.9,0.3,85,55.4,19.512,0,11412550,2088531.7,474068280,-147762000,1671035000,226234280,1.097002967
0.5,1,0.3,85,60,19.512,0,11534050,2039193.7,468634700,-120039000,1649206000,217263700,1.078499601
0.6,0,0.3,98,14,19.512,0,12936400,2249003.7,388761000,44575000,1580375000,222467400,0.972568387
0.6,0.1,0.3,98,18.6,19.512,0,12793430,2369698.1,417217200,-31037000,1622563000,239281390,1.019501409
0.6,0.2,0.3,98,23.2,19.512,0,12675840,2471278.5,441989400,-95101000,1657107000,253231380,1.060883889
0.6,0.3,0.3,98,27.8,19.512,0,12583630,2553744.9,463077600,-147617000,1684007000,264317370,1.096080422
0.6,0.4,0.3,98,32.4,19.512,0,12516800,2617097.3,480481800,-188585000,1703263000,272539360,1.12450501
0.6,0.5,0.3,98,37,19.512,0,12475350,2661335.7,494202000,-218005000,1714875000,277897350,1.14564057
0.6,0.6,0.3,98,41.6,19.512,0,12459280,2686460.1,504238200,-235877000,1718843000,280391340,1.159057591
0.6,0.7,0.3,98,46.2,19.512,0,12468590,2692470.5,510590400,-242201000,1715167000,280021330,1.164430815
0.6,0.8,0.3,98,50.8,19.512,0,12503280,2679366.9,513258600,-236977000,1703847000,276787320,1.16155283
0.6,0.9,0.3,98,55.4,19.512,0,12563350,2647149.3,512242800,-220205000,1684883000,270689310,1.150343625
0.6,1,0.3,98,60,19.512,0,12648800,2595817.7,507543000,-191885000,1658275000,261727300,1.130855366
0.7,0,0.3,111,14,19.512,0,14475650,2853163.7,405771500,26239000,1592634000,269765300,0.983791811
0.7,0.1,0.3,111,18.6,19.512,0,14296630,2971864.5,434961480,-48776000,1630043000,286587860,1.030846151
0.7,0.2,0.3,111,23.2,19.512,0,14142990,3071451.3,460467460,-112243000,1659808000,300546420,1.072528779
0.7,0.3,0.3,111,27.8,19.512,0,14014730,3151924.1,482289440,-164162000,1681929000,311640980,1.108160212
0.7,0.4,0.3,111,32.4,19.512,0,13911850,3213282.9,500427420,-204533000,1696406000,319871540,1.137098131
0.7,0.5,0.3,111,37,19.512,0,13834350,3255527.7,514881400,-233356000,1703239000,325238100,1.158758214
0.7,0.6,0.3,111,41.6,19.512,0,13782230,3278658.5,525651380,-250631000,1702428000,327740660,1.172635017
0.7,0.7,0.3,111,46.2,19.512,0,13755490,3282675.3,532737360,-256358000,1693973000,327379220,1.178321734
0.7,0.8,0.3,111,50.8,19.512,0,13754130,3267578.1,536139340,-250537000,1677874000,324153780,1.175527573
0.7,0.9,0.3,111,55.4,19.512,0,13778150,3233366.9,535857320,-233168000,1654131000,318064340,1.164091535
0.7,1,0.3,111,60,19.512,0,13827550,3180041.7,531891300,-204251000,1622744000,309110900,1.143991546
0.8,0,0.3,124,14,19.512,0,16078900,3484923.7,408222000,67383000,1560293000,319983200,0.958601712
0.8,0.1,0.3,124,18.6,19.512,0,15863830,3601630.9,438145760,-7035000,1592923000,336814330,1.004436001
0.8,0.2,0.3,124,23.2,19.512,0,15674140,3699224.1,464385520,-69905000,1617909000,350781460,1.045158152
0.8,0.3,0.3,124,27.8,19.512,0,15509830,3777703.3,486941280,-121227000,1635251000,361884590,1.080069404
0.8,0.4,0.3,124,32.4,19.512,0,15370900,3837068.5,505813040,-161001000,1644949000,370123720,1.108495042
0.8,0.5,0.3,124,37,19.512,0,15257350,3877319.7,521000800,-189227000,1647003000,375498850,1.129805265
0.8,0.6,0.3,124,41.6,19.512,0,15169180,3898456.9,532504560,-205905000,1641413000,378009980,1.143437027
0.8,0.7,0.3,124,46.2,19.512,0,15106390,3900480.1,540324320,-211035000,1628179000,377657110,1.148915707
0.8,0.8,0.3,124,50.8,19.512,0,15068980,3883389.3,544460080,-204617000,1607301000,374440240,1.145875336
0.8,0.9,0.3,124,55.4,19.512,0,15056950,3847184.5,544911840,-186651000,1578779000,368359370,1.134076033
0.8,1,0.3,124,60,19.512,0,15070300,3791865.7,541679600,-157137000,1542613000,359414500,1.113417338
0.9,0,0.3,137,14,19.512,0,17746150,4144283.7,396112500,168007000,1483352000,373121100,0.898261371
0.9,0.1,0.3,137,18.6,19.512,0,17495030,4258997.3,426770040,94186000,1511203000,389960800,0.941331353
0.9,0.2,0.3,137,23.2,19.512,0,17269290,4354596.9,453743580,31913000,1531410000,403936500,0.979586432
0.9,0.3,0.3,137,27.8,19.512,0,17068930,4431082.5,477033120,-18812000,1543973000,415048200,1.012334436
0.9,0.4,0.3,137,32.4,19.512,0,16893950,4488454.1,496638660,-57989000,1548892000,423295900,1.03889522
0.9,0.5,0.3,137,37,19.512,0,16744350,4526711.7,512560200,-85618000,1546167000,428679600,1.058620423
0.9,0.6,0.3,137,41.6,19.512,0,16620130,4545855.3,524797740,-101699000,1535798000,431199300,1.070914909
0.9,0.7,0.3,137,46.2,19.512,0,16521290,4545884.9,533351280,-106232000,1517785000,430855000,1.075258952
0.9,0.8,0.3,137,50.8,19.512,0,16447830,4526800.5,538220820,-99217000,1492128000,427646700,1.071229964
0.9,0.9,0.3,137,55.4,19.512,0,16399750,4488602.1,539406360,-80654000,1458827000,421574400,1.058522406
0.9,1,0.3,137,60,19.512,0,16377050,4431289.7,536907900,-50543000,1417882000,412638100,1.036964498
1,0,0.3,150,14,19.512,0,19477400,4831243.7,369443000,328111000,1361811000,429179000,0.805842518
1,0.1,0.3,150,18.6,19.512,0,19190230,4943963.7,400834320,254887000,1384883000,446027270,0.844559298
1,0.2,0.3,150,23.2,19.512,0,18928440,5037569.7,428541640,193211000,1400311000,460011540,0.878752223
1,0.3,0.3,150,27.8,19.512,0,18692030,5112061.7,452564960,143083000,1408095000,471131810,0.907758491
1,0.4,0.3,150,32.4,19.512,0,18481000,5167439.7,472904280,104503000,1408235000,479388080,0.930917978
1,0.5,0.3,150,37,19.512,0,18295350,5203703.7,489559600,77471000,1400731000,484780350,0.94759106
1,0.6,0.3,150,41.6,19.512,0,18135080,5220853.7,502530920,61987000,1385583000,487308620,0.957178582
1,0.7,0.3,150,46.2,19.512,0,18000190,5218889.7,511818240,58051000,1362791000,486972890,0.95914324
1,0.8,0.3,150,50.8,19.512,0,17890680,5197811.7,517421560,65663000,1332355000,483773160,0.953031363
1,0.9,0.3,150,55.4,19.512,0,17806550,5157619.7,519340880,84823000,1294275000,477709430,0.938493856
1,1,0.3,150,60,19.512,0,17747800,5098313.7,517576200,115531000,1248551000,468781700,0.915304945
0,0,0.4,20,14,21.951,0,5223800,-780547.2,-12608000,1381024000,588944000,3990000,0.298961201
0,0.1,0.4,20,18.6,21.951,0,5309500,-643720.2,11367360,1299764000,663294000,20770760,0.337888132
0,0.2,0.4,20,23.2,21.951,0,5420580,-526007.2,31658720,1230052000,730000000,34687520,0.372439099
0,0.3,0.4,20,27.8,21.951,0,5557040,-427408.2,48266080,1171888000,789062000,45740280,0.402387618
0,0.4,0.4,20,32.4,21.951,0,5718880,-347923.2,61189440,1125272000,840480000,53929040,0.427561564
0,0.5,0.4,20,37,21.951,0,5906100,-287552.2,70428800,1090204000,884254000,59253800,0.447846447
0,0.6,0.4,20,41.6,21.951,0,6118700,-246295.2,75984160,1066684000,920384000,61714560,0.463186967
0,0.7,0.4,20,46.2,21.951,0,6356680,-224152.2,77855520,1054712000,948870000,61311320,0.473586806
0,0.8,0.4,20,50.8,21.951,0,6620040,-221123.2,76042880,1054288000,969712000,58044080,0.479106719
0,0.9,0.4,20,55.4,21.951,0,6908780,-237208.2,70546240,1065412000,982910000,51912840,0.479861077
0,1,0.4,20,60,21.951,0,7222900,-272407.2,61365600,1088084000,988464000,42917600,0.476013076
0.1,0,0.4,33,14,21.951,0,6367800,-354067.2,92046000,999856000,866356000,34167200,0.464232359
0.1,0.1,0.4,33,18.6,21.951,0,6416030,-219369,116697600,919696300,935661000,50968490,0.504302325
0.1,0.2,0.4,33,23.2,21.951,0,6489640,-103784.8,137665200,851084600,997322000,64905780,0.539557693
0.1,0.3,0.4,33,27.8,21.951,0,6588630,-7314.6,154948800,794020900,1051339000,75979070,0.569720302
0.1,0.4,0.4,33,32.4,21.951,0,6713000,70041.6,168548400,748505200,1097712000,84188360,0.594573596
0.1,0.5,0.4,33,37,21.951,0,6862750,128283.8,178464000,714537500,1136441000,89533650,0.613967693
0.1,0.6,0.4,33,41.6,21.951,0,7037880,167412,184695600,692117800,1167526000,92014940,0.627822382
0.1,0.7,0.4,33,46.2,21.951,0,7238390,187426.2,187243200,681246100,1190967000,91632230,0.636127907
0.1,0.8,0.4,33,50.8,21.951,0,7464280,188326.4,186106800,681922400,1206764000,88385520,0.638943554
