Temp(0to1),time(0to1),B/A(0to1),T,t,B/A,mz189,mz278,mz375,mz410,mz430,mz494,mz524,Yield 494/430
0.1,0.9,0.4,33,55.4,21.951,0,7715550,170112.6,181286400,694146700,1214917000,82274810,0.636394165
0.1,1,0.4,33,60,21.951,0,7992200,132784.8,172782000,717919000,1215426000,73300100,0.628664827
0.2,0,0.4,46,14,21.951,0,7575800,100012.8,182140000,678168000,1099168000,67264400,0.618435681
0.2,0.1,0.4,46,18.6,21.951,0,7586560,232582.2,207467840,599108600,1163428000,84086220,0.660087286
0.2,0.2,0.4,46,23.2,21.951,0,7622700,346037.6,229111680,531597200,1220044000,98044040,0.696514789
0.2,0.3,0.4,46,27.8,21.951,0,7684220,440379,247071520,475633800,1269016000,109137860,0.727375775
0.2,0.4,0.4,46,32.4,21.951,0,7771120,515606.4,261347360,431218400,1310344000,117367680,0.752395665
0.2,0.5,0.4,46,37,21.951,0,7883400,571719.8,271939200,398351000,1344028000,122733500,0.771375229
0.2,0.6,0.4,46,41.6,21.951,0,8021060,608719.2,278847040,377031600,1370068000,125235320,0.784195704
0.2,0.7,0.4,46,46.2,21.951,0,8184100,626604.6,282070880,367260200,1388464000,124873140,0.790821246
0.2,0.8,0.4,46,50.8,21.951,0,8372520,625376,281610720,369036800,1399216000,121646960,0.79129862
0.2,0.9,0.4,46,55.4,21.951,0,8586320,605033.4,277466560,382361400,1402324000,115556780,0.785754173
0.2,1,0.4,46,60,21.951,0,8825500,565576.8,269638400,407234000,1397788000,106602600,0.774388345
0.3,0,0.4,59,14,21.951,0,8847800,581692.8,257674000,415960000,1287380000,103281600,0.755797433
0.3,0.1,0.4,59,18.6,21.951,0,8821090,712133.4,283678080,338000900,1346595000,120123950,0.799357876
0.3,0.2,0.4,59,23.2,21.951,0,8819760,823460,305998160,271589800,1398166000,134102300,0.837347593
0.3,0.3,0.4,59,27.8,21.951,0,8843810,915672.6,324634240,216726700,1442093000,145216650,0.869348851
0.3,0.4,0.4,59,32.4,21.951,0,8893240,988771.2,339586320,173411600,1478376000,153467000,0.8950158
0.3,0.5,0.4,59,37,21.951,0,8968050,1042755.8,350854400,141644500,1507015000,158853350,0.914085049
0.3,0.6,0.4,59,41.6,21.951,0,9068240,1077626.4,358438480,121425400,1528010000,161375700,0.926383658
0.3,0.7,0.4,59,46.2,21.951,0,9193810,1093383,362338560,112754300,1541361000,161034050,0.931834075
0.3,0.8,0.4,59,50.8,21.951,0,9344760,1090025.6,362554640,115631200,1547068000,157828400,0.930455731
0.3,0.9,0.4,59,55.4,21.951,0,9521090,1067554.2,359086720,130056100,1545131000,151758750,0.922363239
0.3,1,0.4,59,60,21.951,0,9722800,1025968.8,351934800,156029000,1535550000,142825100,0.907761328
0.4,0,0.4,72,14,21.951,0,10183800,1090972.8,318648000,213232000,1430992000,142218800,0.870314507
0.4,0.1,0.4,72,18.6,21.951,0,10119620,1219284.6,345328320,136373200,1485162000,159081680,0.915898711
0.4,0.2,0.4,72,23.2,21.951,0,10080820,1328482.4,368324640,71062400,1531688000,173080560,0.955662217
0.4,0.3,0.4,72,27.8,21.951,0,10067400,1418566.2,387636960,17299600,1570570000,184215440,0.989105151
0.4,0.4,0.4,72,32.4,21.951,0,10079360,1489536,403265280,-24915200,1601808000,192486320,1.015800186
0.4,0.5,0.4,72,37,21.951,0,10116700,1541391.8,415209600,-55582000,1625402000,197893200,1.035406607
0.4,0.6,0.4,72,41.6,21.951,0,10179420,1574133.6,423469920,-74700800,1641352000,200436080,1.047681832
0.4,0.7,0.4,72,46.2,21.951,0,10267520,1587761.4,428046240,-82271600,1649658000,200114960,1.052489673
0.4,0.8,0.4,72,50.8,21.951,0,10381000,1582275.2,428938560,-78294400,1650320000,196929840,1.049804787
0.4,0.9,0.4,72,55.4,21.951,0,10519860,1557675,426146880,-62769200,1643338000,190880720,1.039713045
0.4,1,0.4,72,60,21.951,0,10684100,1513960.8,419671200,-35696000,1628712000,181967600,1.02240781
0.5,0,0.4,85,14,21.951,0,11583800,1627852.8,365062000,69984000,1530004000,184076000,0.956259672
0.5,0.1,0.4,85,18.6,21.951,0,11482150,1754035.8,392418560,-5774500,1579129000,200959410,1.003670184
0.5,0.2,0.4,85,23.2,21.951,0,11405880,1861104.8,416091120,-69985000,1620610000,214978820,1.045133414
0.5,0.3,0.4,85,27.8,21.951,0,11354990,1949059.8,436079680,-122647500,1654447000,226134230,1.080067594
0.5,0.4,0.4,85,32.4,21.951,0,11329480,2017900.8,452384240,-163762000,1680640000,234425640,1.107959902
0.5,0.5,0.4,85,37,21.951,0,11329350,2067627.8,465004800,-193328500,1699189000,239853050,1.12838407
0.5,0.6,0.4,85,41.6,21.951,0,11354600,2098240.8,473941360,-211347000,1710094000,242416460,1.141015795
0.5,0.7,0.4,85,46.2,21.951,0,11405230,2109739.8,479193920,-217817500,1713355000,242115870,1.14564496
0.5,0.8,0.4,85,50.8,21.951,0,11481240,2102124.8,480762480,-212740000,1708972000,238951280,1.142183832
0.5,0.9,0.4,85,55.4,21.951,0,11582630,2075395.8,478647040,-196114500,1696945000,232922690,1.130670652
0.5,1,0.4,85,60,21.951,0,11709400,2029552.8,472847600,-167941000,1677274000,224030100,1.111268355
0.6,0,0.4,98,14,21.951,0,13047800,2192332.8,396916000,-13784000,1584416000,228853200,1.008776085
0.6,0.1,0.4,98,18.6,21.951,0,12908680,2316387,424948800,-88442200,1628496000,245757140,1.057427994
0.6,0.2,0.4,98,23.2,21.951,0,12794940,2421327.2,449297600,-151552400,1664932000,259797080,1.100141696
0.6,0.3,0.4,98,27.8,21.951,0,12706580,2507153.4,469962400,-203114600,1693724000,270973020,1.136262793
0.6,0.4,0.4,98,32.4,21.951,0,12643600,2573865.6,486943200,-243128800,1714872000,279284960,1.165197842
0.6,0.5,0.4,98,37,21.951,0,12606000,2621463.8,500240000,-271595000,1728376000,284732900,1.186435024
0.6,0.6,0.4,98,41.6,21.951,0,12593780,2649948,509852800,-288513200,1734236000,287316840,1.199563291
0.6,0.7,0.4,98,46.2,21.951,0,12606940,2659318.2,515781600,-293883400,1732452000,287036780,1.204288763
0.6,0.8,0.4,98,50.8,21.951,0,12645480,2649574.4,518026400,-287705600,1723024000,283892720,1.200447232
0.6,0.9,0.4,98,55.4,21.951,0,12709400,2620716.6,516587200,-269979800,1705952000,277884660,1.188011857
0.6,1,0.4,98,60,21.951,0,12798700,2572744.8,511464000,-240706000,1681236000,269012600,1.167095444
0.7,0,0.4,111,14,21.951,0,14575800,2784412.8,414210000,-38072000,1594228000,276550400,1.024465413
0.7,0.1,0.4,111,18.6,21.951,0,14399210,2906338.2,442919040,-111629900,1633263000,293474870,1.073361903
0.7,0.2,0.4,111,23.2,21.951,0,14248000,3009149.6,467944080,-173639800,1664654000,307535340,1.116457509
0.7,0.3,0.4,111,27.8,21.951,0,14122170,3092847,489285120,-224101700,1688401000,318731810,1.153043643
0.7,0.4,0.4,111,32.4,21.951,0,14021720,3157430.4,506942160,-263015600,1704504000,327064280,1.182461128
0.7,0.5,0.4,111,37,21.951,0,13946650,3202899.8,520915200,-290381500,1712963000,332532750,1.204122927
0.7,0.6,0.4,111,41.6,21.951,0,13896960,3229255.2,531204240,-306199400,1713778000,335137220,1.217536271
0.7,0.7,0.4,111,46.2,21.951,0,13872650,3236496.6,537809280,-310469300,1706949000,334877690,1.222322816
0.7,0.8,0.4,111,50.8,21.951,0,13873720,3224624,540730320,-303191200,1692476000,331754160,1.218235455
0.7,0.9,0.4,111,55.4,21.951,0,13900170,3193637.4,539967360,-284365100,1670359000,325766630,1.205170528
0.7,1,0.4,111,60,21.951,0,13952000,3143536.8,535520400,-253991000,1640598000,316915100,1.183174468
0.8,0,0.4,124,14,21.951,0,16167800,3404092.8,416944000,-2880000,1559440000,327167600,1.001850234
0.8,0.1,0.4,124,18.6,21.951,0,15953740,3523889.4,446329280,-75337600,1593430000,344112600,1.049626492
0.8,0.2,0.4,124,23.2,21.951,0,15765060,3624572,472030560,-136247200,1619776000,358193600,1.091839943
0.8,0.3,0.4,124,27.8,21.951,0,15601760,3706140.6,494047840,-185608800,1638478000,369410600,1.127753276
0.8,0.4,0.4,124,32.4,21.951,0,15463840,3768595.2,512381120,-223422400,1649536000,377763600,1.156665219
0.8,0.5,0.4,124,37,21.951,0,15351300,3811935.8,527030400,-249688000,1652950000,383252600,1.177933985
0.8,0.6,0.4,124,41.6,21.951,0,15264140,3836162.4,537995680,-264405600,1648720000,385877600,1.191001119
0.8,0.7,0.4,124,46.2,21.951,0,15202360,3841275,545276960,-267575200,1636846000,385638600,1.195414377
0.8,0.8,0.4,124,50.8,21.951,0,15165960,3827273.6,548874240,-259196800,1617328000,382535600,1.19084813
0.8,0.9,0.4,124,55.4,21.951,0,15154940,3794158.2,548787520,-239270400,1590166000,376568600,1.177119831
0.8,1,0.4,124,60,21.951,0,15169300,3741928.8,545016800,-207796000,1555360000,367737600,1.15420121
0.9,0,0.4,137,14,21.951,0,17823800,4051372.8,405118000,91792000,1480052000,380704800,0.941602347
0.9,0.1,0.4,137,18.6,21.951,0,17572270,4169040.6,435179520,20434700,1508997000,397670330,0.986639024
0.9,0.2,0.4,137,23.2,21.951,0,17346120,4267594.4,461557040,-39374600,1530298000,411771860,1.026409539
0.9,0.3,0.4,137,27.8,21.951,0,17145350,4347034.2,484250560,-87635900,1543955000,423009390,1.060176303
0.9,0.4,0.4,137,32.4,21.951,0,16969960,4407360,503260080,-124349200,1549968000,431382920,1.08722472
0.9,0.5,0.4,137,37,21.951,0,16819950,4448571.8,518585600,-149514500,1548337000,436892450,1.10688597
0.9,0.6,0.4,137,41.6,21.951,0,16695320,4470669.6,530227120,-163131800,1539062000,439537980,1.118561101
0.9,0.7,0.4,137,46.2,21.951,0,16596070,4473653.4,538184640,-165201100,1522143000,439319510,1.121745154
0.9,0.8,0.4,137,50.8,21.951,0,16522200,4457523.2,542458160,-155722400,1497580000,436237040,1.11604987
0.9,0.9,0.4,137,55.4,21.951,0,16473710,4422279,543047680,-134695700,1465373000,430290570,1.101223415
0.9,1,0.4,137,60,21.951,0,16450600,4367920.8,539953200,-102121000,1425522000,421480100,1.077165576
1,0,0.4,150,14,21.951,0,19543800,4726252.8,378732000,245944000,1356064000,437162000,0.846477671
1,0.1,0.4,150,18.6,21.951,0,19254800,4841791.8,409469760,175687000,1379964000,454148060,0.887065286
1,0.2,0.4,150,23.2,21.951,0,18991180,4938216.8,436523520,116978000,1396220000,468270120,0.922694849
1,0.3,0.4,150,27.8,21.951,0,18752940,5015527.8,459893280,69817000,1404832000,479528180,0.952655174
1,0.4,0.4,150,32.4,21.951,0,18540080,5073724.8,479579040,34204000,1405800000,487922240,0.976247288
1,0.5,0.4,150,37,21.951,0,18352600,5112807.8,495580800,10139000,1399124000,493452300,0.992805459
1,0.6,0.4,150,41.6,21.951,0,18190500,5132776.8,507898560,-2378000,1384804000,496118360,1.001720164
1,0.7,0.4,150,46.2,21.951,0,18053780,5133631.8,516532320,-3347000,1362840000,495920420,1.002461947
1,0.8,0.4,150,50.8,21.951,0,17942440,5115372.8,521482080,7232000,1333232000,492858480,0.994604853
1,0.9,0.4,150,55.4,21.951,0,17856480,5077999.8,522747840,29359000,1295980000,486932540,0.977847932
1,1,0.4,150,60,21.951,0,17795900,5021512.8,520329600,63034000,1251084000,478142600,0.952033227
0,0,0.5,20,14,24.39,0,5353500,-762957.5,-8930000,1368775000,610825000,5000000,0.30855981
0,0.1,0.5,20,18.6,24.39,0,5451570,-621959.5,14967200,1285449000,688663000,21798950,0.348846975
0,0.2,0.5,20,23.2,24.39,0,5575020,-500075.5,35180400,1213671000,758857000,35733900,0.384712917
0,0.3,0.5,20,27.8,24.39,0,5723850,-397305.5,51709600,1153441000,821407000,46804850,0.41593429
0,0.4,0.5,20,32.4,24.39,0,5898060,-313649.5,64554800,1104759000,876313000,55011800,0.442342833
0,0.5,0.5,20,37,24.39,0,6097650,-249107.5,73716000,1067625000,923575000,60354750,0.463828345
0,0.6,0.5,20,41.6,24.39,0,6322620,-203679.5,79193200,1042039000,963193000,62833700,0.480339931
0,0.7,0.5,20,46.2,24.39,0,6572970,-177365.5,80986400,1028001000,995167000,62448650,0.491885498
0,0.8,0.5,20,50.8,24.39,0,6848700,-170165.5,79095600,1025511000,1019497000,59199600,0.49852959
0,0.9,0.5,20,55.4,24.39,0,7149810,-182079.5,73520800,1034569000,1036183000,53086550,0.500389713
0,1,0.5,20,60,24.39,0,7476300,-213107.5,64262000,1055175000,1045225000,44109500,0.497631404
0.1,0,0.5,33,14,24.39,0,6486250,-348557.5,96007500,981655000,885790000,35576500,0.474332577
0.1,0.1,0.5,33,18.6,24.39,0,6545430,-209823.5,120523400,899932600,958317000,52407940,0.515709515
0.1,0.2,0.5,33,23.2,24.39,0,6629990,-90203.5,141355300,829758200,1023200000,66375380,0.552198101
0.1,0.3,0.5,33,27.8,24.39,0,6739930,10302.5,158503200,771131800,1080439000,77478820,0.583525621
0.1,0.4,0.5,33,32.4,24.39,0,6875250,91694.5,171967100,724053400,1130034000,85718260,0.609482595
0.1,0.5,0.5,33,37,24.39,0,7035950,153972.5,181747000,688523000,1171985000,91093700,0.629927418
0.1,0.6,0.5,33,41.6,24.39,0,7222030,197136.5,187842900,664540600,1206292000,93605140,0.64478885
0.1,0.7,0.5,33,46.2,24.39,0,7433490,221186.5,190254800,652106200,1232955000,93252580,0.654066298
0.1,0.8,0.5,33,50.8,24.39,0,7670330,226122.5,188982700,651219800,1251974000,90036020,0.65782791
0.1,0.9,0.5,33,55.4,24.39,0,7932550,211944.5,184026600,661881400,1263349000,83955460,0.656206655
0.1,1,0.5,33,60,24.39,0,8220150,178652.5,175386500,684091000,1267080000,75010900,0.649394646
0.2,0,0.5,46,14,24.39,0,7683000,93442.5,186385000,654015000,1116155000,69073000,0.630535485
0.2,0.1,0.5,46,18.6,24.39,0,7703290,229912.5,211519600,573896200,1183371000,85936930,0.673415517
0.2,0.2,0.5,46,23.2,24.39,0,7748960,347268.5,232970200,505325400,1242943000,99936860,0.710956624
0.2,0.3,0.5,46,27.8,24.39,0,7820010,445510.5,250736800,448302600,1294871000,111072790,0.742823893
0.2,0.4,0.5,46,32.4,24.39,0,7916440,524638.5,264819400,402827800,1339155000,119344720,0.768753285
0.2,0.5,0.5,46,37,24.39,0,8038250,584652.5,275218000,368901000,1375795000,124752650,0.78855858
0.2,0.6,0.5,46,41.6,24.39,0,8185440,625552.5,281932600,346522200,1404791000,127296580,0.802135792
0.2,0.7,0.5,46,46.2,24.39,0,8358010,647338.5,284963200,335691400,1426143000,126976510,0.80946484
0.2,0.8,0.5,46,50.8,24.39,0,8555960,650010.5,284309800,336408600,1439851000,123792440,0.810608427
0.2,0.9,0.5,46,55.4,24.39,0,8779290,633568.5,279972400,348673800,1445915000,117744370,0.805708249
0.2,1,0.5,46,60,24.39,0,9028000,598012.5,271951000,372487000,1444335000,108832300,0.794978815
0.3,0,0.5,59,14,24.39,0,8943750,563042.5,262202500,385855000,1301920000,105489500,0.771382441
0.3,0.1,0.5,59,18.6,24.39,0,8925150,697248.5,287955800,307339800,1363825000,122385920,0.816092464
0.3,0.2,0.5,59,23.2,24.39,0,8931930,812340.5,310025100,240372600,1418086000,136418340,0.855062647
0.3,0.3,0.5,59,27.8,24.39,0,8964090,908318.5,328410400,184953400,1464703000,147586760,0.887883683
0.3,0.4,0.5,59,32.4,24.39,0,9021630,985182.5,343111700,141082200,1503676000,155891180,0.914223136
0.3,0.5,0.5,59,37,24.39,0,9104550,1042932.5,354129000,108759000,1535005000,161331600,0.933835392
0.3,0.6,0.5,59,41.6,24.39,0,9212850,1081568.5,361462300,87983800,1558690000,163908020,0.946568774
0.3,0.7,0.5,59,46.2,24.39,0,9346530,1101090.5,365111600,78756600,1574731000,163620440,0.952369404
0.3,0.8,0.5,59,50.8,24.39,0,9505590,1101498.5,365076900,81077400,1583128000,160468860,0.951281615
0.3,0.9,0.5,59,55.4,24.39,0,9690030,1082792.5,361358200,94946200,1583881000,154453280,0.943444924
0.3,1,0.5,59,60,24.39,0,9899850,1044972.5,353955500,120363000,1576990000,145573700,0.929087821
0.4,0,0.5,72,14,24.39,0,10268500,1060242.5,323460000,177175000,1443085000,144826000,0.890650266
0.4,0.1,0.5,72,18.6,24.39,0,10211010,1192184.5,349832000,100263400,1499679000,161754910,0.937333119
0.4,0.2,0.5,72,23.2,24.39,0,10178900,1305012.5,372520000,34899800,1548629000,175819820,0.977960742
0.4,0.3,0.5,72,27.8,24.39,0,10172170,1398726.5,391524000,-18915800,1589935000,187020730,1.012040464
0.4,0.4,0.5,72,32.4,24.39,0,10190820,1473326.5,406844000,-61183400,1623597000,195357640,1.039159541
0.4,0.5,0.5,72,37,24.39,0,10234850,1528812.5,418480000,-91903000,1649615000,200830550,1.058998711
0.4,0.6,0.5,72,41.6,24.39,0,10304260,1565184.5,426432000,-111074600,1667989000,203439460,1.071342779
0.4,0.7,0.5,72,46.2,24.39,0,10399050,1582442.5,430700000,-118698200,1678719000,203184370,1.076087575
0.4,0.8,0.5,72,50.8,24.39,0,10519220,1580586.5,431284000,-114773800,1681805000,200065280,1.07324283
0.4,0.9,0.5,72,55.4,24.39,0,10664770,1559616.5,428184000,-99301400,1677247000,194082190,1.062930813
0.4,1,0.5,72,60,24.39,0,10835700,1519532.5,421400000,-72281000,1665045000,185235100,1.04538086
0.5,0,0.5,85,14,24.39,0,11657250,1585042.5,370157500,27975000,1539650000,187082500,0.982154533
0.5,0.1,0.5,85,18.6,24.39,0,11560870,1714720.5,397148200,-47333000,1590933000,204043900,1.030664032
0.5,0.2,0.5,85,23.2,24.39,0,11489870,1825284.5,420454900,-111093000,1634572000,218141300,1.072920598
0.5,0.3,0.5,85,27.8,24.39,0,11444250,1916734.5,440077600,-163305000,1670567000,229374700,1.108345463
0.5,0.4,0.5,85,32.4,24.39,0,11424010,1989070.5,456016300,-203969000,1698918000,237744100,1.136438768
0.5,0.5,0.5,85,37,24.39,0,11429150,2042292.5,468271000,-233085000,1719625000,243249500,1.156796992
0.5,0.6,0.5,85,41.6,24.39,0,11459670,2076400.5,476841700,-250653000,1732688000,245890900,1.169127585
0.5,0.7,0.5,85,46.2,24.39,0,11515570,2091394.5,481728400,-256673000,1738107000,245668300,1.173259828
0.5,0.8,0.5,85,50.8,24.39,0,11596850,2087274.5,482931100,-251145000,1735882000,242581700,1.16915117
0.5,0.9,0.5,85,55.4,24.39,0,11703510,2064040.5,480449800,-234069000,1726013000,236631100,1.156888596
0.5,1,0.5,85,60,24.39,0,11835550,2021692.5,474284500,-205445000,1708500000,227816500,1.136684952
0.6,0,0.5,98,14,24.39,0,13110000,2137442.5,402295000,-61745000,1591615000,232259000,1.040359638
0.6,0.1,0.5,98,18.6,24.39,0,12974730,2264856.5,429904400,-135449400,1637587000,249252890,1.0901711
0.6,0.2,0.5,98,23.2,24.39,0,12864840,2373156.5,453829800,-197605800,1675915000,263382780,1.133670142
0.6,0.3,0.5,98,27.8,24.39,0,12780330,2462342.5,474071200,-248214200,1706599000,274648670,1.170198016
0.6,0.4,0.5,98,32.4,24.39,0,12721200,2532414.5,490628600,-287274600,1729639000,283050560,1.199169225
0.6,0.5,0.5,98,37,24.39,0,12687450,2583372.5,503502000,-314787000,1745035000,288588450,1.220092599
0.6,0.6,0.5,98,41.6,24.39,0,12679080,2615216.5,512691400,-330751400,1752787000,291262340,1.232590098
0.6,0.7,0.5,98,46.2,24.39,0,12696090,2627946.5,518196800,-335167800,1752895000,291072230,1.236412054
0.6,0.8,0.5,98,50.8,24.39,0,12738480,2621562.5,520018200,-328036200,1745359000,288018120,1.231447769
0.6,0.9,0.5,98,55.4,24.39,0,12806250,2596064.5,518155600,-309356600,1730179000,282100010,1.217730661
0.6,1,0.5,98,60,24.39,0,12899400,2551452.5,512609000,-279129000,1707355000,273317900,1.195437557
0.7,0,0.5,111,14,24.39,0,14626750,2717442.5,419872500,-91985000,1598980000,280355500,1.06103869
0.7,0.1,0.5,111,18.6,24.39,0,14452590,2842592.5,448100600,-164085800,1639641000,297381880,1.111202753
0.7,0.2,0.5,111,23.2,24.39,0,14303810,2948628.5,472644700,-224638600,1672658000,311544260,1.155135076
0.7,0.3,0.5,111,27.8,24.39,0,14180410,3035550.5,493504800,-273643400,1698031000,322842640,1.192113018
0.7,0.4,0.5,111,32.4,24.39,0,14082390,3103358.5,510680900,-311100200,1715760000,331277020,1.221477257
0.7,0.5,0.5,111,37,24.39,0,14009750,3152052.5,524173000,-337009000,1725845000,336847400,1.24265572
0.7,0.6,0.5,111,41.6,24.39,0,13962490,3181632.5,533981100,-351369800,1728286000,339553780,1.255186045
0.7,0.7,0.5,111,46.2,24.39,0,13940610,3192098.5,540105200,-354182600,1723083000,339396160,1.258735113
0.7,0.8,0.5,111,50.8,24.39,0,13944110,3183450.5,542545300,-345447400,1710236000,336374540,1.253114219
0.7,0.9,0.5,111,55.4,24.39,0,13972990,3155688.5,541301400,-325164200,1689745000,330488920,1.238288711
0.7,1,0.5,111,60,24.39,0,14027250,3108812.5,536373500,-293333000,1661610000,321739300,1.214381299
0.8,0,0.5,124,14,24.39,0,16207500,3325042.5,422890000,-62745000,1561745000,331372000,1.041857905
0.8,0.1,0.5,124,18.6,24.39,0,15994450,3447928.5,451736800,-133242200,1597095000,348430870,1.091021584
0.8,0.2,0.5,124,23.2,24.39,0,15806780,3551700.5,476899600,-192191400,1624801000,362625740,1.134154762
0.8,0.3,0.5,124,27.8,24.39,0,15644490,3636358.5,498378400,-239592600,1644863000,373956610,1.170495728
0.8,0.4,0.5,124,32.4,24.39,0,15507580,3701902.5,516173200,-275445800,1657281000,382423480,1.199333321
0.8,0.5,0.5,124,37,24.39,0,15396050,3748332.5,530284000,-299751000,1662055000,388026350,1.220032386
0.8,0.6,0.5,124,41.6,24.39,0,15309900,3775648.5,540710800,-312508200,1659185000,390765220,1.232058798
0.8,0.7,0.5,124,46.2,24.39,0,15249130,3783850.5,547453600,-313717400,1648671000,390640090,1.235002475
0.8,0.8,0.5,124,50.8,24.39,0,15213740,3772938.5,550512400,-303378600,1630513000,387650960,1.228596742
0.8,0.9,0.5,124,55.4,24.39,0,15203730,3742912.5,549887200,-281491800,1604711000,381797830,1.212732554
0.8,1,0.5,124,60,24.39,0,15219100,3693772.5,545578000,-248057000,1571265000,373080700,1.18746637
0.9,0,0.5,137,14,24.39,0,17852250,3960242.5,411347500,25975000,1479910000,385308500,0.982751007
0.9,0.1,0.5,137,18.6,24.39,0,17600310,4080864.5,440813000,-42918600,1509949000,402399860,1.029255426
0.9,0.2,0.5,137,23.2,24.39,0,17373750,4182372.5,466594500,-100264200,1532344000,416627220,1.070012998
0.9,0.3,0.5,137,27.8,24.39,0,17172570,4264766.5,488692000,-146061800,1547095000,427990580,1.104252918
0.9,0.4,0.5,137,32.4,24.39,0,16996770,4328046.5,507105500,-180311400,1554202000,436489940,1.131241454
0.9,0.5,0.5,137,37,24.39,0,16846350,4372212.5,521835000,-203013000,1553665000,442125300,1.150307407
0.9,0.6,0.5,137,41.6,24.39,0,16721310,4397264.5,532880500,-214166600,1545484000,444896660,1.160868175
0.9,0.7,0.5,137,46.2,24.39,0,16621650,4403202.5,540242000,-213772200,1529659000,444804020,1.162454856
0.9,0.8,0.5,137,50.8,24.39,0,16547370,4390026.5,543919500,-201829800,1506190000,441847380,1.154734712
0.9,0.9,0.5,137,55.4,24.39,0,16498470,4357736.5,543913000,-178339400,1475077000,436026740,1.137529289
0.9,1,0.5,137,60,24.39,0,16474950,4306332.5,540222500,-143301000,1436320000,427342100,1.110826678
1,0,0.5,150,14,24.39,0,19561000,4623042.5,385245000,174175000,1353475000,442165000,0.88598501
1,0.1,0.5,150,18.6,24.39,0,19270170,4741400.5,415329200,106885000,1378203000,459288850,0.928027834
1,0.2,0.5,150,23.2,24.39,0,19004720,4840644.5,441729400,51143000,1395287000,473548700,0.964641911
1,0.3,0.5,150,27.8,24.39,0,18764650,4920774.5,464445600,6949000,1404727000,484944550,0.995077482
1,0.4,0.5,150,32.4,24.39,0,18549960,4981790.5,483477800,-25697000,1406523000,493476400,1.018609876
1,0.5,0.5,150,37,24.39,0,18360650,5023692.5,498826000,-46795000,1400675000,499144250,1.034563625
1,0.6,0.5,150,41.6,24.39,0,18196720,5046480.5,510490200,-56345000,1387183000,501948100,1.042337986
1,0.7,0.5,150,46.2,24.39,0,18058170,5050154.5,518470400,-54347000,1366047000,501887950,1.041432492
1,0.8,0.5,150,50.8,24.39,0,17945000,5034714.5,522766600,-40801000,1337267000,498963800,1.031470937
1,0.9,0.5,150,55.4,24.39,0,17857210,5000160.5,523378800,-15707000,1300843000,493175650,1.012222053
1,1,0.5,150,60,24.39,0,17794800,4946492.5,520307000,20935000,1256775000,484523500,0.983615218
0,0,0.6,20,14,26.829,0,5434000,-743587.2,-8028000,1366924000,635864000,3030000,0.31748942
0,0.1,0.6,20,18.6,26.829,0,5544440,-598418.2,15791040,1281532000,717190000,19847140,0.358824289
0,0.2,0.6,20,23.2,26.829,0,5680260,-472363.2,35926080,1207688000,790872000,33800280,0.395720919
0,0.3,0.6,20,27.8,26.829,0,5841460,-365422.2,52377120,1145392000,856910000,44889420,0.427962415
0,0.4,0.6,20,32.4,26.829,0,6028040,-277595.2,65144160,1094644000,915304000,53114560,0.455386906
0,0.5,0.6,20,37,26.829,0,6240000,-208882.2,74227200,1055444000,966054000,58475700,0.477890159
0,0.6,0.6,20,41.6,26.829,0,6477340,-159283.2,79626240,1027792000,1009160000,60972840,0.4954265
0,0.7,0.6,20,46.2,26.829,0,6740060,-128798.2,81341280,1011688000,1044622000,60605980,0.508008034
0,0.8,0.6,20,50.8,26.829,0,7028160,-117427.2,79372320,1007132000,1072440000,57375120,0.51570227
0,0.9,0.6,20,55.4,26.829,0,7341640,-125170.2,73719360,1014124000,1092614000,51280260,0.518628325
0,1,0.6,20,60,26.829,0,7680500,-152027.2,64382400,1032664000,1105144000,42321400,0.516951943
0.1,0,0.6,33,14,26.829,0,6555500,-341267.2,97193000,973852000,908382000,34005800,0.482608432
0.1,0.1,0.6,33,18.6,26.829,0,6625630,-198497.4,121573200,890566900,984131000,50867390,0.524954447
0.1,0.2,0.6,33,23.2,26.829,0,6721140,-74841.6,142269400,818829800,1052236000,64864980,0.562372526
0.1,0.3,0.6,33,27.8,26.829,0,6842030,29700.2,159281600,758640700,1112697000,75998570,0.594599788
0.1,0.4,0.6,33,32.4,26.829,0,6988300,115128,172609800,709999600,1165514000,84268160,0.621437243
0.1,0.5,0.6,33,37,26.829,0,7159950,181441.8,182254000,672906500,1210687000,89673750,0.642753864
0.1,0.6,0.6,33,41.6,26.829,0,7356980,228641.6,188214200,647361400,1248216000,92215340,0.658488543
0.1,0.7,0.6,33,46.2,26.829,0,7579390,256727.4,190490400,633364300,1278101000,91892930,0.668649857
0.1,0.8,0.6,33,50.8,26.829,0,7827180,265699.2,189082600,630915200,1300342000,88706520,0.673313736
0.1,0.9,0.6,33,55.4,26.829,0,8100350,255557,183990800,640014100,1314939000,82656110,0.672619205
0.1,1,0.6,33,60,26.829,0,8398900,226300.8,175215000,660661000,1321892000,73741700,0.666762503
0.2,0,0.6,46,14,26.829,0,7741000,88652.8,187854000,640260000,1136300000,67901600,0.639606881
0.2,0.1,0.6,46,18.6,26.829,0,7770820,229023.4,212795360,559081800,1206472000,84807640,0.683339131
0.2,0.2,0.6,46,23.2,26.829,0,7826020,350280,234052720,489451600,1269000000,98849680,0.721657622
0.2,0.3,0.6,46,27.8,26.829,0,7906600,452422.6,251626080,431369400,1323884000,110027720,0.754240955
0.2,0.4,0.6,46,32.4,26.829,0,8012560,535451.2,265515440,384835200,1371124000,118341760,0.780840466
