,System Pressure,,"Pump Pressure, ",,Reactor Temperature
Time(hr),PT1 (PSIA),PT2(PSIA),MX03 (PSI),MX04 (PSI,R10 (degC)
1.58611,13.50345,61.39374,95,51,121.72872
1.58639,13.56215,61.39372,95,51,121.73308
1.58667,13.60739,61.38732,95,51,121.73686
1.58694,13.61917,61.37275,95,51,121.64964
1.58722,13.61354,61.36,95,51,121.6983
1.5875,13.57008,61.34392,95,51,121.75655
1.58778,13.48944,61.32637,96,64,121.6722
1.58805,13.42061,61.32263,96,64,121.64769
1.58833,13.37073,61.31892,96,64,121.53796
1.58861,13.36881,61.33355,96,64,121.54362
1.58889,13.41108,61.34807,96,64,121.44633
1.58917,13.48903,61.36595,96,64,121.33073
1.58944,13.56743,61.37868,96,64,121.44833
1.58972,13.60357,61.3659,96,64,121.24656
1.59,13.61418,61.3517,94,50,121.17369
1.59028,13.5716,61.33345,94,50,121.11037
1.59055,13.51963,61.31886,94,50,120.9422
1.59083,13.47164,61.31511,94,50,120.81043
1.59111,13.41291,61.31513,94,50,120.77785
1.59139,13.38219,61.31518,94,50,120.8069
1.59167,13.38145,61.31514,94,50,120.73496
1.59194,13.39912,61.31522,94,50,120.77578
1.59222,13.44559,61.31525,95,56,120.68931
1.5925,13.48776,61.30403,95,56,120.61833
1.59278,13.5315,61.30177,95,56,120.63926
1.59305,13.54395,61.29425,95,56,120.63329
1.59333,13.50549,61.27555,95,56,120.62264
1.59361,13.47113,61.26875,95,56,120.61522
1.59389,13.44468,61.25274,95,56,120.60017
1.59417,13.40712,61.24043,95,56,120.58134
1.59444,13.43334,61.24643,94,55,120.56258
1.59472,13.6642,61.2772,94,55,120.53933
1.595,13.64232,61.2511,94,55,120.51079
1.59528,13.41339,61.22318,94,55,120.47936
1.59555,13.19008,61.20806,94,55,120.44385
1.59583,13.22588,61.19253,94,55,120.39919
1.59611,13.43121,61.23402,94,55,120.35781
1.59639,13.40515,61.22248,94,55,120.31316
1.59667,13.51719,61.19667,93,55,119.84087
1.59694,13.02884,61.12838,93,55,119.84422
1.59722,12.53297,61.06823,93,55,119.93274
1.5975,12.58143,61.09244,93,55,119.95412
1.59778,12.66197,61.13261,93,55,120.08253
1.59805,12.67374,61.1251,93,55,120.22522
1.59833,12.95709,61.16067,93,55,120.23415
1.59861,13.12715,61.16392,93,55,120.22902
1.59889,13.17849,61.16058,86,53,120.42902
1.59917,13.37096,61.2083,86,53,120.55379
1.59944,13.43708,61.21886,86,53,120.63873
1.59972,13.44873,61.22606,86,53,120.8974
1.6,13.47546,61.22446,86,53,121.06067
1.60028,13.4453,61.22103,86,53,121.06063
1.60055,13.40952,61.21392,86,53,121.25371
1.60083,13.40999,61.2139,86,53,121.36778
1.60111,13.41228,61.2203,94,58,121.30527
1.60139,13.49617,61.22523,94,58,121.4586
1.60167,13.55189,61.23652,94,58,121.4728
1.60194,13.59764,61.23836,94,58,121.39796
1.60222,13.5977,61.22402,94,58,121.49876
1.6025,13.55623,61.20552,94,58,121.50688
1.60278,13.4896,61.18745,94,58,121.53381
1.60305,13.40591,61.16478,94,58,121.61584
1.60333,13.38753,61.16099,96,35,121.61162
1.60361,13.36396,61.16099,96,35,121.55389
1.60389,13.38238,61.16099,96,35,121.60817
1.60417,13.45183,61.16291,96,35,121.52346
1.60444,13.47956,61.15346,96,35,121.56915
1.60472,13.51164,61.14513,96,35,121.58279
1.605,13.56394,61.14026,96,35,121.54734
1.60528,13.56399,61.12548,96,35,121.59463
1.60555,13.55191,61.1217,84,57,121.57493
1.60583,13.52148,61.11067,84,57,121.48801
1.60611,13.46584,61.09753,84,57,121.45454
1.60639,13.41114,61.09357,84,57,121.47166
1.60667,13.39884,61.09642,84,57,121.37842
1.60694,13.40393,61.11044,84,57,121.44199
1.60722,13.46122,61.12521,84,57,121.40118
1.6075,13.52619,61.14333,84,57,121.33783
1.60778,13.55789,61.14582,83,38,121.24724
1.60805,13.62727,61.14964,83,38,121.10305
1.60833,13.63838,61.15346,83,38,121.09045
1.60861,13.63865,61.15094,83,38,121.08108
1.60889,13.6209,61.15282,83,38,120.96206
1.60917,13.53875,61.13421,83,38,120.94911
1.60944,13.44996,61.11596,83,38,120.8064
1.60972,13.38753,61.09604,83,38,120.67336
1.61,13.37654,61.08498,86,63,120.6554
1.61028,13.42404,61.08504,86,63,120.65371
1.61055,13.48387,61.08504,86,63,120.64921
1.61083,13.5292,61.08815,86,63,120.68124
1.61111,13.57501,61.08896,86,63,120.67512
1.61139,13.59584,61.07641,86,63,120.66146
1.61167,13.59477,61.05833,86,63,120.64934
1.61194,13.56082,61.04494,86,63,120.63582
1.61222,13.34993,60.98638,95,50,120.61198
1.6125,13.21841,60.94846,95,50,120.58965
1.61278,13.14348,60.94766,95,50,120.56576
1.61305,13.36664,60.96886,95,50,120.53288
1.61333,13.78705,61.03895,95,50,120.50173
1.61361,13.75874,61.0376,95,50,120.4697
1.61389,13.58951,60.99925,95,50,120.42826
1.61417,13.30206,60.95812,95,50,120.39413
1.61444,13.09419,60.93269,96,52,120.35599
1.61472,13.42185,60.98908,96,52,120.11654
1.615,13.88345,61.06432,96,52,120.11261
1.61528,13.93101,61.04704,96,52,120.15762
1.61555,13.84491,61.02158,96,52,120.36253
1.61583,13.60284,60.9749,96,52,120.39387
1.61611,13.3343,60.92432,96,52,120.53983
1.61639,13.34522,60.93826,96,52,120.54055
1.61667,13.4071,60.94854,97,53,120.76866
1.61694,13.46351,60.95616,97,53,120.81583
1.61722,13.50993,60.96758,97,53,120.90684
1.6175,13.53036,60.97149,97,53,121.09425
1.61778,13.53571,60.96354,97,53,121.16254
1.61805,13.52365,60.95587,97,53,121.1562
1.61833,13.48548,60.94251,97,53,121.34928
1.61861,13.45089,60.92941,97,53,121.37521
1.61889,13.42158,60.92939,94,56,121.41524
1.61917,13.42639,60.92563,94,56,121.49648
1.61944,13.49515,60.9295,94,56,121.58899
1.61972,13.55402,60.93338,94,56,121.55302
1.62,13.60786,60.93343,94,56,121.56061
1.62028,13.63075,60.93452,94,56,121.69316
1.62055,13.60856,60.92953,94,56,121.5761
1.62083,13.56123,60.9162,94,56,121.64331
1.62111,13.47742,60.89749,93,56,121.61968
1.62139,13.41971,60.8799,93,56,121.56553
1.62167,13.36594,60.86388,93,56,121.45432
1.62194,13.33442,60.83839,93,56,121.45308
1.62222,13.34774,60.83076,93,56,121.38403
1.6225,13.38795,60.82769,93,56,121.33284
1.62278,13.44481,60.82965,93,56,121.34978
1.62305,13.52416,60.84792,93,56,121.38059
1.62333,13.58107,60.85706,95,58,121.29485
1.62361,13.59471,60.85688,95,58,121.35246
1.62389,13.58574,60.85954,95,58,121.27641
1.62417,13.52539,60.85149,95,58,121.15324
1.62444,13.45776,60.83283,95,58,121.20843
1.62472,13.40575,60.81548,95,58,121.14188
1.625,13.33543,60.79721,95,58,121.05003
1.62528,13.326,60.78698,95,58,121.06519
1.62555,13.38114,60.79488,95,49,120.9501
1.62583,13.4476,60.80939,95,49,120.88834
1.62611,13.55714,60.82844,95,49,120.87976
1.62639,13.64178,60.84631,95,49,120.83556
1.62667,13.67952,60.84638,95,49,120.71816
1.62694,13.65209,60.83881,95,49,120.728
1.62722,13.57376,60.81636,95,49,120.72197
1.6275,13.50942,60.79039,95,49,120.71436
1.62778,13.42331,60.76733,96,53,120.70538
1.62805,13.37773,60.74468,96,53,120.69552
1.62833,13.39005,60.72757,96,53,120.67741
1.62861,13.48268,60.73287,96,53,120.66276
1.62889,13.79889,60.78159,96,53,120.636
1.62917,14.07274,60.81844,96,53,120.60889
1.62944,14.07998,60.80398,96,53,120.58494
1.62972,13.91691,60.77654,96,53,120.50266
1.63,13.63719,60.71371,93,63,120.47524
1.63028,13.33842,60.64572,93,63,120.44501
1.63055,13.32022,60.61848,93,63,120.40965
1.63083,13.61369,60.63636,93,63,120.37238
1.63111,13.65532,60.63665,93,63,120.34153
1.63139,13.45986,60.60176,93,63,120.19167
1.63167,13.42765,60.60541,93,63,120.18819
1.63194,13.29177,60.58426,93,63,120.18146
1.63222,13.28722,60.5763,94,61,120.18356
1.6325,13.51891,60.60291,94,61,120.22421
1.63278,13.597,60.61919,94,61,120.28947
1.63305,13.56781,60.60796,94,61,120.28947
1.63333,13.4996,60.58997,94,61,120.41502
1.63361,13.43597,60.5712,94,61,120.38961
1.63389,13.38513,60.55597,94,61,120.47624
1.63417,13.39068,60.54896,94,61,120.47341
1.63444,13.41529,60.54899,93,36,120.5247
1.63472,13.47866,60.55277,93,36,120.54346
1.635,13.52556,60.55281,93,36,120.53661
1.63528,13.57471,60.55602,93,36,120.53262
1.63555,13.59827,60.55984,93,36,120.57949
1.63583,13.55115,60.55987,93,36,120.57436
1.63611,13.51194,60.55978,93,36,120.57036
1.63639,13.41608,60.54845,93,36,120.56294
1.63667,13.37509,60.5426,100,56,120.55571
1.63694,13.36788,60.53505,100,56,120.49074
1.63722,13.39226,60.52841,100,56,120.4848
1.6375,13.44583,60.52612,100,56,120.46128
1.63778,13.50747,60.52951,100,56,120.45998
1.63805,13.56929,60.53087,100,56,120.45482
1.63833,13.58083,60.53382,100,56,120.44926
1.63861,13.59106,60.53376,100,56,120.43888
1.63889,13.56057,60.51963,101,52,120.42934
1.63917,13.44443,60.51842,101,52,120.41657
1.63944,13.44943,60.52531,101,52,120.39685
1.63972,13.28729,60.49506,101,52,120.38158
1.64,13.31561,60.45741,101,52,120.36305
1.64028,13.45588,60.42801,101,52,120.14864
1.64055,13.6137,60.38041,101,52,120.13811
1.64083,14.0037,60.41598,101,52,120.1571
1.64111,14.34046,60.47647,85,58,120.1531
1.64139,14.5125,60.53755,85,58,120.14512
1.64167,14.34017,60.56126,85,58,120.14197
1.64194,13.77762,60.50818,85,58,120.13591
1.64222,13.14416,60.4346,85,58,120.125
1.6425,12.7734,60.36706,85,58,120.27793
1.64278,12.70154,60.34177,85,58,120.4381
1.64305,12.98693,60.36044,85,58,120.50136
1.64333,13.31005,60.39298,104,55,120.61025
1.64361,13.42392,60.39671,104,55,120.60629
1.64389,13.48362,60.39674,104,55,120.73998
1.64417,13.53316,60.39863,104,55,120.95097
1.64444,13.56991,60.40054,104,55,121.1133
1.64472,13.58634,60.40615,104,55,121.18767
1.645,13.57348,60.40518,104,55,121.31659
1.64528,13.50668,60.39354,104,55,121.3503
1.64555,13.44554,60.38185,102,56,121.41734
1.64583,13.40668,60.36729,102,56,121.5874
1.64611,13.39544,60.35911,102,56,121.661
1.64639,13.44134,60.35074,102,56,121.72517
1.64667,13.49195,60.34474,102,56,121.66953
1.64694,13.5118,60.33577,102,56,121.671
1.64722,13.54037,60.32557,102,56,121.7383
1.6475,13.55104,60.32552,102,56,121.64258
1.64778,13.56072,60.32555,88,58,121.6147
1.64805,13.54923,60.3293,88,58,121.6386
1.64833,13.51246,60.32932,88,58,121.55764
1.64861,13.45122,60.31517,88,58,121.57693
1.64889,13.3833,60.29684,88,58,121.62029
1.64917,13.37195,60.27848,88,58,121.57066
1.64944,13.39964,60.26048,88,58,121.49703
1.64972,13.44884,60.25452,88,58,121.48129
1.65,13.5023,60.2545,96,51,121.4583
1.65028,13.57142,60.25823,96,51,121.38314
1.65055,13.57699,60.26201,96,51,121.39507
1.65083,13.58325,60.26204,96,51,121.38296
1.65111,13.54875,60.25994,96,51,121.27234
1.65139,13.47467,60.25571,96,51,121.3455
1.65167,13.42127,60.24442,96,51,121.35508
1.65194,13.35778,60.23158,96,51,121.26453
1.65222,13.34881,60.21775,90,52,121.22899
1.6525,13.37429,60.20141,90,52,121.18813
1.65278,13.41238,60.19555,90,52,120.99147
1.65305,13.47356,60.1918,90,52,120.9492
1.65333,13.52869,60.20266,90,52,120.94918
1.65361,13.56071,60.22121,90,52,120.89345
1.65389,13.57825,60.22818,90,52,120.88511
1.65417,13.56089,60.23761,90,52,120.84318
1.65444,13.49641,60.22662,97,57,120.77163
1.65472,13.43755,60.20849,97,57,120.63541
1.655,13.36671,60.19038,97,57,120.6022
1.65528,13.3161,60.17716,97,57,120.59668
1.65555,13.30013,60.16972,97,57,120.58594
1.65583,13.20127,60.17491,97,57,120.57981
1.65611,13.04991,60.14223,97,57,120.56203
1.65639,13.05039,60.12499,97,57,120.5468
1.65667,13.2058,60.12411,94,30,120.53335
1.65694,13.49733,60.10921,94,30,120.49205
1.65722,13.75461,60.15269,94,30,120.47274
1.6575,13.67838,60.18391,94,30,120.44828
1.65778,13.32645,60.15431,94,30,120.41582
1.65805,12.88757,60.12104,94,30,120.38963
1.65833,12.56096,60.0826,94,30,120.36049
1.65861,12.43309,60.01202,94,30,120.08313
1.65889,12.69573,60.02852,93,63,120.09328
1.65917,12.90286,60.06372,93,63,120.12728
1.65944,13.17936,60.10611,93,63,120.25838
1.65972,13.39322,60.13099,93,63,120.32228
1.66,13.42718,60.11975,93,63,120.31858
1.66028,13.44763,60.11972,93,63,120.3176
1.66055,13.48991,60.0817,93,63,120.42333
1.66083,13.56637,60.09178,93,63,120.57524
1.66111,13.60716,60.0989,94,62,120.60735
1.66139,13.60844,60.10036,94,62,120.81903
1.66167,13.55806,60.09654,94,62,120.99783
1.66194,13.49503,60.09656,94,62,120.98684
1.66222,13.42934,60.08531,94,62,121.09371
1.6625,13.35747,60.06662,94,62,121.11552
1.66278,13.35552,60.05607,94,62,121.17265
1.66305,13.38462,60.03771,94,62,121.16797
1.66333,13.39589,60.03325,95,63,121.16996
1.66361,13.48363,60.03323,95,63,121.15202
1.66389,13.54911,60.02925,95,63,121.04234
1.66417,13.57431,60.02929,95,63,121.07326
1.66444,13.58923,60.02939,95,63,121.11212
1.66472,13.57006,60.0294,95,63,121.16435
1.665,13.51342,60.02943,95,63,121.24463
1.66528,13.45272,60.02828,95,63,121.14464
1.66555,13.42753,60.02116,95,53,121.06299
1.66583,13.39692,60.01057,95,53,121.09383
1.66611,13.37963,59.99206,95,53,120.98283
1.66639,13.41197,59.97414,95,53,121.00688
1.66667,13.45218,59.96146,95,53,121.10433
1.66694,13.50206,59.95396,95,53,120.97546
1.66722,13.56699,59.95014,95,53,120.97453
1.6675,13.5956,59.95396,95,53,120.89734
1.66778,13.61079,59.95394,96,54,120.78856
1.66805,13.58968,59.9539,96,54,120.6779
1.66833,13.5155,59.95543,96,54,120.62473
1.66861,13.45281,59.94712,96,54,120.64309
1.66889,13.40573,59.93002,96,54,120.65224
1.66917,13.36862,59.91518,96,54,120.64827
1.66944,13.39322,59.89702,96,54,120.60124
1.66972,13.44945,59.89317,96,54,120.61824
1.67,13.50152,59.89322,94,53,120.61344
1.67028,13.57793,59.88941,94,53,120.60337
1.67055,13.61266,59.89312,94,53,120.59163
1.67083,13.61659,59.89883,94,53,120.5766
1.67111,13.3487,59.92475,94,53,120.55216
1.67139,13.08535,59.95206,94,53,120.52779
1.67167,12.97905,60.01159,94,53,120.50018
1.67194,12.74536,60.02966,94,53,120.46611
1.67222,13.0505,59.96073,101,58,120.43071
1.6725,13.57239,59.90535,101,58,120.3987
1.67278,13.86577,59.84735,101,58,120.29466
1.67305,14.20193,59.83527,101,58,119.98938
1.67333,14.28392,59.86349,101,58,119.98938
1.67361,14.22465,59.84597,101,58,119.99056
1.67389,13.84784,59.8354,101,58,120.13894
1.67417,13.69241,59.81046,101,58,120.25122
1.67444,13.59737,59.79976,85,55,120.37277
1.67472,13.38647,59.84102,85,55,120.67147
1.675,13.47297,59.83397,85,55,120.84829
1.67528,13.42782,59.81541,85,55,121.00466
1.67555,13.39796,59.80597,85,55,121.18113
1.67583,13.40133,59.79836,85,55,121.2644
1.67611,13.45622,59.79076,85,55,121.43114
1.67639,13.51166,59.7756,85,55,121.51776
1.67667,13.54573,59.76803,101,55,121.55467
1.67694,13.59348,59.76684,101,55,121.60469
1.67722,13.59903,59.76832,101,55,121.6413
1.6775,13.6081,59.78582,101,55,121.83671
1.67778,13.61152,59.78577,101,55,121.90031
1.67805,13.52853,59.78712,101,55,122.03156
1.67833,13.46291,59.77948,101,55,122.01559
1.67861,13.3975,59.77326,101,55,122.11534
1.67889,13.37003,59.76568,81,54,122.18514
1.67917,13.41943,59.74739,81,54,122.03115
1.67944,13.47141,59.73823,81,54,122.12362
1.67972,13.54555,59.71653,81,54,121.98857
1.68,13.59828,59.7005,81,54,121.98287
1.68028,13.60974,59.70497,81,54,122.0695
1.68055,13.59131,59.70501,81,54,122.01852
1.68083,13.57093,59.71653,81,54,122.02073
1.68111,13.52175,59.72551,92,40,121.88805
1.68139,13.48898,59.72608,92,40,121.79173
1.68167,13.45766,59.72223,92,40,121.77634
1.68194,13.41224,59.72222,92,40,121.79878
1.68222,13.40263,59.72228,92,40,121.87791
1.6825,13.41942,59.71085,92,40,121.94421
1.68278,13.45624,59.70319,92,40,121.82188
1.68305,13.52115,59.68447,92,40,121.81148
1.68333,13.6102,59.66608,92,55,121.63069
1.68361,13.6658,59.66112,92,55,121.57716
1.68389,13.6791,59.66991,92,55,121.46564
1.68417,13.63405,59.68023,92,55,121.42556
1.68444,13.53997,59.6917,92,55,121.46957
1.68472,13.47208,59.69175,92,55,121.41563
1.685,13.41664,59.68046,92,55,121.33978
1.68528,13.39858,59.6694,92,55,121.26937
1.68555,13.39438,59.6629,86,48,121.24509
1.68583,13.39332,59.6556,86,48,121.11403
1.68611,13.42261,59.64968,86,48,121.12144
1.68639,13.47798,59.64965,86,48,121.05686
1.68667,13.55504,59.63898,86,48,120.94582
1.68694,13.6183,59.63822,86,48,120.90636
1.68722,13.63843,59.64206,86,48,120.84629
1.6875,13.63196,59.6421,86,48,120.71763
1.68778,13.56166,59.64977,101,53,120.76025
1.68805,13.47645,59.64977,101,53,120.71938
1.68833,13.42054,59.63871,101,53,120.70097
1.68861,13.38101,59.62835,101,53,120.69069
1.68889,13.38295,59.6096,101,53,120.68211
1.68917,13.42591,59.58938,101,53,120.66373
1.68944,13.47435,59.57718,101,53,120.64435
1.68972,13.3772,59.58456,101,53,120.62071
1.69,13.50342,59.57929,91,55,120.62071
1.69028,13.77806,59.58275,91,55,120.59139
1.69055,13.81541,59.59076,91,55,120.55945
1.69083,13.99793,59.54888,91,55,120.52068
1.69111,14.01716,59.51683,91,55,120.48368
1.69139,13.58377,59.51919,91,55,120.44043
1.69167,13.30694,59.52361,91,55,120.03793
1.69194,12.95106,59.54594,91,55,120.10159
1.69222,12.82501,59.59033,87,55,120.18121
1.6925,13.04333,59.58185,87,55,120.23753
1.69278,13.28463,59.55757,87,55,120.2291
1.69305,13.59667,59.54086,87,55,120.28751
1.69333,13.70198,59.52544,87,55,120.39451
1.69361,13.6596,59.52396,87,55,120.40383
1.69389,13.63835,59.54113,87,55,120.4176
1.69417,13.589,59.54532,87,55,120.59833
1.69444,13.51793,59.55174,99,56,120.66604
1.69472,13.45665,59.55664,99,56,120.71614
1.695,13.41876,59.54971,99,56,120.72864
1.69528,13.4095,59.53524,99,56,120.73084
1.69555,13.41279,59.52385,99,56,120.81545
1.69583,13.4377,59.50946,99,56,120.92826
1.69611,13.48511,59.49046,99,56,120.95353
1.69639,13.52651,59.47834,99,56,121.08529
1.69667,13.55948,59.467,91,57,121.04104
1.69694,13.57571,59.45941,91,57,121.11165
1.69722,13.57679,59.45938,91,57,121.19521
1.6975,13.53544,59.46701,91,57,121.18169
1.69778,13.50754,59.46921,91,57,121.26801
1.69805,13.46685,59.46675,91,57,121.22815
1.69833,13.4096,59.45825,91,57,121.11729
1.69861,13.40089,59.45068,91,57,121.06488
1.69889,13.38965,59.44022,94,55,120.98212
1.69917,13.429,59.43496,94,55,120.9754
1.69944,13.49987,59.42902,94,55,120.98154
1.69972,13.54688,59.42515,94,55,120.97377
1.7,13.6105,59.42518,94,55,121.01296
1.70028,13.62764,59.42138,94,55,120.96094
1.70055,13.61546,59.42784,94,55,120.86147
1.70083,13.58116,59.43659,94,55,120.83059
1.70111,13.53556,59.44038,93,51,120.75039
1.70139,13.45674,59.44416,93,51,120.63045
1.70167,13.40745,59.43961,93,51,120.67637
1.70194,13.38873,59.42515,93,51,120.67135
1.70222,13.40414,59.41749,93,51,120.66585
1.7025,13.44311,59.40042,93,51,120.65867
1.70278,13.62211,59.35551,93,51,120.63851
1.70305,13.71028,59.3399,93,51,120.62018
1.70333,13.79552,59.34518,94,61,120.59995
1.70361,13.77073,59.3573,94,61,120.54901
1.70389,13.64151,59.40188,94,61,120.52641
1.70417,13.5605,59.42394,94,61,120.46983
1.70444,13.22194,59.45061,94,61,120.43962
1.70472,13.16554,59.44303,94,61,120.41335
1.705,13.1273,59.42569,94,61,120.19006
1.70528,13.1109,59.41415,94,61,120.30642
1.70555,13.33064,59.3669,94,50,120.44883
1.70583,13.45484,59.34668,94,50,120.42307
1.70611,13.52192,59.3361,94,50,120.4846
1.70639,13.60674,59.32785,94,50,120.48655
1.70667,13.65817,59.32031,94,50,120.50285
1.70694,13.68334,59.31656,94,50,120.49557
1.70722,13.68051,59.32076,94,50,120.52638
1.7075,13.60624,59.32979,94,50,120.52348
1.70778,13.53502,59.33733,93,60,120.52971
1.70805,13.46645,59.34104,93,60,120.52654
1.70833,13.40324,59.34213,93,60,120.52654
1.70861,13.39323,59.33719,93,60,120.52244
1.70889,13.41727,59.32966,93,60,120.51796
1.70917,13.43966,59.31455,93,60,120.49935
1.70944,13.48444,59.29855,93,60,120.49284
1.70972,13.53018,59.28596,93,60,120.50443
1.71,13.55743,59.27535,91,52,120.55979
1.71028,13.58637,59.27011,91,52,120.55369
1.71055,13.606,59.26512,91,52,120.54824
1.71083,13.61019,59.26441,91,52,120.54097
1.71111,13.55441,59.26438,91,52,120.53611
1.71139,13.49416,59.26438,91,52,120.52197
1.71167,13.35418,59.28064,91,52,120.50588
1.71194,13.06425,59.32872,91,52,120.487
1.71222,12.76127,59.37111,98,58,120.4594
1.7125,12.58835,59.39183,98,58,120.43098
1.71278,12.39048,59.42586,98,58,120.40033
1.71305,12.63538,59.38616,98,58,120.36609
1.71333,12.80821,59.36848,98,58,120.05347
1.71361,12.89988,59.3628,98,58,120.05605
1.71389,13.20028,59.31039,98,58,120.16408
1.71417,13.34682,59.2833,98,58,120.15944
1.71444,13.75146,59.1994,97,58,120.15825
1.71472,14.01036,59.15948,97,58,120.1566
1.715,13.99198,59.17005,97,58,120.15468
1.71528,13.86598,59.18618,97,58,120.15468
1.71555,13.63368,59.22142,97,58,120.31834
1.71583,13.44017,59.23822,97,58,120.46877
1.71611,13.37777,59.22863,97,58,120.7077
1.71639,13.37098,59.21755,97,58,120.79356
1.71667,13.34998,59.21336,103,56,120.94444
1.71694,13.34612,59.20958,103,56,121.03513
1.71722,13.42968,59.19033,103,56,120.95913
1.7175,13.49294,59.17227,103,56,121.1169
1.71778,13.54532,59.15765,103,56,121.06227
1.71805,13.61275,59.1396,103,56,121.12241
1.71833,13.60458,59.13293,103,56,121.13773
1.71861,13.57873,59.1254,103,56,121.20608
1.71889,13.59056,59.12167,87,56,121.33171
1.71917,13.57821,59.12168,87,56,121.34831
1.71944,13.5613,59.11422,87,56,121.38014
1.71972,13.54405,59.11422,87,56,121.40255
1.72,13.48751,59.11428,87,56,121.32873
1.72028,13.43673,59.11803,87,56,121.31731
1.72055,13.3908,59.12179,87,56,121.35026
1.72083,13.40126,59.11655,87,56,121.29047
1.72111,13.4266,59.11058,92,55,121.25885
1.72139,13.46087,59.09899,92,55,121.22733
1.72167,13.52422,59.0807,92,55,121.23053
1.72194,13.55681,59.06577,92,55,121.20869
1.72222,13.58895,59.05453,92,55,121.18223
1.7225,13.61025,59.04411,92,55,121.15765
1.72278,13.59892,59.04339,92,55,121.12038
1.72305,13.56747,59.04345,92,55,121.2324
1.72333,13.51676,59.04341,85,60,121.05847
1.72361,13.46104,59.04339,85,60,121.05164
1.72389,13.42071,59.05086,85,60,120.97666
1.72417,13.39389,59.06199,85,60,120.75195
1.72444,13.4199,59.07567,85,60,120.76353
1.72472,13.47097,59.08322,85,60,120.79179
1.725,13.52896,59.07949,85,60,120.661
1.72528,13.5828,59.06831,85,60,120.70889
1.72555,13.62833,59.05388,94,60,120.70323
1.72583,13.62696,59.04516,94,60,120.69283
1.72611,13.6376,59.03751,94,60,120.68296
1.72639,13.61319,59.03751,94,60,120.67497
1.72667,13.55447,59.03947,94,60,120.64201
1.72694,13.50243,59.04283,94,60,120.5497
1.72722,13.41832,59.05459,94,60,120.53323
1.7275,13.37736,59.05835,94,60,120.51688
1.72778,13.3619,59.06584,98,50,120.49432
1.72805,13.11035,59.1038,98,50,120.47032
1.72833,13.33287,59.066,98,50,120.43568
1.72861,13.70211,59.00723,98,50,120.40727
1.72889,13.96693,58.92764,98,50,120.37567
1.72917,14.35305,58.82999,98,50,120.34499
1.72944,14.07086,58.87031,98,50,120.30885
1.72972,13.42105,58.96142,98,50,120.26679
1.73,13.21957,59.03817,96,49,120.23212
1.73028,13.30209,59.04025,96,49,120.19261
1.73055,13.59784,58.97286,96,49,119.93502
1.73083,13.92263,58.89309,96,49,119.94015
1.73111,13.58986,58.89341,96,49,120.17683
1.73139,13.21778,58.946,96,49,120.39439
1.73167,13.03889,58.99283,96,49,120.47623
1.73194,13.04266,59.0187,96,49,120.73661
1.73222,13.33033,58.99992,94,50,120.90615
1.7325,13.58882,58.96795,94,50,121.09866
1.73278,13.61017,58.95673,94,50,121.37193
1.73305,13.58611,58.9507,94,50,121.42114
1.73333,13.51124,58.95182,94,50,121.50222
1.73361,13.46275,58.95216,94,50,121.61141
1.73389,13.40696,58.95298,94,50,121.70652
1.73417,13.3432,58.96049,94,50,121.89902
1.73444,13.33908,58.9631,93,59,122.03333
1.73472,13.34138,58.96797,93,59,122.11855
1.735,13.375,58.96795,93,59,122.21004
1.73528,13.44521,58.96791,93,59,122.19965
1.73555,13.52155,58.96793,93,59,122.30736
1.73583,13.54985,58.95669,93,59,122.33646
1.73611,13.58419,58.94642,93,59,122.41074
1.73639,13.57743,58.92772,93,59,122.41671
1.73667,13.53858,58.90935,94,53,122.42806
1.73694,13.49614,58.90258,94,53,122.36269
1.73722,13.43308,58.89678,94,53,122.38918
1.7375,13.37883,58.90985,94,53,122.49388
1.73778,13.35887,58.92136,94,53,122.38001
1.73805,13.35583,58.92959,94,53,122.43406
1.73833,13.37911,58.93255,94,53,122.33545
1.73861,13.43051,58.93258,94,53,122.24905
1.73889,13.48045,58.92294,94,58,122.22359
1.73917,13.54788,58.91618,94,58,122.10745
1.73944,13.58943,58.90423,94,58,122.11582
1.73972,13.5949,58.89491,94,58,122.01729
1.74,13.58102,58.88933,94,58,122.0143
1.74028,13.53199,58.88933,94,58,122.03855
1.74055,13.45861,58.90054,94,58,121.98827
1.74083,13.4216,58.90434,94,58,122.05135
1.74111,13.4044,58.90429,94,55,121.93247
1.74139,13.41056,58.90435,94,55,121.90366
1.74167,13.45243,58.89764,94,55,121.79649
1.74194,13.50423,58.89467,94,55,121.74904
1.74222,13.56959,58.89315,94,55,121.63054
1.7425,13.62037,58.88566,94,55,121.57707
1.74278,13.65303,58.86987,94,55,121.50365
1.74305,13.64005,58.85415,94,55,121.44914
1.74333,13.58766,58.85418,95,55,121.40373
1.74361,13.52529,58.85796,95,55,121.36418
1.74389,13.45504,58.86737,95,55,121.23104
1.74417,13.42627,58.87575,95,55,121.22888
1.74444,13.40415,58.87694,95,55,121.21525
1.74472,13.39199,58.88444,95,55,121.16727
1.745,13.41322,58.88815,95,55,121.10329
1.74528,13.48243,58.88759,95,55,121.03805
1.74555,13.5581,58.86962,95,59,121.06915
1.74583,13.62682,58.85168,95,59,120.99587
1.74611,13.66457,58.83334,95,59,120.98891
1.74639,13.63119,58.82588,95,59,120.82359
1.74667,13.57635,58.82582,95,59,120.75149
1.74694,13.49492,58.83438,95,59,120.69338
1.74722,13.42342,58.85278,95,59,120.68828
1.7475,13.376,58.86702,95,59,120.68154
