,System Pressure,,"Pump Pressure, ",,Reactor Temperature
Time(hr),PT1 (PSIA),PT2(PSIA),MX03 (PSI),MX04 (PSI,R10 (degC)
1.74778,13.36952,58.88567,94,59,120.66646
1.74805,13.40082,58.88177,94,59,120.64867
1.74833,13.29252,58.92602,94,59,120.6286
1.74861,13.51105,58.90352,94,59,120.60496
1.74889,13.40366,58.89243,94,59,120.57506
1.74917,13.44903,58.85744,94,59,120.54295
1.74944,13.52518,58.80533,94,59,120.51145
1.74972,13.51911,58.79811,94,59,120.14878
1.75,13.51687,58.81549,94,45,120.20604
1.75028,13.47252,58.86071,94,45,120.20297
1.75055,13.47094,58.87038,94,45,120.1993
1.75083,13.30829,58.90044,94,45,120.21434
1.75111,13.49645,58.86749,94,45,120.40796
1.75139,13.62132,58.87228,94,45,120.40949
1.75167,13.65171,58.88055,94,45,120.40822
1.75194,13.71772,58.88117,94,45,120.6272
1.75222,13.66507,58.90594,91,53,120.59792
1.7525,13.6198,58.90745,91,53,120.72081
1.75278,13.65487,58.89733,91,53,120.85719
1.75305,13.63339,58.89081,91,53,120.8541
1.75333,13.58998,58.89084,91,53,121.07007
1.75361,13.53765,58.89423,91,53,121.09625
1.75389,13.49924,58.89835,91,53,121.10152
1.75417,13.46528,58.91402,91,53,121.26717
1.75444,13.43763,58.92856,95,64,121.16152
1.75472,13.40389,58.93306,95,64,121.27065
1.755,13.38206,58.9267,95,64,121.31709
1.75528,13.39286,58.92707,95,64,121.31035
1.75555,13.47087,58.92673,95,64,121.34963
1.75583,13.54803,58.92299,95,64,121.34058
1.75611,13.5969,58.93343,95,64,121.16151
1.75639,13.63129,58.92671,95,64,121.12535
1.75667,13.61802,58.91927,100,58,121.19481
1.75694,13.54629,58.91175,100,58,121.05231
1.75722,13.48316,58.91181,100,58,121.26941
1.7575,13.45726,58.92232,100,58,121.2961
1.75778,13.39796,58.92715,100,58,121.1501
1.75805,13.4013,58.94556,100,58,121.2534
1.75833,13.44154,58.95671,100,58,121.14404
1.75861,13.44879,58.95787,100,58,121.0069
1.75889,13.54274,58.96161,101,55,121.10921
1.75917,13.5911,58.95931,101,55,121.00075
1.75944,13.59703,58.9522,101,55,120.9294
1.75972,13.59929,58.94431,101,55,120.90356
1.76,13.52751,58.93456,101,55,120.78894
1.76028,13.44875,58.92354,101,55,120.79317
1.76055,13.39217,58.91981,101,55,120.78794
1.76083,13.32059,58.93063,101,55,120.73485
1.76111,13.31457,58.94558,101,59,120.67152
1.76139,13.35136,58.95662,101,59,120.59789
1.76167,13.4115,58.96787,101,59,120.57216
1.76194,13.48887,58.96782,101,59,120.50038
1.76222,13.54261,58.9679,101,59,120.50088
1.7625,13.58685,58.96787,101,59,120.49669
1.76278,13.60943,58.96785,101,59,120.48985
1.76305,13.60206,58.95659,101,59,120.48136
1.76333,13.51037,58.9528,82,55,120.47539
1.76361,13.1674,58.92764,82,55,120.45724
1.76389,12.82345,58.92994,82,55,120.43993
1.76417,12.5994,58.95963,82,55,120.41752
1.76444,12.57156,59.00851,82,55,120.38932
1.76472,13.00232,59.09655,82,55,120.36338
1.765,13.52143,59.16409,82,55,120.3383
1.76528,13.97332,59.1353,82,55,120.04665
1.76555,14.13614,59.12107,89,54,120.04688
1.76583,14.24688,59.07671,89,54,120.0966
1.76611,14.11249,59.01964,89,54,120.18469
1.76639,13.9409,59.02875,89,54,120.17986
1.76667,13.8666,59.00279,89,54,120.32021
1.76694,13.60146,58.98271,89,54,120.3644
1.76722,13.49606,58.97002,89,54,120.57815
1.7675,13.42575,58.96776,89,54,120.75071
1.76778,13.38093,58.97193,95,55,120.79906
1.76805,13.39243,58.99048,95,55,120.91193
1.76833,13.43937,59.00182,95,55,120.93364
1.76861,13.49482,59.01657,95,55,120.98997
1.76889,13.57209,59.03135,95,55,121.12531
1.76917,13.63176,59.0284,95,55,121.13881
1.76944,13.65595,59.03032,95,55,121.25332
1.76972,13.6354,59.01555,95,55,121.28397
1.77,13.5903,58.99696,97,55,121.2452
1.77028,13.52903,58.98304,97,55,121.37319
1.77055,13.44602,58.96824,97,55,121.39386
1.77083,13.43897,58.97583,97,55,121.39291
1.77111,13.42592,58.98024,97,55,121.44267
1.77139,13.40471,58.99769,97,55,121.34416
1.77167,13.48193,59.01625,97,55,121.40554
1.77194,13.5417,59.0291,97,55,121.39639
1.77222,13.58889,59.04138,97,58,121.35268
1.7725,13.6357,59.04354,97,58,121.35487
1.77278,13.64291,59.04353,97,58,121.31635
1.77305,13.63332,59.03972,97,58,121.22036
1.77333,13.62184,59.03224,97,58,121.31448
1.77361,13.57019,59.01783,97,58,121.21509
1.77389,13.50698,59.00688,97,58,121.19649
1.77417,13.45543,59.00803,97,58,121.20215
1.77444,13.45843,59.01478,96,59,121.12317
1.77472,13.53413,59.03364,96,59,121.08826
1.775,13.62518,59.05131,96,59,120.9146
1.77528,13.68895,59.05589,96,59,120.87309
1.77555,13.66694,59.05584,96,59,120.75369
1.77583,13.61738,59.05211,96,59,120.72353
1.77611,13.5368,59.0458,96,59,120.79203
1.77639,13.46068,59.04345,96,59,120.63831
1.77667,13.42051,59.05302,94,52,120.67568
1.77694,13.37923,59.05792,94,52,120.66948
1.77722,13.38541,59.06285,94,52,120.6417
1.7775,13.43722,59.08119,94,52,120.63496
1.77778,13.50424,59.08995,94,52,120.6218
1.77805,13.59575,59.10487,94,52,120.60752
1.77833,13.6691,59.12121,94,52,120.59275
1.77861,13.5182,59.11937,94,52,120.56683
1.77889,13.41561,59.1371,95,48,120.54237
1.77917,13.4619,59.16392,95,48,120.50883
1.77944,13.57916,59.1889,95,48,120.47401
1.77972,13.59005,59.15362,95,48,120.44275
1.78,13.61677,59.12063,95,48,120.40586
1.78028,13.40317,59.09306,95,48,120.37151
1.78055,13.17032,59.08093,95,48,120.33482
1.78083,13.04589,59.08088,95,48,120.0895
1.78111,13.06903,59.11001,95,55,120.09694
1.78139,13.42656,59.14238,95,55,120.28988
1.78167,13.56615,59.14153,95,55,120.41038
1.78194,13.73373,59.16558,95,55,120.67172
1.78222,13.81413,59.16708,95,55,120.77629
1.7825,13.58478,59.14108,95,55,120.89919
1.78278,13.49076,59.12643,95,55,120.98275
1.78305,13.4582,59.13575,95,55,121.06873
1.78333,13.43657,59.15042,95,65,121.222
1.78361,13.44529,59.16882,95,65,121.40755
1.78389,13.47588,59.18308,95,65,121.43237
1.78417,13.51136,59.1932,95,65,121.55061
1.78444,13.5456,59.1985,95,65,121.65037
1.78472,13.58584,59.20954,95,65,121.70064
1.785,13.61053,59.21354,95,65,121.74736
1.78528,13.60167,59.21356,95,65,121.79777
1.78555,13.56478,59.20909,95,55,121.89391
1.78583,13.49665,59.19722,95,55,121.94652
1.78611,13.4484,59.19704,95,55,122.01288
1.78639,13.41227,59.19709,95,55,122.03188
1.78667,13.39744,59.20847,95,55,121.8752
1.78694,13.41435,59.22376,95,55,121.84753
1.78722,13.45387,59.23901,95,55,121.89762
1.7875,13.52815,59.261,95,55,121.76926
1.78778,13.59589,59.27849,92,56,121.81043
1.78805,13.66155,59.29211,92,56,121.85054
1.78833,13.67973,59.29589,92,56,121.7453
1.78861,13.66392,59.30338,92,56,121.72408
1.78889,13.60157,59.29625,92,56,121.75325
1.78917,13.53408,59.28529,92,56,121.68797
1.78944,13.50153,59.28852,92,56,121.61857
1.78972,13.45447,59.2814,92,56,121.62209
1.79,13.45415,59.28428,104,56,121.63733
1.79028,13.46254,59.29421,104,56,121.50989
1.79055,13.47787,59.30694,104,56,121.45583
1.79083,13.52811,59.32009,104,56,121.53225
1.79111,13.59323,59.33472,104,56,121.36157
1.79139,13.64125,59.34493,104,56,121.38572
1.79167,13.63612,59.34496,104,56,121.36159
1.79194,13.61752,59.34491,104,56,121.19442
1.79222,13.55979,59.34491,102,56,121.04154
1.7925,13.50028,59.34493,102,56,121.04317
1.79278,13.44724,59.34436,102,56,120.98792
1.79305,13.40759,59.34438,102,56,120.88109
1.79333,13.38147,59.34441,102,56,121.001
1.79361,13.3757,59.34554,102,56,120.86121
1.79389,13.42597,59.3572,102,56,120.72607
1.79417,13.49855,59.37595,102,56,120.6802
1.79444,13.55826,59.39085,100,56,120.6736
1.79472,13.61768,59.40963,100,56,120.66838
1.795,13.6258,59.4138,100,56,120.65946
1.79528,13.60172,59.41381,100,56,120.6437
1.79555,13.56775,59.41153,100,56,120.62776
1.79583,13.50426,59.40765,100,56,120.61249
1.79611,13.47146,59.40651,100,56,120.37429
1.79639,13.44378,59.40383,100,56,120.41311
1.79667,13.44944,59.40762,79,57,120.40932
1.79694,13.49287,59.41373,79,57,120.40055
1.79722,13.60729,59.44123,79,57,120.38905
1.7975,13.88981,59.49355,79,57,120.36424
1.79778,14.05855,59.5205,79,57,120.33942
1.79805,13.97235,59.51037,79,57,120.31205
1.79833,13.58397,59.45557,79,57,120.06825
1.79861,13.10172,59.38198,79,57,120.03969
1.79889,12.67073,59.30669,84,59,120.01148
1.79917,12.4816,59.28064,84,59,119.92098
1.79944,12.69621,59.31801,84,59,119.91979
1.79972,13.09261,59.3631,84,59,119.93911
1.8,13.386,59.42014,84,59,119.96261
1.80028,13.76221,59.48212,84,59,120.25741
1.80055,13.93716,59.52055,84,59,120.44414
1.80083,13.83282,59.52711,84,59,120.54338
1.80111,13.81366,59.53132,102,55,120.85362
1.80139,13.65945,59.52794,102,55,121.04775
1.80167,13.60188,59.51651,102,55,121.26533
1.80194,13.54541,59.50569,102,55,121.38194
1.80222,13.47211,59.4966,102,55,121.57506
1.8025,13.42079,59.48894,102,55,121.5374
1.80278,13.4131,59.48891,102,55,121.74663
1.80305,13.42493,59.49274,102,55,121.90076
1.80333,13.46317,59.49728,97,55,121.88078
1.80361,13.53583,59.5079,97,55,122.04224
1.80389,13.5855,59.52314,97,55,122.05215
1.80417,13.65422,59.5418,97,55,122.10702
1.80444,13.65071,59.55097,97,55,122.26674
1.80472,13.63653,59.55725,97,55,122.31667
1.805,13.59535,59.55689,97,55,122.27922
1.80528,13.52054,59.55537,97,55,122.41541
1.80555,13.48201,59.5594,89,50,122.39819
1.80583,13.44189,59.56155,89,50,122.27808
1.80611,13.44961,59.56882,89,50,122.41398
1.80639,13.47024,59.57066,89,50,122.3121
1.80667,13.51963,59.58203,89,50,122.33612
1.80694,13.57431,59.60354,89,50,122.27747
1.80722,13.61739,59.6219,89,50,122.22224
1.8075,13.63006,59.64056,89,50,122.21578
1.80778,13.61668,59.64983,97,55,122.17178
1.80805,13.59922,59.64986,97,55,122.20711
1.80833,13.55759,59.64983,97,55,122.16101
1.80861,13.48685,59.6422,97,55,122.10423
1.80889,13.4109,59.62693,97,55,122.08224
1.80917,13.38417,59.62688,97,55,121.97823
1.80944,13.39971,59.63065,97,55,121.90708
1.80972,13.44984,59.64513,97,55,121.84334
1.81,13.54688,59.68138,95,52,121.82259
1.81028,13.61449,59.69968,95,52,121.82188
1.81055,13.64144,59.71461,95,52,121.70712
1.81083,13.6418,59.72608,95,52,121.7209
1.81111,13.6075,59.73148,95,52,121.66203
1.81139,13.53549,59.73044,95,52,121.51766
1.81167,13.44966,59.73012,95,52,121.57961
1.81194,13.41445,59.73128,95,52,121.51896
1.81222,13.38764,59.72817,95,52,121.4391
1.8125,13.39476,59.72668,95,52,121.50401
1.81278,13.46913,59.73527,95,52,121.41471
1.81305,13.53401,59.75124,95,52,121.30788
1.81333,13.61118,59.76989,95,52,121.25584
1.81361,13.66643,59.79475,95,52,121.20034
1.81389,13.67745,59.81032,95,52,121.05037
1.81417,13.6439,59.81712,95,52,120.95724
1.81444,13.57685,59.81712,94,54,120.8773
1.81472,13.5194,59.81539,94,54,120.69173
1.815,13.46561,59.8184,94,54,120.71763
1.81528,13.43688,59.81805,94,54,120.73872
1.81555,13.4507,59.82305,94,54,120.67967
1.81583,13.45987,59.82611,94,54,120.67423
1.81611,13.48039,59.82747,94,54,120.64925
1.81639,13.52902,59.83464,94,54,120.64043
1.81667,13.56112,59.84827,95,56,120.62366
1.81694,13.59002,59.86157,95,56,120.62366
1.81722,13.62475,59.87047,95,56,120.60966
1.8175,13.61841,59.87812,95,56,120.59426
1.81778,13.55428,59.87047,95,56,120.57359
1.81805,13.51713,59.86454,95,56,120.55304
1.81833,13.45027,59.85394,95,56,120.53124
1.81861,13.27936,59.8315,95,56,120.50924
1.81889,13.01721,59.80141,95,55,120.47996
1.81917,12.92163,59.7632,95,55,120.44987
1.81944,13.0228,59.71881,95,55,120.41178
1.81972,13.38034,59.72646,95,55,120.36642
1.82,14.00408,59.76244,95,55,120.32332
1.82028,14.50079,59.8459,95,55,120.27751
1.82055,14.66732,59.94849,95,55,120.19243
1.82083,14.56799,60.02669,95,55,120.15169
1.82111,14.10173,60.02306,95,65,120.0674
1.82139,13.73945,59.95749,95,65,120.0249
1.82167,13.64249,59.90449,95,65,119.82993
1.82194,13.6675,59.82449,95,65,120.03967
1.82222,13.63198,59.77079,95,65,120.11025
1.8225,13.66258,59.79706,95,65,120.24874
1.82278,13.53005,59.80078,95,65,120.36742
1.82305,13.41104,59.82457,95,65,120.472
1.82333,13.58956,59.87532,92,39,120.62366
1.82361,13.6696,59.90345,92,39,120.80113
1.82389,13.68568,59.92211,92,39,120.96548
1.82417,13.66363,59.94377,92,39,121.01675
1.82444,13.59335,59.95777,92,39,121.16569
1.82472,13.49053,59.95017,92,39,121.23213
1.825,13.40297,59.94402,92,39,121.36693
1.82528,13.35713,59.93644,92,39,121.47829
1.82555,13.35909,59.93648,95,54,121.56918
1.82583,13.41691,59.94411,95,54,121.76854
1.82611,13.48012,59.95156,95,54,121.67747
1.82639,13.54129,59.96078,95,54,121.77181
1.82667,13.61,59.9696,95,54,121.84019
1.82694,13.64207,59.98804,95,54,121.7189
1.82722,13.66674,60.00469,95,54,121.85415
1.8275,13.6609,60.01606,95,54,121.86458
1.82778,13.59042,60.02918,94,56,121.84652
1.82805,13.53234,60.02958,94,56,121.9022
1.82833,13.47477,60.02577,94,56,121.84943
1.82861,13.41549,60.02571,94,56,121.78539
1.82889,13.42546,60.02192,94,56,121.79514
1.82917,13.43856,60.0219,94,56,121.75928
1.82944,13.49125,60.02564,94,56,121.68089
1.82972,13.52684,60.02568,94,56,121.78362
1.83,13.55308,60.03691,96,51,121.7254
1.83028,13.56351,60.04074,96,51,121.83596
1.83055,13.55056,60.05004,96,51,121.7427
1.83083,13.54179,60.06493,96,51,121.64127
1.83111,13.52826,60.07581,96,51,121.60828
1.83139,13.47179,60.08442,96,51,121.50784
1.83167,13.41231,60.09159,96,51,121.45836
1.83194,13.37519,60.08758,96,51,121.46975
1.83222,13.38867,60.08758,94,56,121.36147
1.8325,13.44173,60.09209,94,56,121.40094
1.83278,13.52731,60.09693,94,56,121.3427
1.83305,13.58537,60.10931,94,56,121.25582
1.83333,13.61984,60.12674,94,56,121.27795
1.83361,13.6642,60.14467,94,56,121.14558
1.83389,13.63757,60.163,94,56,121.12991
1.83417,13.60701,60.17421,94,56,121.06895
1.83444,13.55842,60.17545,79,58,120.93401
1.83472,13.5425,60.17542,79,58,120.90111
1.835,13.54747,60.17539,79,58,120.68489
1.83528,13.59909,60.18693,79,58,120.67336
1.83555,13.64863,60.19413,79,58,120.66709
1.83583,13.64789,60.21153,79,58,120.66116
1.83611,13.62204,60.21568,79,58,120.6521
1.83639,13.55203,60.22757,79,58,120.64722
1.83667,13.46564,60.22758,93,53,120.63811
1.83694,13.39725,60.20904,93,53,120.62126
1.83722,13.46013,60.19848,93,53,120.606
1.8375,13.62957,60.15595,93,53,120.58614
1.83778,13.57937,60.11988,93,53,120.56236
1.83805,13.83093,60.09216,93,53,120.53701
1.83833,13.72984,60.06684,93,53,120.50694
1.83861,13.5658,60.09025,93,53,120.47192
1.83889,13.36382,60.16589,101,56,120.43877
1.83917,12.90747,60.21091,101,56,120.39822
1.83944,12.7134,60.24239,101,56,120.24764
1.83972,12.72479,60.27982,101,56,120.25852
1.84,12.9064,60.25482,101,56,120.25852
1.84028,13.12467,60.26014,101,56,120.3755
1.84055,13.33231,60.28274,101,56,120.41685
1.84083,13.35688,60.27742,101,56,120.41582
1.84111,13.4024,60.2644,99,55,120.54002
1.84139,13.46525,60.27481,99,55,120.64903
1.84167,13.54742,60.2905,99,55,120.77999
1.84194,13.61458,60.3051,99,55,120.80978
1.84222,13.66463,60.32772,99,55,120.78944
1.8425,13.64345,60.346,99,55,120.84751
1.84278,13.59949,60.36102,99,55,120.84873
1.84305,13.50082,60.37235,99,55,120.90955
1.84333,13.40846,60.37985,96,55,121.01749
1.84361,13.39371,60.36987,96,55,121.04624
1.84389,13.39795,60.35932,96,55,121.05818
1.84417,13.45244,60.35556,96,55,121.13963
1.84444,13.50968,60.35915,96,55,121.1458
1.84472,13.55745,60.36441,96,55,121.17963
1.845,13.59469,60.37559,96,55,121.08118
1.84528,13.6003,60.38346,96,55,121.00887
1.84555,13.6037,60.39307,89,53,120.98144
1.84583,13.57529,60.42293,89,53,120.87827
1.84611,13.51257,60.44525,89,53,120.85868
1.84639,13.45558,60.45708,89,53,120.91488
1.84667,13.38759,60.45856,89,53,120.71207
1.84694,13.33286,60.44721,89,53,120.80907
1.84722,13.32672,60.43026,89,53,120.7395
1.8475,13.3521,60.42119,89,53,120.71913
1.84778,13.42859,60.43614,94,59,120.74304
1.84805,13.5478,60.44825,94,59,120.64628
1.84833,13.61343,60.4669,94,59,120.56342
1.84861,13.66553,60.48738,94,59,120.57615
1.84889,13.64393,60.49506,94,59,120.57249
1.84917,13.57711,60.50411,94,59,120.56889
1.84944,13.54712,60.51546,94,59,120.56746
1.84972,13.47827,60.52412,94,59,120.56388
1.85,13.43383,60.53339,95,60,120.56084
1.85028,13.42236,60.54104,95,60,120.5562
1.85055,13.38331,60.54479,95,60,120.54971
1.85083,13.40627,60.54222,95,60,120.53633
1.85111,13.49049,60.54107,95,60,120.52263
1.85139,13.76338,60.54217,95,60,120.50566
1.85167,13.72825,60.58901,95,60,120.48409
1.85194,13.50645,60.60726,95,60,120.46249
1.85222,13.57643,60.58083,95,36,120.43573
1.8525,13.3464,60.62059,95,36,120.39818
1.85278,13.63431,60.55969,95,36,120.36127
1.85305,14.11866,60.55444,95,36,120.32351
1.85333,13.76985,60.63647,95,36,119.97732
1.85361,13.48934,60.62376,95,36,119.98563
1.85389,13.08908,60.61909,95,36,120.13406
1.85417,12.87242,60.60806,95,36,120.19908
1.85444,13.14765,60.5748,95,63,120.22044
1.85472,13.41764,60.56426,95,63,120.43074
1.855,13.59314,60.59392,95,63,120.54623
1.85528,13.5969,60.62201,95,63,120.70962
1.85555,13.57141,60.64445,95,63,120.85994
1.85583,13.54743,60.66239,95,63,121.00584
1.85611,13.4941,60.68055,95,63,121.07084
1.85639,13.44098,60.69949,95,63,121.03092
1.85667,13.40501,60.70484,95,50,121.12309
1.85694,13.36721,60.70865,95,50,121.25303
1.85722,13.38679,60.70837,95,50,121.24551
1.8575,13.43071,60.70456,95,50,121.44302
1.85778,13.49056,60.70071,95,50,121.48423
1.85805,13.55883,60.70067,95,50,121.38826
1.85833,13.62099,60.69917,95,50,121.48106
1.85861,13.64074,60.70184,95,50,121.43716
1.85889,13.63129,60.7068,93,52,121.41196
1.85917,13.60892,60.71061,93,52,121.60958
1.85944,13.56133,60.7159,93,52,121.57967
1.85972,13.51764,60.72386,93,52,121.55283
1.86,13.49469,60.73486,93,52,121.52869
1.86028,13.45964,60.73482,93,52,121.45052
1.86055,13.4369,60.73512,93,52,121.55607
1.86083,13.45066,60.72828,93,52,121.58136
1.86111,13.51971,60.71766,96,56,121.63693
1.86139,13.57961,60.71235,96,56,121.6981
1.86167,13.61897,60.71995,96,56,121.48113
1.86194,13.64543,60.73254,96,56,121.55341
1.86222,13.62493,60.75079,96,56,121.41095
1.8625,13.59456,60.76945,96,56,121.2702
1.86278,13.58585,60.78092,96,56,121.37077
1.86305,13.54924,60.80283,96,56,121.18158
1.86333,13.49738,60.81251,93,55,121.18202
1.86361,13.45144,60.82355,93,55,121.26561
1.86389,13.41212,60.82669,93,55,121.06406
1.86417,13.4003,60.82837,93,55,121.04376
1.86444,13.44258,60.81829,93,55,120.96901
1.86472,13.50986,60.80764,93,55,120.86076
1.865,13.57114,60.80285,93,55,120.8289
1.86528,13.63211,60.79739,93,55,120.81657
1.86555,13.64886,60.81535,97,55,120.73527
1.86583,13.64917,60.83396,97,55,120.61723
1.86611,13.6408,60.85007,97,55,120.60134
1.86639,13.60615,60.86626,97,55,120.59603
1.86667,13.56264,60.87682,97,55,120.587
1.86694,13.51692,60.88522,97,55,120.57949
1.86722,13.47361,60.89288,97,55,120.56783
1.8675,13.44308,60.9044,97,55,120.55672
1.86778,13.44663,60.90517,92,50,120.54301
1.86805,13.47338,60.90302,92,50,120.52589
1.86833,13.40395,60.92945,92,50,120.50295
1.86861,13.23557,60.9682,92,50,120.47744
1.86889,13.10996,60.97628,92,50,120.44775
1.86917,13.31344,60.93131,92,50,120.41249
1.86944,13.71101,60.87503,92,50,120.38129
1.86972,14.06241,60.81598,92,50,120.34023
1.87,14.08728,60.83303,97,54,120.29948
1.87028,13.56239,60.94405,97,54,120.25732
1.87055,13.14105,61.00918,97,54,120.20769
1.87083,13.14238,60.98875,97,54,120.05316
1.87111,13.57405,60.92205,97,54,120.01981
1.87139,14.07113,60.84315,97,54,119.98386
1.87167,14.49246,60.76823,97,54,120.18136
1.87194,14.33719,60.80477,97,54,120.27548
1.87222,14.0286,60.85435,96,55,120.33522
1.8725,13.84892,60.88402,96,55,120.43044
1.87278,13.69013,60.92371,96,55,120.58522
1.87305,13.61471,60.93978,96,55,120.75204
1.87333,13.54863,60.95478,96,55,120.84458
1.87361,13.48974,60.97342,96,55,121.00623
1.87389,13.44798,60.99168,96,55,121.05364
1.87417,13.43628,61.00611,96,55,121.16061
1.87444,13.42994,61.00974,82,52,121.17568
1.87472,13.44541,61.00594,82,52,121.38332
1.875,13.51177,60.99148,82,52,121.48428
1.87528,13.56144,60.98042,82,52,121.50295
1.87555,13.62171,60.96178,82,52,121.58006
1.87583,13.66365,60.95494,82,52,121.61965
1.87611,13.65173,60.96138,82,52,121.57161
1.87639,13.61714,60.97581,82,52,121.58881
1.87667,13.55789,60.9907,86,31,121.6405
1.87694,13.50221,60.9967,86,31,121.58376
1.87722,13.4606,61.00133,86,31,121.57323
1.8775,13.42311,61.00055,86,31,121.50973
1.87778,13.41484,60.99287,86,31,121.60142
1.87805,13.4217,60.98535,86,31,121.58097
1.87833,13.46372,60.96788,86,31,121.57089
1.87861,13.54888,60.95192,86,31,121.54574
1.87889,13.60997,60.94122,94,46,121.41599
1.87917,13.67287,60.9298,94,46,121.42732
1.87944,13.67708,60.92973,94,46,121.34831
1.87972,13.62568,60.9335,94,46,121.37785
1.88,13.55312,60.95034,94,46,121.47479
1.88028,13.46294,60.97118,94,46,121.27871
1.88055,13.40985,60.986,94,46,121.29779
1.88083,13.38318,61.00082,94,46,121.25499
1.88111,13.4074,60.99963,93,60,121.09087
1.88139,13.4534,60.98674,93,60,121.10799
1.88167,13.50671,60.97152,93,60,121.03212
1.88194,13.56552,60.95825,93,60,120.96206
1.88222,13.60308,60.94646,93,60,120.93115
1.8825,13.62216,60.94268,93,60,120.89364
1.88278,13.60577,60.94265,93,60,120.74351
1.88305,13.56387,60.93732,93,60,120.78301
1.88333,13.5238,60.94491,97,56,120.71458
1.88361,13.48167,60.96011,97,56,120.74217
1.88389,13.46145,60.97811,97,56,120.73576
1.88417,13.42768,60.99715,97,56,120.6489
1.88444,13.42307,61.00471,97,56,120.64254
1.88472,13.42851,61.00852,97,56,120.63487
1.885,13.4514,61.00344,97,56,120.62704
1.88528,13.36376,61.01559,97,56,120.61052
1.88555,13.11736,61.05281,94,54,120.5909
1.88583,13.19096,61.04615,94,54,120.57391
1.88611,13.29206,61.01796,94,54,120.5443
1.88639,13.57447,60.97231,94,54,120.5211
1.88667,13.72732,60.93016,94,54,120.5211
1.88694,13.39217,60.97815,94,54,120.49294
1.88722,13.11672,61.03027,94,54,120.14648
1.8875,13.02203,61.07065,94,54,120.13475
1.88778,13.27769,61.0663,92,55,120.12199
1.88805,13.69672,60.99824,92,55,120.13194
1.88833,14.00271,60.94149,92,55,120.12866
1.88861,13.92702,60.91563,92,55,120.31789
1.88889,13.79254,60.91189,92,55,120.40275
1.88917,13.68567,60.9246,92,55,120.45719
1.88944,13.63324,60.9302,92,55,120.63036
1.88972,13.62277,60.94053,92,55,120.62653
1.89,13.59856,60.94047,95,55,120.77334
1.89028,13.5179,60.95336,95,55,120.9174
1.89055,13.44562,60.97257,95,55,121.00665
1.89083,13.39841,60.99122,95,55,121.11244
1.89111,13.35622,61.00552,95,55,121.21652
1.89139,13.36589,61.00551,95,55,121.2077
1.89167,13.43743,60.99451,95,55,121.20288
1.89194,13.49744,60.98266,95,55,121.3541
1.89222,13.56934,60.96497,95,61,121.31458
1.8925,13.6193,60.95736,95,61,121.501
1.89278,13.61208,60.96549,95,61,121.4633
1.89305,13.58527,60.97263,95,61,121.43303
1.89333,13.55108,60.97931,95,61,121.5173
1.89361,13.50912,60.99065,95,61,121.41341
1.89389,13.48024,60.99283,95,61,121.57013
1.89417,13.45278,61.00049,95,61,121.46962
1.89444,13.42641,61.01213,96,51,121.40879
1.89472,13.44171,61.01706,96,51,121.39122
1.895,13.452,61.01707,96,51,121.30959
1.89528,13.53042,61.01331,96,51,121.4432
1.89555,13.60532,60.99738,96,51,121.38267
1.89583,13.63773,60.98254,96,51,121.40668
1.89611,13.65977,60.96388,96,51,121.31217
1.89639,13.61254,60.96392,96,51,121.24541
1.89667,13.5556,60.96729,96,50,121.14153
1.89694,13.49913,60.97794,96,50,121.18044
1.89722,13.43393,60.99508,96,50,121.10594
1.8975,13.37471,60.99536,96,50,121.03246
1.89778,13.3758,60.98515,96,50,121.02999
1.89805,13.37199,60.97719,96,50,120.93779
1.89833,13.37568,60.96999,96,50,120.87911
1.89861,13.39139,60.96396,96,50,120.78909
1.89889,13.38804,60.96773,96,45,120.6984
1.89917,13.4183,60.96997,96,45,120.61937
1.89944,13.46926,60.96122,96,45,120.61633
1.89972,13.52801,60.95403,96,45,120.61116
1.9,13.57862,60.93985,96,45,120.60801
1.90028,13.61896,60.92983,96,45,120.60801
1.90055,13.63618,60.91851,96,45,120.6039
1.90083,13.62526,60.91465,96,45,120.59509
1.90111,13.59725,60.91085,99,14,120.58486
1.90139,13.50023,60.90305,99,14,120.57008
1.90167,13.35101,60.87681,99,14,120.55129
1.90194,13.01574,60.91542,99,14,120.5302
1.90222,12.7237,60.97799,99,14,120.502
1.9025,12.68925,61.03112,99,14,120.47102
1.90278,12.7285,61.06368,99,14,120.4428
1.90305,12.87532,61.0629,99,14,120.41074
1.90333,13.07736,61.03845,104,65,120.01438
1.90361,13.21892,61.00584,104,65,120.00987
1.90389,13.53744,61.00317,104,65,120.00124
1.90417,14.01009,60.95041,104,65,120.02614
1.90444,14.13002,60.90322,104,65,120.02858
1.90472,14.02684,60.86157,104,65,120.29441
1.905,13.69221,60.87643,104,65,120.40691
1.90528,13.35068,60.89583,104,65,120.53184
1.90555,13.28483,60.9149,98,52,120.66155
1.90583,13.37391,60.94104,98,52,120.89773
1.90611,13.45002,60.94107,98,52,120.93297
1.90639,13.49864,60.94104,98,52,121.15706
1.90667,13.53658,60.9372,98,52,121.21704
1.90694,13.59551,60.92841,98,52,121.28777
1.90722,13.60886,60.91006,98,52,121.42014
1.9075,13.60994,60.89134,98,52,121.45741
1.90778,13.59125,60.87265,96,48,121.56419
1.90805,13.54931,60.86083,96,48,121.63273
1.90833,13.49824,60.86083,96,48,121.71277
1.90861,13.44467,60.86729,96,48,121.78786
1.90889,13.39382,60.88182,96,48,121.81511
