Time(hr),mz284,mz306,mz314_pk1,mz314_pk2,mz352,mz384,mz406,mz577
0.85,0,0,0,0,0,0,0,0
0.90833,0,0,0,0,0,0,0,0
0.96667,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0
1.025,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0
1.08333,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0
1.14167,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0
1.2,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0,0,0
