Time (hr),MX03 (uL/min),MX04 (uL/min)
0.92431,80.19189,84.47356
0.92433,80.26769,84.58897
0.92435,80.38514,84.70232
0.92437,80.5835,84.83956
0.92438,80.70948,84.93721
0.9244,80.8095,85.11098
0.92442,81.00786,85.25881
0.92444,81.18028,85.40562
0.92446,81.29943,85.59852
0.92448,81.51623,85.77196
0.9245,81.7361,85.95735
0.92452,81.88563,86.13454
0.92453,82.07887,86.35577
0.92455,82.32196,86.56643
0.92458,82.51383,86.76445
0.9246,82.70434,87.01777
0.92461,82.98464,87.2455
0.92463,83.21885,87.4797
0.92465,83.40834,87.71869
0.92467,83.67533,88.00002
0.92469,83.93753,88.26153
0.9247,84.15604,88.50359
0.92472,84.43293,88.81804
0.92475,84.73406,89.09186
0.92477,84.98432,89.40699
0.92478,85.24072,89.75421
0.9248,85.55449,90.08231
0.92482,85.8382,90.66817
0.92484,86.10621,91.23491
0.92485,86.35135,91.76205
0.92488,85.93755,92.11404
0.9249,86.17313,92.43804
0.92492,84.29877,92.80676
0.92493,82.39778,93.183
0.92495,82.05671,93.55172
0.92497,81.99594,93.91123
0.92499,81.96896,94.34789
0.92501,81.91332,94.73369
0.92503,81.75763,95.1253
0.92505,81.62652,95.33902
0.92507,81.48996,95.15125
0.92509,81.2595,95.68009
0.9251,81.0451,91.58175
0.92512,80.82011,90.35848
0.92514,80.53332,90.46602
0.92517,80.27044,90.52133
0.92518,79.97204,90.52883
0.9252,79.77812,90.47762
0.92522,79.759,90.31409
0.92524,79.5941,89.98667
0.92525,79.25166,89.70808
0.92527,79.40598,89.5599
0.92529,79.14583,89.41685
0.92532,79.25201,89.28199
0.92533,82.02327,89.0447
0.92535,82.41214,88.83678
0.92537,82.29948,88.63569
0.92539,82.09702,88.34788
0.92541,81.83379,88.06007
0.92542,81.67436,87.74596
0.92544,81.53574,87.39909
0.92547,81.31894,86.98222
0.92549,81.15028,86.59437
0.9255,81.05093,86.2294
0.92552,80.86691,85.734
0.92554,80.7003,85.28197
0.92556,80.62997,84.79921
0.92557,80.49716,84.56124
0.92559,80.31654,84.51856
0.92562,80.237,83.84393
0.92564,80.14892,88.10955
0.92565,79.97958,88.90608
0.92567,79.89287,88.60427
0.92569,79.80751,88.33592
0.92571,79.66139,88.03036
0.92572,79.34694,87.79922
0.92575,78.96729,87.57525
0.92577,78.6805,87.34787
0.92579,78.55008,87.10376
0.9258,78.56066,86.91018
0.92582,78.51969,86.71831
0.92584,78.38927,86.46566
0.92586,78.36059,86.30998
0.92588,78.34421,86.12733
0.9259,78.22916,85.88663
0.92592,78.18477,85.63159
0.92594,78.21448,85.46089
0.92596,78.11853,85.38817
0.92597,78.0441,85.26834
0.92599,78.04103,85.21508
0.92601,77.93553,85.13484
0.92604,77.78906,85.03173
0.92605,77.88705,84.95013
0.92607,77.98708,84.86921
0.92609,77.98264,84.80025
0.92611,78.06185,84.6869
0.92612,78.17315,84.65275
0.92614,78.18168,84.58174
0.92616,78.23255,84.49742
0.92618,78.36844,84.45235
0.9262,78.41044,84.3926
0.92622,78.41863,84.35198
0.92624,78.54461,84.29052
0.92626,78.62757,84.27311
0.92628,78.63816,84.24444
0.92629,78.76414,84.19254
0.92631,78.89285,84.18674
0.92634,78.9229,84.16284
0.92636,79.00928,84.15669
0.92637,79.16257,84.14098
0.92639,79.22745,84.15703
0.92641,79.29983,84.16693
0.92643,79.48147,84.15498
0.92644,79.59276,84.1963
0.92646,79.64568,84.20858
0.92649,79.81161,84.24922
0.92651,79.96491,84.2878
0.92652,80.0407,84.33799
0.92654,80.20014,84.40047
0.92656,80.40225,84.43187
0.92658,80.50706,84.51893
0.92659,80.64362,84.58107
0.92662,80.85052,84.66198
0.92664,81.0004,84.75826
0.92666,81.11921,84.85077
0.92668,81.35,84.96275
0.92669,81.54358,85.03445
0.92671,81.67127,85.17306
0.92673,81.8785,85.28744
0.92675,82.10418,85.41206
0.92677,82.25781,85.55546
0.92679,82.4647,85.69647
0.92681,82.72486,85.84737
0.92683,82.91878,85.97028
0.92684,83.09597,86.15191
0.92686,83.35476,86.31852
0.92688,83.58658,86.47046
0.9269,83.77095,86.68316
0.92692,84.0434,86.86035
0.92694,84.30389,87.05153
0.92696,84.50976,87.23351
0.92698,84.75831,87.45612
0.92699,85.04134,87.67292
0.92701,85.27828,87.8706
0.92703,85.52546,88.1294
0.92705,85.83273,88.3537
0.92707,86.10245,88.59713
0.92709,86.33768,88.89997
0.92711,86.64017,89.18573
0.92713,86.92935,89.58416
0.92715,87.18574,90.13179
0.92716,87.48448,90.6446
0.92718,87.15569,90.95563
0.92721,87.2209,91.23525
0.92723,86.9505,91.53911
0.92724,83.972,91.85799
0.92726,83.35062,92.18301
0.92728,83.22328,92.49165
0.9273,83.19869,92.87267
0.92731,83.15499,93.2117
0.92733,83.00545,93.5521
0.92736,82.87435,93.94302
0.92738,82.72959,94.32438
0.92739,82.53124,94.70813
0.92741,82.29668,95.07925
0.92743,82.06931,95.52684
0.92745,81.81291,95.92391
0.92747,81.47354,96.3121
0.92748,81.15501,96.40462
0.92751,80.84979,96.26703
0.92753,80.43634,96.79144
0.92755,80.04985,92.0871
0.92756,79.65176,90.86586
0.92758,79.53227,90.91332
0.9276,79.62002,90.96589
0.92762,79.10142,91.03008
0.92763,82.01982,90.98126
0.92766,83.24106,90.94234
0.92768,83.35987,90.91365
0.9277,83.18814,90.81054
0.92771,82.88906,90.67944
0.92773,82.66475,90.5176
0.92775,82.51829,90.3469
0.92777,82.29466,90.09596
0.92779,82.07786,89.8679
0.92781,81.95017,89.66066
0.92783,81.78492,89.35135
0.92785,81.57223,89.05465
0.92786,81.46503,88.72485
0.92788,81.36056,88.3592
0.9279,81.16254,87.93652
0.92792,81.03485,87.54288
0.92795,80.95804,87.16323
0.92796,80.79177,86.66067
0.92798,80.66067,86.19636
0.928,80.6296,85.70677
0.92802,80.51318,85.54528
0.92803,80.36501,85.41111
0.92805,80.33086,84.74399
0.92808,80.26497,89.20899
0.9281,80.12909,89.79383
0.92811,80.08095,89.47598
0.92813,80.03623,89.19772
0.92815,79.91468,88.88054
0.92817,79.58351,88.65453
0.92818,79.27453,88.43056
0.9282,79.05911,88.20216
0.92823,78.9864,87.96385
0.92825,79.04307,87.76447
0.92826,79.02122,87.57293
0.92828,78.94064,87.32849
0.9283,78.95873,87.17109
0.92832,78.98024,87.00346
0.92834,78.89386,86.79962
0.92835,78.91025,86.62926
0.92838,78.97067,86.4705
0.9284,78.92049,86.31652
0.92842,78.89658,86.11987
0.92843,78.96828,86.00788
0.92845,78.95906,85.86551
0.92847,78.92765,85.70676
0.92849,79.01438,85.58453
0.9285,79.06456,85.45685
0.92853,79.0294,85.34487
0.92855,79.097,85.20421
0.92857,79.18679,85.12842
0.92858,79.17621,85.03453
0.9286,79.23937,84.91197
0.92862,79.36228,84.85153
0.92864,79.39573,84.7614
0.92866,79.41349,84.69243
0.92868,79.5504,84.61425
0.9287,79.62892,84.56986
0.92872,79.65759,84.52787
0.92874,79.79723,84.4555
0.92875,79.93414,84.44286
0.92877,79.97135,84.39881
0.92879,80.08606,84.38448
0.92881,80.2455,84.35716
0.92883,80.33325,84.36126
0.92885,80.43704,84.36399
0.92887,80.63848,84.34214
0.92889,80.7648,84.37559
0.9289,80.85425,84.38311
0.92892,81.03724,84.40325
0.92894,81.21342,84.44012
0.92897,81.31481,84.47734
0.92898,81.51522,84.53504
0.929,81.7245,84.55996
0.92902,81.85868,84.64258
0.92904,82.02085,84.69892
0.92905,82.25233,84.77403
0.92907,82.42646,84.86177
0.9291,82.58521,84.95327
0.92912,82.83922,85.05603
0.92913,83.05329,85.1308
0.92915,83.21137,85.26703
0.92917,83.44899,85.37799
0.92919,83.69617,85.48417
0.92921,83.88258,85.63644
0.92922,84.12397,85.7648
0.92925,84.39643,85.9157
0.92927,84.61766,86.04749
0.92929,84.82865,86.21683
0.9293,85.11475,86.38413
0.92932,85.37048,86.53469
0.92934,85.59512,86.74261
0.92936,85.89249,86.91605
0.92937,86.1803,87.10997
0.9294,86.41382,87.34999
0.92942,86.7006,87.59991
0.92944,87.00003,87.83583
0.92945,87.27009,88.35785
0.92947,87.55415,88.8471
0.92949,87.53947,89.15642
0.92951,87.31208,89.38994
0.92953,87.63164,89.64293
0.92955,84.73646,89.91367
0.92957,83.61764,90.18475
0.92959,83.40597,90.44833
0.92961,83.37695,90.77779
0.92962,83.34008,91.07449
0.92964,83.23322,91.37561
0.92966,83.08129,91.71634
0.92969,82.93754,92.05263
0.9297,82.78084,92.39165
0.92972,82.53332,92.71907
0.92974,82.31413,93.12091
0.92976,82.08128,93.47633
0.92977,81.75488,93.829
0.92979,81.43975,94.21616
0.92981,81.13486,94.55348
0.92984,80.75829,94.93688
0.92985,80.36771,95.09838
0.92987,79.96689,95.27591
0.92989,79.61762,95.55552
0.92991,79.84261,95.9379
0.92993,79.40424,96.00244
0.92994,80.97269,95.98604
0.92997,82.67874,96.51625
0.92999,82.77639,91.9198
0.93,82.61182,91.14104
0.93002,82.35268,91.28989
0.93004,82.13998,91.31346
0.93006,81.97235,91.33019
0.93008,82.04984,91.25747
0.93009,82.12325,91.18201
0.93012,82.12153,91.13557
0.93014,81.96277,91.00481
0.93016,81.69306,90.86278
0.93017,81.50528,90.68833
0.93019,81.38988,90.49167
0.93021,81.17854,90.23254
0.93023,80.99281,89.98639
0.93024,80.90234,89.76788
0.93027,80.75144,89.44047
0.93029,80.57288,89.12944
0.93031,80.50152,88.79349
0.93032,80.41823,88.39813
0.93034,80.23762,87.97615
0.93036,80.16013,87.57259
0.93038,80.11233,87.17826
0.9304,79.96961,86.6617
0.93042,79.87812,86.18646
0.93044,79.88153,85.69311
0.93046,79.78014,85.59478
0.93048,79.67533,85.36331
0.93049,79.67431,84.73578
0.93051,79.63027,89.20898
0.93053,79.52374,89.61288
0.93055,79.51726,89.28069
0.93057,79.49746,88.9963
0.93059,79.41073,88.67195
0.93061,79.06488,88.44184
0.93063,78.83307,88.21105
0.93064,78.6767,87.96079
0.93066,78.65895,87.72215
0.93068,78.75933,87.51389
0.93071,78.76547,87.31894
0.93072,78.7221,87.06595
0.93074,78.78219,86.89865
0.93076,78.82554,86.71702
0.93078,78.78594,86.50227
0.9308,78.84945,86.33463
0.93081,78.94027,86.16495
0.93083,78.92218,86.00893
0.93086,78.94163,85.81261
0.93088,79.05054,85.68765
0.93089,79.06933,85.54528
0.93091,79.08947,85.37354
0.93093,79.22091,85.25678
0.93095,79.3008,85.125
0.93096,79.3049,85.00721
0.93099,79.41483,84.87132
0.93101,79.53501,84.77982
0.93103,79.56301,84.68594
0.93104,79.6709,84.55825
0.93106,79.82829,84.49679
0.93108,79.89589,84.40563
0.9311,79.95838,84.32984
0.93111,80.12635,84.25268
0.93114,80.23936,84.20079
0.93116,80.31173,84.15368
0.93118,80.49473,84.07209
0.93119,80.65861,84.06321
0.93121,80.73372,84.01643
0.93123,80.89146,83.98843
0.93125,81.08367,83.96521
0.93127,81.20147,83.95838
0.93129,81.35033,83.96009
0.93131,81.5801,83.93039
0.93133,81.7392,83.96452
0.93135,81.86483,83.97136
0.93136,82.0871,83.98946
0.93138,82.28204,84.03076
0.9314,82.42372,84.05569
0.93142,82.65828,84.1134
0.93144,82.89555,84.13183
0.93146,83.05636,84.21411
0.93148,83.25915,84.27488
0.9315,83.51111,84.33019
0.93151,83.71561,84.4292
0.93153,83.91568,84.50124
0.93155,84.19735,84.60742
0.93158,84.43805,84.68458
0.93159,84.63335,84.80783
0.93161,84.90374,84.92323
0.93163,85.1738,85.02838
0.93165,85.3947,85.17621
0.93167,85.66954,85.3015
0.93168,85.9635,85.44763
0.9317,86.21035,85.60571
0.93173,86.46232,85.82968
0.93175,86.76515,86.00312
0.93176,87.0475,86.37969
0.93178,87.31106,86.8604
0.9318,87.56575,87.15948
0.93182,87.14547,87.36774
0.93183,87.37319,87.56576
0.93185,85.647,87.78086
0.93188,83.68967,88.0103
0.9319,83.33017,88.22641
0.93191,83.25848,88.49305
0.93193,83.23185,88.71087
0.93195,83.16903,88.99049
0.93197,83.00617,89.2981
0.93198,82.87199,89.60571
0.93201,82.72586,89.91128
0.93203,82.4657,90.20524
0.93205,82.26153,90.55792
0.93206,82.05327,90.87475
0.93208,81.77809,91.19431
0.9321,81.46604,91.55961
0.93212,81.16457,91.84231
0.93214,80.84229,92.18372
0.93216,80.43668,92.45003
0.93218,80.04986,92.52685
0.9322,79.66781,92.71531
0.93222,79.80198,93.03282
0.93223,79.55821,93.46061
0.93225,79.58756,93.85597
0.93227,82.43939,94.24211
0.93229,82.83714,94.63713
0.93231,82.70706,95.08164
0.93233,82.47319,95.48177
0.93235,82.1864,95.86518
0.93237,81.98393,95.82489
0.93238,81.81663,95.8884
0.9324,81.56296,96.35579
0.93242,81.35469,91.74125
0.93245,81.22223,91.1086
0.93246,81.02216,91.23219
0.93248,80.85419,91.26769
0.9325,80.7405,91.30115
0.93252,80.89959,91.24447
0.93254,80.96787,91.17959
0.93255,80.94773,91.14408
0.93257,80.82209,91.01365
0.9326,80.60051,90.87674
0.93262,80.47863,90.70229
0.93263,80.41548,90.50018
0.93265,80.24033,90.25334
0.93267,80.1082,90.01264
0.93269,80.06041,89.79482
0.9327,79.9433,89.46057
0.93273,79.80912,89.15056
0.93275,79.79649,88.81803
0.93277,79.74151,88.41482
0.93278,79.60358,88.00923
0.9328,79.57456,87.6026
0.93282,79.56261,87.20725
0.93284,79.45131,86.69205
0.93285,79.4216,86.21816
0.93287,79.46292,85.73029
0.9329,79.4001,85.69956
0.93292,79.33797,85.40732
0.93293,79.39156,84.9785
0.93295,79.37927,89.53295
0.93297,79.32703,89.79243
0.93299,79.35502,89.46604
0.93301,79.39018,89.20178
0.93303,79.33419,88.89007
0.93305,78.98731,88.66985
0.93307,78.81729,88.4428
0.93309,78.72203,88.19459
0.9331,78.75958,87.97063
0.93312,78.89786,87.76784
0.93314,78.93575,87.57529
0.93316,78.93575,87.33596
0.93318,79.05217,87.17106
0.9332,79.1283,87.00138
0.93322,79.12795,86.78867
0.93324,79.24266,86.62241
0.93325,79.37138,86.46057
0.93327,79.3922,86.30079
0.93329,79.4697,86.11472
0.93332,79.62095,86.00205
0.93333,79.67831,85.85695
0.93335,79.74591,85.68658
0.93337,79.92584,85.58109
0.93339,80.04124,85.44862
0.93341,80.09279,85.33733
0.93342,80.24882,85.2052
0.93344,80.40041,85.12155
0.93347,80.47143,85.02835
0.93349,80.63393,84.89144
0.9335,80.83536,84.83818
0.93352,80.93812,84.74975
0.93354,81.06376,84.66952
0.93356,81.26724,84.6009
0.93357,81.42053,84.54696
0.93359,81.5414,84.50019
0.93362,81.77015,84.41756
0.93364,81.9685,84.40117
0.93365,82.0897,84.35986
0.93367,82.2925,84.32094
0.93369,82.51067,84.3049
0.93371,82.6626,84.29739
0.93373,82.85414,84.29397
0.93374,83.10883,84.26017
0.93377,83.29695,84.29464
0.93379,83.46049,84.30693
0.93381,83.7104,84.31718
0.93382,83.93675,84.3602
0.93384,84.11633,84.38922
0.93386,84.37717,84.44043
0.93388,84.64006,84.46671
0.9339,84.83843,84.54012
0.93392,85.08151,84.60636
0.93394,85.35807,84.662
0.93396,85.59467,84.76101
0.93397,85.83537,84.83783
0.93399,86.14025,84.93617
0.93401,86.40757,85.01367
0.93403,86.64213,85.19871
0.93405,86.93779,85.33152
0.93407,87.22834,85.50838
0.93409,87.48474,85.99898
0.93411,87.78724,86.30079
0.93412,87.47724,86.49028
0.93414,87.52128,86.63571
0.93416,87.31746,86.79515
0.93418,84.23961,86.97815
0.9342,83.59195,87.13622
0.93422,83.46187,87.36087
0.93424,83.44617,87.55787
0.93426,83.40281,87.76239
0.93428,83.26318,87.99352
0.93429,83.1331,88.22568
0.93431,82.99107,88.46979
0.93434,82.8009,88.70503
0.93436,82.57011,88.99421
0.93437,82.34512,89.25198
0.93439,82.09554,89.52067
0.93441,81.75789,89.81907
0.93443,81.44414,90.06659
0.93444,81.13346,90.3387
0.93446,80.72956,90.6272
0.93449,80.33864,90.68149
0.93451,79.94534,90.77299
0.93452,79.79785,90.99593
0.93454,79.84121,91.36124
0.93456,79.31817,91.70437
0.93458,81.97266,92.04953
0.9346,82.86717,92.39642
0.93461,82.80708,92.78324
0.93464,82.60769,93.13797
0.93466,82.3151,93.47597
0.93468,82.07679,93.87884
0.93469,81.92248,94.24313
0.93471,81.68383,94.61425
0.93473,81.44792,94.99049
0.93475,81.29532,95.41554
0.93477,81.1055,95.80135
0.93479,80.86582,96.16017
0.93481,80.72311,96.03624
0.93483,80.5879,96.16255
0.93484,80.35881,96.41828
0.93486,80.19118,91.70711
0.93488,80.08432,91.20898
0.9349,79.91703,91.30969
0.93492,79.77364,91.32847
0.93494,79.70639,91.32335
0.93496,79.93821,91.25814
0.93498,80.01058,91.18098
0.935,80.0116,91.1284
0.93501,79.90679,90.98056
0.93503,79.72414,90.82351
0.93505,79.64596,90.63779
0.93507,79.6067,90.41929
0.93509,79.45342,90.16938
0.93511,79.36772,89.9116
0.93513,79.36431,89.6849
0.93515,79.26188,89.34315
0.93516,79.17482,89.01847
0.93518,79.20043,88.6832
0.9352,79.17346,88.25711
0.93523,79.06488,87.83853
0.93524,79.08537,87.43566
0.93526,79.09902,87.02016
0.93528,79.01981,86.49882
0.9353,79.03859,86.01333
0.93531,79.11439,85.51964
0.93533,79.07751,85.53364
0.93536,79.06761,85.17618
0.93538,79.15569,85.09765
0.93539,79.17311,89.49199
0.93541,79.15365,89.6207
0.93543,79.22023,89.29568
0.93545,79.27622,89.03279
0.93547,79.23969,88.72621
0.93548,78.91228,88.49814
0.93551,78.79244,88.28339
0.93553,78.75385,88.02288
0.93555,78.84569,87.81291
0.93556,79.01948,87.61113
0.93558,79.08673,87.41823
0.9356,79.14204,87.18846
0.93562,79.29909,87.02629
0.93564,79.41347,86.85149
0.93566,79.4616,86.63947
0.93568,79.62992,86.48481
0.9357,79.788,86.31718
0.93571,79.85833,86.1574
0.93573,79.9867,85.97474
0.93575,80.1697,85.85423
0.93577,80.26735,85.72143
0.93579,80.38548,85.54286
0.93581,80.59818,85.4435
0.93583,80.74943,85.31821
0.93585,80.84399,85.18813
0.93587,81.04269,85.07137
0.93588,81.22672,84.97816
0.9359,81.34042,84.88802
0.93592,81.5439,84.76033
0.93595,81.77059,84.71014
0.93596,81.90954,84.62171
0.93598,82.08606,84.54387
0.936,82.32095,84.47935
0.93602,82.50327,84.42574
0.93603,82.66305,84.3858
0.93605,82.92696,84.30523
0.93607,83.15298,84.29636
0.9361,83.32096,84.26324
0.93611,83.56678,84.21886
0.93613,83.81636,84.21443
0.93615,84.00721,84.19872
0.93617,84.24483,84.20554
0.93619,84.52786,84.18335
0.9362,84.75047,84.21578
0.93623,84.96727,84.23525
0.93625,85.25133,84.239
0.93627,85.51114,84.28816
0.93628,85.73271,84.31854
0.9363,86.03452,84.3759
0.93632,86.32165,84.40834
0.93634,86.56678,84.52476
0.93635,86.84503,84.62514
0.93638,87.15571,84.68182
0.9364,87.42407,85.08606
0.93642,87.71222,85.39299
0.93643,87.71426,85.58248
0.93645,87.48175,85.68627
0.93647,87.79824,85.80268
0.93649,84.96689,85.93243
0.93651,83.81154,86.04167
0.93653,83.59919,86.22434
0.93655,83.56915,86.36602
0.93657,83.53706,86.53911
0.93658,83.436,86.71596
0.9366,83.2885,86.901
0.93662,83.14169,87.09834
0.93664,82.98942,87.28544
0.93666,82.74394,87.52136
0.93668,82.52714,87.73884
0.9367,82.29668,87.95735
0.93672,81.96518,88.21169
0.93674,81.65313,88.44147
0.93675,81.33869,88.63812
0.93677,80.96757,88.88052
0.93679,80.56915,89.0188
0.93682,80.17345,88.99628
0.93683,79.80881,89.12602
0.93685,80.03415,89.42168
0.93687,79.60465,89.71769
0.93689,81.17686,90.02941
0.9369,82.96553,90.32644
0.93692,83.08025,90.67331
0.93694,82.9051,90.98672
0.93697,82.63914,91.2875
0.93698,82.36533,91.6395
0.937,82.19359,91.96316
0.93702,81.98841,92.29434
0.93704,81.73406,92.63234
0.93706,81.55652,93.00994
0.93707,81.40255,93.35954
0.9371,81.15571,93.68491
0.93712,80.97613,94.09325
0.93714,80.86347,94.45276
0.93715,80.65076,94.81603
0.93717,80.45513,95.20047
0.93719,80.35099,95.61801
0.93721,80.17994,96.00313
0.93722,79.97715,96.36025
0.93725,79.87848,96.1752
0.93727,79.76718,96.36127
0.93729,79.56472,96.25679
0.9373,79.44421,91.70097
0.93732,79.36773,91.32712
0.93734,79.2397,91.4193
0.93736,79.13352,91.4292
0.93737,79.13148,91.40803
0.9374,79.41075,91.34385
0.93742,79.5043,91.25441
0.93744,79.53161,91.20251
0.93745,79.44626,91.04547
0.93747,79.30218,90.88364
0.93749,79.27828,90.70509
0.93751,79.26804,90.46951
0.93753,79.14684,90.21687
0.93755,79.11065,89.9649
0.93757,79.14241,89.72557
0.93759,79.07002,89.38552
0.93761,79.03588,89.05538
0.93762,79.10519,88.7225
0.93764,79.09767,88.28924
0.93766,79.04271,87.88022
0.93769,79.1086,87.46778
0.9377,79.16391,87.04512
0.93772,79.12704,86.52753
0.93774,79.20215,86.03282
0.93776,79.31004,85.54972
0.93777,79.31072,85.6081
0.93779,79.34861,85.1827
0.93781,79.48518,85.57567
0.93784,79.53365,89.59207
0.93785,79.57087,89.6187
0.93787,79.67978,89.29026
0.93789,79.77879,89.02293
0.93791,79.74192,88.71668
0.93793,79.4705,88.48931
0.93794,79.41929,88.26567
0.93797,79.4408,87.99801
0.93799,79.58556,87.79009
0.93801,79.78427,87.58115
0.93802,79.88635,87.38347
0.93804,79.98296,87.15096
0.93806,80.18166,86.97854
0.93808,80.32096,86.80579
0.93809,80.4145,86.57739
0.93811,80.62106,86.43126
0.93814,80.80883,86.26567
0.93816,80.90921,86.09189
0.93817,81.08299,85.91982
0.93819,81.29672,85.79111
0.93821,81.42679,85.65523
0.93823,81.59476,85.47154
0.93825,81.83273,85.37458
0.93827,82.01027,85.25406
0.93829,82.14615,85.12158
0.93831,82.38172,85.00516
0.93832,82.58896,84.90342
0.93834,82.74534,84.81669
0.93836,82.98638,84.67842
0.93838,83.24278,84.62789
0.9384,83.41758,84.54936
0.93842,83.63233,84.45683
0.93844,83.89077,84.4005
0.93846,84.10586,84.34246
0.93848,84.31105,84.29705
0.93849,84.60262,84.22261
0.93851,84.85459,84.21033
0.93853,85.06081,84.18506
0.93856,85.33804,84.13589
0.93857,85.62346,84.13794
0.93859,85.85186,84.11541
0.93861,86.13319,84.12701
0.93863,86.4408,84.10312
0.93864,86.69926,84.14272
0.93866,86.956,84.22363
0.93868,87.26771,84.22944
0.93871,87.55586,84.44623
0.93872,87.81978,84.77432
0.93874,88.08404,84.97097
0.93876,87.66888,85.03926
0.93878,87.88909,85.10651
0.9388,86.1588,85.17992
0.93881,84.11953,85.24309
0.93884,83.75013,85.36156
0.93886,83.68082,85.45886
0.93888,83.65316,85.58382
0.93889,83.60024,85.71082
0.93891,83.44626,85.84568
0.93893,83.31583,85.99625
0.93895,83.17449,86.12462
0.93896,82.94881,86.31684
0.93898,82.73201,86.47731
0.93901,82.50497,86.6545
0.93903,82.21409,86.85251
0.93904,81.89452,87.03927
0.93906,81.57871,87.19665
0.93908,81.25164,87.36975
0.9391,80.84263,87.59133
0.93912,80.45206,87.48207
0.93914,80.06319,87.51654
0.93916,80.18678,87.72447
0.93918,79.95359,87.97472
0.9392,79.90409,88.23658
0.93921,82.74806,88.4882
0.93923,83.15775,88.78046
0.93925,83.02665,89.04368
0.93927,82.79585,89.30179
0.93929,82.50326,89.60941
0.93931,82.29874,89.88355
0.93933,82.12907,90.18058
0.93935,81.87061,90.46738
0.93936,81.66236,90.79036
0.93938,81.51862,91.09592
0.9394,81.29329,91.37861
0.93943,81.0799,91.733
0.93944,80.96416,92.04266
0.93946,80.78559,92.37179
0.93948,80.56094,92.70671
0.9395,80.43121,93.06793
0.93951,80.30386,93.41583
0.93953,80.084,93.72959
0.93955,79.95563,94.13144
0.93958,79.87506,94.48855
0.93959,79.68387,94.84124
0.93961,79.52614,95.22669
0.93963,79.45615,95.62853
0.93965,79.30593,96.01092
0.93967,79.13932,96.3595
0.93968,79.0963,96.1154
0.9397,79.00992,96.36941
0.93973,78.83683,95.7931
0.93975,78.77196,91.60225
0.93976,78.72484,91.32844
0.93978,78.63437,91.41174
0.9398,78.56984,91.4254
0.93982,78.64358,91.39536
0.93983,78.94847,91.33424
0.93985,79.05771,91.24445
0.93988,79.11097,91.18641
0.9399,79.05292,91.02594
0.93991,78.95698,90.85762
0.93993,78.98258,90.67975
0.93995,79.00478,90.43666
0.93997,78.92386,90.19324
0.93999,78.93956,89.93751
0.94001,79,89.6958
0.94003,78.96518,89.352
0.94005,78.98021,89.0157
0.94007,79.09355,88.68795
0.94008,79.11677,88.24821
0.9401,79.10652,87.845
0.94012,79.22125,87.43087
0.94014,79.3049,86.99831
0.94016,79.31412,86.48482
0.94018,79.44523,85.98465
0.9402,79.58077,85.5077
0.94022,79.61696,85.59681
0.94023,79.71187,85.12702
0.94025,79.87779,86.1004
0.94027,79.9611,89.63881
0.94029,80.04236,89.58282
0.94031,80.18814,89.25473
0.94033,80.323,88.98946
0.94035,80.27418,88.69038
0.94037,80.07172,88.46095
0.94039,80.06592,88.23938
0.9404,80.13864,87.96933
0.94042,80.33768,87.76994
0.94045,80.56438,87.56134
0.94047,80.70334,87.35785
0.94048,80.84537,87.13183
0.9405,81.07992,86.96317
0.94052,81.24892,86.7894
0.94054,81.38241,86.56576
0.94055,81.62651,86.41623
0.94057,81.84809,86.25679
0.9406,81.99149,86.07789
0.94062,82.21477,85.91436
0.94063,82.45615,85.77609
0.94065,82.62787,85.64259
0.94067,82.83989,85.45959
0.94069,83.11644,85.36537
0.94071,83.32572,85.24349
0.94072,83.51691,85.10726
0.94075,83.78219,84.99868
0.94077,84.0304,84.89899
0.94078,84.22569,84.81056
0.9408,84.50736,84.68322
0.94082,84.78117,84.63166
0.94084,84.9949,84.55621
0.94086,85.24823,84.4589
0.94088,85.53536,84.41315
0.9409,85.7839,84.34828
0.94092,86.03484,84.30662
0.94094,86.35133,84.23765
0.94095,86.62958,84.22502
0.94097,86.87165,84.24926
0.94099,87.1779,84.21648
0.94101,87.47732,84.24652
0.94103,87.73816,84.56267
0.94105,88.04406,84.76104
0.94107,87.74635,84.8085
0.94109,87.78766,84.82796
0.9411,87.65725,84.85118
0.94112,84.59818,84.86176
0.94114,83.9454,84.92662
0.94116,83.81668,84.97476
0.94118,83.79893,85.04339
0.9412,83.75967,85.11815
0.94122,83.62755,85.2076
0.94124,83.49986,85.30183
0.94126,83.35988,85.38036
0.94127,83.17176,85.52477
0.94129,82.93994,85.63265
0.94131,82.717,85.7675
0.94134,82.46606,85.90407
0.94135,82.13148,86.05327
0.94137,81.81738,86.18847
0.94139,81.50738,86.27724
0.94141,81.10519,86.47866
0.94142,80.71085,86.41687
0.94144,80.3172,86.35508
0.94147,80.15229,86.45784
0.94149,80.21373,86.63606
0.9415,79.6924,86.85354
0.94152,82.22808,87.0519
0.94154,83.14272,87.2926
0.94156,83.09049,87.50531
0.94157,82.90237,87.71699
0.94159,82.60465,87.96383
0.94162,82.36908,88.18507
0.94164,82.20895,88.42508
0.94166,81.97236,88.65997
0.94167,81.74123,88.9348
0.94169,81.58896,89.19154
0.94171,81.39948,89.4343
0.94173,81.16082,89.73064
0.94175,81.01402,89.98807
0.94177,80.87814,90.27418
0.94179,80.64427,90.56267
0.94181,80.47903,90.87541
0.94182,80.3667,91.17721
0.94184,80.15981,91.44931
0.94186,79.9874,91.79038
0.94188,79.90785,92.09936
0.9419,79.75387,92.41482
0.94192,79.5678,92.74906
0.94194,79.4804,93.10413
