,System Pressure,,"Pump Pressure, ",,Reactor Temperature
4.16139,13.59625,61.99797,100,59,151.47482
4.16167,13.56574,62.00439,100,59,151.66626
4.16194,13.50574,62.01159,100,59,151.81714
4.16222,13.48154,62.02331,100,59,151.93411
4.1625,13.43175,62.03012,100,59,151.92447
4.16278,13.39274,62.02869,100,59,152.08475
4.16305,13.3669,62.02259,100,59,152.25513
4.16333,13.36343,62.00713,98,56,152.312
4.16361,13.41329,61.9984,98,56,152.43076
4.16389,13.47137,61.99497,98,56,152.39972
4.16417,13.5308,61.99191,98,56,152.40582
4.16444,13.59116,61.992,98,56,152.46506
4.16472,13.62019,62.00203,98,56,152.4449
4.165,13.6218,62.015,98,56,152.52678
4.16528,13.62034,62.02458,98,56,152.55124
4.16555,13.58029,62.03147,95,57,152.49814
4.16583,13.53461,62.03892,95,57,152.52364
4.16611,13.47878,62.02745,95,57,152.45993
4.16639,13.43307,62.03132,95,57,152.45139
4.16667,13.41398,62.03005,95,57,152.35654
4.16694,13.40954,62.01936,95,57,152.37442
4.16722,13.43016,62.0148,95,57,152.37016
4.1675,13.49257,62.00145,95,57,152.25594
4.16778,13.55172,61.99423,97,58,152.40263
4.16805,13.60588,61.99202,97,58,152.27145
4.16833,13.6289,61.99276,97,58,152.14423
4.16861,13.62511,62.0111,97,58,152.12863
4.16889,13.57446,62.02636,97,58,151.97955
4.16917,13.51535,62.03771,97,58,151.90686
4.16944,13.45746,62.04483,97,58,151.97447
4.16972,13.42076,62.0341,97,58,151.84348
4.17,13.40424,62.02457,98,57,151.71233
4.17028,13.41301,62.01122,98,57,151.64272
4.17055,13.4213,62.006,98,57,151.48434
4.17083,13.4388,62.00265,98,57,151.39755
4.17111,13.49487,61.98497,98,57,151.3488
4.17139,13.54923,61.985,98,57,151.3103
4.17167,13.57352,61.98115,98,57,151.19162
4.17194,13.61498,61.98112,98,57,151.13759
4.17222,13.58782,61.99423,97,54,151.0485
4.1725,13.55677,61.99724,97,54,150.95459
4.17278,13.55155,62.0034,97,54,150.98862
4.17305,13.51205,62.01169,97,54,150.7668
4.17333,13.49398,62.01556,97,54,150.79047
4.17361,13.44999,62.01556,97,54,150.69725
4.17389,13.3884,62.01171,97,54,150.69179
4.17417,13.38011,62.0042,97,54,150.68262
4.17444,13.37895,61.99582,93,56,150.66953
4.17472,13.46179,61.99197,93,56,150.65671
4.175,13.53126,61.99198,93,56,150.63773
4.17528,13.60482,61.992,93,56,150.61998
4.17555,13.65265,61.99578,93,56,150.59998
4.17583,13.63665,61.97556,93,56,150.5699
4.17611,13.60064,61.92412,93,56,150.53845
4.17639,13.93075,61.92025,93,56,150.50461
4.17667,14.13132,61.92474,98,45,150.50461
4.17694,13.99223,61.98045,98,45,150.46085
4.17722,13.71691,62.02835,98,45,150.41705
4.1775,13.12187,62.01573,98,45,150.36533
4.17778,12.64685,62.03239,98,45,150.313
4.17805,12.37609,62.01812,98,45,150.26248
4.17833,12.56815,61.98198,98,45,149.81429
4.17861,12.86898,61.98133,98,45,149.93993
4.17889,13.03184,61.91845,95,38,149.93639
4.17917,13.63089,61.87479,95,38,150.02005
4.17944,13.95152,61.87479,95,38,150.1313
4.17972,13.9464,61.90944,95,38,150.1569
4.18,14.02404,61.95773,95,38,150.39575
4.18028,13.69076,61.98444,95,38,150.53499
4.18055,13.50273,62.01187,95,38,150.66026
4.18083,13.3535,62.01868,95,38,150.68604
4.18111,13.32931,62.01103,99,58,150.86789
4.18139,13.36277,61.99578,99,58,150.99309
4.18167,13.40399,61.99275,99,58,151.10599
4.18194,13.47399,61.99197,99,58,151.15805
4.18222,13.52769,61.99091,99,58,151.22112
4.1825,13.58302,61.99472,99,58,151.20308
4.18278,13.59415,61.99975,99,58,151.31589
4.18305,13.57763,62.00247,99,58,151.44075
4.18333,13.55284,62.00744,103,62,151.5569
4.18361,13.4956,62.01123,103,62,151.71445
4.18389,13.4673,62.00851,103,62,151.71347
4.18417,13.41572,62.00355,103,62,151.78445
4.18444,13.39363,61.98636,103,62,151.68047
4.18472,13.38481,61.96384,103,62,151.71538
4.185,13.3778,61.95319,103,62,151.71999
4.18528,13.43702,61.94248,103,62,151.60161
4.18555,13.49916,61.93873,105,52,151.58652
4.18583,13.54957,61.94633,105,52,151.54143
4.18611,13.59374,61.95338,105,52,151.4605
4.18639,13.58794,61.95721,105,52,151.5399
4.18667,13.55555,61.96703,105,52,151.45967
4.18694,13.52417,61.97429,105,52,151.4371
4.18722,13.468,61.97296,105,52,151.34834
4.1875,13.41221,61.97297,105,52,151.29222
4.18778,13.3607,61.9654,105,56,151.23943
4.18805,13.33085,61.95017,105,56,151.20457
4.18833,13.36666,61.94254,105,56,151.17014
4.18861,13.4139,61.92798,105,56,151.10352
4.18889,13.50451,61.92339,105,56,151.02528
4.18917,13.58032,61.92339,105,56,150.95113
4.18944,13.61818,61.91954,105,56,150.828
4.18972,13.6508,61.91962,105,56,150.90468
4.19,13.62796,61.92339,87,58,150.75966
4.19028,13.57922,61.92723,87,58,150.62985
4.19055,13.53534,61.92729,87,58,150.61581
4.19083,13.48625,61.92726,87,58,150.61035
4.19111,13.48101,61.92353,87,58,150.60437
4.19139,13.49248,61.91259,87,58,150.59521
4.19167,13.74351,61.91497,87,58,150.57828
4.19194,13.72863,61.91499,87,58,150.56514
4.19222,13.67196,61.9135,95,55,150.54732
4.1925,13.6288,61.86929,95,55,150.52487
4.19278,13.55734,61.82455,95,55,150.49695
4.19305,13.83441,61.81309,95,55,150.45865
4.19333,14.11753,61.81558,95,55,150.4156
4.19361,14.34525,61.88007,95,55,150.37373
4.19389,14.24815,61.96956,95,55,150.3293
4.19417,13.67803,61.98104,95,55,149.8051
4.19444,13.43563,61.98266,96,59,149.80087
4.19472,13.00606,61.98624,96,59,149.79962
4.195,12.70454,61.95564,96,59,149.84348
4.19528,12.87013,61.95206,96,59,149.90625
4.19555,12.59446,61.92708,96,59,149.9039
4.19583,12.58007,61.86431,96,59,149.89876
4.19611,12.90992,61.81136,96,59,150.08455
4.19639,13.09042,61.75608,96,59,150.26955
4.19667,13.33403,61.73254,93,56,150.48367
4.19694,13.60826,61.75129,93,56,150.50725
4.19722,13.54342,61.77293,93,56,150.7001
4.1975,13.51589,61.82455,93,56,150.9229
4.19778,13.55164,61.836,93,56,150.99713
4.19805,13.57072,61.84253,93,56,151.11154
4.19833,13.57012,61.84374,93,56,151.21907
4.19861,13.57446,61.84375,93,56,151.36276
4.19889,13.56469,61.8438,91,53,151.63261
4.19917,13.52886,61.84199,91,53,151.71573
4.19944,13.50135,61.8417,91,53,151.88643
4.19972,13.42747,61.82777,91,53,151.97833
4.2,13.35826,61.80865,91,53,151.93301
4.20028,13.33996,61.79215,91,53,151.99724
4.20055,13.36716,61.77338,91,53,152.12012
4.20083,13.43832,61.76723,91,53,152.06506
4.20111,13.54507,61.77258,95,64,152.11522
4.20139,13.61039,61.78679,95,64,152.20421
4.20167,13.6539,61.79165,95,64,152.10431
4.20194,13.6639,61.79555,95,64,152.14282
4.20222,13.62682,61.81086,95,64,152.11423
4.2025,13.56618,61.80691,95,64,152.02417
4.20278,13.49257,61.80773,95,64,152.04416
4.20305,13.41588,61.80496,95,64,152.02039
4.20333,13.35752,61.78775,94,52,152.05467
4.20361,13.3432,61.7748,94,52,151.98044
4.20389,13.34906,61.76666,94,52,151.98135
4.20417,13.37382,61.76364,94,52,151.86911
4.20444,13.43977,61.76362,94,52,151.80426
4.20472,13.50127,61.7637,94,52,151.80923
4.205,13.55335,61.77039,94,52,151.73306
4.20528,13.59267,61.78263,94,52,151.65564
4.20555,13.59365,61.79985,97,57,151.5905
4.20583,13.57345,61.81857,97,57,151.52055
4.20611,13.53455,61.82967,97,57,151.46024
4.20639,13.47641,61.83134,97,57,151.40924
4.20667,13.42833,61.82715,97,57,151.35745
4.20694,13.38203,61.80811,97,57,151.31287
4.20722,13.35471,61.79698,97,57,151.08348
4.2075,13.37264,61.78271,97,57,151.07013
4.20778,13.41743,61.769,95,50,150.98743
4.20805,13.4849,61.76743,95,50,150.79599
4.20833,13.56501,61.76745,95,50,150.8027
4.20861,13.6165,61.76853,95,50,150.68294
4.20889,13.62808,61.78293,95,50,150.6755
4.20917,13.60313,61.79792,95,50,150.66972
4.20944,13.56195,61.80939,95,50,150.66466
4.20972,13.50167,61.82782,95,50,150.65503
4.21,13.43662,61.83171,95,52,150.64316
4.21028,13.41376,61.82552,95,52,150.6293
4.21055,13.38572,61.81403,95,52,150.61494
4.21083,13.38193,61.80789,95,52,150.59595
4.21111,13.33582,61.81234,95,52,150.57498
4.21139,13.09407,61.81572,95,52,150.54747
4.21167,12.84287,61.79297,95,52,150.51425
4.21194,12.67962,61.75425,95,52,150.47931
4.21222,12.82812,61.70694,95,58,150.43434
4.2125,13.37499,61.68132,95,58,150.3876
4.21278,13.78391,61.75404,95,58,150.34052
4.21305,13.87316,61.82425,95,58,150.28816
4.21333,13.62865,61.81772,95,58,150.23013
4.21361,13.48156,61.81063,95,58,150.17892
4.21389,13.61572,61.75812,95,58,150.12791
4.21417,13.86153,61.71907,95,58,149.716
4.21444,14.38028,61.7418,94,57,149.71013
4.21472,14.53758,61.78667,94,57,149.71425
4.215,14.40095,61.82475,94,57,149.94553
4.21528,14.31153,61.80367,94,57,149.96794
4.21555,14.26713,61.81129,94,57,150.16096
4.21583,14.03675,61.79676,94,57,150.36917
4.21611,13.88792,61.76739,94,57,150.56418
4.21639,13.80067,61.79026,94,57,150.66002
4.21667,13.54271,61.81355,98,57,151.01877
4.21694,13.4886,61.82461,98,57,151.14381
4.21722,13.44075,61.82301,98,57,151.311
4.2175,13.38958,61.80534,98,57,151.55173
4.21778,13.36784,61.78319,98,57,151.58147
4.21805,13.38244,61.77206,98,57,151.65962
4.21833,13.40536,61.76349,98,57,151.79556
4.21861,13.48632,61.76344,98,57,151.8335
4.21889,13.56124,61.76717,92,56,151.89157
4.21917,13.59361,61.77102,92,56,152.09213
4.21944,13.62429,61.77861,92,56,152.05756
4.21972,13.59733,61.77866,92,56,152.14847
4.22,13.51899,61.77867,92,56,152.14267
4.22028,13.45427,61.77713,92,56,152.15141
4.22055,13.39999,61.76585,92,56,152.26353
4.22083,13.37039,61.75409,92,56,152.13913
4.22111,13.40866,61.73935,92,57,152.19756
4.22139,13.46626,61.73184,92,57,152.18355
4.22167,13.50818,61.72366,92,57,152.07642
4.22194,13.5665,61.7261,92,57,152.08963
4.22222,13.61243,61.73709,92,57,151.99873
4.2225,13.59767,61.74612,92,57,151.96365
4.22278,13.56529,61.75326,92,57,151.9378
4.22305,13.50272,61.75972,92,57,151.9112
4.22333,13.4378,61.7635,99,63,151.882
4.22361,13.39001,61.74842,99,63,151.82967
4.22389,13.36867,61.72993,99,63,151.82121
4.22417,13.38528,61.7144,99,63,151.75845
4.22444,13.41727,61.69932,99,63,151.71582
4.22472,13.46806,61.69556,99,63,151.67912
4.225,13.52147,61.69556,99,63,151.56601
4.22528,13.56167,61.70395,99,63,151.53561
4.22555,13.5697,61.71693,95,56,151.39539
4.22583,13.57874,61.73164,95,56,151.329
4.22611,13.55137,61.74674,95,56,151.32036
4.22639,13.51337,61.75668,95,56,151.30405
4.22667,13.4702,61.74841,95,56,151.07993
4.22694,13.40653,61.73016,95,56,151.15642
4.22722,13.37362,61.71443,95,56,150.90652
4.2275,13.34419,61.68621,95,56,150.89671
4.22778,13.36685,61.67656,90,60,150.91386
4.22805,13.42812,61.67653,90,60,150.80666
4.22833,13.49623,61.67275,90,60,150.70018
4.22861,13.56873,61.68421,90,60,150.60428
4.22889,13.58841,61.688,90,60,150.59073
4.22917,13.57314,61.688,90,60,150.58804
4.22944,13.53418,61.69178,90,60,150.58452
4.22972,13.49353,61.6918,90,60,150.57405
4.23,13.41061,61.66757,100,66,150.56699
4.23028,13.60134,61.60713,100,66,150.55061
4.23055,13.7044,61.61557,100,66,150.52702
4.23083,13.64636,61.65438,100,66,150.50357
4.23111,13.3981,61.68032,100,66,150.47202
4.23139,12.93591,61.73186,100,66,150.44223
4.23167,12.73089,61.67941,100,66,150.40999
4.23194,12.88696,61.57926,100,66,150.3693
4.23222,13.24854,61.50106,91,55,150.32942
4.2325,13.72231,61.45217,91,55,150.2889
4.23278,14.06909,61.45486,91,55,149.87228
4.23305,14.10781,61.46702,91,55,149.87082
4.23333,13.82096,61.48664,91,55,149.86856
4.23361,13.46484,61.49636,91,55,150.03485
4.23389,12.99544,61.51487,91,55,150.03139
4.23417,12.70057,61.51443,91,55,150.0734
4.23444,12.92842,61.52255,98,51,150.30309
4.23472,13.1634,61.55706,98,51,150.4216
4.235,13.45124,61.5667,98,51,150.63864
4.23528,13.63923,61.60418,98,51,150.70485
4.23555,13.64479,61.6192,98,51,150.9697
4.23583,13.63546,61.6268,98,51,151.12393
4.23611,13.58044,61.62685,98,51,151.31229
4.23639,13.50945,61.62686,98,51,151.42319
4.23667,13.44223,61.62795,101,54,151.5159
4.23694,13.38505,61.62035,101,54,151.69698
4.23722,13.35206,61.61654,101,54,151.7484
4.2375,13.36876,61.60903,101,54,151.85875
4.23778,13.4202,61.60059,101,54,151.95435
4.23805,13.48199,61.58923,101,54,151.96794
4.23833,13.56731,61.58548,101,54,151.91641
4.23861,13.62898,61.59115,101,54,152.00227
4.23889,13.63344,61.60053,96,58,151.9653
4.23917,13.60477,61.6118,96,58,152.05942
4.23944,13.53922,61.61935,96,58,152.11646
4.23972,13.45213,61.61938,96,58,152.05978
4.24,13.38697,61.62125,96,58,152.05615
4.24028,13.33511,61.62127,96,58,152.08546
4.24055,13.32064,61.61364,96,58,151.95667
4.24083,13.35742,61.6046,96,58,151.9714
4.24111,13.43014,61.58435,93,52,151.88356
4.24139,13.49834,61.5699,93,52,151.78215
4.24167,13.57533,61.56742,93,52,151.7212
4.24194,13.6141,61.57119,93,52,151.68755
4.24222,13.60577,61.58958,93,52,151.59521
4.2425,13.60643,61.6022,93,52,151.61691
4.24278,13.54741,61.61055,93,52,151.51152
4.24305,13.48107,61.62682,93,52,151.46867
4.24333,13.43243,61.6325,95,57,151.42679
4.24361,13.36585,61.63447,95,57,151.28653
4.24389,13.3543,61.6341,95,57,151.3636
4.24417,13.37979,61.623,95,57,151.24704
4.24444,13.41677,61.61539,95,57,151.19676
4.24472,13.47134,61.61165,95,57,151.10472
4.245,13.51986,61.61165,95,57,151.0798
4.24528,13.56982,61.61163,95,57,150.93756
4.24555,13.58374,61.61163,95,56,150.83755
4.24583,13.56543,61.61948,95,56,150.90753
4.24611,13.54553,61.62209,95,56,150.71951
4.24639,13.46986,61.62455,95,56,150.71611
4.24667,13.40901,61.62839,95,56,150.64816
4.24694,13.37333,61.62602,95,56,150.64763
4.24722,13.3705,61.62162,95,56,150.64285
4.2475,13.39989,61.61321,95,56,150.63416
4.24778,13.48148,61.59886,95,62,150.6182
4.24805,13.57854,61.59259,95,62,150.60495
4.24833,13.61991,61.6199,95,62,150.57858
4.24861,13.48546,61.67916,95,62,150.55576
4.24889,13.18253,61.73678,95,62,150.52399
4.24917,12.93519,61.76191,95,62,150.48788
4.24944,12.90002,61.69639,95,62,150.44774
4.24972,13.15199,61.59919,95,62,150.40337
4.25,13.64997,61.5161,95,52,150.35933
4.25028,14.11943,61.46865,95,52,149.85971
4.25055,14.33606,61.49795,95,52,149.85918
4.25083,14.32069,61.55022,95,52,149.87009
4.25111,14.06372,61.63496,95,52,149.91309
4.25139,13.82971,61.67547,95,52,150.08084
4.25167,13.78283,61.68376,95,52,150.224
4.25194,13.66552,61.67507,95,52,150.29875
4.25222,13.65925,61.63599,94,33,150.51814
4.2525,13.67175,61.62106,94,33,150.49162
4.25278,13.4379,61.62399,94,33,150.7526
4.25305,13.35261,61.62402,94,33,150.90697
4.25333,13.34498,61.6229,94,33,151.02402
4.25361,13.37039,61.6156,94,33,151.10759
4.25389,13.44748,61.61178,94,33,151.186
4.25417,13.54753,61.60874,94,33,151.1431
4.25444,13.58761,61.59967,91,56,151.3089
4.25472,13.60512,61.60039,91,56,151.36946
4.255,13.59273,61.60223,91,56,151.29337
4.25528,13.55047,61.60343,91,56,151.364
4.25555,13.51341,61.61214,91,56,151.4109
4.25583,13.45442,61.61861,91,56,151.44852
4.25611,13.40541,61.62243,91,56,151.54483
4.25639,13.37438,61.62243,91,56,151.62302
4.25667,13.38623,61.62239,89,50,151.54854
4.25694,13.42929,61.61327,89,50,151.50375
4.25722,13.51321,61.60049,89,50,151.47096
4.2575,13.59652,61.58045,89,50,151.57872
4.25778,13.64113,61.56693,89,50,151.53867
4.25805,13.6558,61.56734,89,50,151.60808
4.25833,13.60783,61.5782,89,50,151.61441
4.25861,13.56105,61.59638,89,50,151.71275
4.25889,13.49984,61.60602,98,56,151.59547
4.25917,13.43614,61.60976,98,56,151.60422
4.25944,13.38285,61.60786,98,56,151.4991
4.25972,13.36098,61.59327,98,56,151.31625
4.26,13.37222,61.5818,98,56,151.30911
4.26028,13.42792,61.56986,98,56,151.2222
4.26055,13.51589,61.55552,98,56,151.05392
4.26083,13.56778,61.55548,98,56,150.94595
4.26111,13.6039,61.55901,98,56,150.97153
4.26139,13.61628,61.56723,98,56,150.75757
4.26167,13.58311,61.58039,98,56,150.80856
4.26194,13.52179,61.59772,98,56,150.83504
4.26222,13.45686,61.61256,98,56,150.71849
4.2625,13.4093,61.62112,98,56,150.66423
4.26278,13.38325,61.62376,98,56,150.65065
4.26305,13.39313,61.62068,98,56,150.64432
4.26333,13.42076,61.61695,97,55,150.63162
4.26361,13.50661,61.60501,97,55,150.61847
4.26389,13.82971,61.55879,97,55,150.59805
4.26417,13.99757,61.53977,97,55,150.57518
4.26444,14.06732,61.54817,97,55,150.55234
4.26472,13.87782,61.55891,97,55,150.52933
4.265,13.82663,61.55641,97,55,150.50107
4.26528,13.65493,61.56708,97,55,150.47244
4.26555,13.58027,61.55552,101,56,150.44148
4.26583,13.84436,61.51934,101,56,150.03694
4.26611,13.44454,61.58821,101,56,150.03922
4.26639,13.59202,61.57783,101,56,150.03035
4.26667,13.59292,61.58908,101,56,150.02048
4.26694,13.23357,61.66885,101,56,150.01779
4.26722,13.26001,61.66341,101,56,150.23537
4.2675,13.06498,61.70095,101,56,150.31396
4.26778,13.0802,61.68979,99,55,150.52347
4.26805,13.31125,61.65123,99,55,150.68701
4.26833,13.46934,61.64271,99,55,150.78238
4.26861,13.43664,61.66287,99,55,151.02904
4.26889,13.39473,61.67734,99,55,151.06363
4.26917,13.36355,61.68704,99,55,151.29356
4.26944,13.37736,61.68401,99,55,151.46837
4.26972,13.4073,61.67256,99,55,151.5143
4.27,13.45538,61.65812,90,59,151.70566
4.27028,13.5235,61.64117,90,59,151.84431
4.27055,13.56168,61.63431,90,59,151.80942
4.27083,13.58306,61.6256,90,59,151.87776
4.27111,13.57278,61.62714,90,59,151.99316
4.27139,13.52856,61.64306,90,59,151.91965
4.27167,13.47994,61.64444,90,59,152.04755
4.27194,13.44164,61.64782,90,59,152.1682
4.27222,13.39773,61.65157,88,45,152.05733
4.2725,13.3998,61.63493,88,45,152.10721
4.27278,13.4233,61.62687,88,45,152.0209
4.27305,13.46236,61.61931,88,45,151.98618
4.27333,13.51504,61.59862,88,45,152.07297
4.27361,13.56631,61.58551,88,45,152.02493
4.27389,13.58927,61.58443,88,45,152.05234
4.27417,13.60489,61.58473,88,45,151.95296
4.27444,13.57137,61.59221,101,52,151.87268
4.27472,13.5527,61.60347,101,52,151.84378
4.275,13.50524,61.60855,101,52,151.73679
4.27528,13.44269,61.61702,101,52,151.75943
4.27555,13.43498,61.62083,101,52,151.67868
4.27583,13.41334,61.62455,101,52,151.52725
4.27611,13.43737,61.6202,101,52,151.52263
4.27639,13.48903,61.61547,101,52,151.38376
4.27667,13.5164,61.61173,102,53,151.3406
4.27694,13.54623,61.60794,102,53,151.28003
4.27722,13.56444,61.60413,102,53,151.1495
4.2775,13.58321,61.59327,102,53,151.06161
4.27778,13.57329,61.59289,102,53,151.07764
4.27805,13.55605,61.59288,102,53,150.98335
4.27833,13.51277,61.59856,102,53,150.99356
4.27861,13.44722,61.60723,102,53,150.89145
4.27889,13.39007,61.61366,96,66,150.82364
4.27917,13.37093,61.6156,96,66,150.73659
4.27944,13.36064,61.6156,96,66,150.70023
4.27972,13.37909,61.61554,96,66,150.57437
4.28,13.4258,61.608,96,66,150.55136
