Time (hr),MX03 (uL/min),MX04 (uL/min)
4.07572,54.23321,69.68208
4.07575,54.36977,69.86405
4.07577,54.5241,70.04534
4.07579,54.64768,70.08562
4.0758,54.84194,70.37241
4.07582,55.02733,70.46868
4.07584,55.17959,70.58613
4.07586,55.35201,70.74761
4.07588,55.50223,70.72952
4.0759,55.74292,70.94768
4.07592,55.93684,71.04191
4.07594,56.13452,71.10917
4.07596,56.33016,71.25256
4.07597,56.52954,71.19248
4.07599,56.79141,71.32972
4.07601,57.00752,71.39903
4.07604,57.22569,71.4079
4.07605,57.43601,71.51852
4.07607,57.67158,71.41338
4.07609,57.9594,71.47005
4.07611,58.19839,71.54004
4.07612,58.45171,71.50112
4.07614,58.69036,71.57793
4.07617,58.97509,71.44682
4.07619,59.28953,71.42395
4.0762,59.56096,71.47141
4.07622,59.84502,71.38059
4.07624,60.10143,71.40996
4.07626,60.42509,71.24404
4.07627,60.74534,71.13103
4.07629,61.05193,71.17576
4.07632,61.36023,71.04568
4.07634,61.65316,71.00028
4.07635,62.01336,70.80397
4.07637,62.35204,70.59776
4.07639,62.67672,70.40829
4.07641,63.00346,70.11774
4.07643,63.12977,69.9723
4.07645,62.89181,69.76472
4.07647,63.14924,69.49671
4.07649,60.82762,69.47964
4.07651,59.47802,69.27344
4.07652,59.31004,69.13209
4.07654,59.46811,68.92075
4.07656,59.63711,68.58378
4.07658,59.80646,68.51824
4.0766,59.9396,68.26422
4.07662,60.0755,68.06006
4.07664,60.20762,67.82073
4.07666,60.31858,67.42026
4.07667,60.41691,67.28848
4.07669,60.50944,67.01125
4.07671,60.59684,66.75041
4.07673,60.69141,66.50117
4.07675,60.75081,66.05631
4.07677,60.80475,65.86067
4.07679,60.84504,65.54248
4.07681,60.88942,65.21608
4.07683,60.92321,64.93885
4.07684,60.95121,64.45609
4.07686,60.96554,64.17851
4.07689,60.9833,63.84666
4.07691,60.99115,63.46735
4.07692,60.99627,63.17475
4.07694,60.985,62.66058
4.07696,60.95598,62.31747
4.07698,60.93072,61.946
4.07699,60.88429,61.51207
4.07701,60.83819,61.1768
4.07704,60.78663,60.6302
4.07706,60.72621,60.19455
4.07707,60.65349,59.8091
4.07709,60.57701,59.33181
4.07711,60.4879,58.96957
4.07713,60.39197,58.40727
4.07714,60.27999,57.91665
4.07716,60.16835,58.50696
4.07719,60.02665,58.00714
4.07721,59.90579,59.58003
4.07723,59.77196,63.68655
4.07724,59.6412,63.02797
4.07726,59.53742,62.68622
4.07728,59.41349,62.38646
4.0773,59.28101,62.16283
4.07732,59.57531,61.93954
4.07734,59.72177,61.64115
4.07736,59.71222,61.4701
4.07738,59.51932,61.25228
4.07739,59.30832,61.05392
4.07741,59.11543,60.87536
4.07743,58.91127,60.60154
4.07745,58.66715,60.46703
4.07747,58.43635,60.31271
4.07749,58.19941,60.15703
4.07751,57.9727,60.05665
4.07753,57.72995,59.84771
4.07754,57.44214,59.74495
4.07756,57.18779,59.6135
4.07758,56.91705,59.46499
4.07761,56.67977,59.37554
4.07762,56.39947,59.19801
4.07764,56.09765,59.10924
4.07766,55.79824,59.0314
4.07768,55.49506,58.92044
4.0777,55.21066,58.90268
4.07771,54.89213,58.80197
4.07773,54.54594,58.73676
4.07776,54.22877,58.68384
4.07778,53.89931,58.58722
4.07779,53.59443,58.57629
4.07781,53.22741,58.52542
4.07783,52.86142,58.45236
4.07785,52.49883,58.45406
4.07786,52.23048,58.40352
4.07789,52.54629,58.45098
4.07791,52.28614,58.48853
4.07793,53.97852,58.45268
4.07794,55.64838,58.4776
4.07796,55.89317,58.45814
4.07798,55.79519,58.50491
4.078,55.57327,58.57729
4.07802,55.36568,58.54997
4.07803,55.17654,58.62713
4.07806,55.01369,58.664
4.07808,54.87883,58.76472
4.0781,54.69071,58.90436
4.07811,54.54527,58.92552
4.07813,54.38549,59.02658
4.07815,54.2933,59.09828
4.07817,54.17482,59.19217
4.07819,54.03859,59.36049
4.07821,53.91363,59.39906
4.07823,53.78936,59.54177
4.07825,53.71765,59.70701
4.07826,53.61693,59.85757
4.07828,53.51007,60.1085
4.0783,53.42574,60.41987
4.07832,53.33356,60.69778
4.07834,53.30626,60.94292
4.07836,53.21783,61.08119
4.07838,53.15706,61.33179
4.0784,53.09868,61.47997
4.07841,53.0444,61.67867
4.07843,53.0461,61.92143
4.07845,52.97201,62.10136
4.07848,52.94776,62.41375
4.0785,52.91328,62.65001
4.07851,52.90987,62.87535
4.07853,52.93889,63.15018
4.07855,52.90065,63.34785
4.07857,52.90305,63.67322
4.07858,52.89827,63.95591
4.0786,52.93138,64.20309
4.07863,52.98942,64.51855
4.07865,52.97576,64.77189
4.07866,53.01947,65.14471
4.07868,53.03927,65.52266
4.0787,53.13111,65.79033
4.07872,53.19838,66.13721
4.07873,53.24038,66.41205
4.07876,53.30695,66.78829
4.07878,53.36499,67.20959
4.0788,53.48414,67.49877
4.07881,53.56881,67.87741
4.07883,53.64017,68.2137
4.07885,53.72928,68.63126
4.07887,53.82726,69.12802
4.07889,53.94982,69.45135
4.07891,54.00104,69.85489
4.07893,54.10483,70.22259
4.07895,53.81668,70.63571
4.07897,53.61935,71.16798
4.07898,53.58589,71.52101
4.079,53.68762,71.96348
4.07902,53.8416,72.3899
4.07905,53.96997,72.84261
4.07906,54.15057,73.41346
4.07908,54.36054,72.81666
4.0791,54.51316,73.26118
4.07912,54.68455,71.73746
4.07913,54.82624,67.48412
4.07915,55.03586,68.15329
4.07917,55.25607,68.49914
4.0792,55.42439,68.74701
4.07921,55.6166,69.03175
4.07923,55.77434,69.13589
4.07925,56.01879,69.42644
4.07927,56.24378,69.63914
4.07929,56.45273,69.77741
4.0793,56.66987,70.02185
4.07932,56.87164,70.04917
4.07935,57.15194,70.25265
4.07937,57.39196,70.43121
4.07938,57.62378,70.51212
4.0794,57.85697,70.7115
4.07942,58.09391,70.70639
4.07944,58.4005,70.82451
4.07945,58.65759,71.0075
4.07947,58.92424,71.0495
4.0795,59.1803,71.20655
4.07952,59.46264,71.17822
4.07953,59.79041,71.21646
4.07955,60.07037,71.38239
4.07957,60.35818,71.37215
4.07959,60.62824,71.48414
4.0796,60.94405,71.42678
4.07963,61.28478,71.39435
4.07965,61.59,71.54354
4.07967,61.91332,71.49882
4.07968,62.20659,71.53877
4.0797,62.56713,71.43976
4.07972,62.92118,71.3131
4.07974,63.25473,71.27896
4.07976,63.58898,71.05944
4.07978,63.8126,70.97204
4.0798,63.52616,70.86347
4.07982,63.74056,70.67876
4.07984,62.01096,70.76105
4.07985,60.31379,70.64258
4.07987,60.04715,70.57908
4.07989,60.1745,70.47972
4.07992,60.34008,70.22947
4.07993,60.49269,70.25303
4.07995,60.61696,70.08471
4.07997,60.73509,69.9543
4.07999,60.85937,69.8249
4.08,60.9553,69.52139
4.08002,61.04919,69.47496
4.08004,61.1325,69.29298
4.08007,61.21307,69.10179
4.08008,61.29945,68.96078
4.0801,61.35885,68.60879
4.08012,61.40801,68.48998
4.08014,61.44318,68.27148
4.08016,61.47903,68.01678
4.08017,61.51147,67.84573
4.0802,61.5282,67.44834
4.08022,61.53947,67.23837
4.08024,61.5463,67.00928
4.08025,61.55278,66.70132
4.08027,61.55107,66.50842
4.08029,61.53366,66.08369
4.08031,61.50054,65.79725
4.08032,61.46299,65.53129
4.08035,61.41622,65.17007
4.08037,61.36126,64.928
4.08039,61.30835,64.47255
4.0804,61.24109,64.09255
4.08042,61.18168,63.81021
4.08044,61.10281,63.4087
4.08046,61.03248,63.12669
4.08047,60.93995,62.65793
4.0805,60.84231,62.21034
4.08052,60.72964,61.89249
4.08054,60.60127,61.45274
4.08056,60.47631,61.11269
4.08057,60.35135,60.61799
4.08059,60.21683,60.08162
4.08061,60.06388,59.74362
4.08064,59.90034,59.27213
4.08065,59.73679,58.88497
4.08067,59.56233,58.3848
4.08069,59.38479,57.79756
4.08071,59.17858,58.12293
4.08072,58.96759,58.01539
4.08074,58.76309,57.45786
4.08076,58.5596,63.19804
4.08079,58.34486,62.93208
4.0808,58.12943,62.4896
4.08082,57.93926,62.20521
4.08084,57.70163,61.93925
4.08086,57.85663,61.74225
4.08087,57.93379,61.44863
4.08089,57.85697,61.26427
4.08091,57.59511,61.06113
4.08094,57.30456,60.83444
4.08095,57.03655,60.6733
4.08097,56.74943,60.42475
4.08099,56.40938,60.25062
4.08101,56.10211,60.10006
4.08103,55.77674,59.91843
4.08104,55.48825,59.83649
4.08107,55.14991,59.67022
4.08109,54.78904,59.52784
4.08111,54.44831,59.40766
4.08112,54.10894,59.24378
4.08114,53.78938,59.16457
4.08116,53.42919,59.03757
4.08118,53.04032,58.89486
4.08119,52.6709,58.82932
4.08122,52.33085,58.71392
4.08124,52.63437,58.6965
4.08126,52.43328,58.64632
4.08127,53.56711,58.54424
4.08129,55.65485,58.50532
4.08131,56.0065,58.41724
4.08133,55.92628,58.38856
4.08135,55.69139,58.37832
4.08137,55.46263,58.2718
4.08139,55.24993,58.28272
4.08141,55.06659,58.25097
4.08143,54.91023,58.27009
4.08144,54.71903,58.32746
4.08146,54.53978,58.27692
4.08148,54.38614,58.30936
4.0815,54.25469,58.31311
4.08152,54.14988,58.32369
4.08154,53.98498,58.39573
4.08156,53.86447,58.3674
4.08158,53.71834,58.43944
4.08159,53.64151,58.52411
4.08161,53.54148,58.61049
4.08164,53.42983,58.76549
4.08166,53.32844,58.96077
4.08167,53.23318,59.18235
4.08169,53.19152,59.37183
4.08171,53.11504,59.44762
4.08173,53.03002,59.60843
4.08174,52.96651,59.68149
4.08176,52.88492,59.80268
4.08179,52.87707,59.95428
4.08181,52.80537,60.05807
4.08182,52.76406,60.28511
4.08184,52.73811,60.44523
4.08186,52.71729,60.59648
4.08188,52.76576,60.78084
4.0819,52.72787,60.90444
4.08192,52.74119,61.13864
4.08194,52.73641,61.35237
4.08196,52.7644,61.51523
4.08198,52.82415,61.75626
4.08199,52.82176,61.93277
4.08201,52.85079,62.23014
4.08203,52.88084,62.52956
4.08205,52.94878,62.72247
4.08207,53.04438,62.98741
4.08209,53.06725,63.20113
4.08211,53.14986,63.4944
4.08213,53.1956,63.84435
4.08214,53.31612,64.04851
4.08216,53.41273,64.35408
4.08218,53.48444,64.62414
4.0822,53.57763,64.96453
4.08222,53.66845,65.38891
4.08224,53.82823,65.64667
4.08226,53.94636,65.98024
4.08228,54.06209,66.2998
4.0823,54.18362,66.63541
4.08231,54.31507,67.09393
4.08233,54.49943,67.38311
4.08235,54.62985,67.75594
4.08238,54.75891,68.13184
4.08239,54.89684,68.50876
4.08241,55.05969,69.0178
4.08243,55.26181,69.3715
4.08245,55.34444,69.77164
4.08246,55.51412,70.18032
4.08248,55.34,70.55041
4.08251,55.18227,71.07892
4.08253,55.17135,71.46814
4.08254,55.32157,71.89798
4.08256,55.53394,72.36913
4.08258,55.71114,72.772
4.0826,55.95628,73.33807
4.08261,56.21541,73.10215
4.08263,56.42503,73.1537
4.08266,56.66163,73.76244
4.08268,56.85829,67.90583
4.0827,57.1379,68.08917
4.08271,57.40011,68.62587
4.08273,57.63056,68.85019
4.08275,57.87639,69.16975
4.08277,58.10479,69.29403
4.08279,58.41548,69.49477
4.08281,58.68349,69.80136
4.08283,58.9515,69.92665
4.08285,59.21712,70.16564
4.08286,59.48956,70.24519
4.08288,59.82278,70.36058
4.0829,60.11264,70.63372
4.08292,60.39977,70.70883
4.08294,60.68246,70.88705
4.08296,60.98324,70.94168
4.08298,61.34309,70.9789
4.083,61.65002,71.23462
4.08301,61.97949,71.27251
4.08303,62.27583,71.3944
4.08305,62.63432,71.3903
4.08308,63.0027,71.34728
4.08309,63.34344,71.46814
4.08311,63.6828,71.29948
4.08313,63.96754,71.25782
4.08315,63.68417,71.25544
4.08317,63.84975,71.1612
4.08318,62.6671,71.3302
4.0832,60.54897,71.30152
4.08323,60.15088,71.30493
4.08325,60.25876,71.31449
4.08326,60.43425,71.15197
4.08328,60.61076,71.25781
4.0833,60.76166,71.18032
4.08332,60.89925,71.12467
4.08333,61.05015,71.10009
4.08336,61.16009,70.88772
4.08338,61.27822,70.90616
4.0834,61.36972,70.82934
4.08341,61.47215,70.71257
4.08343,61.56808,70.67741
4.08345,61.64592,70.421
4.08347,61.7002,70.36808
4.08349,61.75142,70.25029
4.08351,61.79478,70.07104
4.08353,61.84258,69.99423
4.08355,61.86444,69.69618
4.08357,61.89346,69.5463
4.08358,61.90574,69.42578
4.0836,61.92384,69.19738
4.08362,61.92999,69.08915
4.08364,61.92897,68.759
4.08366,61.9061,68.54118
4.08368,61.88698,68.38856
4.0837,61.84942,68.11884
4.08372,61.81289,67.96623
4.08373,61.76679,67.61116
4.08375,61.7091,67.30013
4.08377,61.65823,67.13113
4.08379,61.57765,66.82351
4.08381,61.50732,66.62378
4.08383,61.41548,66.26052
4.08385,61.31885,65.87439
4.08387,61.21506,65.6726
4.08389,61.09113,65.31583
4.0839,60.96856,65.05977
4.08392,60.84804,64.66407
4.08395,60.71557,64.20248
4.08396,60.57696,63.96553
4.08398,60.41069,63.58315
4.084,60.25877,63.26188
4.08402,60.07715,62.86619
4.08404,59.90815,62.34417
4.08405,59.70603,62.06489
4.08407,59.49539,61.64188
4.0841,59.28849,61.26394
4.08412,59.08501,60.83683
4.08413,58.87744,60.25301
4.08415,58.63196,59.91364
4.08417,58.3882,59.46673
4.08419,58.13965,59.02529
4.0842,57.89043,58.59545
4.08423,57.63368,57.97442
4.08425,57.33529,57.78868
4.08427,57.04816,58.22159
4.08428,56.7641,57.57633
4.0843,56.48517,62.46263
4.08432,56.19257,63.20522
4.08434,55.87096,62.59614
4.08436,55.61763,62.29126
4.08438,55.29705,61.98261
4.0844,55.30797,61.79415
4.08442,55.33324,61.52819
4.08444,55.19428,61.28817
4.08445,54.86788,61.09151
4.08447,54.49506,60.83852
4.08449,54.15809,60.68454
4.08452,53.7815,60.46809
4.08453,53.36498,60.23388
4.08455,52.97748,60.09527
4.08457,52.59065,59.90715
4.08459,52.81804,59.81052
4.0846,52.69821,59.67464
4.08462,53.18267,59.49096
4.08464,55.67226,59.38409
4.08467,56.16048,59.21919
4.08468,56.10687,59.1195
4.0847,55.87266,59.01366
4.08472,55.62889,58.83067
4.08474,55.41619,58.77298
4.08476,55.21032,58.67601
4.08477,55.05942,58.61012
4.08479,54.85969,58.577
4.08482,54.67499,58.45033
4.08484,54.51248,58.41755
4.08485,54.36499,58.35917
4.08487,54.25711,58.28883
4.08489,54.08435,58.28132
4.08491,53.94437,58.16899
4.08492,53.79858,58.16729
4.08495,53.69889,58.17037
4.08497,53.60295,58.18812
4.08499,53.46809,58.2605
4.085,53.36054,58.32161
4.08502,53.24993,58.50666
4.08504,53.19257,58.63914
4.08506,53.12225,58.64254
4.08507,53.02767,58.71493
4.0851,52.9512,58.71835
4.08512,52.86926,58.76137
4.08514,52.85355,58.84536
4.08515,52.7979,58.87848
4.08517,52.74566,59.02802
4.08519,52.71084,59.11815
4.08521,52.66885,59.19667
4.08523,52.6965,59.30695
4.08525,52.65349,59.36567
4.08527,52.65041,59.52546
4.08529,52.63949,59.675
4.08531,52.64392,59.75557
4.08532,52.6982,59.92218
4.08534,52.68386,60.03279
4.08536,52.70605,60.25335
4.08539,52.72722,60.48584
4.0854,52.77945,60.6067
4.08542,52.86991,60.79824
4.08544,52.88288,60.94777
4.08546,52.94843,61.16457
4.08547,52.99008,61.44658
4.08549,53.08534,61.58008
4.08551,53.19356,61.81667
4.08554,53.24922,62.03246
4.08555,53.34038,62.29363
4.08557,53.41549,62.6371
4.08559,53.56365,62.82693
4.08561,53.69169,63.0888
4.08563,53.79104,63.34418
4.08564,53.91532,63.59853
4.08567,54.03173,63.97375
4.08569,54.21337,64.19123
4.08571,54.3554,64.49406
4.08572,54.48548,64.80952
4.08574,54.63262,65.09972
4.08576,54.7849,65.52853
4.08578,55.01229,65.81738
4.08579,55.16762,66.14513
4.08582,55.34584,66.4978
4.08584,55.50733,66.78766
4.08586,55.71115,67.22946
4.08587,55.95731,67.56131
4.08589,56.1386,67.91946
4.08591,56.33969,68.32949
4.08593,56.52985,68.66304
4.08595,56.77738,69.15159
4.08597,57.04095,69.56982
4.08599,57.18502,69.94401
4.08601,57.42333,70.38239
4.08603,57.38679,70.72824
4.08604,57.26286,71.21953
4.08606,57.29188,71.68351
4.08608,57.48682,72.0775
4.0861,57.76849,72.5531
4.08612,58.00816,72.9447
4.08614,58.3325,73.47423
4.08616,58.63055,73.80471
4.08618,58.91358,73.30488
4.08619,59.19833,73.9522
4.08621,59.47248,69.01912
4.08623,59.81492,68.14168
4.08626,60.1239,68.86889
4.08627,60.41853,69.10378
4.08629,60.71625,69.40798
4.08631,61.01704,69.59713
4.08633,61.3902,69.74154
4.08634,61.71283,70.11198
4.08636,62.04708,70.23796
4.08639,62.35776,70.4435
4.08641,62.70634,70.55924
4.08643,63.09248,70.60464
4.08644,63.43696,70.87914
4.08646,63.78964,70.76033
4.08648,64.10306,70.78696
4.0865,63.88489,70.87163
4.08651,63.98014,70.8706
4.08654,63.42945,71.11403
4.08656,60.90981,71.18197
4.08658,60.36014,71.26151
4.08659,60.43901,71.37248
4.08661,60.6244,71.30862
4.08663,60.80364,71.47796
4.08665,60.96241,71.50458
4.08666,61.09897,71.51825
4.08669,61.24817,71.60633
4.08671,61.36186,71.48956
4.08673,61.48614,71.57424
4.08674,61.58583,71.59848
4.08676,61.68552,71.55205
4.08678,61.78555,71.61282
4.0868,61.86852,71.4486
4.08682,61.93168,71.4609
4.08684,61.98699,71.45715
4.08686,62.03479,71.35301
4.08688,62.08635,71.37213
4.0869,62.11195,71.16864
4.08691,62.14302,71.08124
4.08693,62.16282,71.0785
4.08695,62.18092,70.92964
4.08698,62.19252,70.90882
4.08699,62.18434,70.68622
4.08701,62.16657,70.51927
4.08703,62.13755,70.48478
4.08705,62.10102,70.28471
4.08706,62.0563,70.21199
4.08708,62.00679,69.95866
4.08711,61.94704,69.70977
4.08713,61.89207,69.65207
4.08714,61.81014,69.42093
4.08716,61.73674,69.29325
4.08718,61.63638,69.02558
4.0872,61.53498,68.70022
4.08721,61.42095,68.60941
4.08723,61.29122,68.32501
4.08726,61.15636,68.13894
4.08728,61.02935,67.84328
4.0873,60.88937,67.44655
4.08731,60.74735,67.31136
4.08733,60.57494,67.00818
4.08735,60.41448,66.75929
4.08737,60.23557,66.46226
4.08739,60.0577,66.00954
4.08741,59.86037,65.82074
4.08743,59.63743,65.4766
4.08745,59.42575,65.15943
4.08746,59.21476,64.83884
4.08748,59.00446,64.33491
4.0875,58.75591,64.0809
4.08752,58.50531,63.71797
4.08754,58.24959,63.34515
4.08756,57.99012,63.01637
4.08758,57.7245,62.47761
4.0876,57.42303,62.15668
4.08761,57.12054,61.75791
4.08763,56.83205,61.32739
4.08765,56.53844,60.96447
4.08768,56.24857,60.38748
4.08769,55.89111,59.98358
4.08771,55.56779,59.56434
4.08773,55.22433,59.08705
4.08775,54.90579,58.71081
4.08777,54.55141,58.11709
4.08778,54.16014,57.68623
4.0878,53.79072,58.29087
4.08783,53.42063,57.70262
4.08785,53.06386,60.5227
4.08786,52.67704,63.33493
4.08788,52.25745,62.64459
4.0879,51.92901,62.32333
4.08792,51.52375,62.00854
4.08793,51.88394,61.80676
4.08795,52.25164,61.56402
4.08798,52.44864,61.27929
4.088,55.2281,61.09629
4.08801,55.86483,60.86447
4.08803,55.82933,60.68283
4.08805,55.59512,60.48618
4.08807,55.32574,60.21749
4.08809,55.09222,60.0857
4.08811,54.86756,59.91636
4.08813,54.70233,59.77706
4.08815,54.50567,59.66235
4.08817,54.3039,59.45511
4.08818,54.13968,59.3503
4.0882,53.97205,59.21476
4.08822,53.86382,59.07171
4.08824,53.68253,58.97646
4.08826,53.53232,58.788
4.08828,53.38244,58.71391
4.0883,53.26841,58.63744
4.08832,53.17589,58.57222
4.08833,53.03626,58.56027
4.08835,52.91984,58.48516
4.08837,52.8041,58.63162
4.08839,52.73376,58.6924
4.08841,52.67162,58.64631
4.08843,52.5675,58.63129
4.08845,52.48897,58.5613
4.08847,52.39645,58.51862
4.08848,52.36811,58.52477
4.0885,52.31757,58.48414
4.08852,52.25168,58.54628
4.08855,52.21378,58.56745
4.08856,52.15369,58.55789
4.08858,52.17691,58.5893
4.0886,52.14448,58.57359
4.08862,52.13286,58.64563
4.08864,52.11783,58.71904
4.08865,52.10861,58.71597
4.08867,52.16153,58.8061
4.0887,52.15642,58.84502
4.08872,52.17042,58.98056
4.08873,52.20047,59.12566
4.08875,52.22949,59.16867
4.08877,52.32816,59.28237
4.08879,52.34046,59.35577
4.0888,52.40806,59.4862
4.08883,52.44868,59.67363
4.08885,52.53233,59.72143
4.08887,52.65148,59.88019
4.08888,52.69757,60.02222
4.0889,52.78565,60.19327
4.08892,52.86282,60.44898
4.08894,52.99665,60.56164
4.08896,53.13527,60.75113
4.08898,53.22677,60.93106
4.089,53.35207,61.09561
4.08902,53.45791,61.37319
4.08904,53.62794,61.51863
4.08905,53.78943,61.7426
4.08907,53.91233,61.98876
4.08909,54.06733,62.19565
4.08912,54.21208,62.53262
4.08913,54.43912,62.75113
4.08915,54.6105,63.00309
4.08917,54.79146,63.28442
4.08919,54.96934,63.4978
4.0892,55.166,63.84332
4.08922,55.41898,64.10757
4.08924,55.61222,64.38105
4.08927,55.81946,64.70881
4.08928,56.01543,64.97033
4.0893,56.25509,65.36465
4.08932,56.54597,65.71664
4.08934,56.77198,66.01674
4.08936,57.02257,66.37386
4.08937,57.2462,66.6487
4.08939,57.53571,67.05089
4.08942,57.84537,67.44693
4.08943,58.09562,67.76718
4.08945,58.37695,68.16151
4.08947,58.62311,68.4903
4.08949,58.96076,68.93379
4.08951,59.28409,69.41792
4.08952,59.50498,69.75831
4.08955,59.80304,70.18098
4.08957,59.92663,70.54049
4.08959,59.83923,70.98433
4.0896,59.91571,71.5084
4.08962,60.16085,71.86858
4.08964,60.50192,72.31993
4.08966,60.82012,72.73339
4.08967,61.21786,73.20898
4.0897,61.57361,73.76344
4.08972,61.93073,73.1086
4.08974,62.27555,73.64154
4.08975,62.63097,70.83308
4.08977,63.04238,67.83683
4.08979,63.41178,68.57394
4.08981,63.77607,68.68558
4.08983,64.1226,68.82078
4.08985,64.00482,69.01163
4.08987,64.03281,69.11473
4.08989,64.01881,69.44078
4.08991,61.25507,69.62275
4.08992,60.53161,69.77468
4.08994,60.57224,69.99149
4.08996,60.76412,70.02085
4.08999,60.96009,70.25882
4.09,61.1325,70.39641
4.09002,61.27691,70.48825
4.09004,61.43259,70.66817
4.09006,61.56062,70.65349
4.09007,61.68557,70.80097
4.09009,61.79893,70.94334
4.09011,61.90101,70.98191
4.09014,62.0106,71.13213
4.09015,62.09937,71.06897
4.09017,62.17754,71.13861
4.09019,62.239,71.24752
4.09021,62.28919,71.22704
4.09023,62.34278,71.3322
4.09024,62.37522,71.23831
4.09027,62.41209,71.21646
4.09029,62.44009,71.32742
4.09031,62.46502,71.26289
4.09032,62.48653,71.31513
4.09034,62.48483,71.2011
4.09036,62.47322,71.10072
4.09038,62.45718,71.183
4.09039,62.42781,71.06589
4.09042,62.39299,71.0635
4.09044,62.34963,70.91944
4.09046,62.29876,70.73985
4.09047,62.24959,70.79754
4.09049,62.17994,70.65518
4.09051,62.10961,70.59065
4.09053,62.02392,70.43804
4.09055,61.92559,70.18471
4.09057,61.82624,70.19905
4.09059,61.69888,70.00273
4.09061,61.57255,69.88529
4.09063,61.44623,69.70194
4.09064,61.31068,69.39466
4.09066,61.17685,69.34857
4.09068,61.00921,69.1369
4.0907,60.8525,68.95868
4.09072,60.67564,68.77432
4.09074,60.50016,68.40969
4.09076,60.30657,68.31137
4.09078,60.08329,68.05974
4.09079,59.87809,67.81427
4.09081,59.67153,67.60259
4.09083,59.46293,67.19085
4.09086,59.22941,67.01025
4.09087,58.97368,66.746
4.09089,58.72923,66.44829
4.09091,58.47044,66.22637
4.09093,58.22188,65.77877
4.09094,57.93236,65.52544
4.09096,57.63328,65.22909
4.09099,57.34718,64.87026
4.09101,57.06142,64.61283
4.09102,56.77463,64.13383
4.09104,56.43629,63.7931
4.09106,56.10649,63.48447
4.09108,55.77702,63.07852
4.0911,55.4496,62.7955
4.09111,55.1116,62.2984
4.09114,54.72001,61.88665
4.09116,54.35606,61.54524
4.09118,53.98802,61.09593
4.09119,53.6374,60.76033
4.09121,53.25912,60.23626
4.09123,52.82484,59.73439
4.09125,52.42335,59.37078
4.09126,52.00819,58.88939
4.09129,51.98634,58.51929
4.09131,52.05599,57.98463
4.09133,51.71082,57.42881
4.09134,54.38239,57.90782
4.09136,55.2663,57.59236
4.09138,55.26835,57.41516
4.0914,55.04097,62.94674
4.09142,54.74701,62.45374
4.09144,54.5763,62.05975
4.09146,54.32536,61.76546
4.09148,54.30179,61.52476
4.0915,54.52918,61.30899
4.09151,54.56195,61.01196
4.09153,54.43357,60.8375
4.09155,54.22088,60.63367
4.09157,54.07305,60.42473
4.09159,53.88015,60.25197
4.09161,53.68931,59.98908
4.09163,53.52304,59.83885
4.09165,53.36257,59.6958
4.09166,53.25775,59.54387
4.09168,53.0925,59.47968
4.09171,52.95184,59.31
4.09173,52.82347,59.36599
4.09174,52.72241,59.37146
4.09176,52.64935,59.27518
4.09178,52.52063,59.20042
4.0918,52.42367,59.05975
4.09181,52.31305,58.93582
4.09183,52.25946,58.87402
4.09186,52.20483,58.76169
4.09188,52.11504,58.74906
4.09189,52.04335,58.69785
4.09191,51.96585,58.60943
4.09193,51.94913,58.57085
4.09195,51.91738,58.48789
4.09197,51.86787,58.47219
4.09199,51.84568,58.46605
4.09201,51.79413,58.3807
4.09203,51.82725,58.39232
4.09205,51.80403,58.36637
4.09206,51.80506,58.41519
4.09208,51.80506,58.48211
4.0921,51.81496,58.45241
4.09212,51.88802,58.49883
4.09214,51.90134,58.50463
4.09216,51.93923,58.55277
4.09218,51.9778,58.65042
4.0922,52.01979,58.63027
4.09221,52.13007,58.72279
4.09223,52.1567,58.79551
4.09225,52.23625,58.88838
4.09227,52.30658,59.05021
4.09229,52.40559,59.09254
4.09231,52.54421,59.20931
4.09233,52.6101,59.32197
4.09235,52.72038,59.41108
4.09237,52.8088,59.59783
4.09238,52.95835,59.67055
4.0924,53.11881,59.81907
4.09242,53.23079,59.9966
4.09244,53.36974,60.12668
4.09246,53.49982,60.37694
4.09248,53.69477,60.52853
4.0925,53.8805,60.703
4.09252,54.03653,60.90887
4.09253,54.21782,61.05227
4.09255,54.38341,61.30764
4.09258,54.63161,61.51045
4.0926,54.82247,61.70266
4.09261,55.01912,61.95941
4.09263,55.21714,62.14889
4.09265,55.44213,62.46981
4.09267,55.72857,62.75353
4.09268,55.95664,62.97784
4.0927,56.19803,63.26326
4.09273,56.4261,63.4821
4.09275,56.69171,63.80405
4.09276,57.01196,64.14342
4.09278,57.26802,64.37421
4.0928,57.53945,64.69991
4.09282,57.79414,64.96758
4.09284,58.11097,65.34041
4.09286,58.45955,65.75796
4.09288,58.75351,66.02631
4.0929,59.07683,66.37284
4.09292,59.35918,66.67534
4.09293,59.73063,67.03348
4.09295,60.08742,67.49439
4.09297,60.42098,67.78015
4.09299,60.75386,68.16697
4.09301,61.06933,68.53091
4.09303,61.47082,68.92661
4.09305,61.8474,69.45
4.09307,62.13043,69.7938
4.09308,62.48379,70.20487
4.0931,62.7378,70.59954
4.09312,62.69273,70.95018
4.09315,62.8252,71.48517
4.09316,63.13554,71.74703
4.09318,63.54387,72.03552
4.0932,63.59235,72.4005
4.09322,63.55718,72.8119
4.09324,63.85797,73.3964
4.09325,61.18265,72.95972
4.09327,60.26221,73.21851
4.0933,60.28713,73.45239
4.09332,60.5145,67.77775
4.09333,60.75111,68.21578
4.09335,60.96245,68.66201
4.09337,61.15432,68.88871
