Time (hr),MX03 (uL/min),MX04 (uL/min)
1.59341,56.3923,61.84671
1.59343,56.6429,62.03415
1.59344,56.92627,62.22671
1.59346,57.14136,62.4179
1.59348,57.38956,62.71664
1.5935,57.60568,62.91773
1.59352,57.91023,63.154
1.59354,58.21887,63.41962
1.59356,58.48278,63.66374
1.59358,58.77811,64.02735
1.5936,59.02837,64.31379
1.59361,59.38753,64.58522
1.59363,59.70642,64.89761
1.59366,60.01028,65.15402
1.59367,60.32164,65.53503
1.59369,60.61936,65.85938
1.59371,61.041,66.16255
1.59373,61.42474,66.53128
1.59375,61.78766,66.8365
1.59376,62.44113,67.26532
1.59378,63.09766,67.67194
1.59381,63.72757,68.00652
1.59383,64.16083,68.40427
1.59384,64.55312,68.72997
1.59386,64.91707,69.168
1.59388,64.7235,69.61218
1.5939,64.77983,69.9768
1.59391,64.94235,70.40663
1.59394,61.74261,70.79004
1.59396,61.09495,71.267
1.59398,61.21001,71.6487
1.59399,61.4449,71.24413
1.59401,61.65931,71.74328
1.59403,61.85186,67.93583
1.59405,62.02393,66.27725
1.59407,62.20454,66.6767
1.59409,62.36467,66.90852
1.59411,62.51557,67.14683
1.59413,62.66033,67.3295
1.59415,62.79314,67.46981
1.59416,62.9379,67.80713
1.59418,63.05466,67.96076
1.5942,63.16289,68.3329
1.59422,63.252,68.73201
1.59424,63.33257,68.91773
1.59426,63.4227,69.17448
1.59428,63.48416,69.25812
1.5943,63.5521,69.35133
1.59431,63.61253,69.47287
1.59433,63.66477,69.46604
1.59435,63.7211,69.6446
1.59437,63.7508,69.73132
1.59439,63.77232,69.78389
1.59441,63.78427,69.89212
1.59443,63.78632,69.83647
1.59445,63.78427,69.94777
1.59447,63.773,70.00445
1.59448,63.76378,70.01503
1.5945,63.74501,70.098
1.59453,63.70711,70.01367
1.59455,63.67127,70.05669
1.59456,63.62006,70.10517
1.59458,63.55212,70.07308
1.5946,63.48213,70.12634
1.59462,63.37867,70.01367
1.59463,63.29127,69.98567
1.59465,63.19943,70.00616
1.59468,63.10725,69.9273
1.5947,63.00414,69.94164
1.59471,62.86176,69.7979
1.59473,62.74124,69.69752
1.59475,62.59819,69.70366
1.59477,62.45241,69.59544
1.59478,62.28682,69.5729
1.59481,62.08709,69.40458
1.59483,61.91775,69.23763
1.59485,61.74567,69.21169
1.59486,61.56779,69.05328
1.59488,61.35953,68.97987
1.5949,61.10279,68.78595
1.59492,60.8481,68.54628
1.59494,60.59648,68.49336
1.59496,60.45172,68.30831
1.59498,60.2735,68.17925
1.595,60.06967,67.97269
1.59502,59.87268,67.67293
1.59503,59.66921,67.57802
1.59505,59.45889,67.3544
1.59507,59.18747,67.16935
1.5951,58.91399,66.93377
1.59511,58.64188,66.57392
1.59513,58.36465,66.42439
1.59515,58.0823,66.17958
1.59517,57.72996,65.93991
1.59518,57.4104,65.6562
1.5952,57.08947,65.22022
1.59522,56.78732,65.08024
1.59525,56.45409,64.88017
1.59526,56.05805,64.6603
1.59528,55.69751,64.43564
1.5953,55.32094,64.0461
1.59532,55.35576,63.81189
1.59534,55.51145,63.53808
1.59535,55.03928,63.23387
1.59537,58.07785,62.97406
1.5954,58.75487,62.53534
1.59542,58.56505,62.22977
1.59543,58.25197,61.91157
1.59545,57.97508,61.54284
1.59547,57.78629,61.23966
1.59549,57.57666,60.75827
1.5955,57.4459,60.36496
1.59552,57.26598,60.01911
1.59555,57.07308,59.60395
1.59557,56.91807,59.27277
1.59558,56.74634,58.77124
1.5956,56.64937,58.28746
1.59562,56.48685,58.70773
1.59564,56.32844,58.226
1.59566,56.18812,59.51791
1.59568,56.03722,62.86615
1.5957,55.95836,62.65823
1.59572,55.79686,62.39397
1.59573,55.68215,62.1502
1.59575,55.56504,61.98154
1.59577,55.46978,61.79616
1.59579,55.41651,61.55955
1.59581,55.28234,61.41377
1.59583,55.19016,61.2342
1.59585,55.08261,61.07612
1.59587,55.02662,60.91975
1.59589,54.98394,60.69066
1.5959,54.87743,60.57322
1.59592,54.8187,60.44485
1.59594,54.73984,60.32331
1.59597,54.73609,60.23113
1.59598,54.71287,60.06691
1.596,54.65278,59.97747
1.59602,54.62513,59.87094
1.59604,54.56368,59.74598
1.59605,54.59987,59.66199
1.59607,54.57699,59.51586
1.59609,54.55582,59.43631
1.59611,54.55001,59.37485
1.59613,54.54421,59.28745
1.59615,54.62478,59.26559
1.59617,54.61898,59.19252
1.59619,54.64595,59.13927
1.59621,54.67053,59.10171
1.59622,54.70091,59.029
1.59624,54.81529,59.00818
1.59627,54.8245,58.97369
1.59629,54.88254,58.92249
1.5963,54.92283,58.93
1.59632,55.01502,58.90132
1.59634,55.15125,58.94639
1.59636,55.19973,58.98803
1.59637,55.28986,58.97915
1.5964,55.35371,59.0027
1.59642,55.49369,58.9969
1.59644,55.64187,59.04162
1.59645,55.71971,59.114
1.59647,55.83511,59.11127
1.59649,55.93002,59.18296
1.59651,56.12326,59.22393
1.59653,56.29534,59.32191
1.59655,56.42815,59.46189
1.59657,56.58725,59.50456
1.59659,56.7163,59.60084
1.59661,56.95084,59.67287
1.59662,57.12052,59.77359
1.59664,57.29431,59.93474
1.59666,57.46638,59.99313
1.59668,57.65245,60.11774
1.5967,57.92557,60.24509
1.59672,58.12394,60.39292
1.59674,58.33698,60.61518
1.59676,58.54217,60.74048
1.59677,58.77092,60.90094
1.59679,59.08127,61.05594
1.59681,59.29567,61.20172
1.59684,59.54661,61.43525
1.59685,59.76409,61.59538
1.59687,60.0478,61.77906
1.59689,60.3701,61.99723
1.59691,60.63094,62.17988
1.59693,60.91943,62.47076
1.59694,61.17036,62.69814
1.59696,61.50221,62.91289
1.59699,61.84328,63.15803
1.59701,62.12767,63.35468
1.59702,62.44109,63.64966
1.59704,62.71967,63.92143
1.59706,63.08909,64.1553
1.59708,63.43801,64.44687
1.59709,63.7685,64.68995
1.59711,64.11777,65.03887
1.59714,64.43494,65.38472
1.59716,64.84805,65.65102
1.59717,65.20824,65.9716
1.59719,65.56809,66.23551
1.59721,65.9235,66.58955
1.59723,65.89721,66.97057
1.59725,65.77805,67.25974
1.59726,66.19286,67.6155
1.59729,63.15122,67.9296
1.59731,62.44791,68.3195
1.59733,62.66709,68.77086
1.59734,63.00679,69.08769
1.59736,63.21984,69.46838
1.59738,63.38816,69.81048
1.5974,63.52779,70.20516
1.59742,63.68246,70.6845
1.59744,63.82277,71.03036
1.59746,63.95525,71.43527
1.59748,64.07646,71.83712
1.59749,64.19049,72.26594
1.59751,64.31033,72.83917
1.59753,64.41924,72.42948
1.59755,64.50938,72.8798
1.59757,64.59234,71.63466
1.59759,64.65481,68.18161
1.59761,64.72377,68.40899
1.59763,64.77533,68.6927
1.59764,64.83439,68.89892
1.59766,64.88491,69.1345
1.59768,64.92691,69.23112
1.59771,64.9713,69.47831
1.59772,64.99485,69.66574
1.59774,65.01226,69.80026
1.59776,65.0167,69.99521
1.59778,65.00952,70.0355
1.5978,64.99792,70.212
1.59781,64.97777,70.367
1.59783,64.95524,70.44928
1.59786,64.92826,70.61691
1.59788,64.8849,70.61998
1.59789,64.84461,70.72889
1.59791,64.78384,70.88218
1.59793,64.7142,70.92725
1.59795,64.64216,71.06416
1.59796,64.54281,71.03719
1.59799,64.44756,71.07782
1.59801,64.35027,71.2004
1.59803,64.24853,71.20245
1.59804,64.13791,71.2919
1.59806,63.99213,71.24889
1.59808,63.86683,71.21339
1.5981,63.72207,71.32776
1.59812,63.56877,71.29669
1.59814,63.40832,71.33937
1.59816,63.19903,71.28064
1.59818,63.02731,71.18095
1.5982,62.84739,71.26118
1.59821,62.66849,71.1905
1.59823,62.4667,71.18197
1.59825,62.22293,71.09935
1.59828,62.00921,70.93206
1.59829,61.78013,70.9744
1.59831,61.55241,70.88119
1.59833,61.28815,70.81905
1.59835,60.99794,70.72141
1.59836,60.74358,70.50051
1.59838,60.48206,70.4995
1.5984,60.22908,70.36293
1.59842,59.92215,70.25232
1.59844,59.60087,70.1277
1.59846,59.29599,69.85901
1.59848,58.98154,69.79687
1.5985,58.68008,69.64187
1.59851,58.30965,69.47663
1.59853,57.958,69.33153
1.59855,57.60873,69.01982
1.59858,57.27654,68.89896
1.59859,56.93138,68.70709
1.59861,56.51792,68.48449
1.59863,56.13075,68.30558
1.59865,55.74188,67.9553
1.59867,55.53123,67.75556
1.59868,55.888,67.54423
1.5987,55.46226,67.28271
1.59873,57.80299,67.08709
1.59875,59.24717,66.7129
1.59876,59.34038,66.44523
1.59878,59.17035,66.19974
1.5988,58.89346,65.88256
1.59882,58.67495,65.64972
1.59883,58.45201,65.24208
1.59886,58.29667,64.90066
1.59888,58.12427,64.63027
1.5989,57.84704,64.27895
1.59891,57.67292,64.01333
1.59893,57.30624,63.59407
1.59895,56.83919,63.13554
1.59897,56.46807,62.79891
1.59899,56.25401,62.36327
1.59901,56.13997,61.77741
1.59903,55.99316,61.10721
1.59905,55.92249,60.50428
1.59907,55.78763,60.13419
1.59908,55.66097,59.69752
1.5991,55.55343,59.33904
1.59912,55.4394,58.87028
1.59915,55.39672,58.33289
1.59916,55.27416,58.58281
1.59918,55.1813,58.42542
1.5992,55.08877,58.16287
1.59922,55.01161,63.3981
1.59923,54.98294,63.55242
1.59925,54.86994,63.23353
1.59927,54.80677,62.96416
1.59929,54.73165,62.72687
1.59931,54.70947,62.53192
1.59933,54.70912,62.26289
1.59935,54.63264,62.08467
1.59937,54.60191,61.89997
1.59938,54.54489,61.69239
1.5994,54.56572,61.52748
1.59942,54.57289,61.29122
1.59945,54.53124,61.13007
1.59946,54.53362,60.99214
1.59948,54.50632,60.83167
1.5995,54.58757,60.7313
1.59952,54.61113,60.58006
1.59954,54.62684,60.44793
1.59955,54.6545,60.33527
1.59957,54.66645,60.18777
1.5996,54.76886,60.09593
1.59962,54.79378,59.98087
1.59963,54.83715,59.84909
1.59965,54.88905,59.775
1.59967,54.94846,59.67087
1.59969,55.09663,59.63604
1.5997,55.14477,59.59542
1.59973,55.23456,59.5046
1.59975,55.31377,59.45749
1.59977,55.4261,59.37213
1.59978,55.5968,59.34345
1.5998,55.67226,59.32536
1.59982,55.78799,59.23693
1.59984,55.88632,59.23113
1.59986,56.05839,59.2004
1.59988,56.24548,59.21747
1.5999,56.37009,59.26629
1.59992,56.52646,59.23795
1.59994,56.65312,59.25775
1.59995,56.87641,59.25639
1.59997,57.08023,59.27277
1.59999,57.23831,59.34413
1.60002,57.42711,59.32706
1.60003,57.58757,59.38613
1.60005,57.85627,59.4411
1.60007,58.07272,59.50119
1.60009,58.28235,59.6275
1.6001,58.49436,59.67872
1.60012,58.70568,59.76339
1.60014,59.00613,59.85216
1.60017,59.23522,59.91463
1.60018,59.47216,60.06076
1.6002,59.70329,60.13792
1.60022,59.96412,60.25605
1.60024,60.30349,60.39227
1.60026,60.55886,60.50118
1.60027,60.84599,60.70671
1.6003,61.1041,60.85728
1.60032,61.41683,60.9976
1.60033,61.77293,61.16762
1.60035,62.05324,61.28473
1.60037,62.36085,61.50085
1.60039,62.63399,61.6958
1.60041,62.98769,61.84944
1.60042,63.35675,62.06794
1.60045,63.68588,62.23966
1.60047,64.04061,62.50529
1.60049,64.35163,62.7849
1.6005,64.74869,62.97575
1.60052,65.13073,63.21986
1.60054,65.4858,63.42334
1.60056,65.85452,63.68896
1.60057,66.02524,64.00682
1.6006,65.70602,64.21167
1.60062,66.0546,64.48924
1.60064,63.69612,64.7429
1.60065,62.21712,65.05633
1.60067,62.11879,65.44281
1.60069,62.31033,65.69956
1.60071,62.50561,65.99762
1.60073,62.68145,66.28509
1.60075,62.8344,66.59953
1.60077,62.97471,67.01197
1.60079,63.12732,67.2868
1.60081,63.31305,67.62753
1.60082,63.45166,67.96485
1.60084,63.74665,68.31925
1.60086,64.22225,68.83445
1.60089,64.55581,69.2001
1.6009,64.68486,69.59989
1.60092,64.74018,70.24687
1.60094,64.78354,70.81464
1.60096,64.8433,71.40836
1.60097,64.88632,71.81635
1.60099,64.93822,72.21102
1.60101,64.97952,72.64291
1.60104,65.0123,73.03588
1.60105,65.04507,73.55722
1.60107,65.0618,73.37558
1.60109,65.06727,73.48176
1.60111,65.05873,73.78938
1.60113,65.03176,68.45719
1.60114,65.0123,68.22503
1.60117,64.97611,68.61697
1.60119,64.95152,68.83684
1.60121,64.91534,69.11885
1.60122,64.86958,69.2462
1.60124,64.81154,69.43875
1.60126,64.75317,69.70642
1.60128,64.67362,69.84333
1.60129,64.59749,70.05228
1.60132,64.48823,70.13798
1.60134,64.38444,70.24655
1.60136,64.27724,70.47496
1.60137,64.16833,70.5545
1.60139,64.0601,70.70882
1.60141,63.9167,70.7614
1.60143,63.7798,70.80441
1.60145,63.63469,71.01062
1.60147,63.47184,71.06558
1.60149,63.31274,71.17416
1.60151,63.11097,71.21069
1.60152,62.93105,71.18611
1.60154,62.75112,71.35648
1.60156,62.56368,71.36774
1.60158,62.37522,71.42783
1.6016,62.12531,71.44627
1.60162,61.91397,71.36399
1.60164,61.68148,71.49714
1.60166,61.44658,71.4828
1.60168,61.19599,71.49407
1.60169,60.89896,71.49475
1.60171,60.63504,71.36023
1.60173,60.37489,71.44047
1.60176,60.11166,71.39301
1.60177,59.81873,71.34555
1.60179,59.48825,71.32849
1.60181,59.1861,71.1489
1.60183,58.86824,71.16324
1.60184,58.56643,71.1035
1.60186,58.20452,71.01337
1.60188,57.83205,70.97171
1.60191,57.48551,70.75833
1.60192,57.13761,70.70574
1.60194,56.80406,70.61151
1.60196,56.39879,70.46744
1.60198,56.00242,70.39369
1.602,55.60911,70.1448
1.60201,55.27897,70.01164
1.60204,55.68936,69.90308
1.60206,55.36126,69.71905
1.60208,56.80612,69.61527
1.60209,58.89488,69.34179
1.60211,59.10212,69.14582
1.60213,58.96555,68.99662
1.60215,58.68866,68.77163
1.60216,58.46709,68.6238
1.60219,58.24653,68.31448
1.60221,58.07002,68.03827
1.60223,57.91502,67.87541
1.60224,57.69173,67.60706
1.60226,57.52819,67.42884
1.60228,57.35646,67.09801
1.6023,57.24583,66.72792
1.60232,57.1277,66.47971
1.60234,56.94198,66.154
1.60236,56.80814,65.689
1.60238,56.64391,65.10586
1.6024,56.57085,64.54219
1.60241,56.46194,64.27145
1.60243,56.26597,63.92731
1.60245,56.1475,63.64121
1.60247,55.92798,63.27589
1.60249,55.5176,62.80474
1.60251,55.18062,62.51556
1.60253,55.02459,62.13079
1.60255,54.9628,61.77265
1.60256,54.88838,61.3708
1.60258,54.88531,60.83068
1.6026,54.80235,60.48278
1.60263,54.75011,60.07001
1.60264,54.69787,59.66168
1.60266,54.66373,59.23833
1.60268,54.68695,58.6586
1.6027,54.62311,58.49337
1.60271,54.59784,58.7583
1.60273,54.55824,58.21681
1.60276,54.56404,62.44999
1.60278,54.59578,63.51281
1.60279,54.54866,63.16491
1.60281,54.5531,62.88529
1.60283,54.52988,62.61284
1.60285,54.59202,62.42472
1.60287,54.64391,62.17856
1.60288,54.6463,61.95766
1.60291,54.68112,61.77569
1.60293,54.68487,61.54797
1.60295,54.7873,61.38102
1.60296,54.84124,61.1772
1.60298,54.88528,60.96006
1.603,54.9498,60.82418
1.60302,55.00511,60.64425
1.60303,55.16011,60.53636
1.60306,55.2342,60.40968
1.60308,55.32331,60.23898
1.6031,55.41515,60.1287
1.60311,55.50836,59.98121
1.60313,55.69204,59.8682
1.60315,55.77876,59.76952
1.60317,55.8945,59.60462
1.60319,56.0075,59.52542
1.60321,56.16216,59.43084
1.60323,56.38066,59.36426
1.60325,56.50289,59.33046
1.60326,56.66472,59.22837
1.60328,56.79958,59.18706
1.6033,56.99862,59.12937
1.60332,57.22328,59.06552
1.60335,57.37213,59.05017
1.60336,57.55274,58.9614
1.60338,57.71594,58.94706
1.6034,57.9645,58.93546
1.60342,58.20963,58.91736
1.60343,58.40765,58.96516
1.60345,58.62924,58.94296
1.60348,58.82077,58.96106
1.6035,59.11712,58.97847
1.60351,59.36396,58.96754
1.60353,59.59851,59.0266
1.60355,59.83818,59.03207
1.60357,60.07409,59.07509
1.60358,60.40901,59.13928
1.6036,60.67395,59.17206
1.60363,60.95391,59.29497
1.60365,61.22362,59.37656
1.60366,61.51212,59.44621
1.60368,61.87402,59.53942
1.6037,62.155,59.59029
1.60372,62.4592,59.71695
1.60374,62.74224,59.83986
1.60375,63.07341,59.91634
1.60378,63.45886,60.05392
1.6038,63.77637,60.15668
1.60382,64.13007,60.34003
1.60383,64.44315,60.54385
1.60385,64.82416,60.6589
1.60387,65.22635,60.81732
1.60389,65.5756,60.9467
1.6039,65.94501,61.1297
1.60393,66.21848,61.37143
1.60395,65.82994,61.49672
1.60397,66.11093,61.69441
1.60398,64.62818,61.87876
1.604,62.52405,62.10955
1.60402,62.2796,62.4158
1.60404,62.45065,62.59334
1.60406,62.64936,62.82004
1.60408,62.83099,63.03616
1.6041,62.98872,63.26661
1.60412,63.12837,63.59676
1.60414,63.27278,63.79547
1.60415,63.40081,64.05801
1.60417,63.52202,64.33182
1.60419,63.63366,64.60325
1.60422,63.73541,65.01738
1.60423,63.83988,65.33591
1.60425,63.92694,65.63362
1.60427,63.99659,66.17306
1.60429,64.05498,66.67357
1.6043,64.10653,67.20721
1.60432,64.14819,67.55169
1.60435,64.24481,67.87091
1.60437,64.29944,68.23145
1.60438,64.4203,68.54794
1.6044,64.82146,68.9805
1.60442,65.07103,69.37416
1.60444,65.13147,69.72718
1.60446,65.10005,70.13175
1.60447,65.06147,70.46805
1.6045,65.02151,70.91906
1.60452,64.97816,71.35197
1.60454,64.93617,71.73606
1.60455,64.89383,72.18058
1.60457,64.83852,72.57219
1.60459,64.77844,73.0645
1.60461,64.70743,73.34822
1.60463,64.62515,73.03855
1.60465,64.53502,73.58243
1.60467,64.42781,69.29701
1.60469,64.31173,68.1065
1.6047,64.20726,68.54077
1.60472,64.0905,68.77976
1.60474,63.98534,69.04299
1.60476,63.84399,69.22052
1.60478,63.70094,69.36187
1.6048,63.55209,69.68075
1.60482,63.38752,69.8238
1.60484,63.23014,70.01021
1.60485,63.03007,70.15565
1.60487,62.83547,70.22291
1.60489,62.64803,70.48921
1.60491,62.45171,70.58549
1.60493,62.26154,70.7183
1.60495,62.02221,70.83916
1.60497,61.80165,70.85487
1.60499,61.57597,71.06415
1.60501,61.33221,71.14711
1.60502,61.09015,71.21847
1.60504,60.78629,71.32772
1.60506,60.52203,71.2847
1.60509,60.25949,71.43629
1.6051,59.99182,71.48271
1.60512,59.70231,71.509
1.60514,59.3626,71.58924
1.60516,59.05739,71.51378
1.60517,58.74396,71.59197
1.60519,58.43395,71.62918
1.60522,58.09253,71.61006
1.60524,57.70605,71.67015
1.60525,57.36533,71.55065
1.60527,57.01845,71.56807
1.60529,56.68591,71.5749
1.60531,56.29874,71.50763
1.60533,55.88734,71.52846
1.60534,55.49778,71.3755
1.60537,55.11915,71.30756
1.60539,55.46842,71.30551
1.60541,55.26561,71.19558
1.60542,55.77978,71.18056
1.60544,58.61522,71.00303
1.60546,59.00682,70.86647
1.60548,58.90133,70.82891
1.6055,58.63537,70.68108
1.60552,58.38989,70.61894
1.60554,58.16798,70.41034
1.60556,57.96313,70.19661
1.60557,57.81597,70.13892
1.60559,57.59097,69.95729
1.60561,57.41924,69.84667
1.60563,57.2475,69.6268
1.60565,57.1123,69.34001
1.60567,57.00339,69.18193
1.60569,56.81288,68.93816
1.60571,56.67598,68.62304
1.60573,56.51927,68.10306
1.60574,56.42435,67.58446
1.60576,56.34242,67.39737
1.60578,56.18912,67.15564
1.6058,56.09148,66.94397
1.60582,55.96823,66.68416
1.60584,55.93375,66.28232
1.60586,55.87366,66.09045
1.60588,55.76543,65.78966
1.60589,55.69544,65.50834
1.60591,55.59131,65.20687
1.60594,55.58959,64.74734
1.60596,55.5295,64.49026
1.60597,55.41241,64.15704
1.60599,55.3489,63.81733
1.60601,55.25092,63.49879
1.60603,54.8781,63.00067
1.60604,54.56537,62.67804
1.60606,54.45577,62.3042
1.60609,54.45372,61.89826
1.60611,54.45884,61.53943
1.60612,54.52508,60.99692
1.60614,54.49503,60.59338
1.60616,54.51313,60.19632
1.60618,54.51551,59.74564
1.6062,54.56844,59.36394
1.60621,54.64935,58.80982
1.60624,54.6555,58.38613
1.60626,54.6992,58.80402
1.60628,54.71797,58.32126
1.60629,54.81083,61.17343
1.60631,54.90164,63.79924
1.60633,54.93203,63.49538
1.60635,55.00679,63.19391
1.60637,55.0505,62.90883
1.60639,55.19559,62.7033
1.60641,55.3011,62.47728
1.60643,55.38645,62.21712
1.60644,55.49057,62.03685
1.60646,55.57183,61.8163
1.60648,55.74527,61.62988
1.6065,55.84906,61.44313
1.60652,55.96275,61.19424
1.60654,56.08908,61.0488
1.60656,56.21779,60.89175
1.60658,56.44142,60.75279
1.6066,56.56569,60.64081
1.60661,56.72274,60.45236
1.60663,56.87229,60.33833
1.60666,57.04914,60.20654
1.60668,57.29222,60.06656
1.60669,57.43902,59.96789
1.60671,57.62338,59.79275
1.60673,57.78964,59.70569
1.60675,58.02112,59.62205
1.60676,58.28845,59.52269
1.60678,58.48032,59.48855
1.60681,58.70667,59.38716
1.60683,58.90299,59.33492
1.60684,59.18227,59.27723
1.60686,59.45746,59.18607
1.60688,59.68176,59.16114
1.6069,59.931,59.09048
1.60691,60.15633,59.05019
1.60693,60.48066,59.04029
1.60696,60.76916,58.99965
1.60698,61.0457,59.04541
1.60699,61.32566,59.0536
1.60701,61.59606,59.0461
1.60703,61.95693,59.06488
1.60705,62.25806,59.04303
1.60707,62.55986,59.08776
1.60709,62.85621,59.13215
1.60711,63.1645,59.13386
1.60713,63.5585,59.19155
1.60715,63.88318,59.22194
1.60716,64.23312,59.32504
1.60718,64.55644,59.44727
1.6072,64.92209,59.4896
1.60722,65.33964,59.57906
1.60724,65.69061,59.6395
1.60726,66.06037,59.74362
1.60728,66.38573,59.90272
1.6073,66.06002,59.95563
1.60731,66.24132,60.08264
1.60733,65.67593,60.20077
1.60735,62.82138,60.35372
1.60737,62.37925,60.57632
1.60739,62.5165,60.68864
1.60741,62.73295,60.83648
1.60743,62.92652,60.99182
1.60745,63.10235,61.14
1.60747,63.24233,61.38854
1.60748,63.39084,61.51964
1.6075,63.52434,61.7105
1.60753,63.65203,61.91977
1.60755,63.77118,62.11062
1.60756,63.87155,62.41927
1.60758,63.97842,62.68966
1.6076,64.06616,62.92592
1.60762,64.14332,63.32435
1.60763,64.20477,63.78526
1.60765,64.25701,64.26972
1.60768,64.3007,64.5589
1.6077,64.34031,64.79891
1.60771,64.37411,65.08502
1.60773,64.40279,65.33015
1.60775,64.41883,65.68965
1.60777,64.426,66.02049
1.60779,64.426,66.30351
1.60781,64.412,66.63196
1.60783,64.39253,66.90167
1.60785,64.35908,67.26835
1.60786,64.30889,67.64151
1.60788,64.32221,67.9522
1.6079,64.30002,68.32742
1.60792,64.29182,68.64903
1.60794,64.62641,69.06794
1.60796,64.82101,69.52612
1.60798,64.8193,69.87367
1.608,64.70663,70.27995
1.60802,64.58031,70.63742
1.60803,64.43998,71.05941
1.60805,64.31468,71.5565
1.60807,64.18016,71.92284
1.60809,64.05554,72.36122
1.60811,63.90668,72.77194
1.60813,63.74827,73.23149
1.60815,63.59497,73.75522
1.60817,63.42255,73.31787
1.60819,63.25424,73.76171
1.6082,63.05383,70.92763
1.60822,62.84181,68.1755
1.60824,62.65233,68.52409
1.60826,62.44304,68.81224
1.60828,62.25049,69.05054
1.6083,62.00911,69.295
1.60832,61.76977,69.41791
1.60834,61.53045,69.71323
1.60835,61.27542,69.89861
1.60837,61.03164,70.05532
1.6084,60.73564,70.25949
1.60842,60.45637,70.32094
1.60843,60.18494,70.53876
1.60845,59.90258,70.69206
1.60847,59.62706,70.79175
1.60849,59.28189,70.96587
1.6085,58.98008,70.97987
1.60852,58.66256,71.13249
1.60855,58.34334,71.27451
1.60857,58.0067,71.33562
1.60858,57.61921,71.48414
1.6086,57.27131,71.46297
1.60862,56.92682,71.5415
1.60864,56.58473,71.65382
1.60866,56.21156,71.66577
1.60868,55.79026,71.77468
1.6087,55.40753,71.72245
1.60872,55.01013,71.72245
1.60874,55.19176,71.82146
1.60875,55.17161,71.79824
1.60877,54.87117,71.86754
1.60879,58.02447,71.79483
1.60881,58.68988,71.72723
1.60883,58.63457,71.7979
1.60885,58.40242,71.73713
1.60887,58.14499,71.74738
1.60889,57.92887,71.64632
1.6089,57.71515,71.50667
1.60892,57.5704,71.55276
1.60894,57.36452,71.45921
1.60897,57.17538,71.42131
1.60898,57.01082,71.30318
1.609,56.84934,71.10379
1.60902,56.75374,71.03927
1.60904,56.56699,70.88427
1.60905,56.42599,70.73063
1.60907,56.27441,70.3025
1.60909,56.16311,69.84466
1.60912,56.08287,69.73029
1.60913,55.92479,69.57152
1.60915,55.81623,69.43735
1.60917,55.70015,69.27825
1.60919,55.63529,68.96893
1.60921,55.59261,68.86275
1.60922,55.46424,68.6579
1.60924,55.39288,68.44315
1.60927,55.28807,68.24274
1.60929,55.27817,67.87641
1.6093,55.24335,67.68999
1.60932,55.16347,67.45953
1.60934,55.12659,67.18776
1.60936,55.06241,66.97028
1.60937,55.09826,66.55888
1.60939,55.087,66.3035
1.60942,55.05593,66.02423
1.60944,55.0515,65.69238
1.60945,55.02248,65.43153
1.60947,55.09042,64.98394
1.60949,55.08633,64.64049
1.60951,55.06243,64.33765
1.60953,55.04604,63.95493
1.60955,55.06448,63.66542
1.60957,54.7893,63.19529
1.60959,54.51242,62.78832
1.60961,54.44516,62.4411
1.60962,54.49603,62.01604
1.60964,54.59436,61.66644
1.60966,54.72887,61.16661
1.60968,54.77257,60.67565
1.6097,54.85383,60.3018
1.60972,54.91221,59.83816
1.60974,55.04365,59.45237
1.60976,55.18432,58.93854
1.60977,55.26421,58.40116
1.60979,55.38165,58.6958
1.60981,55.45676,58.42746
1.60984,55.62951,58.58689
1.60985,55.76847,63.45306
1.60987,55.88113,63.43326
1.60989,56.01702,63.10482
1.60991,56.13344,62.82452
1.60993,56.3516,62.57837
1.60994,56.50865,62.36669
1.60996,56.664,62.08844
1.60998,56.83437,61.90714
1.61001,56.98835,61.70537
1.61002,57.23792,61.49335
1.61004,57.396,61.31616
1.61006,57.5773,61.0618
1.61008,57.7579,60.90134
1.61009,57.96549,60.75009
1.61012,58.25227,60.57529
1.61014,58.4479,60.47286
1.61016,58.6729,60.29225
1.61017,58.88219,60.16012
1.61019,59.14337,60.03721
1.61021,59.44586,59.87469
1.61023,59.66778,59.77637
1.61024,59.91564,59.63605
1.61027,60.142,59.50563
1.61029,60.44996,59.42609
1.61031,60.76713,59.30728
1.61032,61.03582,59.26699
1.61034,61.32772,59.20417
1.61036,61.58515,59.11676
1.61038,61.9368,59.0536
1.6104,62.25876,58.96143
1.61042,62.55887,58.92557
1.61044,62.86308,58.88972
1.61046,63.15738,58.80745
1.61048,63.54488,58.78559
1.61049,63.88049,58.74257
1.61051,64.22361,58.76614
1.61053,64.55786,58.79926
1.61055,64.89585,58.7675
1.61057,65.31648,58.78082
1.61059,65.66541,58.7658
1.61061,66.03174,58.78492
1.61063,66.37111,58.85354
1.61064,66.18674,58.83306
1.61066,66.20928,58.88393
1.61068,66.43632,58.92865
1.61071,63.26151,58.99147
1.61072,62.53771,59.11916
1.61074,62.60634,59.15501
1.61076,62.81801,59.23251
1.61078,63.00578,59.31514
1.6108,63.1782,59.37762
1.61081,63.31442,59.53024
1.61083,63.45815,59.59135
1.61086,63.60018,59.69446
1.61088,63.72924,59.8382
1.61089,63.85487,59.94711
1.61091,63.95695,60.1581
1.61093,64.06313,60.3585
1.61095,64.16044,60.51727
1.61096,64.2393,60.74259
1.61099,64.30349,61.14888
1.61101,64.35231,61.55927
1.61103,64.39669,61.79894
1.61104,64.4363,61.95872
1.61106,64.47658,62.16186
