Time(hr),mz102,mz103,mz104,mz105,mz106,mz107,mz108,mz109,mz110,mz111,mz112,mz113,mz114,mz115,mz116,mz117,mz118,mz119,mz120,mz121,mz122,mz123,mz124,mz125,mz126,mz127,mz128,mz129,mz130,mz131,mz132,mz133,mz134,mz135,mz136,mz137,mz138,mz139,mz140,mz141,mz142,mz143,mz144,mz145,mz146,mz147,mz148,mz149,mz150,mz151,mz152,mz153,mz154,mz155,mz156,mz157,mz158,mz159,mz160,mz161,mz162,mz163,mz164,mz165,mz166,mz167,mz168,mz169,mz170,mz171,mz172,mz173,mz174,mz175,mz176,mz177,mz178,mz179,mz180,mz181,mz182,mz183,mz184,mz185,mz186,mz187,mz188,mz189,mz190,mz191,mz192,mz193,mz194,mz195,mz196,mz197,mz198,mz199,mz200,mz201,mz202,mz203,mz204,mz205,mz206,mz207,mz208,mz209,mz210,mz211,mz212,mz213,mz214,mz215,mz216,mz217,mz218,mz219,mz220,mz221,mz222,mz223,mz224,mz225,mz226,mz227,mz228,mz229,mz230,mz231,mz232,mz233,mz234,mz235,mz236,mz237,mz238,mz239,mz240,mz241,mz242,mz243,mz244,mz245,mz246,mz247,mz248,mz249,mz250,mz251,mz252,mz253,mz254,mz255,mz256,mz257,mz258,mz259,mz260,mz261,mz262,mz263,mz264,mz265,mz266,mz267,mz268,mz269,mz270,mz271,mz272,mz273,mz274,mz275,mz276,mz277,mz278,mz279,mz280,mz281,mz282,mz283,mz284,mz285,mz286,mz287,mz288,mz289,mz290,mz291,mz292,mz293,mz294,mz295,mz296,mz297,mz298,mz299,mz300,mz301,mz302,mz303,mz304,mz305,mz306,mz307,mz308,mz309,mz310,mz311,mz312,mz313,mz314,mz315,mz316,mz317,mz318,mz319,mz320,mz321,mz322,mz323,mz324,mz325,mz326,mz327,mz328,mz329,mz330,mz331,mz332,mz333,mz334,mz335,mz336,mz337,mz338,mz339,mz340,mz341,mz342,mz343,mz344,mz345,mz346,mz347,mz348,mz349,mz350,mz351,mz352,mz353,mz354,mz355,mz356,mz357,mz358,mz359,mz360,mz361,mz362,mz363,mz364,mz365,mz366,mz367,mz368,mz369,mz370,mz371,mz372,mz373,mz374,mz375,mz376,mz377,mz378,mz379,mz380,mz381,mz382,mz383,mz384,mz385,mz386,mz387,mz388,mz389,mz390,mz391,mz392,mz393,mz394,mz395,mz396,mz397,mz398,mz399,mz400,mz401,mz402,mz403,mz404,mz405,mz406,mz407,mz408,mz409,mz410,mz411,mz412,mz413,mz414,mz415,mz416,mz417,mz418,mz419,mz420,mz421,mz422,mz423,mz424,mz425,mz426,mz427,mz428,mz429,mz430,mz431,mz432,mz433,mz434,mz435,mz436,mz437,mz438,mz439,mz440,mz441,mz442,mz443,mz444,mz445,mz446,mz447,mz448,mz449,mz450,mz451,mz452,mz453,mz454,mz455,mz456,mz457,mz458,mz459,mz460,mz461,mz462,mz463,mz464,mz465,mz466,mz467,mz468,mz469,mz470,mz471,mz472,mz473,mz474,mz475,mz476,mz477,mz478,mz479,mz480,mz481,mz482,mz483,mz484,mz485,mz486,mz487,mz488,mz489,mz490,mz491,mz492,mz493,mz494,mz495,mz496,mz497,mz498,mz499,mz500,mz501,mz502,mz503,mz504,mz505,mz506,mz507,mz508,mz509,mz510,mz511,mz512,mz513,mz514,mz515,mz516,mz517,mz518,mz519,mz520,mz521,mz522,mz523,mz524,mz525,mz526,mz527,mz528,mz529,mz530,mz531,mz532,mz533,mz534,mz535,mz536,mz537,mz538,mz539,mz540,mz541,mz542,mz543,mz544,mz545,mz546,mz547,mz548,mz549,mz550,mz551,mz552,mz553,mz554,mz555,mz556,mz557,mz558,mz559,mz560,mz561,mz562,mz563,mz564,mz565,mz566,mz567,mz568,mz569,mz570,mz571,mz572,mz573,mz574,mz575,mz576,mz577,mz578,mz579,mz580,mz581,mz582,mz583,mz584,mz585,mz586,mz587,mz588,mz589,mz590,mz591,mz592,mz593,mz594,mz595,mz596,mz597,mz598,mz599,mz600,mz601,mz602,mz603,mz604,mz605,mz606,mz607,mz608,mz609,mz610,mz611,mz612,mz613,mz614,mz615,mz616,mz617,mz618,mz619,mz620,mz621,mz622,mz623,mz624,mz625,mz626,mz627,mz628,mz629,mz630,mz631,mz632,mz633,mz634,mz635,mz636,mz637,mz638,mz639,mz640,mz641,mz642,mz643,mz644,mz645,mz646,mz647,mz648,mz649,mz650,mz651,mz652,mz653,mz654,mz655,mz656,mz657,mz658,mz659,mz660,mz661,mz662,mz663,mz664,mz665,mz666,mz667,mz668,mz669,mz670,mz671,mz672,mz673,mz674,mz675,mz676,mz677,mz678,mz679,mz680,mz681,mz682,mz683,mz684,mz685,mz686,mz687,mz688,mz689,mz690,mz691,mz692,mz693,mz694,mz695,mz696,mz697,mz698,mz699,mz700,mz701,mz702,mz703,mz704,mz705,mz706,mz707,mz708,mz709,mz710,mz711,mz712,mz713,mz714,mz715,mz716,mz717,mz718,mz719,mz720,mz721,mz722,mz723,mz724,mz725,mz726,mz727,mz728,mz729,mz730,mz731,mz732,mz733,mz734,mz735,mz736,mz737,mz738,mz739,mz740,mz741,mz742,mz743,mz744,mz745,mz746,mz747,mz748,mz749,mz750,mz751,mz752,mz753,mz754,mz755,mz756,mz757,mz758,mz759,mz760,mz761,mz762,mz763,mz764,mz765,mz766,mz767,mz768,mz769,mz770,mz771,mz772,mz773,mz774,mz775,mz776,mz777,mz778,mz779,mz780,mz781,mz782,mz783,mz784,mz785,mz786,mz787,mz788,mz789,mz790,mz791,mz792,mz793,mz794,mz795,mz796,mz797,mz798,mz799,mz800
3.64,368608,65242,22257,14292,-6686,27640,38376,489664,723069,1.08E+06,606794,648370,369475,2.02E+06,531841,64427,69404,24694,8608,28821,1.28E+06,334903,816394,205121,351331,583433,3.49E+06,367878,171977,5657,15346,35423,21275,44160,148475,232894,165956,7.64E+07,6.14E+06,873914,155948,18238,66802,28577,7491,8867,234148,229565,71574,221588,108167,301017,91854,1.05E+06,230517,6.95E+06,559182,61735,15080,73924,7772,180068,146369,205283,200368,547996,124335,680912,457203,182114,587437,129448,18681,469672,171481,556060,76797,160066,251057,366689,80466,296209,288090,75968,409172,77094,44637,79674,53668,38250,218336,171409,2.67E+06,1.61E+06,208181,148081,177905,1.73E+06,586227,50581,73650,28919,17933,208045,47166,81499,53231,144848,317446,231572,130914,38204,73059,31643,14892,1.73E+07,1.74E+06,501815,111850,136068,35565,51854,2.81E+06,359666,294044,176223,1.16E+06,219752,49468,22112,10405,200780,35115,126592,104799,72442,89042,43896,50320,207389,395766,88104,16126,106900,28271,133678,18043,26238,10222,38005,96011,260209,2.75E+06,585639,1.32E+06,261087,14723,4.01E+07,4.59E+06,907051,80994,319083,61850,340822,538828,84072,753000,178481,287466,98439,20848,82387,11860,37802,48567,81022,480704,290485,3.64E+06,1.14E+06,1.97E+07,3.95E+06,1.01E+06,201285,19420,59844,56061,25663,88027,69707,641255,139243,3.06E+06,745039,1.00E+06,251733,756364,934055,234737,-20932,217429,73271,31989,34752,73286,262191,170935,58923,617098,144636,536249,237553,190877,60230,157040,40116,72284,29033,139015,1.23E+06,764711,123311,160714,43673,170148,74635,392023,107744,120861,162663,83881,47394,60341,59742,278114,59855,382024,104018,38759,1.10E+06,308305,358529,625285,113670,15080,7234,32572,16197,356475,79557,122244,77148,92259,176048,51970,30089,6675,1.17E+06,165652,692823,127443,226987,111701,16469,3.77E+06,627621,123054,36629,37324,42281,61070,64591,12508,42233,27720,31046,9249,6702,46078,72517,139561,23676,16506,30423,3.10E+06,503454,82097,168806,100243,59778,32481,10231,25040,332680,376484,297222,100453,34631,52307,96547,13364,19265,16385,83306,53946,4286,1.18E+07,2.26E+06,442898,130391,60095,65743,15402,21753,10035,33357,23655,20895,20277,7333,24022,22813,235613,69197,32245,11260,-1618,9914,5792,1.76E+06,351045,378096,67882,20981,7052,27696,8565,15863,9093,14638,9385,20300,12292,7219,5003,5706,9124,5709,6486,11459,103513,72586,16326,7666,2703,3532,12039,14764,11696,6778,6298,6967,5779,7443,9635,5670,36774,10482,24376,5584,3042,46027,7201,631532,136917,22553,6333,13452,7885,205641,125506,16564,24435,31698,49010,5465,3695,21954,14215,16328,8620,5476,3216,17871,10539,3710,3845,3357,27897,6411,14269,43304,36907,489097,192439,2.78E+06,1.04E+06,392985,189172,60624,239169,61085,10534,240501,62753,14371,189675,38530,13947,21614,4804,6509,14803,64178,12842,20817,4879,4675,1717,15056,35301,45346,66495,131783,20298,31442,61048,18190,143589,37622,10432,23920,9713,2118,3132,10166,4270,5949,12291,111559,876688,1.05E+06,487356,52617,8482,793130,187704,36663,507553,118647,22679,12025,6622,18571,5031,80566,11207,22377,8739,7148,3799,13502,3971,151766,37418,5496,5280,206087,109182,16255,354102,88529,15773,6865,4021,2106,5507,2017,58332,19598,2407,2129,1831,2026,7159,13316,199486,18188,2749,41434,272371,59549,7130,8954,218079,46596,19022,6573,5844,181783,46248,7875,2751,3783,2052,6069,1547,1677,1359,2286,3290,1246,318016,74746,15923,3904,2292,3212,1817,1018,841,24261,8071,10084,1859,960,975,2672,4340,3069,1895,1176,136289,26661,2787,9399,1794,3955,1462,5324,4208,454480,186613,42760,9196,670,2643,23348,7909,2000,1270,2579,13876,3049,2510,1015,1605,3389,987,811,653,4005,2338,111038,32236,4488,3252,7079,2830,16580,4622,2399,4079,5485,2089,1579,1108,7194,8960,8569,3885,4917,2445,1574,1799,2736,2815,1182,1979,645,1796,2462,870,916,1928,1142,1070,2043,1293,8016,1767,773,1904,877,1779,1448,1726,1084,750,472,1471,3095,2123,2314,19380,4326,1738,1271,495,33734,6215,8688,5426,2228,806,977,824,3668,9894,29648,4111,1100,608,571,612,853,759,9325,1359,1013,732,1137,1810,1014,1686,983,1052,102,162,951,701,773,654,716,1484,2843,6665,5131,8991,128662,32656,26868,12882,2439,5653,2133,1037,702,728,629,745,1272,673,739,231,604,76,616,13859,7525,1783,15181,1915,860,733,808,3627,1242,79
3.7,432276,67359,21062,13787,1584,40977,17252,547965,662582,1.06E+06,573182,736301,506093,2.22E+06,569811,60282,78189,23838,8296,27724,1.24E+06,324647,843042,215776,353146,596191,3.87E+06,421986,89975,-30355,-4917,39729,21238,50827,138273,238637,180226,8.49E+07,6.88E+06,895756,125917,33094,53468,30009,9417,21205,224393,330420,-4179,228391,143797,300728,98718,1.01E+06,218081,7.89E+06,642777,63487,14599,83835,8454,211846,168500,215212,222076,528744,160055,710349,415460,104395,495550,95232,12124,517327,193323,573686,79747,155642,247383,427598,94066,314482,181949,43034,358257,70949,43321,77871,57493,39106,264393,201801,3.28E+06,1.90E+06,240881,158482,166248,1.95E+06,515756,62029,122906,27565,19567,182464,58276,86964,55172,180787,400542,257434,122420,40118,71241,41663,12606,1.97E+07,2.03E+06,551896,121292,143548,34636,57707,3.55E+06,417916,297454,185187,1.19E+06,225714,69113,11603,12066,195689,38169,154297,133784,84884,106303,56559,49172,218051,396610,84208,16871,112745,33908,146623,19097,25401,10618,35796,87878,327507,2.95E+06,595143,1.45E+06,276751,21060,4.52E+07,5.30E+06,1.03E+06,94962,326282,56920,355430,615986,93507,795870,192997,318989,116243,22212,88391,15242,40188,45923,87353,498822,311920,3.84E+06,1.20E+06,2.06E+07,4.10E+06,1.06E+06,198984,23209,63419,56176,23093,105972,75245,678823,155966,3.15E+06,816653,1.00E+06,268567,794883,921169,232233,20203,243024,83662,31242,41711,80514,265546,173628,52076,640009,153340,548890,267979,193749,74162,158659,45734,72846,30582,146408,1.53E+06,807395,130018,169312,48755,174519,85262,458131,124740,125665,180148,85121,56245,64035,65823,287021,58547,401498,115075,49850,972630,305861,399284,726039,137245,20054,7430,30556,18732,362819,94378,119170,86356,100479,212670,59962,35890,7238,1.22E+06,181277,727636,148619,249867,102349,15265,3.99E+06,664575,130718,47382,39117,40075,66531,66296,18844,50942,36425,27372,10582,4205,56017,79824,151236,21327,17156,39315,3.60E+06,592606,96960,180467,112470,70056,35006,17133,26488,372532,386379,355855,110752,38337,54967,107504,15204,20588,17556,86572,59623,5074,1.30E+07,2.46E+06,492831,161407,77285,80028,18156,24231,11563,38828,29572,22034,38611,11647,41910,26322,117947,73962,33469,11955,18095,9836,2761,2.05E+06,400965,449101,81359,23500,9204,27704,11083,17483,16140,17597,6098,23593,14155,7791,5605,6917,13025,6233,7201,13065,118406,79058,17136,8893,2878,3710,10838,19689,11547,7709,6631,7497,4835,9079,8830,8595,31747,12997,28482,7363,3630,37844,6939,739777,163685,28860,6287,15171,10448,226263,139118,21449,25014,37677,56452,7452,3808,24718,17500,19546,11228,7000,3251,20291,10686,6674,4946,4137,29736,8700,11593,51088,41591,529025,235909,3.05E+06,1.16E+06,371422,184070,74910,220362,62973,5153,269240,70630,13534,233593,47936,16115,23963,5833,9666,21356,66102,19702,21715,6249,4862,2618,19423,40674,55475,61895,273746,59579,38085,56993,22367,163728,40925,9591,33260,5663,2728,4459,11063,4598,5403,17469,135280,884148,1.24E+06,527606,62869,7580,887207,207496,46269,637809,152676,30194,12929,12015,19067,7360,80257,11612,28631,7392,9419,3791,14753,4131,158571,40335,5897,9334,269101,144453,21218,416272,98710,22239,8403,4178,2270,5343,3469,61827,19435,5888,3577,1462,3307,9597,17073,207026,29157,3344,52490,309093,68742,8961,2473,225338,68309,25043,6617,5472,227201,60400,8618,2058,5587,1939,4244,2364,3336,2481,1381,2827,2164,343933,87499,14569,3510,3438,4356,1450,1528,1349,25682,6940,11112,2419,1525,1145,1998,3676,1333,1357,1004,166654,32371,4484,7894,2746,4121,1671,5977,4385,503877,191988,45067,7378,1179,1159,29197,10392,2723,1658,3816,18733,5853,2343,2222,1624,3858,1295,1620,1310,4082,1660,120132,29918,5404,1903,7733,2628,20206,5220,3381,3671,5384,2174,2067,1564,5374,11376,6717,4449,4202,3694,2434,1348,2612,2372,840,1142,1458,1636,2799,1206,636,2780,1582,1213,1127,2639,8833,1401,1406,1361,802,1645,1304,1506,1726,297,789,2346,4114,3418,957,19231,7568,2256,680,668,32555,8636,8977,5777,1980,2020,840,830,4166,11433,28278,3717,1256,1067,576,595,855,1119,8299,2242,1179,1357,692,1836,739,2221,727,1142,286,435,555,444,717,266,312,1249,3310,12036,6154,16175,155131,40155,37873,14037,3745,6221,1578,1305,533,729,684,548,1769,505,753,385,603,701,1005,15964,9585,2260,14639,1634,484,1088,436,4093,1200,276
3.76,427105,64096,20706,12883,1015,17242,-11252,492906,644156,1.08E+06,600187,685724,598263,2.43E+06,574492,67295,58539,12753,7960,24008,1.37E+06,332607,777697,208092,319850,608962,4.01E+06,328672,120606,-72246,16085,43689,21472,41420,143273,231787,173631,8.58E+07,6.91E+06,943372,164173,8087,60902,28772,-3693,15129,235027,240626,-84173,219285,137348,317198,93234,992139,236626,8.03E+06,626997,62460,14492,83742,7186,165456,168950,191704,225739,523487,127270,704656,377503,77964,499954,79026,14744,541996,162368,633134,77588,163064,275899,411554,92167,242142,122953,66864,421306,64993,39590,74698,48955,37359,296291,225456,3.59E+06,1.98E+06,242178,156502,167018,1.98E+06,531823,51443,127524,23884,18141,172082,61453,81999,63471,169529,448776,286089,133892,39251,66804,21869,14011,2.10E+07,2.15E+06,569544,119987,132544,30538,60386,4.05E+06,475037,309826,183761,1.15E+06,211629,60734,20683,11906,192663,41617,161537,122309,76807,115233,60266,58295,223077,389524,85146,18860,104158,38141,125698,18902,24697,11944,28938,102755,369951,2.79E+06,537967,1.35E+06,259408,19779,4.51E+07,5.26E+06,1.01E+06,88891,321913,67534,357324,678329,99930,787650,184479,281397,106338,21539,93596,20119,42410,50118,86985,497792,306064,3.76E+06,1.21E+06,2.10E+07,4.20E+06,1.10E+06,202578,25096,52111,59557,32917,117708,82545,682215,128905,3.15E+06,789653,1.04E+06,264430,771883,862987,245913,-65614,260172,82910,34620,37676,78032,265765,172428,47659,635697,145886,576936,261842,193977,62801,163639,39573,68910,33680,146823,1.64E+06,842214,134328,167876,43375,171363,81016,409004,110840,121931,170632,93714,52023,68524,71654,273090,58186,341540,123238,43929,1.04E+06,267568,421351,752320,136292,23361,8134,32364,17110,335908,81816,118999,83103,96393,218069,61133,36010,5770,1.19E+06,173188,707580,143740,256591,101255,17573,4.20E+06,694164,132296,38959,39897,37918,66384,69503,16827,41705,40341,24376,9961,5102,64878,78303,141390,25571,16019,54314,3.49E+06,567583,91207,203518,112710,68859,40754,13572,30962,378443,429824,263012,108604,37667,49487,103438,17584,20688,16775,91195,55096,7177,1.26E+07,2.38E+06,469112,159928,60527,77478,19032,27611,14212,37292,33326,19296,41067,7854,39984,22815,214163,55768,29845,15120,14405,10575,6817,1.99E+06,387092,456406,83562,22195,7526,25714,11403,15347,16299,15554,6228,27813,16249,6486,7657,6135,10066,9105,7008,12431,116568,71531,15771,5629,3123,5018,10460,19317,14892,6415,8756,7354,5059,9609,7623,5698,33077,10809,25766,6611,3122,40119,8177,832221,179849,34772,8257,12688,7669,200511,142175,23485,20533,32123,54952,5968,4552,24754,17545,21757,10600,6859,3719,19834,10175,6478,3362,4641,24308,6290,11770,38610,33409,478999,195630,2.80E+06,1.07E+06,344589,165921,60480,226121,61730,7669,242286,63065,10553,235948,51735,13471,21120,4391,9197,20104,62258,11487,19104,4612,5949,2400,16411,34847,45325,60079,330036,67433,39286,56038,21734,181742,39617,12552,31530,7462,1363,2801,11065,5773,4881,17190,110471,946665,1.09E+06,478663,51094,8110,944284,217585,46095,619498,140844,16990,14102,10891,13721,6142,72716,9207,22218,6501,-9480,3376,13333,4933,138556,31648,3671,9227,262626,141540,20136,399133,98489,17274,7916,2974,1251,4643,2373,55638,22717,4219,2642,1792,1574,7680,13274,196098,17168,2523,44466,370325,78504,12243,7016,207077,57195,14982,4228,4317,208746,49172,6264,2139,3648,1999,3045,1838,2409,2186,1726,2742,2112,389880,93012,16937,5721,2920,4046,1196,911,874,22504,5870,10141,2368,855,1217,1670,2542,1797,880,2294,153931,23421,2050,10723,2066,3692,2256,5763,7247,581033,223036,55153,10308,1646,2167,31851,9260,1450,1028,2694,11500,4593,1703,2269,301,2787,977,898,791,4612,1675,141081,33809,6734,2127,7592,3511,23821,3418,3583,2953,6187,1688,1701,546,4711,8095,8699,5205,3364,2078,1213,1352,3282,2940,1156,902,777,1123,1331,581,1099,3309,1238,351,2901,-10836,8232,2085,1318,2685,749,1400,759,940,1552,1225,336,1030,3693,2181,1869,23275,4902,1640,800,968,37825,9019,9518,7560,1500,1317,452,1722,3930,15871,35145,3789,1237,632,577,213,1243,670,12452,2319,658,936,1609,1159,508,1159,1159,594,746,442,714,351,410,211,510,1006,5201,11700,3298,8947,141025,37581,39027,11203,3529,8786,2947,862,1479,650,604,893,740,386,955,927,484,109,472,12810,7307,1789,9396,1292,782,543,594,3127,1311,105
3.82,357503,63585,19720,14111,1199,27511,48248,506241,713383,1.04E+06,594744,721213,495547,2.23E+06,547049,53815,74315,25132,-5863,27857,1.23E+06,353016,818045,215198,400106,586761,3.79E+06,359283,109486,-5870,7825,40327,22382,29038,139959,223610,182949,8.12E+07,6.60E+06,910979,146426,30942,57571,30763,8318,18964,246394,140063,-53169,240972,143860,289093,98172,1.04E+06,223020,7.57E+06,657945,51738,12781,83767,9954,176197,153507,219177,217710,542785,150219,624921,484012,144479,520882,87886,12040,499384,160352,536636,72373,168287,235944,370002,91901,321258,247823,105498,476807,119624,47252,75356,52182,31102,284507,226335,3.21E+06,1.73E+06,226102,130570,162386,1.84E+06,518896,59991,108868,25486,20436,186149,58022,82611,59747,159213,431275,222717,132653,39438,68146,37538,15036,1.94E+07,1.95E+06,549372,118833,97414,37478,54688,3.83E+06,474588,320536,174223,1.22E+06,222099,66643,22529,10484,215645,41493,161088,134240,89918,114322,43120,51451,220488,402351,89640,18703,120613,36861,139601,15562,27906,9701,33896,107522,325306,3.05E+06,623875,1.45E+06,274454,21466,4.46E+07,5.14E+06,1.03E+06,89698,352928,71125,366175,669542,98647,831539,202628,319673,116778,27733,87033,15820,30183,43343,91708,516927,317413,3.97E+06,1.20E+06,2.16E+07,4.34E+06,1.11E+06,218425,28179,65739,56288,27078,117683,78171,688936,144377,3.18E+06,806401,1.02E+06,276978,783159,829484,250423,83204,237250,80202,38364,38162,72905,239648,180272,55314,646802,158679,579282,273984,203659,62582,148686,45229,65346,34052,132513,1.52E+06,860549,139818,178880,54780,177643,83781,474427,132148,128366,166600,83028,49839,64387,70195,266076,61912,388103,119963,47995,900508,316461,389696,719206,130736,21892,5446,27996,19286,388220,90517,131775,80923,107517,198644,59178,32610,-5590,1.25E+06,175730,752934,150949,265335,101193,18903,4.05E+06,659184,129569,52201,35125,45550,70807,74175,18766,51299,32996,28558,9060,5179,71570,83998,145680,28416,15506,64780,3.66E+06,590412,102925,180423,113894,67399,43604,16071,32323,366097,422522,364129,120128,45771,54631,100603,15951,18537,23221,80016,63442,3469,1.30E+07,2.47E+06,479421,147016,63675,90197,21434,23860,13627,38830,39983,22538,29787,10539,44876,21601,143430,65653,40958,20707,21771,13384,6137,2.06E+06,399975,494307,89427,21875,7999,24213,13256,18734,16318,16545,6048,25214,14489,9991,8499,6247,11361,7537,8888,12170,110835,80459,16846,10064,2865,5208,12241,20557,-756,5921,6567,10878,4916,9543,12490,6384,29300,17844,24042,7207,2763,36685,6175,793022,177103,29103,8100,21084,8912,222715,136147,24190,23650,33024,58673,6751,3846,29764,13530,24620,13322,5536,3625,20301,13343,7100,4024,4232,27869,6583,15058,56720,35624,554249,248128,3.13E+06,1.19E+06,386742,179070,56013,192475,53840,7862,262286,75568,17249,227869,53687,16144,30022,6823,9591,21131,71888,18245,21785,5147,4834,2886,24774,42820,59419,56251,242433,48668,39310,67539,21686,166714,43017,16622,28389,5039,1072,6043,10893,7054,6424,15850,137697,859609,1.29E+06,541394,70709,6422,904295,201213,44348,697060,168953,38322,15500,8611,16583,7310,85128,13582,28670,9679,8665,4557,14195,4790,156124,40776,5328,6972,302215,156519,25048,458692,108499,25654,8970,4119,1723,7523,3430,61948,24651,4469,2869,3711,2601,-848,18364,220652,18298,3359,51892,346352,73159,9359,17028,222880,66547,26723,6714,4410,237701,58985,9268,3780,3597,1973,6292,1864,2585,2112,3104,3408,1895,386441,94174,20176,5360,3074,4788,1440,2420,563,31539,7918,9285,3029,712,1109,3140,4601,1521,1545,987,159415,32748,3814,11330,2958,2460,1721,9582,7341,524576,201136,53916,12603,2009,2638,28715,13517,3305,1455,3590,19532,5217,4211,1893,3000,2840,1385,588,564,4946,1698,128145,35917,5135,3297,6738,3781,20115,7711,2025,3129,8012,3943,1980,742,6682,13531,11199,5754,4063,4117,2422,1513,3125,2148,1383,898,795,1782,2659,554,351,2468,2085,2679,1843,2872,7662,1234,1126,2000,1062,1333,1960,1973,2125,1269,1199,829,4823,2094,1526,21878,4020,1456,486,1649,39148,8258,10366,8316,2076,922,818,850,5365,13529,30650,5071,1835,927,949,1028,885,1300,11523,1394,1295,886,2081,1581,1706,2250,1071,675,183,1159,760,726,595,460,464,1549,2944,11828,5734,13282,171240,30850,48995,8826,3550,7568,3492,766,445,838,1190,810,1291,579,1201,531,469,305,555,19590,10026,2299,17177,2606,429,716,619,4690,1206,217
3.88,376684,60438,19926,13650,1613,-1191,59046,514553,880997,1.13E+06,607558,675409,432252,2.08E+06,552495,68704,93337,22668,8482,26861,1.24E+06,350391,853858,217904,365270,577287,3.59E+06,302445,151075,37638,11398,40778,24119,47680,124795,231972,177026,7.35E+07,6.06E+06,839313,98725,19351,54063,24355,6521,22869,252542,192862,56153,238369,132433,310997,101506,1.04E+06,197957,6.90E+06,489023,50633,7597,77260,9807,206357,147710,222006,205798,561945,144776,623049,466785,129673,634137,128304,11821,477224,157131,495159,76776,170201,224389,348537,83884,310339,277955,91828,415559,117895,45201,77748,55535,41414,277192,212133,3.03E+06,1.61E+06,186235,140030,174169,1.72E+06,457376,63545,184868,28047,21127,229966,63228,87121,57537,152235,382934,247987,125361,33207,64364,8688,15268,1.83E+07,1.85E+06,536558,104568,126841,34975,58401,3.57E+06,443093,299613,180661,1.21E+06,221377,63099,25928,12273,219501,38629,155218,130408,77770,104228,55977,54992,222574,412722,86978,16498,113617,34747,145556,25195,27369,11179,36739,111519,294193,2.70E+06,557981,1.45E+06,283404,21616,3.97E+07,4.69E+06,917690,81215,318302,63639,355629,646927,96628,810739,200043,309575,115545,25908,91678,18422,40521,45244,96670,507793,299670,3.70E+06,1.19E+06,2.13E+07,4.28E+06,1.08E+06,212732,26660,65388,61529,26137,110320,70251,674215,152441,3.04E+06,759396,1.03E+06,259629,793044,771666,236545,-7802,229097,77364,26800,35356,72775,236670,178460,52681,627182,154905,563167,260256,198293,66436,160576,43003,71103,37829,138863,1.41E+06,824293,133179,165007,46146,168297,69202,424451,118674,113305,172303,88876,54897,67130,59983,257731,57108,403780,117737,47216,845825,271785,379993,685687,123966,18063,6682,29674,16487,355183,86502,117375,70902,105454,197878,56638,26447,6047,1.26E+06,179567,747633,144304,252748,97033,14945,3.93E+06,651064,131990,43436,37597,46101,65180,69910,12973,51772,30975,34417,10669,5833,69413,79216,137425,24576,13803,44224,3.21E+06,529350,91167,168544,93666,58224,36247,15255,23768,324803,440868,314683,97090,37149,51606,94771,11244,15035,19324,82106,51274,6343,1.19E+07,2.17E+06,460621,139551,87664,79184,24218,23905,11084,33275,32222,20146,23529,9308,43318,20814,186897,76442,43816,10639,15364,11797,4459,1.84E+06,364141,418701,77534,20670,9067,24619,10929,22243,16524,16232,6396,31155,10133,7273,8420,7580,10663,7002,5965,13281,92222,72902,14248,6198,1977,3631,10632,17177,12081,6273,4003,11298,4559,9509,9259,6617,24650,11238,18307,4999,1975,32621,6787,770635,168683,31057,7449,21911,11191,230150,137460,21086,21392,25909,47891,3995,4730,24414,13813,19670,8531,5496,3162,18055,10536,6791,4327,3405,22403,6930,13138,52266,38480,562691,246158,3.18E+06,1.20E+06,371132,179124,59739,171378,47042,8601,264567,66252,16211,215978,45474,15426,31587,7147,9185,18729,70439,19010,18120,5220,4764,2135,19998,42356,49401,53872,139440,25352,39442,62493,25115,164186,42735,9022,25700,4203,1859,2665,12376,4594,6988,17907,142267,940713,1.24E+06,551901,78653,8277,875481,195298,46981,589741,141947,26201,12326,9871,20723,9297,77377,10679,22768,10630,8016,3781,15144,9068,168900,45365,5299,7824,256591,133941,23761,415988,96645,18387,8070,3883,2131,3916,2594,53008,17161,3318,1673,1664,2119,7058,16731,195581,18078,2981,49206,340886,78596,8486,7819,211191,55312,20016,5616,4120,188142,48335,9410,2946,3341,2528,3271,557,3360,2006,1842,2003,1819,404788,106775,19697,6110,2447,3464,1743,2027,1367,24793,5983,8629,2143,2023,924,2072,5105,1453,1292,1050,124441,19852,2373,11223,2896,3441,1585,6556,4894,520215,204314,52805,10414,1863,1087,26362,10936,3539,1363,5009,20926,5423,2212,1899,1861,2118,1189,682,704,3376,1631,126732,33458,4634,2270,6607,2585,21863,3313,3271,3943,5344,2683,545,526,7703,7775,11340,4811,3522,2534,1824,1092,3557,1479,1176,824,843,1702,2370,1196,688,2445,2752,1372,2208,2780,8242,3005,1349,2079,1267,1780,1703,1273,555,868,238,514,3451,1629,1659,23215,5392,1878,1365,458,38272,13147,9845,7573,1366,1148,1004,1175,4149,12678,32419,3130,1459,621,1707,607,777,1245,10636,1802,723,1366,1777,1561,95,1258,1817,699,1201,87,297,303,928,278,349,1184,3474,11122,4323,10521,126018,33773,39477,12588,3238,8248,3993,769,580,740,712,532,1551,989,418,566,1146,184,412,13105,7010,1831,10750,1510,674,397,577,4526,1803,197
