Time(hr),MX05,,Time(hr),MX06
2.50756,65.62167,,2.50774,128.69926
2.50758,65.51445,,2.50777,128.59103
2.5076,65.37671,,2.50779,128.55177
2.50761,65.21951,,2.50781,128.53197
2.50763,65.05127,,2.50782,128.57226
2.50765,64.87715,,2.50784,128.66956
2.50768,64.70374,,2.50786,128.78736
2.50769,64.53741,,2.50789,128.99869
2.50771,64.37529,,2.5079,129.24655
2.50773,64.22285,,2.50792,129.5272
2.50775,64.0852,,2.50794,129.8512
2.50777,63.9621,,2.50796,130.21412
2.50778,63.85619,,2.50798,130.62689
2.5078,63.76888,,2.508,131.08916
2.50783,63.70002,,2.50802,131.57499
2.50785,63.65628,,2.50804,132.10384
2.50786,63.63588,,2.50805,132.67229
2.50788,63.63878,,2.50807,133.28581
2.5079,63.66965,,2.5081,133.93961
2.50792,63.724,,2.50812,134.60161
2.50793,63.80534,,2.50813,135.2824
2.50795,63.90743,,2.50815,136.00995
2.50798,64.03108,,2.50817,136.75731
2.508,64.18143,,2.5082,137.50363
2.50801,64.34898,,2.50821,138.22573
2.50803,64.53828,,2.50823,139.03727
2.50805,64.74804,,2.50825,138.43809
2.50807,64.97451,,2.50827,137.88056
2.50808,65.22424,,2.50829,137.77097
2.50811,65.49094,,2.50831,137.80579
2.50813,65.77342,,2.50833,137.90582
2.50815,66.07841,,2.50835,137.99425
2.50816,66.40246,,2.50837,138.04614
2.50818,66.74412,,2.50838,138.07174
2.5082,67.10638,,2.50841,138.04409
2.50822,67.46167,,2.50843,137.96078
2.50824,67.8239,,2.50845,137.81773
2.50825,68.24228,,2.50846,137.59103
2.50828,68.35551,,2.50848,137.28478
2.5083,68.39835,,2.5085,136.89591
2.50832,68.46879,,2.50853,136.43022
2.50833,68.54367,,2.50854,135.90035
2.50835,68.61789,,2.50856,135.27215
2.50837,68.68144,,2.50858,134.58898
2.50839,68.73436,,2.5086,133.83002
2.50841,68.77216,,2.50862,133.05501
2.50843,68.78221,,2.50864,132.16255
2.50845,68.77454,,2.50866,132.03623
2.50847,68.7422,,2.50868,132.54015
2.50848,68.6796,,2.50869,132.5125
2.5085,68.5924,,2.50871,132.23287
2.50852,68.47263,,2.50874,131.91023
2.50854,68.31902,,2.50876,131.54355
2.50856,68.13251,,2.50877,131.13761
2.50858,67.90039,,2.50879,130.75762
2.5086,67.63702,,2.50881,130.40187
2.50862,67.33855,,2.50883,130.05192
2.50864,67.00214,,2.50885,129.73679
2.50865,66.67402,,2.50887,129.44523
2.50867,66.27981,,2.50889,129.19429
2.50869,65.85429,,2.50891,128.98534
2.50872,65.83588,,2.50893,128.78424
2.50873,65.75518,,2.50894,128.61865
2.50875,65.62958,,2.50897,128.52578
2.50877,65.48141,,2.50899,128.47081
2.50879,65.3124,,2.50901,128.47218
2.5088,65.13392,,2.50902,128.51553
2.50882,64.95281,,2.50904,128.60123
2.50884,64.77247,,2.50907,128.76135
2.50886,64.60048,,2.50909,128.96722
2.50888,64.43517,,2.5091,129.21543
2.5089,64.28053,,2.50912,129.50529
2.50892,64.13869,,2.50914,129.8252
2.50894,64.01416,,2.50916,130.20827
2.50896,63.90822,,2.50918,130.63401
2.50897,63.82146,,2.5092,131.09252
2.50899,63.75447,,2.50922,131.59065
2.50902,63.71546,,2.50924,132.12531
2.50903,63.70046,,2.50925,132.72142
2.50905,63.70676,,2.50928,133.35508
2.50907,63.74269,,2.5093,133.98362
2.50909,63.80236,,2.50932,134.64084
2.50911,63.88329,,2.50933,135.33664
2.50912,63.98824,,2.50935,136.04781
2.50914,64.11189,,2.50937,136.77775
2.50917,64.26342,,2.5094,137.48174
2.50919,64.43328,,2.50941,138.28748
2.5092,64.62271,,2.50943,138.24309
2.50922,64.83386,,2.50945,137.73677
2.50924,65.06441,,2.50947,137.56607
2.50926,65.31248,,2.50949,137.549
2.50927,65.58197,,2.50951,137.58588
2.50929,65.86536,,2.50953,137.62651
2.50932,66.17328,,2.50955,137.65485
2.50934,66.50067,,2.50957,137.66919
2.50935,66.84046,,2.50958,137.6487
2.50937,67.20317,,2.50961,137.56472
2.50939,67.55095,,2.50963,137.37832
2.50941,67.92125,,2.50965,137.10724
2.50943,68.33346,,2.50966,136.77162
2.50944,68.33317,,2.50968,136.36534
2.50947,68.33621,,2.50971,135.88974
2.50949,68.37673,,2.50973,135.34587
2.50951,68.42792,,2.50974,134.72108
2.50952,68.4841,,2.50976,134.04269
2.50954,68.53683,,2.50978,133.31275
2.50956,68.57985,,2.5098,132.57905
2.50958,68.60739,,2.50982,131.72381
2.50959,68.61098,,2.50984,131.57632
2.50962,68.59484,,2.50986,132.07273
2.50964,68.55758,,2.50988,132.06112
2.50966,68.4882,,2.50989,131.84261
2.50967,68.39289,,2.50992,131.5251
2.50969,68.2691,,2.50994,131.16593
2.50971,68.11237,,2.50996,130.76784
2.50973,67.92457,,2.50997,130.37112
2.50975,67.69974,,2.50999,129.98122
2.50977,67.43964,,2.51001,129.60123
2.50979,67.14668,,2.51004,129.26118
2.50981,66.80994,,2.51005,128.94503
2.50983,66.4806,,2.51007,128.67839
2.50984,66.08797,,2.51009,128.48582
2.50986,65.70491,,2.51011,128.31375
2.50988,65.70792,,2.51013,128.19767
2.50991,65.62611,,2.51015,128.12598
2.50992,65.50153,,2.51017,128.1089
2.50994,65.35177,,2.51019,128.15568
2.50996,65.18327,,2.51021,128.25708
2.50998,65.00754,,2.51022,128.38238
2.50999,64.82948,,2.51025,128.52679
2.51001,64.6529,,2.51027,128.7115
2.51003,64.4826,,2.51029,128.93036
2.51005,64.32114,,2.5103,129.24173
2.51007,64.17028,,2.51032,129.58725
2.51009,64.03709,,2.51035,129.98567
2.51011,63.91369,,2.51037,130.41722
2.51013,63.813,,2.51038,130.88154
2.51015,63.72979,,2.5104,131.39981
2.51016,63.66829,,2.51042,131.94881
2.51018,63.62935,,2.51044,132.52785
2.51021,63.61626,,2.51046,133.14991
2.51023,63.62458,,2.51048,133.79416
2.51024,63.66449,,2.5105,134.48211
2.51026,63.72803,,2.51052,135.20045
2.51028,63.81189,,2.51053,135.93858
2.5103,63.92333,,2.51055,136.68867
2.51031,64.0505,,2.51058,137.39779
2.51033,64.20356,,2.5106,138.19636
2.51036,64.37705,,2.51061,138.18987
2.51038,64.56847,,2.51063,137.51763
2.51039,64.7809,,2.51065,137.34522
2.51041,65.01383,,2.51068,137.35512
2.51043,65.26139,,2.51069,137.39814
2.51045,65.53297,,2.51071,137.4572
2.51046,65.82025,,2.51073,137.50636
2.51048,66.1303,,2.51075,137.52548
2.51051,66.45673,,2.51077,137.49987
2.51053,66.79928,,2.51079,137.40905
2.51054,67.16594,,2.51081,137.2503
2.51056,67.50947,,2.51083,137.01881
2.51058,67.89447,,2.51084,136.71632
2.5106,68.29971,,2.51086,136.34179
2.51062,68.28112,,2.51088,135.89898
2.51063,68.30686,,2.51091,135.38856
2.51066,68.36235,,2.51092,134.7928
2.51068,68.42365,,2.51094,134.13831
2.5107,68.48874,,2.51096,133.42646
2.51071,68.54811,,2.51098,132.7269
2.51073,68.59258,,2.511,131.886
2.51075,68.62096,,2.51102,131.45207
2.51077,68.62866,,2.51104,132.01471
2.51078,68.61293,,2.51106,132.0533
2.51081,68.57318,,2.51108,131.86791
2.51083,68.50376,,2.51109,131.5603
2.51085,68.40809,,2.51112,131.18133
2.51086,68.28444,,2.51114,130.77505
2.51088,68.12554,,2.51116,130.37457
2.5109,67.93562,,2.51117,129.97887
2.51092,67.70569,,2.51119,129.60058
2.51094,67.43793,,2.51122,129.2544
2.51096,67.13862,,2.51124,128.92971
2.51098,66.79598,,2.51125,128.67434
2.511,66.46419,,2.51127,128.48247
2.51102,66.07032,,2.51129,128.30937
2.51103,65.74479,,2.51131,128.2025
2.51105,65.75994,,2.51133,128.15368
2.51107,65.6896,,2.51135,128.14071
2.5111,65.57196,,2.51137,128.18749
2.51111,65.42495,,2.51139,128.3237
2.51113,65.2591,,2.5114,128.491
2.51115,65.08301,,2.51143,128.70984
2.51117,64.90868,,2.51145,128.9502
2.51118,64.73258,,2.51147,129.23766
2.5112,64.5647,,2.51149,129.57054
2.51122,64.40515,,2.5115,129.93722
2.51124,64.25487,,2.51152,130.34828
2.51126,64.12323,,2.51155,130.78016
2.51128,64.00412,,2.51156,131.26086
2.5113,63.90162,,2.51158,131.77947
2.51132,63.82113,,2.5116,132.32504
2.51134,63.75872,,2.51162,132.89145
2.51135,63.71996,,2.51164,133.50736
2.51137,63.70435,,2.51166,134.16594
2.5114,63.71238,,2.51168,134.8614
2.51142,63.75088,,2.5117,135.58485
2.51143,63.8138,,2.51172,136.31821
2.51145,63.89818,,2.51173,137.07888
2.51147,64.00599,,2.51176,137.7559
2.51149,64.13746,,2.51178,138.52715
2.5115,64.2896,,2.5118,138.51383
2.51152,64.46511,,2.51181,137.84091
2.51154,64.65781,,2.51183,137.63743
2.51157,64.87634,,2.51186,137.59612
2.51158,65.11319,,2.51188,137.6347
2.5116,65.36672,,2.51189,137.68728
2.51162,65.64193,,2.51191,137.72551
2.51164,65.93592,,2.51193,137.73918
2.51166,66.24553,,2.51195,137.71119
2.51167,66.57726,,2.51197,137.62345
2.5117,66.92364,,2.51199,137.46332
2.51172,67.29174,,2.51201,137.24413
2.51173,67.63585,,2.51203,136.95768
2.51175,68.02089,,2.51204,136.58316
2.51177,68.38371,,2.51207,136.13556
2.51179,68.34172,,2.51209,135.61013
2.51181,68.36446,,2.51211,135.02392
2.51182,68.41811,,2.51212,134.37182
2.51185,68.48085,,2.51214,133.63437
2.51187,68.54553,,2.51216,132.90204
2.51189,68.60494,,2.51219,132.02597
2.5119,68.64388,,2.5122,131.57565
2.51192,68.66981,,2.51222,132.28476
2.51194,68.67645,,2.51224,132.33563
2.51196,68.65636,,2.51226,132.12088
2.51198,68.61401,,2.51228,131.80166
2.512,68.53953,,2.5123,131.43226
2.51202,68.44097,,2.51232,131.04066
2.51204,68.31075,,2.51234,130.65896
2.51205,68.14512,,2.51236,130.26292
2.51207,67.94985,,2.51237,129.8959
2.51209,67.71853,,2.5124,129.56336
2.51211,67.44563,,2.51242,129.21852
2.51213,67.14226,,2.51244,128.9215
2.51215,66.79777,,2.51245,128.68455
2.51217,66.46125,,2.51247,128.49062
2.51219,66.06389,,2.51249,128.35952
2.51221,65.79206,,2.51252,128.28475
2.51222,65.79161,,2.51253,128.25198
2.51224,65.7152,,2.51255,128.28715
2.51226,65.5918,,2.51257,128.37592
2.51228,65.44182,,2.51259,128.51453
2.5123,65.27526,,2.5126,128.70437
2.51232,65.09781,,2.51263,128.8918
2.51234,64.92301,,2.51265,129.08777
2.51236,64.74555,,2.51267,129.35135
2.51237,64.57647,,2.51268,129.68183
2.51239,64.41805,,2.5127,130.29194
2.51241,64.27199,,2.51273,130.82796
2.51243,64.14199,,2.51275,131.35306
2.51245,64.02425,,2.51276,131.8884
2.51247,63.92593,,2.51278,132.43705
2.51249,63.84948,,2.5128,133.00926
2.51251,63.79172,,2.51282,133.60946
2.51253,63.75513,,2.51284,134.23253
2.51254,63.7457,,2.51286,134.89863
