0,0,0,0,0,0,0,0,0,0,-0.16459,-0.11987,-0.16999,-0.18433,-0.16297,-0.15035,-0.18773,-0.19838,-0.19506,-0.10828,-0.12261,-0.12293,-0.12093,-0.15056,-0.15732,-0.13133,-0.14997,-0.16533,-0.049223,-0.074397,-0.088045,-0.008848,-0.012361,-0.12925,-0.096117,-0.1178,-0.15304,-0.056455,-0.0084073,-0.077482,-0.027739,0.032374,0.042198,0.016393,0.078512,0.12579,0.022613,0.11483,-0.19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0475,1.04,0.9831,0.9972,1.0123,1.0493,1.0635,1.0278,1.0265,1.03,-1.552,-34.815,28.193,-39.939,-20.593
-0.37208,0.024662,-0.053827,-0.066705,0.047755,-0.018146,0.019429,-0.17042,-0.058987,-0.0036,-0.16961,-0.13322,-0.1787,-0.18895,-0.16621,-0.15341,-0.19062,-0.2012,-0.19619,-0.11066,-0.1252,-0.12546,-0.12364,-0.15414,-0.16119,-0.13539,-0.15635,-0.17254,-0.050544,-0.075374,-0.091342,-0.011448,-0.015272,-0.13311,-0.11051,-0.1296,-0.16228,-0.062215,-0.012411,-0.09805,-0.026469,0.030589,0.039175,0.018704,0.077972,0.12679,0.016854,0.11288,-0.19139,-0.60365,-0.0016634,-13.648,0.0043945,11.037,0.000837,-0.0012872,0.0073132,0.003812,0.00023889,-0.0046734,-7.5786e-06,-0.10524,1.9139e-05,0.085166,2.7253e-06,-5.8943e-06,2.664e-05,1.379e-05,7.5465e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72417,0.39156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0461,1.0021,0.9964,1.0339,0.98189,1.0381,1.0325,1.0415,1.04,1.0294,-1.552,-34.815,28.193,-39.939,-20.593
-0.40563,-0.047692,-0.19153,-0.075513,0.029335,-0.078261,-0.035547,-0.46935,-0.22199,-0.022779,-0.18141,-0.16246,-0.19888,-0.20108,-0.17479,-0.16151,-0.19836,-0.20879,-0.1998,-0.12042,-0.13438,-0.13486,-0.13364,-0.16495,-0.17171,-0.14586,-0.17149,-0.18957,-0.056684,-0.07703,-0.099542,-0.017443,-0.020738,-0.14282,-0.14255,-0.15421,-0.18253,-0.080745,-0.029211,-0.1398,-0.026354,0.018741,0.03143,0.023295,0.073463,0.12694,-0.016202,0.099478,-0.19253,-0.93714,-0.00078411,-21.689,0.012917,17.468,0.006965,-0.00068133,0.04313,0.026717,0.002719,-0.015799,-3.738e-05,-0.35967,0.00014558,0.29051,4.9479e-05,-2.914e-05,0.00035408,0.00020137,1.7214e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3174,0.74515,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0453,0.99198,0.99882,1.0364,0.98122,1.0364,1.0258,1.0441,1.0413,1.0289,-1.552,-34.815,28.193,-39.939,-20.593
-0.2572,-0.23179,-0.34151,-0.089527,-0.028276,-0.17043,-0.17347,-0.45502,-0.40529,-0.064752,-0.19624,-0.1946,-0.22474,-0.22166,-0.19292,-0.17951,-0.21541,-0.2254,-0.20874,-0.14107,-0.1541,-0.15466,-0.15399,-0.18482,-0.18955,-0.16288,-0.19351,-0.21304,-0.065915,-0.082407,-0.11476,-0.030955,-0.034025,-0.15926,-0.18122,-0.18833,-0.21113,-0.11337,-0.061526,-0.17298,-0.039958,-0.0081004,0.023865,0.023252,0.06124,0.11677,-0.065737,0.067742,-0.19672,-1.0891,0.01672,-26.189,0.017886,20.955,0.021328,0.012145,0.081909,0.072517,0.010789,-0.030119,5.3413e-05,-0.69745,0.0003624,0.56167,0.0002394,3.5959e-05,0.0012624,0.00088218,0.00010448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8033,1.0644,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0447,0.98881,0.99979,1.0366,0.98066,1.0361,1.0239,1.0456,1.0413,1.0285,-1.552,-34.815,28.193,-39.939,-20.593
-0.21025,-0.37513,-0.44805,-0.18745,-0.067885,-0.2744,-0.29296,-0.22548,-0.48516,-0.12845,-0.21258,-0.22207,-0.25213,-0.24967,-0.22102,-0.20803,-0.24249,-0.25177,-0.22472,-0.17223,-0.18433,-0.18472,-0.18428,-0.21319,-0.21453,-0.18647,-0.22023,-0.24,-0.081022,-0.093204,-0.13795,-0.05383,-0.057164,-0.18275,-0.21356,-0.22519,-0.24339,-0.15458,-0.10418,-0.19504,-0.071224,-0.048049,0.010437,0.018414,0.038954,0.09296,-0.099532,0.022018,-0.20622,-1.1236,0.048242,-28.471,0.029104,22.579,0.043759,0.035779,0.08669,0.12378,0.027036,-0.045492,0.00050688,-1.0772,0.00067782,0.86416,0.00069014,0.00036886,0.0024822,0.002272,0.00036127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2014,1.3528,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0444,0.98804,1.0008,1.0364,0.98006,1.036,1.0235,1.0465,1.0415,1.0281,-1.552,-34.815,28.193,-39.939,-20.593
-0.29159,-0.39566,-0.49603,-0.27301,-0.13504,-0.3509,-0.34826,-0.22353,-0.42967,-0.20867,-0.23333,-0.24955,-0.28238,-0.28327,-0.25575,-0.24336,-0.27638,-0.28494,-0.24777,-0.21028,-0.22142,-0.22167,-0.22129,-0.2478,-0.24574,-0.21626,-0.25131,-0.27074,-0.10393,-0.11061,-0.16832,-0.084874,-0.088307,-0.21271,-0.24239,-0.26228,-0.27774,-0.1965,-0.14759,-0.21947,-0.11064,-0.095702,-0.013107,0.0086602,0.007302,0.06044,-0.11915,-0.024547,-0.22296,-1.0856,0.076495,-29.371,0.04918,23.04,0.069918,0.059981,0.074692,0.15535,0.052227,-0.060577,0.0013979,-1.4734,0.0012187,1.1765,0.0014868,0.0010478,0.0035842,0.004253,0.00090849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5275,1.6132,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0441,0.98827,1.002,1.0364,0.97923,1.036,1.0236,1.0461,1.042,1.0278,-1.552,-34.815,28.193,-39.939,-20.593
-0.41329,-0.36943,-0.50343,-0.30485,-0.22493,-0.37697,-0.3691,-0.45074,-0.34619,-0.30089,-0.26252,-0.28524,-0.31869,-0.32115,-0.29389,-0.2818,-0.31386,-0.32193,-0.2776,-0.25166,-0.2618,-0.26208,-0.26184,-0.28644,-0.2816,-0.25097,-0.28717,-0.30674,-0.13273,-0.13494,-0.20358,-0.12073,-0.124,-0.24754,-0.27939,-0.30179,-0.31556,-0.23551,-0.18642,-0.25464,-0.14876,-0.14586,-0.042206,-0.0094547,-0.029455,0.024456,-0.15241,-0.062964,-0.24836,-1.0067,0.091862,-29.426,0.068389,22.793,0.092429,0.078548,0.08386,0.16019,0.085764,-0.074588,0.0025859,-1.8703,0.0020407,1.4855,0.0026254,0.0020229,0.004625,0.0064548,0.0018658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7946,1.8483,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0439,0.98848,1.003,1.0364,0.97844,1.036,1.0237,1.0453,1.0421,1.0276,-1.552,-34.815,28.193,-39.939,-20.593
-0.52126,-0.39917,-0.51269,-0.34328,-0.26997,-0.382,-0.38589,-0.56922,-0.35578,-0.40161,-0.30154,-0.33098,-0.36182,-0.36319,-0.33526,-0.3232,-0.35479,-0.36264,-0.31476,-0.29553,-0.30482,-0.30518,-0.30516,-0.32854,-0.32121,-0.28953,-0.32772,-0.34825,-0.16569,-0.16468,-0.24188,-0.15881,-0.16206,-0.28601,-0.32744,-0.34577,-0.35796,-0.27447,-0.22382,-0.30168,-0.18656,-0.19645,-0.074409,-0.034683,-0.067362,-0.01327,-0.20517,-0.097096,-0.28343,-0.9079,0.10107,-28.973,0.084177,22.13,0.10753,0.091828,0.11088,0.15637,0.12649,-0.08712,0.0039177,-2.2583,0.0030956,1.7833,0.0040142,0.0032074,0.0059372,0.0086035,0.0033379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0134,2.0606,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98827,1.0038,1.0364,0.97786,1.0361,1.0237,1.0454,1.0418,1.0273,-1.552,-34.815,28.193,-39.939,-20.593
-0.5625,-0.49012,-0.56302,-0.38973,-0.28019,-0.41055,-0.41033,-0.52191,-0.46254,-0.50625,-0.3492,-0.38261,-0.41013,-0.41022,-0.38198,-0.36993,-0.40135,-0.40915,-0.36045,-0.34379,-0.35254,-0.35279,-0.35291,-0.37516,-0.3648,-0.33187,-0.37254,-0.39439,-0.20251,-0.19764,-0.28323,-0.19922,-0.20258,-0.32806,-0.3802,-0.39445,-0.40486,-0.31883,-0.26692,-0.35658,-0.23075,-0.24985,-0.11118,-0.062202,-0.10671,-0.052975,-0.26028,-0.13754,-0.32881,-0.80318,0.11461,-28.227,0.099818,21.237,0.11877,0.10223,0.12916,0.16566,0.17286,-0.098019,0.0053838,-2.6322,0.0043568,2.0658,0.0055631,0.0045402,0.0075742,0.010744,0.005409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1926,2.2524,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98789,1.0044,1.0364,0.97719,1.036,1.0236,1.0458,1.0415,1.0271,-1.552,-34.815,28.193,-39.939,-20.593
-0.53356,-0.58217,-0.6501,-0.41553,-0.31456,-0.46661,-0.45418,-0.51101,-0.57846,-0.60836,-0.40408,-0.43627,-0.46217,-0.46306,-0.43574,-0.42386,-0.45525,-0.46308,-0.41538,-0.39876,-0.4071,-0.40702,-0.40712,-0.42765,-0.4131,-0.3784,-0.42154,-0.44453,-0.24281,-0.23344,-0.32874,-0.24376,-0.24705,-0.37427,-0.43386,-0.44783,-0.45622,-0.37149,-0.31947,-0.41164,-0.28457,-0.31036,-0.15155,-0.091631,-0.15044,-0.096009,-0.31104,-0.18988,-0.38459,-0.70116,0.13433,-27.324,0.11395,20.233,0.13169,0.11252,0.13551,0.19198,0.22278,-0.10729,0.0070686,-2.989,0.0058145,2.3306,0.007257,0.0059974,0.0093492,0.013114,0.0081365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3395,2.4255,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0436,0.9877,1.005,1.0364,0.97634,1.0359,1.0234,1.0457,1.0413,1.027,-1.552,-34.815,28.193,-39.939,-20.593
