Time(hr),mz102,mz103,mz104,mz105,mz106,mz107,mz108,mz109,mz110,mz111,mz112,mz113,mz114,mz115,mz116,mz117,mz118,mz119,mz120,mz121,mz122,mz123,mz124,mz125,mz126,mz127,mz128,mz129,mz130,mz131,mz132,mz133,mz134,mz135,mz136,mz137,mz138,mz139,mz140,mz141,mz142,mz143,mz144,mz145,mz146,mz147,mz148,mz149,mz150,mz151,mz152,mz153,mz154,mz155,mz156,mz157,mz158,mz159,mz160,mz161,mz162,mz163,mz164,mz165,mz166,mz167,mz168,mz169,mz170,mz171,mz172,mz173,mz174,mz175,mz176,mz177,mz178,mz179,mz180,mz181,mz182,mz183,mz184,mz185,mz186,mz187,mz188,mz189,mz190,mz191,mz192,mz193,mz194,mz195,mz196,mz197,mz198,mz199,mz200,mz201,mz202,mz203,mz204,mz205,mz206,mz207,mz208,mz209,mz210,mz211,mz212,mz213,mz214,mz215,mz216,mz217,mz218,mz219,mz220,mz221,mz222,mz223,mz224,mz225,mz226,mz227,mz228,mz229,mz230,mz231,mz232,mz233,mz234,mz235,mz236,mz237,mz238,mz239,mz240,mz241,mz242,mz243,mz244,mz245,mz246,mz247,mz248,mz249,mz250,mz251,mz252,mz253,mz254,mz255,mz256,mz257,mz258,mz259,mz260,mz261,mz262,mz263,mz264,mz265,mz266,mz267,mz268,mz269,mz270,mz271,mz272,mz273,mz274,mz275,mz276,mz277,mz278,mz279,mz280,mz281,mz282,mz283,mz284,mz285,mz286,mz287,mz288,mz289,mz290,mz291,mz292,mz293,mz294,mz295,mz296,mz297,mz298,mz299,mz300,mz301,mz302,mz303,mz304,mz305,mz306,mz307,mz308,mz309,mz310,mz311,mz312,mz313,mz314,mz315,mz316,mz317,mz318,mz319,mz320,mz321,mz322,mz323,mz324,mz325,mz326,mz327,mz328,mz329,mz330,mz331,mz332,mz333,mz334,mz335,mz336,mz337,mz338,mz339,mz340,mz341,mz342,mz343,mz344,mz345,mz346,mz347,mz348,mz349,mz350,mz351,mz352,mz353,mz354,mz355,mz356,mz357,mz358,mz359,mz360,mz361,mz362,mz363,mz364,mz365,mz366,mz367,mz368,mz369,mz370,mz371,mz372,mz373,mz374,mz375,mz376,mz377,mz378,mz379,mz380,mz381,mz382,mz383,mz384,mz385,mz386,mz387,mz388,mz389,mz390,mz391,mz392,mz393,mz394,mz395,mz396,mz397,mz398,mz399,mz400,mz401,mz402,mz403,mz404,mz405,mz406,mz407,mz408,mz409,mz410,mz411,mz412,mz413,mz414,mz415,mz416,mz417,mz418,mz419,mz420,mz421,mz422,mz423,mz424,mz425,mz426,mz427,mz428,mz429,mz430,mz431,mz432,mz433,mz434,mz435,mz436,mz437,mz438,mz439,mz440,mz441,mz442,mz443,mz444,mz445,mz446,mz447,mz448,mz449,mz450,mz451,mz452,mz453,mz454,mz455,mz456,mz457,mz458,mz459,mz460,mz461,mz462,mz463,mz464,mz465,mz466,mz467,mz468,mz469,mz470,mz471,mz472,mz473,mz474,mz475,mz476,mz477,mz478,mz479,mz480,mz481,mz482,mz483,mz484,mz485,mz486,mz487,mz488,mz489,mz490,mz491,mz492,mz493,mz494,mz495,mz496,mz497,mz498,mz499,mz500,mz501,mz502,mz503,mz504,mz505,mz506,mz507,mz508,mz509,mz510,mz511,mz512,mz513,mz514,mz515,mz516,mz517,mz518,mz519,mz520,mz521,mz522,mz523,mz524,mz525,mz526,mz527,mz528,mz529,mz530,mz531,mz532,mz533,mz534,mz535,mz536,mz537,mz538,mz539,mz540,mz541,mz542,mz543,mz544,mz545,mz546,mz547,mz548,mz549,mz550,mz551,mz552,mz553,mz554,mz555,mz556,mz557,mz558,mz559,mz560,mz561,mz562,mz563,mz564,mz565,mz566,mz567,mz568,mz569,mz570,mz571,mz572,mz573,mz574,mz575,mz576,mz577,mz578,mz579,mz580,mz581,mz582,mz583,mz584,mz585,mz586,mz587,mz588,mz589,mz590,mz591,mz592,mz593,mz594,mz595,mz596,mz597,mz598,mz599,mz600,mz601,mz602,mz603,mz604,mz605,mz606,mz607,mz608,mz609,mz610,mz611,mz612,mz613,mz614,mz615,mz616,mz617,mz618,mz619,mz620,mz621,mz622,mz623,mz624,mz625,mz626,mz627,mz628,mz629,mz630,mz631,mz632,mz633,mz634,mz635,mz636,mz637,mz638,mz639,mz640,mz641,mz642,mz643,mz644,mz645,mz646,mz647,mz648,mz649,mz650,mz651,mz652,mz653,mz654,mz655,mz656,mz657,mz658,mz659,mz660,mz661,mz662,mz663,mz664,mz665,mz666,mz667,mz668,mz669,mz670,mz671,mz672,mz673,mz674,mz675,mz676,mz677,mz678,mz679,mz680,mz681,mz682,mz683,mz684,mz685,mz686,mz687,mz688,mz689,mz690,mz691,mz692,mz693,mz694,mz695,mz696,mz697,mz698,mz699,mz700,mz701,mz702,mz703,mz704,mz705,mz706,mz707,mz708,mz709,mz710,mz711,mz712,mz713,mz714,mz715,mz716,mz717,mz718,mz719,mz720,mz721,mz722,mz723,mz724,mz725,mz726,mz727,mz728,mz729,mz730,mz731,mz732,mz733,mz734,mz735,mz736,mz737,mz738,mz739,mz740,mz741,mz742,mz743,mz744,mz745,mz746,mz747,mz748,mz749,mz750,mz751,mz752,mz753,mz754,mz755,mz756,mz757,mz758,mz759,mz760,mz761,mz762,mz763,mz764,mz765,mz766,mz767,mz768,mz769,mz770,mz771,mz772,mz773,mz774,mz775,mz776,mz777,mz778,mz779,mz780,mz781,mz782,mz783,mz784,mz785,mz786,mz787,mz788,mz789,mz790,mz791,mz792,mz793,mz794,mz795,mz796,mz797,mz798,mz799,mz800
1,351410,66005,14913,17645,1967,29970,71652,600505,386749,1.19E+06,631361,834983,476220,532898,447239,54330,28849,10915,12913,34101,1.51E+06,310229,701306,228511,500279,536413,3.56E+06,347919,90335,-13582,2759,12178,33563,46357,153498,320628,219974,7.29E+07,5.92E+06,869510,124020,60789,61605,35140,8459,38988,254583,432642,71565,285077,143752,355318,130764,1.37E+06,248822,4.98E+06,486171,37565,5452,102157,13000,195401,30792,263483,96377,523249,168830,777955,534655,208091,727472,156651,27455,59672,295037,802377,90822,180638,300535,455616,86358,405928,354584,93890,627702,124240,60631,63945,90370,48281,72659,95772,204860,160821,63928,118038,231574,1.63E+06,611955,62649,96634,33255,29483,54973,42500,93572,64149,78280,93379,104413,163030,41201,91293,37639,29756,433119,67548,255234,60958,488467,88183,52769,27699,46840,324220,186633,1.25E+06,242322,67192,26638,3466,195090,39800,58139,36124,75934,38642,47449,60947,242226,421136,110180,33774,115646,20437,141119,19995,30265,29227,43239,122712,140306,2.86E+06,662344,1.40E+06,342008,26675,2.21E+07,2.64E+06,587969,55333,362749,69926,344107,290586,68309,878856,215006,319431,128295,29276,101086,16102,34650,65017,91312,608212,329840,4.15E+06,1.64E+06,2.08E+07,4.14E+06,1.22E+06,236035,28222,69603,17878,23015,49315,43885,714286,170438,3.14E+06,732049,1.23E+06,334702,936002,399528,186371,54235,9493,60604,26526,41763,54238,323851,200911,66159,734359,183067,494246,170767,224138,64555,202012,51754,132534,43226,195542,35860,744523,158426,180615,66137,205550,89990,353870,99121,82174,158370,81409,51270,63602,37509,578506,111844,460360,120778,31519,9.02E+06,1.57E+06,379345,66427,50586,18730,9585,54528,21842,404639,83384,172045,65519,108824,99061,46556,162355,19963,1.33E+06,196298,789910,94127,101094,376534,72079,111436,143163,60821,35777,38780,39175,67257,32796,6536,44252,6781,25712,11639,6418,42553,123239,83528,25337,7994,6669,8772,28037,12092,6379,7280,15403,3793,9173,34002,43915,304490,332147,93933,39724,39753,20234,5641,39256,2923,4288,12223,6669,5504,6997,29131,113147,54364,55780,18850,25971,15198,24542,20503,35260,18102,8939,3874,4560,12944,36522,11641,9315,7573,6106,4092,24347,3535,19499,4570,15042,8144,9382,9860,14271,6095,22151,7260,3838,3844,6441,5276,5775,3576,5780,3093,16391,9945,56984,11119,7416,3152,3101,3834,7917,2384,2470,1558,8672,4348,5901,3684,4017,5994,8564,6449,3260,2394,3790,2321,5017,2507,3017,7483,482163,161297,239034,49067,7186,15419,14044,13341,3183,2018,22320,13530,3625,2755,4037,1827,23997,5549,3559,1741,2494,1951,2304,8635,214236,77886,481323,183799,2.94E+06,1.12E+06,332828,41422,9156,6371,8742,3128,29005,16552,9464,4294,5385,5119,757,4368,5665,7403,63148,13141,8545,962,3128,4316,59741,100021,27652,13700,15723,4052,13347,32603,19276,13797,16613,1545,1356,1032,1238,3657,12616,3497,4460,13303,91957,254783,1.12E+06,561138,78190,3425,32522,3612,1284,2677,2049,4145,9497,8964,6612,5538,8731,3372,2960,2317,5345,2241,5285,5336,204655,57899,4707,6295,4413,4820,4783,2441,6258,2841,3195,615,1586,1226,1033,3062,10004,3614,1952,1584,1856,3037,13192,4176,1841,910,2088,857,429,1651,871,1872,1779,1850,1678,4023,4865,1435,876,1253,3755,1354,453,1000,1793,1745,1737,1336,1982,3986,2324,4338,1277,850,1705,1127,1813,1512,1671,3650,10421,3541,926,804,1246,1154,944,1107,449,1025,1313,1549,1518,1290,2127,1722,3791,3928,53674,53107,17149,5963,1085,2186,1449,11370,2959,4050,14218,79714,25441,2719,1551,1281,805,531,1312,314,829,2289,1236,872,1282,1015,6949,2275,2613,1819,2597,2259,2700,8273,2513,1869,2423,11139,2472,3102,896,1896,1830,884,1368,716,461,1222,752,1063,1856,1046,580,2031,2475,2391,-6767,1951,27874,4213,1100,1186,607,618,1245,593,290,393,3530,1153,4320,880,1960,746,624,1172,741,463,464,708,1001,886,69682,10809,1503,756,750,959,586,369,747,396,783,1077,1222,316,240,677,534,882,210,716,322,550,925,519,631,428,314,925,379,810,595,1070,2119,482,633,408,695,303,349,-11430,481,536,603,417,221,311,535,186,449,98,445,528,392,205,323,279,1069,405,718,468,402,828,419,872,442,212
1.06,355576,67928,16819,17916,2252,24762,61509,587660,506652,1.30E+06,681972,742094,483585,582677,490015,68287,47665,10677,3419,36265,1.33E+06,296883,692854,237198,451385,553093,3.55E+06,250736,110874,-11761,30017,13496,30406,64319,151505,338600,220028,7.38E+07,6.18E+06,897190,165331,81146,63356,38334,8403,38764,258741,413765,113225,276175,145677,373697,142513,1.43E+06,296476,4.95E+06,408551,51560,-26791,98369,13351,218809,52890,265894,99072,548033,171789,698964,625026,118935,802276,151641,27829,73643,215796,721808,93086,191698,252511,410019,77620,405501,347361,92609,727226,83445,70153,65758,97658,33636,75256,91848,278003,170792,63903,82731,224726,1.58E+06,562277,61705,49074,32159,29298,58930,43607,93812,65203,80648,106464,114235,174288,43001,96660,40117,32551,437041,74417,243083,72186,461151,83805,48717,25036,52418,322153,193344,1.34E+06,258079,69512,29265,15463,219090,42864,60111,34685,80949,40841,80893,61057,239394,440028,112718,32451,116628,19448,143984,23924,32708,28182,45307,126311,151110,2.87E+06,653437,1.52E+06,351829,22532,2.21E+07,2.69E+06,607831,55469,367934,69822,369872,277690,71347,900015,224533,338079,132945,15540,100586,14824,29438,68558,89081,629357,339111,4.30E+06,1.63E+06,2.34E+07,4.66E+06,1.32E+06,240610,35224,72594,18258,20323,50329,42071,723650,159493,3.25E+06,737314,1.32E+06,338377,949541,396210,219718,69028,10195,60275,23373,35208,52384,277676,196447,64362,785992,183821,505381,172767,217811,65514,208660,50954,138833,47796,207503,34976,876053,179231,179989,74955,194417,86088,384078,110415,79879,159154,86333,48948,73664,36903,569377,112819,480461,141499,24290,8.96E+06,1.52E+06,397128,70159,55036,18738,8294,48988,20438,443599,86099,170887,75536,130305,95148,43879,190610,22533,1.41E+06,205210,841191,103428,113028,394484,69099,104026,132889,61142,36796,44466,-1033,83470,40683,7058,51419,8551,30230,10987,7933,43530,121706,80371,22963,10591,7502,8451,24856,11803,4444,6342,16058,4913,8857,35019,47429,361737,346081,102016,43506,51834,22667,5173,33927,5307,4050,16191,6268,4850,5939,27952,111776,37547,70336,21118,23672,16282,28587,22804,38088,18590,10529,3211,3858,13238,35285,15282,9773,8830,9620,4484,23135,2986,18934,5760,13823,7668,9056,11537,17271,7329,20286,6721,6325,3564,4502,4685,4724,3036,3515,3031,16396,8093,30381,7981,7209,2467,4112,5497,9087,3053,1234,1540,11070,5480,6591,4394,-7547,5931,10132,5773,1631,2402,5553,2617,6756,1938,5839,5967,265336,71787,238046,52010,6050,17466,12704,9255,5704,1208,21099,11337,7377,2367,3013,2340,22605,6386,2542,1360,1870,2475,3743,10501,181220,55385,528811,186740,3.21E+06,1.21E+06,352395,48865,6073,5650,11558,2766,23515,25328,6315,3741,6005,3245,23911,5854,7968,8733,75954,16565,6023,1818,4245,2110,51043,119550,24244,11188,18023,-2106,8493,31046,14715,12903,16452,3194,860,389,1433,4664,14830,2839,4371,13460,108359,407453,1.34E+06,675408,104386,6327,32276,4562,1993,1620,3547,3213,12248,8583,17506,6250,13530,3324,1559,2902,5206,1606,8493,4069,263492,79108,6736,4062,4987,5013,6455,1383,3677,2033,2689,1005,1464,1184,1563,2965,9352,-12043,1339,1322,1444,4219,14924,5141,1567,1299,3565,1262,1287,1625,1059,1666,1307,1743,2597,2708,5085,2288,1446,1713,3596,1271,1561,1415,2189,1529,980,2321,2243,3786,2112,1411,680,1507,3314,1149,923,509,1494,2066,10825,1091,648,1449,1096,1208,882,665,1358,729,2236,1433,815,1644,1110,1321,5280,6941,54883,69859,29617,7178,2259,2110,687,9906,2618,3665,15648,97643,29187,3616,2088,583,676,1066,1390,609,1451,1391,596,1511,829,1540,6179,3127,3708,1834,2918,4809,4671,12843,4420,2382,9280,8010,3791,-4140,2097,1811,2944,763,1632,454,1233,1479,682,1471,1984,1334,343,1255,2457,2577,3878,662,26552,4314,629,1017,699,1092,1675,870,765,312,5660,1364,2816,1736,1473,1037,376,1508,292,566,898,502,1919,902,71294,7441,1443,825,1139,463,903,979,272,495,842,1015,1197,503,527,340,496,402,489,261,466,697,619,548,354,224,536,843,517,386,396,1131,1248,957,-15819,325,946,237,743,415,396,305,542,570,554,315,382,599,273,395,732,618,875,89,392,783,-7292,516,509,747,419,490,113,450,373,102
1.12,391190,71503,14179,18114,-7426,49772,31389,653381,581021,1.29E+06,703505,742514,558521,540207,433491,59014,52206,31030,13247,23665,1.41E+06,319803,693984,232840,435635,556432,3.54E+06,288357,172271,33326,22415,16758,31579,61025,152978,341392,232060,7.14E+07,5.80E+06,858487,103562,81408,69608,36496,9649,42550,259358,400396,168592,288247,143378,376846,141017,1.34E+06,302969,4.89E+06,396852,40019,2002,104038,12466,199585,44076,276464,104397,559685,170821,742062,539315,228263,847792,99453,25695,77706,228399,783888,93263,198494,290358,433393,98112,375922,204152,137575,597867,122064,64919,78253,102084,49249,80155,99584,220206,162421,72317,117564,240118,1.55E+06,557633,66586,142900,34411,32380,84785,45855,93466,66995,84399,101919,111765,173018,43969,94786,41576,33345,426684,70452,284198,83915,451279,92242,59180,62641,65477,330022,200664,1.26E+06,256568,71457,30098,17298,207457,50033,62013,39764,84128,44852,81451,64161,258902,473736,120634,38599,125695,23619,153347,24986,34882,32686,46631,120588,152739,2.91E+06,648704,1.55E+06,370890,32598,2.13E+07,2.49E+06,577619,57836,366957,83445,376666,297841,73821,883772,228866,329780,135372,33331,104097,17057,38126,71100,95307,592335,351045,4.48E+06,1.78E+06,2.30E+07,4.65E+06,1.29E+06,251356,41039,61798,20713,23512,49446,46934,736874,177226,3.20E+06,704790,1.31E+06,338937,978423,399140,199652,74204,11419,64641,26530,44939,52502,305602,218670,71257,740862,190975,495412,174426,231311,74433,201151,56717,140453,49490,219260,39180,809560,174913,181782,74665,209216,99213,372737,104556,79698,171826,93440,52356,75263,49041,557548,107296,478943,138195,34713,9.11E+06,1.51E+06,407276,72133,56311,23566,9509,59952,21297,438349,86833,173239,73349,137879,92550,41295,159414,22625,1.33E+06,214580,791666,95234,115170,381178,71841,116969,140859,61501,38372,43811,37314,74483,41537,8519,48553,8079,29487,14000,8662,49552,123263,86764,24185,9848,7689,11268,26447,15976,9063,8130,17868,5806,9622,41127,55240,393644,250268,107147,46045,48830,24201,8239,36934,4196,-4175,11648,8380,4772,8600,29160,114737,43726,68438,25370,27839,19486,29984,24427,33168,18143,11089,5983,5138,11983,46492,14984,8969,7429,9815,5970,19270,4668,21057,9121,16817,11283,8083,12145,14711,6899,24545,8892,6659,3706,4096,5850,4629,2842,4190,5079,18458,7008,3964,8299,7361,2844,3894,6588,6826,3182,2158,2075,8857,5361,5672,4444,5897,8827,13631,5375,2957,1128,6219,2211,6065,2120,5259,8783,147545,32382,226837,50205,8301,22825,16446,12776,4107,2657,27864,16648,5425,3853,5562,2462,22841,7554,4774,2898,1933,2162,3491,12105,94759,28807,1.21E+06,532047,3.07E+06,1.16E+06,347576,45765,9327,9264,10639,4590,28466,19358,6868,4011,4762,3028,24413,-4948,4647,8840,73840,15378,9875,2296,3660,3586,63513,96325,25422,14492,20231,4511,11705,30055,17097,14295,12201,2673,2535,1634,1072,5785,8352,3028,4910,14106,114426,344169,1.09E+06,571019,84762,-4338,32811,4019,1387,1104,4467,3452,15189,11508,16043,9005,12422,3892,3345,3668,4826,2742,9618,5370,203891,57424,4274,3790,6389,4984,6087,3074,2750,3044,2830,1609,1452,-7126,2934,4512,9088,3875,2021,1766,2221,2685,13492,6139,1487,1264,1922,1554,1452,2682,1256,1838,2404,1512,2451,2745,8172,2449,869,2369,3047,1906,1500,1049,2871,2219,2506,1746,2513,1814,1121,2413,1313,1969,2219,1335,1243,1764,1797,2697,12634,2150,1427,750,1057,2331,1146,1717,1253,810,1378,1024,2911,1689,1435,2215,4397,6353,55693,66692,26829,10850,1927,3181,4127,11387,3048,5267,19787,94956,33401,5047,1433,2274,883,712,991,1457,2881,2096,1241,942,385,1677,8960,3218,2598,1152,2987,4810,7504,10406,5037,10774,8079,10682,3784,5233,2329,3577,2335,1145,2151,535,1170,2175,972,1271,3675,960,578,1702,2509,1445,5432,2352,28510,4268,1807,446,648,369,1459,1318,977,1150,4298,1927,6411,2772,1726,323,963,2116,210,1005,820,1109,2274,1497,74277,12216,1598,556,1296,861,873,756,475,1050,1362,1580,907,707,789,489,538,1250,684,1617,456,652,502,1437,627,195,341,792,752,658,389,496,3892,1868,770,567,409,228,771,507,753,450,711,267,687,467,719,567,241,92,638,781,510,317,603,523,719,496,779,1273,807,571,502,706,256,284
1.18,381555,76209,16132,19262,2176,50138,50689,564097,574345,1.26E+06,666097,778303,401045,620238,451123,75464,45520,30814,20797,40023,1.41E+06,332912,730636,247159,532698,586154,3.73E+06,311337,79321,-1712,8761,17890,40170,69111,165684,342530,195226,7.48E+07,6.19E+06,919701,113833,59952,53099,41285,9725,43627,266933,431247,138085,300768,156052,388896,157274,1.39E+06,296115,5.09E+06,403126,65700,10938,118595,18816,236487,67101,287538,115157,574828,177665,772750,534733,186230,830916,187747,25791,84270,231348,828750,107657,197285,307789,471409,76802,452165,333063,147325,829617,211712,73175,77263,108416,59060,93258,101525,227071,163221,79162,128728,249640,1.60E+06,617694,73105,163421,22934,39818,83852,56488,101034,75685,75829,113230,117376,179080,50187,97225,53192,38831,411279,79980,269048,91088,514532,95812,57560,34954,59503,342569,200064,1.31E+06,259136,80672,23786,19067,206544,49349,71170,42127,74964,49663,78444,73527,234112,432391,118526,32563,123212,28617,158327,28015,36658,34054,52564,130081,156936,2.96E+06,658805,1.57E+06,363682,31979,2.22E+07,2.70E+06,605705,63467,363083,74704,365348,281925,85938,880143,228058,348129,138382,33499,111737,19673,37580,72207,92804,610317,361004,4.13E+06,1.65E+06,2.24E+07,4.50E+06,1.31E+06,256475,39404,71754,23310,27293,51717,44443,714964,169233,3.14E+06,738034,1.26E+06,315554,947127,402699,210746,73232,13556,71022,30204,43875,60512,305166,207072,71787,756459,187229,502169,184180,225561,65361,201526,55095,141133,49755,209795,45772,812909,175277,179056,78003,200784,100905,381325,108886,85174,175662,89975,55398,70544,42747,565062,112315,489875,137469,39011,9.31E+06,1.54E+06,395278,71891,57527,25736,14872,54531,22224,426239,93772,171396,68981,126135,103554,46336,191393,24236,1.38E+06,218621,818261,107283,120234,408121,75060,105801,141605,64362,44807,42279,31725,73166,43855,13573,56586,9726,31582,13418,10783,47452,135723,83862,30671,15033,11411,10170,30106,14919,11922,8850,19519,8833,16072,44357,54227,364454,337029,111291,45163,55333,29337,8798,38406,8175,4584,15571,10149,6621,9793,35000,131166,56818,63306,22584,32836,22154,31705,35358,30254,20462,13492,7517,7130,15536,51285,20227,12956,10785,13808,7699,29780,6706,25019,7589,15792,11206,12105,16761,15488,10891,25606,10117,6235,5766,-10062,6989,7892,6878,8057,7936,18083,13634,16741,10745,11348,4657,3791,8209,8848,5041,5301,4773,14165,8479,8403,6560,23444,12573,12951,10925,5231,2376,5712,5168,7959,4501,7263,7374,49189,12932,238490,56700,8589,23022,14790,13238,5627,3523,25539,14688,6622,4214,5162,4882,17892,11831,5842,2534,4592,2919,5166,14292,113059,65056,3.10E+06,1.27E+06,3.25E+06,1.22E+06,369233,56293,10017,8624,13666,3811,31611,26728,9756,5126,8660,5360,28007,9187,10939,11044,72390,19462,20667,4705,6425,4321,51433,110765,26739,7136,22727,6766,15852,33651,19481,9572,18007,4378,2464,2188,3125,3915,15773,5620,6933,17981,134906,308542,1.09E+06,529756,75068,5485,29984,3232,2898,-10220,4071,4331,14231,13886,19734,8668,12111,3033,3866,3963,5916,2554,10234,8999,192994,52283,7736,4975,4115,4722,11954,2105,5209,3541,5324,2238,1172,2594,2937,5461,13247,3184,2615,2758,2429,7128,15450,5715,3658,706,3919,1519,1421,2965,3238,-6372,1424,1774,3323,3361,7833,2741,2563,1788,3448,2299,2283,1539,5022,3887,1647,2922,3094,2989,1353,1694,2695,3004,4958,2191,1859,1816,2088,4568,11451,5010,1206,1724,1811,2988,1263,1766,1529,1135,1618,542,1112,2731,1959,1640,6995,5656,60293,66979,26624,10487,3125,2035,2661,9537,3545,5444,21714,105228,38223,5242,3700,3643,1109,2137,1455,1088,2639,1050,1910,2372,820,2901,8818,4760,3120,868,2195,4905,7413,11951,4510,5087,4541,15123,5017,7505,1423,2876,3347,1848,2401,1197,2481,1472,2671,3154,3056,1182,1430,2597,4836,4213,6865,2592,22971,4156,1929,1773,1032,1929,1733,1396,698,1044,5510,1517,4744,1567,1989,878,1336,1227,502,1197,1090,1309,2671,2132,71496,12951,1937,411,1501,1051,1747,662,817,898,398,811,2174,1289,1064,520,969,1170,1012,1444,1098,706,486,1128,610,700,899,1050,1217,810,494,908,3124,747,538,343,748,829,964,832,452,943,210,1176,457,797,481,881,647,349,663,229,793,569,527,646,1365,507,1143,818,434,553,1411,283,1267,0
1.24,370448,71338,18191,15711,1745,50492,16446,572846,626596,1.29E+06,648883,805162,569955,642410,491848,66103,44697,14527,14254,38008,1.45E+06,320075,703844,220645,449719,607009,3.82E+06,401576,128634,-40086,15959,12968,19172,61732,160161,341331,216420,8.44E+07,6.86E+06,963420,155823,86209,82569,36673,10618,37516,257947,381511,97411,287943,148063,362383,143295,1.30E+06,306004,5.79E+06,507883,37529,13093,115978,11866,217926,57371,264150,103572,568680,175623,731108,551786,186675,794376,149838,23277,80074,236449,800894,97749,185129,267057,438349,95380,387332,357227,132342,746704,101679,55454,72632,106227,48640,77582,92403,217377,159629,59388,127230,229456,1.73E+06,642585,81081,121554,35296,30024,70521,44571,94644,62024,82213,112519,109579,173257,44172,97867,39310,31775,480312,49745,254440,84179,458831,52370,50387,49298,60102,323641,189878,1.21E+06,227747,57895,24629,2486,208062,44810,62016,33752,82176,41780,63457,63749,252327,470774,107692,31140,118710,19806,148082,22595,30387,29644,43668,117696,178780,2.77E+06,626775,1.51E+06,344818,22555,2.53E+07,3.00E+06,649374,60712,370983,71626,365316,279568,64445,869758,198783,326143,124964,28122,108708,15452,35072,64753,90492,571967,321660,4.22E+06,1.69E+06,2.19E+07,4.40E+06,1.26E+06,244010,36400,67339,18801,22847,43484,43224,700827,154666,3.08E+06,714580,1.22E+06,305962,934126,407126,197261,68748,11495,58947,23956,35300,48274,286027,185357,66420,730930,177560,466908,166390,212697,65791,180364,49363,127879,21553,197663,38103,805565,162505,173614,65168,199335,92724,319451,93484,71798,156700,78881,47481,66497,39508,596804,110402,453104,127858,31464,9.24E+06,1.53E+06,408343,67691,55425,19581,14883,50795,25118,400444,82614,164987,64611,111997,87915,40395,156325,21226,1.33E+06,193166,787016,95528,102351,437701,74028,111627,134215,58646,37722,37814,25781,73665,34491,4580,49081,9316,24313,9807,7862,40693,118510,78852,20469,8560,6129,9688,27689,10481,5876,6663,17047,6936,10511,41169,46579,347154,273171,106453,45331,53355,23576,4754,32392,3981,3313,10321,6197,5464,5958,22388,129137,42141,63438,23631,23559,14922,26713,26226,25602,15223,9837,3275,4138,13937,34057,15278,8925,8070,10462,5362,23290,4707,25210,4434,20717,6346,7779,12762,11217,7524,21934,6755,4747,2421,5484,4990,4755,2831,3690,2912,16431,6202,20984,6864,5578,2264,2912,6005,5492,3035,1970,3053,-1165,5479,5903,4045,13241,-5784,7750,6355,3193,1791,6654,3219,5470,2022,5699,6288,18806,9427,219472,48584,7934,20726,1435,9543,3294,2336,24063,10296,5002,3024,3645,1217,19457,7433,3160,2387,2900,2181,4041,12746,72523,34569,3.32E+06,1.36E+06,3.04E+06,1.13E+06,324991,47682,8748,7852,9005,2718,31587,17310,5690,5215,6306,4684,22907,6452,6880,11029,61828,14882,28829,3775,4291,3161,57402,83120,22657,8788,17708,5563,8822,24449,18419,10107,10287,2968,1808,1236,1881,5195,11366,3268,4418,12563,124287,274162,1.08E+06,519112,70280,5403,38085,2710,2291,1942,3785,3665,10214,9412,13928,5736,6190,2600,3114,2621,5264,2061,7224,4475,185794,50186,6217,3419,6602,4073,6919,2233,3133,4784,4024,1170,1564,2009,1006,3756,8224,3041,1510,2626,1893,2225,13394,3639,999,314,1870,1009,1056,1711,1457,1475,2041,1475,2522,1341,6952,2542,947,1107,6750,1521,982,658,3179,2671,1058,2233,1055,3166,2458,1294,682,875,3736,928,506,1654,1460,3021,8340,1849,797,808,704,860,868,991,695,1010,1563,996,1042,1028,1108,2535,5857,4902,62999,75989,28779,9378,2082,1033,3196,8200,2236,11791,15052,103698,28636,3500,1239,1504,1425,977,965,452,1824,1473,1415,1201,1147,1333,7105,3447,2132,1771,2688,2265,4168,8889,3433,2070,4432,13562,3842,6386,2135,2148,1189,1733,2130,1325,681,624,1006,1844,1865,952,726,2288,2787,2573,3956,1711,31694,5508,968,150,561,947,3130,1165,1042,573,3714,1456,4350,1716,855,513,1075,782,402,345,434,790,1635,634,70396,8690,1495,364,1198,738,940,907,673,1284,678,676,1347,494,244,568,295,867,1193,1138,1132,311,961,593,686,850,683,632,1227,319,625,347,1098,1032,1087,310,450,183,224,399,384,768,121,381,416,787,241,284,604,216,698,181,660,753,217,642,104,498,696,104,855,398,272,390,388,139
