,System Pressure,,Pump Pressure,,Reactor Temperature
Time(hr),R1,R2,MX5,MX6,R7 ©
2.65944,15.11585,100.44808,124,139,155.1116
2.65972,12.42725,101.07569,124,139,155.10718
2.66,10.15235,102.10136,124,139,155.09726
2.66028,8.34777,101.76184,130,143,155.0906
2.66056,8.16917,101.10701,130,143,155.08688
2.66083,7.8455,99.15118,130,143,155.07127
2.66111,9.10784,97.73599,130,143,155.06845
2.66139,12.08621,95.74788,130,143,155.047
2.66167,13.44307,96.13673,130,143,155.0424
2.66194,15.41525,96.72081,130,143,155.02335
2.66222,16.65084,97.55621,130,143,154.99814
2.6625,15.29794,99.55193,128,145,154.96605
2.66278,13.31991,101.82076,128,145,154.89018
2.66306,10.49087,104.03339,128,145,154.89276
2.66333,7.84964,105.56321,128,145,154.9234
2.66361,6.06704,105.68514,128,145,154.94522
2.66389,6.55898,103.46286,128,145,154.95894
2.66417,8.55415,100.7395,128,145,154.93521
2.66444,9.44391,98.9597,128,145,154.93188
2.66472,11.07427,97.76944,127,143,154.91582
2.665,13.01427,96.07747,127,143,154.90532
2.66528,13.16541,96.43512,127,143,154.89076
2.66556,15.65712,94.85036,127,143,154.87202
2.66583,16.71806,94.63062,127,143,154.87003
2.66611,15.94216,96.40007,127,143,154.93942
2.66639,14.76499,97.62307,127,143,154.93643
2.66667,12.97756,99.26234,127,143,154.96706
2.66694,9.81737,101.9651,120,140,154.96585
2.66722,8.90123,102.46385,120,140,154.98035
2.6675,9.00175,102.31848,120,140,154.99303
2.66778,8.99599,102.33749,120,140,154.99303
2.66806,12.56178,99.21851,120,140,155.04932
2.66833,16.46333,95.8915,120,140,155.0469
2.66861,17.71035,94.67534,120,140,155.06364
2.66889,19.12677,93.4697,120,140,155.06064
2.66917,19.0323,93.50114,124,143,155.04271
2.66944,16.6145,95.31767,124,143,155.04417
2.66972,15.70622,95.79504,124,143,155.0407
2.67,13.51996,97.31329,124,143,155.09813
2.67028,10.54321,99.64781,124,143,155.09532
2.67056,8.84073,101.39903,124,143,155.11447
2.67083,8.33256,102.42706,124,143,155.12102
2.67111,8.50143,103.18678,124,143,155.10184
2.67139,9.60717,103.00343,132,140,155.09929
2.67167,11.29337,102.29787,132,140,155.06308
2.67194,12.8471,101.42277,132,140,155.04837
2.67222,14.70404,99.58854,132,140,155.04318
2.6725,16.36327,97.54907,132,140,155.29396
2.67278,15.62931,97.24096,132,140,155.2737
2.67306,14.40495,97.67794,132,140,155.27078
2.67333,13.5536,97.43518,132,140,155.26297
2.67361,11.51508,98.27773,128,139,155.25853
2.67389,9.74325,99.21665,128,139,155.24628
2.67417,9.25238,99.73571,128,139,155.25676
2.67444,8.16743,101.47067,128,139,155.25359
2.67472,8.62165,102.84757,128,139,155.2314
2.675,10.97632,102.59665,128,139,155.22641
2.67528,13.23327,101.99908,128,139,155.22641
2.67556,15.00988,100.966,128,139,155.18674
2.67583,16.44018,99.49055,124,139,155.18204
2.67611,16.62437,97.79369,124,139,155.15128
2.67639,15.5101,96.55135,124,139,155.16731
2.67667,14.01308,95.76131,124,139,155.1636
2.67694,12.41103,95.32702,124,139,155.14261
2.67722,10.74064,95.321,124,139,155.12961
2.6775,9.41006,96.59174,124,139,155.11646
2.67778,9.59511,98.24431,124,139,155.08878
2.67806,9.87007,100.19596,128,144,155.08894
2.67833,11.32152,102.12968,128,144,155.08527
2.67861,13.58931,102.59514,128,144,155.10901
2.67889,15.24103,102.16394,128,144,155.10286
2.67917,16.01386,100.85014,128,144,155.09836
2.67944,16.07805,99.12312,128,144,155.0786
2.67972,14.74856,97.45618,128,144,155.07565
2.68,12.91562,96.04634,128,144,155.05447
2.68028,10.81271,95.11741,128,145,155.03561
2.68056,9.16737,95.3078,128,145,155.0073
2.68083,8.31642,96.08365,128,145,154.94867
2.68111,8.67509,97.59475,128,145,154.9472
2.68139,10.16915,99.50308,128,145,154.93356
2.68167,12.4308,101.46108,128,145,154.94308
2.68194,14.607,102.55164,128,145,155.04314
2.68222,16.26871,103.11193,128,145,155.04172
2.6825,16.66051,102.47697,126,145,155.02618
2.68278,16.04109,101.24428,126,145,155.02318
2.68306,14.55761,99.5586,126,145,155.00688
2.68333,12.463,97.69614,126,145,154.99634
2.68361,10.64589,96.17641,126,145,154.98187
2.68389,9.36494,95.25469,126,145,155.14748
2.68417,8.32117,94.50717,126,145,155.14392
2.68444,8.51163,94.8699,126,145,155.12894
2.68472,10.10608,96.3619,131,140,155.12097
2.685,11.81479,97.89701,131,140,155.09952
2.68528,14.1541,99.87396,131,140,155.09113
2.68556,15.93291,101.49863,131,140,154.97923
2.68583,16.55559,102.2288,131,140,155.03029
2.68611,16.37326,102.32111,131,140,155.02625
2.68639,15.43056,101.9984,131,140,155.01389
2.68667,13.70457,100.71254,131,140,155.00784
2.68694,11.34026,98.86633,131,142,154.99423
2.68722,9.2865,96.88342,131,142,154.97858
2.6875,7.97066,95.25244,131,142,155.03598
2.68778,7.42356,94.11564,131,142,155.04411
2.68806,8.62523,94.20452,131,142,155.0419
2.68833,10.0449,94.5234,131,142,155.03397
2.68861,12.09047,95.46372,131,142,155.03064
2.68889,14.20603,97.0772,131,142,155.02206
2.68917,16.0141,98.79229,128,143,155.01761
2.68944,16.4097,100.24243,128,143,155.0146
2.68972,16.33505,101.48177,128,143,155.0195
2.69,15.13457,101.96574,128,143,155.11546
2.69028,13.20426,101.72132,128,143,155.11246
2.69056,11.56523,101.32652,128,143,155.0954
2.69083,10.03359,99.88038,128,143,155.13225
2.69111,8.80687,98.13274,128,143,155.12828
2.69139,8.16701,96.30937,124,138,155.07903
2.69167,9.09293,95.12288,124,138,155.07463
2.69194,10.41344,94.15434,124,138,155.06097
2.69222,12.62158,94.42126,124,138,155.05891
2.6925,14.78617,95.3381,124,138,155.12582
2.69278,16.29824,96.68864,124,138,155.19261
2.69306,16.67199,98.62463,124,138,155.18967
2.69333,16.41333,100.37997,124,138,155.28929
2.69361,15.19977,101.46141,123,134,155.28525
2.69389,13.38923,102.22189,123,134,155.28166
2.69417,11.28854,102.23029,123,134,155.24852
2.69444,9.5807,101.28833,123,134,155.24303
2.69472,8.32772,100.04269,123,134,155.22147
2.695,8.45372,98.46056,123,134,155.21884
2.69528,9.5967,96.91676,123,134,155.23851
2.69556,11.4717,95.47307,123,134,155.23346
2.69583,13.69107,95.01552,125,143,155.23067
2.69611,15.53696,94.80727,125,143,155.21555
2.69639,16.5435,95.78558,125,143,155.22809
2.69667,16.60723,97.42585,125,143,155.2195
2.69694,15.68844,99.2814,125,143,155.21487
2.69722,14.01139,101.0688,125,143,155.12703
2.6975,11.91507,102.66303,125,143,155.12125
2.69778,10.03748,103.08858,125,143,155.10896
2.69806,8.68973,102.87751,121,140,155.10526
2.69833,8.20529,101.84412,121,140,155.08745
2.69861,8.95082,100.19251,121,140,155.05615
2.69889,10.39496,98.43539,121,140,155.05028
2.69917,12.48775,96.74473,121,140,155.20703
2.69944,14.52744,95.62814,121,140,155.22412
2.69972,16.12921,95.07055,121,140,155.1972
2.7,16.42658,95.90794,121,140,155.19461
2.70028,15.81543,97.19467,131,140,155.17398
2.70056,14.37369,98.90733,131,140,155.14128
2.70083,12.45218,100.6702,131,140,155.12738
2.70111,10.47237,102.09105,131,140,154.94504
2.70139,9.31658,102.64648,131,140,154.94484
2.70167,8.53711,102.84472,131,140,154.98314
2.70194,9.09571,101.97584,131,140,155.02274
2.70222,10.42799,100.77425,131,140,155.02197
2.7025,12.31702,99.06892,130,139,154.99916
2.70278,14.31474,97.36159,130,139,154.99484
2.70306,16.02288,95.85377,130,139,154.98068
2.70333,16.85779,95.05184,130,139,154.95753
2.70361,16.2672,95.35521,130,139,154.952
2.70389,14.86136,96.36144,130,139,154.91026
2.70417,12.69524,98.09785,130,139,154.89732
2.70444,10.29821,100.15949,130,139,154.85039
2.70472,9.00029,101.62746,129,149,154.8007
2.705,8.27138,102.89281,129,149,154.81743
2.70528,8.61901,103.30042,129,149,154.9947
2.70556,10.50424,102.21303,129,149,155.00461
2.70583,12.92269,100.69376,129,149,154.98445
2.70611,15.24686,98.64455,129,149,154.9809
2.70639,16.9375,96.63625,129,149,154.95966
2.70667,17.57729,95.23033,129,149,154.9372
2.70694,16.62153,94.67323,128,146,154.9036
2.70722,15.00806,94.71527,128,146,154.89098
2.7075,12.85682,95.81838,128,146,154.89854
2.70778,10.714,97.37006,128,146,154.96503
2.70806,8.9467,99.49937,128,146,154.99324
2.70833,8.49355,101.31127,128,146,154.99173
2.70861,8.84545,102.69589,128,146,154.96898
2.70889,10.3182,103.00225,128,146,154.96436
2.70917,12.51153,102.43183,127,147,154.9511
2.70944,14.52771,101.21618,127,147,154.98196
2.70972,15.89401,99.4443,127,147,154.9832
2.71,16.72405,97.43284,127,147,154.97037
2.71028,16.10469,96.06651,127,147,154.9697
2.71056,14.67431,95.22591,127,147,154.94212
2.71083,12.68753,95.11646,127,147,154.9286
2.71111,10.62212,96.20087,127,147,154.91678
2.71139,8.98809,97.63767,136,140,154.97885
2.71167,8.82066,99.33749,136,140,154.9783
2.71194,9.25561,101.21083,136,140,155.08969
2.71222,10.49888,102.29404,136,140,155.09996
2.7125,12.55502,102.76014,136,140,155.22678
2.71278,14.61546,102.47655,136,140,155.20627
2.71306,16.02001,101.02872,136,140,155.20174
2.71333,16.16147,99.73538,136,140,155.25058
2.71361,15.49327,97.88361,115,138,155.24557
2.71389,13.24677,96.40278,115,138,155.21834
2.71417,11.07771,95.42727,115,138,155.2153
2.71444,9.49066,95.37741,115,138,155.19797
2.71472,8.29523,96.04215,115,138,155.19449
2.715,8.53437,98.00508,115,138,155.19449
2.71528,9.97987,99.9855,115,138,155.1511
2.71556,11.92503,101.70298,115,138,155.14532
2.71583,14.12787,102.70052,135,148,155.16818
2.71611,15.93366,102.47306,135,148,155.1776
2.71639,17.18811,102.17897,135,148,155.18123
2.71667,16.89141,100.77647,135,148,155.31015
2.71694,15.76836,98.95846,135,148,155.30746
2.71722,13.69687,97.54842,135,148,155.28735
2.7175,11.62473,96.23988,135,148,155.28447
2.71778,9.79968,95.49576,135,148,155.26001
2.71806,9.00109,95.83765,118,134,155.23128
2.71833,9.09735,96.67423,118,134,155.19788
2.71861,9.88633,97.82751,118,134,155.1877
2.71889,11.83079,99.63802,118,134,155.19685
2.71917,13.89232,101.29174,118,134,155.21368
2.71944,15.54862,102.22515,118,134,155.22527
2.71972,17.47103,103.63322,118,134,155.22598
2.72,18.19519,104.02912,118,134,155.20712
2.72028,18.14896,103.91557,124,145,155.31842
2.72056,16.55556,102.57869,124,145,155.31427
2.72083,13.90188,100.28516,124,145,155.31052
2.72111,10.88895,97.60224,124,145,155.29886
2.72139,8.95515,95.77366,124,145,155.29391
2.72167,8.30769,94.95193,124,145,155.2053
2.72194,8.67057,94.87769,124,145,155.20056
2.72222,10.17329,95.83364,124,145,155.18338
2.7225,12.44707,97.61713,128,153,155.22469
2.72278,14.59274,99.30193,128,153,155.22025
2.72306,16.16513,101.03979,128,153,155.21974
2.72333,17.13689,102.68586,128,153,155.21724
2.72361,16.0769,102.57117,128,153,155.19339
2.72389,14.57607,102.45318,128,153,155.18427
2.72417,12.62559,101.25133,128,153,155.15588
2.72444,10.68119,99.56978,128,153,155.12546
2.72472,9.26632,97.77834,130,139,155.08871
2.725,8.84823,96.41669,130,139,155.02722
2.72528,9.12982,95.26332,130,139,155.03079
2.72556,10.57862,95.31461,130,139,155.01501
2.72583,12.23805,96.01811,130,139,155.02037
2.72611,14.49194,97.83733,130,139,155.00438
2.72639,15.74096,99.83628,130,139,154.96675
2.72667,16.61697,101.5928,130,139,154.92155
2.72694,16.13491,102.63411,127,138,154.83598
2.72722,14.36222,102.90892,127,138,154.81287
2.7275,12.40167,102.77983,127,138,154.81949
2.72778,10.1848,101.85631,127,138,154.85812
2.72806,8.43633,100.901,127,138,154.87271
2.72833,7.98064,99.28675,127,138,154.85065
2.72861,8.41769,97.56938,127,138,154.84126
2.72889,9.62131,95.86065,127,138,154.81851
2.72917,11.7721,95.31169,133,147,154.78865
2.72944,14.02406,94.97463,133,147,154.75859
2.72972,15.46741,95.83741,133,147,154.70062
2.73,16.3807,97.30179,133,147,154.70438
2.73028,16.63868,98.83494,133,147,154.76865
2.73056,15.46947,100.53364,133,147,154.77307
2.73083,13.87286,102.13786,133,147,154.82953
2.73111,11.78906,102.7871,133,147,154.82953
2.73139,9.6745,102.66273,126,148,154.82645
2.73167,8.34395,101.88696,126,148,154.82838
2.73194,8.55413,100.22073,126,148,154.84315
2.73222,9.5348,98.47246,126,148,154.82741
2.7325,11.44871,96.96626,126,148,154.82535
2.73278,13.67205,95.76474,126,148,154.80449
2.73306,15.69319,95.11156,126,148,154.79045
2.73333,16.65797,95.67204,126,148,154.78246
2.73361,16.73288,96.77784,124,144,154.9423
2.73389,15.31632,98.67884,124,144,154.94124
2.73417,13.23251,100.53832,124,144,154.93336
2.73444,10.9595,102.02445,124,144,155.07594
2.73472,9.29882,102.58407,124,144,155.07161
2.735,8.48961,102.5528,124,144,155.04121
2.73528,8.94956,101.65598,124,144,155.03293
2.73556,10.49462,100.08305,124,144,155.02841
2.73583,12.52725,98.28718,123,149,154.9958
2.73611,14.56376,96.70031,123,149,154.98291
2.73639,16.18436,95.52807,123,149,155.00403
2.73667,16.606,95.3952,123,149,155.00165
2.73694,15.72712,96.16534,123,149,155.08344
2.73722,14.18103,97.52859,123,149,155.07893
2.7375,12.44764,99.03526,123,149,155.04727
2.73778,10.32826,100.96477,123,149,155.16063
2.73806,9.49173,102.01418,124,145,155.15652
2.73833,9.66615,102.1797,124,145,155.12901
2.73861,10.3399,101.93006,124,145,155.1209
2.73889,12.05355,100.70653,124,145,155.11336
2.73917,14.00815,99.16061,124,145,155.07135
2.73944,15.43506,97.80373,124,145,155.0585
2.73972,16.06348,96.69017,124,145,155.0434
2.74,16.1278,95.88422,124,145,154.977
2.74028,14.87672,96.27606,125,142,155.13957
2.74056,13.01886,96.83979,125,142,155.13531
2.74083,11.07743,98.34069,125,142,155.21765
2.74111,9.51406,100.04913,125,142,155.17824
2.74139,8.61109,101.55201,125,142,155.17464
2.74167,9.10547,102.46871,125,142,155.15753
2.74194,10.19301,102.95183,125,142,155.15323
2.74222,11.90022,102.30409,125,142,155.11307
2.7425,13.49197,101.10232,129,134,155.10814
2.74278,15.06698,99.71551,129,134,155.10373
2.74306,15.88763,97.96654,129,134,155.07886
2.74333,16.28542,96.19404,129,134,155.07614
2.74361,15.52665,95.14223,129,134,155.06009
2.74389,13.76949,94.63587,129,134,155.05902
2.74417,11.65462,94.94826,129,134,155.05591
2.74444,9.68867,96.30192,129,134,155.0385
2.74472,8.40731,97.87804,125,142,155.03546
2.745,8.24903,99.81411,125,142,155.06302
2.74528,8.9414,101.32543,125,142,155.11966
2.74556,10.47122,102.48303,125,142,155.22511
2.74583,12.6762,102.62775,125,142,155.22206
2.74611,14.97076,102.26898,125,142,155.1949
2.74639,16.38386,101.05071,125,142,155.19101
2.74667,17.17177,99.34629,125,142,155.18088
2.74694,16.55591,98.16859,121,143,155.18451
2.74722,14.96668,97.33939,121,143,155.19139
2.7475,13.18356,96.0818,121,143,155.19815
2.74778,11.12643,95.8098,121,143,155.19461
2.74806,9.54533,95.62844,121,143,155.17773
2.74833,8.5574,95.88987,121,143,155.17221
2.74861,8.61565,97.55883,121,143,155.10367
2.74889,9.35556,99.4407,121,143,155.09041
2.74917,11.10564,101.08996,127,149,155.21593
2.74944,13.26832,102.38322,127,149,155.21095
2.74972,15.37511,102.88789,127,149,155.20786
2.75,16.6899,102.34818,127,149,155.19724
2.75028,17.28881,101.19056,127,149,155.19423
2.75056,16.37056,99.36578,127,149,155.11775
2.75083,14.40263,97.33945,127,149,155.1118
2.75111,11.98164,95.55267,127,149,155.13486
2.75139,9.71989,94.5459,127,138,155.12085
2.75167,8.0946,94.19725,127,138,155.11617
2.75194,7.94832,95.0325,127,138,155.15193
2.75222,8.95585,96.29137,127,138,155.14839
2.7525,10.79749,98.19601,127,138,155.1216
2.75278,13.0904,100.16839,127,138,155.11777
2.75306,15.31095,101.70418,127,138,155.09262
2.75333,16.57583,102.61541,127,138,155.05966
2.75361,16.81285,102.42721,127,141,155.02188
2.75389,16.0261,101.32663,127,141,154.87228
2.75417,14.20812,99.68206,127,141,154.87181
2.75444,11.93861,97.68647,127,141,154.9462
2.75472,9.9551,96.16808,127,141,154.94205
2.755,8.57715,95.16146,127,141,154.92265
2.75528,8.07656,94.7808,127,141,154.91965
2.75556,8.99082,95.5796,127,141,154.8977
2.75583,10.68979,96.81986,118,142,154.87411
2.75611,12.9038,98.62154,118,142,154.84445
2.75639,15.10155,100.57749,118,142,154.69455
2.75667,16.62919,102.25035,118,142,154.68974
2.75694,16.73768,102.96165,118,142,154.6878
2.75722,16.06708,103.19624,118,142,154.68292
2.7575,14.29822,102.33223,118,142,154.6821
2.75778,12.0294,100.8195,118,142,154.78157
2.75806,10.02153,99.00256,132,146,154.79976
2.75833,8.78041,97.2055,132,146,154.84108
2.75861,8.94032,96.6468,132,146,154.85925
2.75889,9.92308,96.49898,132,146,154.83847
2.75917,11.59871,96.95363,132,146,154.83066
2.75944,13.56152,97.95937,132,146,154.81311
2.75972,14.83795,98.77002,132,146,154.79604
2.76,16.32135,100.28256,132,146,154.77592
2.76028,16.44877,101.62183,136,140,154.76369
2.76056,15.97247,102.71798,136,140,154.75534
2.76083,14.62938,103.14208,136,140,154.69756
2.76111,12.45074,102.42803,136,140,154.70259
2.76139,10.53941,101.54577,136,140,154.82005
2.76167,9.24893,100.05029,136,140,154.81827
2.76194,8.63703,98.26665,136,140,154.80003
2.76222,8.80009,96.64218,136,140,154.79504
2.7625,10.24586,95.70075,126,141,154.78076
2.76278,11.88546,95.13757,126,141,154.77246
2.76306,13.62867,95.64468,126,141,154.77246
2.76333,15.41515,96.66157,126,141,154.94801
2.76361,16.67936,98.01762,126,141,154.9451
2.76389,16.81213,99.81236,126,141,154.9251
2.76417,16.25729,101.60072,126,141,154.92093
2.76444,14.57683,102.7523,126,141,154.9018
2.76472,12.33128,103.55718,127,147,154.8856
2.765,10.0627,103.37669,127,147,154.86392
2.76528,8.63931,102.16478,127,147,154.9219
2.76556,7.95674,100.52134,127,147,154.96411
2.76583,8.69395,98.49141,127,147,154.97272
2.76611,10.27525,96.65298,127,147,155.05688
2.76639,12.2764,95.4149,127,147,155.05473
2.76667,14.37001,95.15466,127,147,155.03662
2.76694,16.26987,95.30043,128,147,155.03171
2.76722,16.97385,96.32494,128,147,155.0149
2.7675,16.95987,97.75104,128,147,155.0018
2.76778,15.96264,99.47129,128,147,155.00877
2.76806,13.98655,101.06048,128,147,155.00783
2.76833,11.66658,102.63421,128,147,155.04152
2.76861,9.8224,103.11374,128,147,155.05354
2.76889,8.54773,102.98719,128,147,155.05214
2.76917,8.12134,102.24076,137,136,155.05423
2.76944,9.23563,100.67348,137,136,155.0516
2.76972,10.79349,98.94271,137,136,155.04607
2.77,12.76949,97.42054,137,136,155.04477
2.77028,14.75055,96.13068,137,136,155.0375
2.77056,16.28729,95.34606,137,136,155.0474
2.77083,16.5446,95.7662,137,136,155.05429
2.77111,16.40483,96.33911,137,136,155.07709
2.77139,15.12613,97.6862,125,142,155.07314
2.77167,13.27351,99.3494,125,142,155.1712
2.77194,11.28654,101.05095,125,142,155.17963
2.77222,9.67285,102.24694,125,142,155.22696
2.7725,8.54927,103.13933,125,142,155.20378
2.77278,8.65107,102.95129,125,142,155.1992
2.77306,9.67222,102.11902,125,142,155.3116
2.77333,11.19965,100.86409,125,142,155.30716
2.77361,13.18977,99.24051,122,147,155.3733
2.77389,15.16559,97.4407,122,147,155.3791
2.77417,16.36364,96.22681,122,147,155.38843
2.77444,16.78726,95.53023,122,147,155.38412
2.77472,16.3811,95.29514,122,147,155.40794
2.775,14.72948,96.33519,122,147,155.4257
2.77528,12.85539,97.50959,122,147,155.42117
2.77556,10.97414,99.08903,122,147,155.46696
2.77583,9.38165,100.82217,122,150,155.4626
2.77611,8.52855,102.30579,122,150,155.42247
2.77639,9.03284,102.79932,122,150,155.4194
2.77667,10.10717,102.95684,122,150,155.41524
2.77694,12.0727,102.03629,122,150,155.4338
2.77722,14.24311,100.4334,122,150,155.44194
2.7775,16.09143,98.57044,122,150,155.39738
2.77778,16.85493,96.87377,122,150,155.39203
2.77806,16.68541,95.51259,129,138,155.34633
2.77833,15.25048,95.29145,129,138,155.36348
2.77861,13.00984,95.84782,129,138,155.3414
2.77889,10.75932,96.93457,129,138,155.33273
2.77917,9.30854,98.64369,129,138,155.30904
2.77944,8.50944,100.40588,129,138,155.29356
2.77972,9.265,101.25565,129,138,155.27406
2.78,10.62235,101.16026,129,138,155.25456
2.78028,12.55663,101.33662,124,133,155.12607
2.78056,14.5676,100.50792,124,133,155.13016
2.78083,15.94386,99.66134,124,133,155.14822
2.78111,16.50414,98.97076,124,133,155.14552
2.78139,15.99322,97.23861,124,133,155.12283
2.78167,14.67521,95.77555,124,133,155.11278
2.78194,12.66079,95.43923,124,133,155.08667
2.78222,10.65635,95.5613,124,133,155.0674
2.7825,9.34661,96.76409,122,142,155.04309
2.78278,8.78694,98.50942,122,142,154.78485
2.78306,9.27096,100.35995,122,142,154.78218
2.78333,10.92151,101.84153,122,142,154.78671
2.78361,12.87827,103.08351,122,142,154.80452
2.78389,14.90361,103.16447,122,142,154.811
2.78417,16.34755,102.29305,122,142,154.84993
2.78444,16.75052,100.7019,122,142,154.8694
2.78472,15.91514,98.77171,116,140,154.90665
2.785,14.32284,96.84263,116,140,154.9054
2.78528,12.2156,95.68333,116,140,154.88425
2.78556,10.20157,95.17601,116,140,154.873
2.78583,8.68256,95.38034,116,140,154.85774
2.78611,8.34472,96.70564,116,140,154.8267
2.78639,8.9584,98.4095,116,140,154.71138
2.78667,10.70326,100.34934,116,140,154.77742
2.78694,12.9632,102.10357,119,147,154.77737
2.78722,15.16042,103.29152,119,147,154.75261
2.7875,16.54445,103.47798,119,147,154.7449
2.78778,17.23252,103.08667,119,147,154.72891
2.78806,16.43089,101.62027,119,147,154.70244
2.78833,14.79682,99.77803,119,147,154.6931
2.78861,12.7721,97.94755,119,147,154.64798
2.78889,10.64584,96.45794,119,147,154.65034
2.78917,8.85276,95.23383,129,135,154.67967
2.78944,8.30149,95.17327,129,135,154.6788
2.78972,8.58576,95.76285,129,135,154.68086
2.79,9.84051,96.99077,129,135,154.69637
2.79028,11.98133,98.88366,129,135,154.69931
2.79056,14.22025,100.78953,129,135,154.7264
2.79083,15.75724,102.09816,129,135,154.725
2.79111,16.61737,102.89336,129,135,154.70815
2.79139,16.55944,103.00884,123,142,154.70653
2.79167,15.30803,102.07711,123,142,154.68977
2.79194,13.70425,100.90009,123,142,154.6797
2.79222,11.83284,99.29411,123,142,154.66867
2.7925,9.9747,97.65367,123,142,154.74466
2.79278,8.65573,96.15949,123,142,154.74805
2.79306,8.54035,95.51717,123,142,154.75055
2.79333,8.97076,95.19681,123,142,154.75375
2.79361,10.35623,95.98711,129,137,154.77196
2.79389,12.2494,97.29716,129,137,154.77573
2.79417,14.31213,99.01624,129,137,154.85544
2.79444,15.54605,100.5784,129,137,154.85216
2.79472,16.49747,102.02729,129,137,154.8367
2.795,16.17949,102.65814,129,137,154.91473
2.79528,14.92647,102.57448,129,137,154.93797
2.79556,13.27187,102.04385,129,137,154.91728
2.79583,11.51868,100.68707,128,137,154.91324
2.79611,9.78048,99.0012,128,137,154.89658
2.79639,8.90951,97.34867,128,137,154.87775
2.79667,9.25018,96.28632,128,137,154.85638
2.79694,10.18055,95.45658,128,137,154.94551
2.79722,11.90197,95.92451,128,137,154.95255
2.7975,14.07474,96.85423,128,137,154.94156
2.79778,15.66836,98.38604,128,137,154.96
2.79806,16.42264,100.23024,125,145,154.96262
2.79833,16.45489,102.04302,125,145,154.94154
2.79861,14.99393,102.83448,125,145,154.93164
2.79889,13.01987,103.16531,125,145,155.01804
2.79917,10.99273,102.52363,125,145,155.01567
2.79944,9.56527,101.07221,125,145,155.06627
2.79972,8.77789,99.34209,125,145,155.15495
2.8,9.34675,97.34601,125,145,155.15112
