0,0,0,0,0,0,0,0,0,0,-0.16459,-0.11987,-0.16999,-0.18433,-0.16297,-0.15035,-0.18773,-0.19838,-0.19506,-0.10828,-0.12261,-0.12293,-0.12093,-0.15056,-0.15732,-0.13133,-0.14997,-0.16533,-0.049223,-0.074397,-0.088045,-0.008848,-0.012361,-0.12925,-0.096117,-0.1178,-0.15304,-0.056455,-0.0084073,-0.077482,-0.027739,0.032374,0.042198,0.016393,0.078512,0.12579,0.022613,0.11483,-0.19129,0,0,0,0,0,0,0,0,0,0,1.7862,-0.80792,1.9833,0.21779,0.62435,1.7814,-1.1015,1.9261,-1.3175,1.7642,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0475,1.04,0.9831,0.9972,1.0123,1.0493,1.0635,1.0278,1.0265,1.03
1.2406,0.39941,0.41385,1.9323,2.6399,1.2578,1.4157,1.0187,0.06097,0.21597,-0.12713,0.017057,-0.025345,-0.10082,-0.12002,-0.11466,-0.15006,-0.15746,-0.16371,-0.069052,-0.084417,-0.059186,-0.070493,-0.075861,-0.010421,0.034789,0.01783,0.0013348,0.23078,0.22694,0.057384,0.14117,0.12615,0.029258,0.037148,0.00023914,-0.00021877,-0.025344,-0.012404,0.080901,-0.041168,0.049014,0.35432,0.31483,0.27322,0.17516,0.19677,0.054917,-0.17219,0,0,0,0,0,0,0,0,0,0,1.7358,-0.78516,1.9274,0.21165,0.60677,1.7312,-1.0704,1.8718,-1.2804,1.7145,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.045,0.99595,1.0003,1.0336,0.98283,1.0325,1.0338,1.0413,1.0463,1.0289
0.67661,1.8257,1.8522,1.3773,0.71086,1.983,1.8335,1.0181,2.2379,0.66404,-0.0023887,0.20988,0.19682,0.128,0.10279,0.1099,0.06464,0.052249,-0.031322,0.16268,0.14487,0.17161,0.16318,0.16338,0.25914,0.31751,0.27676,0.24614,0.54799,0.57425,0.3541,0.45217,0.45924,0.31932,0.2298,0.23082,0.24304,0.21348,0.2297,0.26938,0.21229,0.28342,0.66563,0.70401,0.56543,0.60571,0.36122,0.30401,-0.088788,0,0,0,0,0,0,0,0,0,0,1.6869,-0.76305,1.8731,0.20569,0.58968,1.6825,-1.0403,1.8191,-1.2443,1.6663,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0429,0.99355,1.0026,1.0336,0.97722,1.0338,1.0269,1.043,1.0477,1.0277
2.0735,1.2885,1.3528,0.8496,1.2913,0.86881,1.1512,1.7745,1.6547,1.3594,0.22532,0.48541,0.48237,0.42605,0.40465,0.41448,0.36168,0.34533,0.20431,0.47957,0.45759,0.48438,0.47567,0.4653,0.54445,0.59561,0.56477,0.5332,0.76522,0.75603,0.64576,0.75727,0.74738,0.59894,0.51897,0.55689,0.5519,0.594,0.62735,0.52502,0.53774,0.64144,0.87516,0.83588,0.91002,0.85059,0.66113,0.73752,0.11037,0,0,0,0,0,0,0,0,0,0,1.6394,-0.74156,1.8204,0.1999,0.57307,1.6351,-1.011,1.7679,-1.2093,1.6193,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0431,0.99001,0.9972,1.0337,0.983,1.0287,1.0285,1.0435,1.0442,1.0261
1.1997,1.176,0.98049,1.8493,1.5619,1.2976,0.86791,1.403,0.82691,2.0949,0.56547,0.81287,0.77176,0.68562,0.65712,0.66375,0.61823,0.60567,0.51792,0.7149,0.69767,0.72412,0.71489,0.71355,0.79313,0.84449,0.82773,0.80629,1.045,1.0523,0.86633,0.94938,0.95369,0.84157,0.8389,0.83009,0.82052,0.83978,0.86418,0.90784,0.76539,0.83548,1.1606,1.1553,1.0514,1.0702,0.99451,0.9555,0.45828,0,0,0,0,0,0,0,0,0,0,1.5933,-0.72067,1.7691,0.19427,0.55693,1.589,-0.9825,1.7181,-1.1752,1.5737,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0417,0.99131,1.0001,1.0345,0.9808,1.0342,1.0274,1.0416,1.0451,1.0248
1.2468,1.9327,2.0425,1.1081,1.2992,1.6349,2.1491,1.0518,1.4663,2.494,0.94844,1.0595,1.0424,0.98447,0.97161,0.97827,0.94215,0.93461,0.93047,1.0231,1.0078,1.0318,1.021,1.0144,1.0862,1.1344,1.1058,1.0815,1.3312,1.3408,1.1683,1.2637,1.2556,1.1332,1.0778,1.0784,1.0822,1.074,1.0942,1.0832,1.0696,1.145,1.4419,1.447,1.3974,1.3444,1.2054,1.1766,0.92484,0,0,0,0,0,0,0,0,0,0,1.5484,-0.70037,1.7193,0.1888,0.54124,1.5443,-0.95482,1.6697,-1.1421,1.5294,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0419,0.99291,1.0023,1.0336,0.98056,1.0317,1.0312,1.0428,1.0464,1.0248
3.0238,2.3932,2.1957,2.1333,1.8647,2.0744,1.5563,3.0823,2.3006,2.5403,1.4255,1.4897,1.4567,1.4049,1.4032,1.4105,1.3788,1.3735,1.4104,1.4474,1.4346,1.4554,1.4421,1.4276,1.4706,1.5064,1.4916,1.478,1.6595,1.6443,1.5338,1.6228,1.6266,1.505,1.4977,1.4719,1.472,1.4545,1.471,1.5341,1.5149,1.573,1.7639,1.7164,1.732,1.7497,1.6169,1.5458,1.4313,0,0,0,0,0,0,0,0,0,0,1.5048,-0.68064,1.6708,0.18348,0.52599,1.5008,-0.92793,1.6226,-1.11,1.4863,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0427,0.99223,1.0009,1.0352,0.98325,1.0339,1.0267,1.0468,1.0469,1.0253
2.6252,2.6736,2.8282,3.1157,3.3044,2.6775,3.1276,2.5389,3.3186,2.5592,1.9552,2.053,1.9954,1.9219,1.9125,1.9185,1.8871,1.8822,1.9191,1.9534,1.9412,1.9621,1.9496,1.939,1.9811,2.0169,2.0162,2.008,2.1789,2.1775,2.03,2.1049,2.0979,2.0096,2.068,2.0262,2.0128,2.0186,2.0385,2.1265,2.013,2.0691,2.2766,2.2693,2.2163,2.165,2.2181,2.1205,1.9401,0,0,0,0,0,0,0,0,0,0,1.4624,-0.66147,1.6238,0.17831,0.51118,1.4585,-0.90179,1.5769,-1.0787,1.4444,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0421,0.99239,1.0025,1.0357,0.98215,1.0336,1.0322,1.042,1.0469,1.0255
2.7282,3.1856,3.1033,3.2626,3.2799,3.8789,3.53,2.9264,2.8791,2.6512,2.4815,2.5904,2.5674,2.5084,2.4978,2.5048,2.4687,2.4614,2.4619,2.5475,2.5328,2.5551,2.5444,2.5359,2.6005,2.646,2.6246,2.6024,2.8339,2.8326,2.6736,2.7634,2.7653,2.6442,2.6076,2.6167,2.6113,2.6339,2.6615,2.6233,2.6064,2.6725,2.9497,2.9248,2.8768,2.8837,2.7268,2.7598,2.4597,0,0,0,0,0,0,0,0,0,0,1.4212,-0.64284,1.578,0.17329,0.49678,1.4174,-0.87639,1.5325,-1.0483,1.4038,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0423,0.99256,1.0015,1.0339,0.98185,1.0346,1.0288,1.0452,1.0451,1.0258
3.6459,3.0581,3.1512,3.2173,3.1154,2.7595,3.1646,3.374,2.9479,2.8829,3.0651,3.2285,3.2023,3.1364,3.1197,3.127,3.0862,3.0765,3.0375,3.1734,3.1574,3.1809,3.1714,3.1659,3.2404,3.2901,3.2618,3.2387,3.4726,3.4757,3.3308,3.4336,3.4306,3.2915,3.2457,3.2326,3.2369,3.2186,3.2363,3.2896,3.2356,3.2986,3.5803,3.574,3.5675,3.5485,3.381,3.314,3.0101,0,0,0,0,0,0,0,0,0,0,1.3812,-0.62473,1.5336,0.16841,0.48279,1.3775,-0.85171,1.4894,-1.0188,1.3642,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0427,0.99142,1.0014,1.0347,0.98129,1.0308,1.0283,1.0445,1.0464,1.0258
2.6115,3.067,2.9763,2.815,2.9799,2.9851,2.5458,2.8975,3.5503,3.2338,3.6816,3.8532,3.8191,3.7491,3.732,3.7393,3.6985,3.6887,3.6492,3.7862,3.7701,3.7934,3.7835,3.7763,3.843,3.8894,3.8708,3.8507,4.0814,4.0839,3.9135,3.9996,4.0001,3.8864,3.8735,3.8642,3.8582,3.8687,3.8925,3.9198,3.8461,3.9156,4.1964,4.1812,4.1111,4.1082,4.0149,3.9828,3.6216,0,0,0,0,0,0,0,0,0,0,1.3423,-0.60713,1.4904,0.16366,0.46919,1.3387,-0.82772,1.4474,-0.99008,1.3258,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0418,0.99168,1.0009,1.0337,0.98149,1.0339,1.0278,1.0432,1.0463,1.0256
3.1239,2.9304,2.9339,2.9279,2.6979,2.8959,3.3325,2.8917,2.6464,3.4627,4.3178,4.4294,4.4028,4.3417,4.3315,4.3387,4.3026,4.2952,4.2963,4.3788,4.3649,4.3869,4.3758,4.3675,4.4297,4.474,4.4568,4.4358,4.6509,4.6498,4.5022,4.5924,4.5904,4.4719,4.4476,4.4579,4.4485,4.4824,4.5123,4.4656,4.4461,4.4988,4.7588,4.7419,4.7119,4.6952,4.5687,4.6153,4.2948,0,0,0,0,0,0,0,0,0,0,1.3044,-0.59003,1.4484,0.15905,0.45597,1.301,-0.8044,1.4066,-0.96219,1.2884,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0424,0.99131,1.0016,1.0347,0.9817,1.0328,1.0301,1.0448,1.0444,1.0257
3.3843,3.3343,3.288,3.1307,3.2883,3.2329,2.8452,3.4639,2.8548,3.5026,4.9984,5.0806,5.0376,4.9709,4.9617,4.9677,4.9363,4.9315,4.9706,5.0036,4.991,5.0122,5.0006,4.9923,5.047,5.0883,5.0735,5.0594,5.2545,5.2496,5.1157,5.2052,5.2057,5.0863,5.0911,5.0572,5.0556,5.0369,5.0526,5.1398,5.0612,5.1175,5.3585,5.3368,5.3203,5.3184,5.2235,5.1262,4.9936,0,0,0,0,0,0,0,0,0,0,1.2677,-0.57341,1.4076,0.15457,0.44313,1.2643,-0.78174,1.367,-0.93509,1.2522,1.8278,-1.2999,-1.7828,-0.92717,0.18404,1.1007,0.41504,-0.73562,-0.26659,1.3711,0.50453,-0.90981,0.058138,1.5536,-1.3028,1.2803,-1.2752,-1.6109,-1.8747,-1.9593,1.8698,1.5522,-1.8013,0.68083,1.9065,-1.1189,-1.6638,-0.56454,0.93273,0.40858,-0.19452,1.6512,-1.9873,0.040319,-1.4222,0.0186,0.27286,0.56868,-1.1723,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0425,0.9926,1.0025,1.0349,0.9824,1.0338,1.0277,1.0451,1.0466,1.0259
