"sample_id","timepoint","strain","temperature","replicate","arabinose_concentration","arabinose_unit","IPTG_concentration","IPTG_unit","strain_input_state"
"sample.ginkgo.11767572","18.0","MG1655_empty_landing_pads","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767573","18.0","MG1655_PhlF_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767575","18.0","MG1655_pTACmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767578","18.0","MG1655_IcaR_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767574","18.0","MG1655_PhlF_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767570","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767592","18.0","MG1655_empty_landing_pads","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767553","18.0","MG1655_PhlF_Gate","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767554","18.0","MG1655_PhlF_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767581","18.0","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767587","18.0","MG1655_empty_landing_pads","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767556","18.0","MG1655_pTACmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767562","18.0","MG1655_WT","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767563","18.0","MG1655_NAND_Circuit","37.0","7","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767566","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767577","18.0","MG1655_WT","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767582","18.0","MG1655_WT","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767589","18.0","MG1655_pBADmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767593","18.0","MG1655_PhlF_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767551","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767555","18.0","MG1655_pTACmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767558","18.0","MG1655_IcaR_Gate","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767576","18.0","MG1655_pTACmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767579","18.0","MG1655_IcaR_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767586","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767568","18.0","MG1655_pBADmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767552","18.0","MG1655_empty_landing_pads","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767588","18.0","MG1655_pBADmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767561","18.0","MG1655_pJS007_LALT__backbone","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767583","18.0","MG1655_NAND_Circuit","37.0","7","0.007493","M","0","M","01"
"sample.ginkgo.11767560","18.0","MG1655_pJS007_LALT__backbone","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767564","18.0","MG1655_NAND_Circuit","37.0","8","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767569","18.0","MG1655_pBADmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767585","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767590","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767559","18.0","MG1655_IcaR_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767567","18.0","MG1655_empty_landing_pads","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767571","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767580","18.0","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767584","18.0","MG1655_NAND_Circuit","37.0","8","0.007493","M","0","M","01"
"sample.ginkgo.11767591","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767557","18.0","MG1655_WT","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767565","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767595","18.0","MG1655_pTACmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767603","18.0","MG1655_NAND_Circuit","37.0","7","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767607","18.0","MG1655_empty_landing_pads","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767609","18.0","MG1655_pBADmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767611","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767602","18.0","MG1655_WT","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767597","18.0","MG1655_WT","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767601","18.0","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767610","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767599","18.0","MG1655_IcaR_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767605","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767612","18.0","MG1655_empty_landing_pads","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767594","18.0","MG1655_PhlF_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767604","18.0","MG1655_NAND_Circuit","37.0","8","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767596","18.0","MG1655_pTACmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767600","18.0","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767608","18.0","MG1655_pBADmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767598","18.0","MG1655_IcaR_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767606","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.12455755","5.0","MG1655_IcaR_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455763","5.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455936","18.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455762","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455937","18.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455759","5.0","MG1655_pTACmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455757","5.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","01"
"sample.ginkgo.12455758","5.0","MG1655_pBADmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455760","5.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455761","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455754","5.0","MG1655_PhlF_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455766","5.0","MG1655_PhlF_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455756","5.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","00"
"sample.ginkgo.12455764","5.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455767","5.0","MG1655_IcaR_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455786","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455800","5.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455779","5.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455795","5.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455770","5.0","MG1655_pBADmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455775","5.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455785","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455790","5.0","MG1655_PhlF_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455791","5.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455793","5.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","01"
"sample.ginkgo.12455797","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455802","5.0","MG1655_PhlF_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455803","5.0","MG1655_IcaR_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455784","5.0","MG1655_pJS007_LALT__backbone","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455782","5.0","MG1655_pBADmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455799","5.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455796","5.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455769","5.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","01"
"sample.ginkgo.12455772","5.0","MG1655_pJS007_LALT__backbone","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455776","5.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455787","5.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455792","5.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","00"
"sample.ginkgo.12455780","5.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","00"
"sample.ginkgo.12455768","5.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","00"
"sample.ginkgo.12455773","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455794","5.0","MG1655_pBADmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455798","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455778","5.0","MG1655_PhlF_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455804","5.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","10"
"sample.ginkgo.12455781","5.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","01"
"sample.ginkgo.12455771","5.0","MG1655_pTACmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455774","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455783","5.0","MG1655_pTACmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455788","5.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455839","5.0","MG1655_pBADmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455817","5.0","MG1655_pBADmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455820","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455814","5.0","MG1655_IcaR_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455823","5.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455831","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455835","5.0","MG1655_PhlF_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455812","5.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455821","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455833","5.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455809","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455810","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455827","5.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","11"
"sample.ginkgo.12455832","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455815","5.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","10"
"sample.ginkgo.12455822","5.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455828","5.0","MG1655_pBADmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455805","5.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","11"
"sample.ginkgo.12455824","5.0","MG1655_PhlF_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455826","5.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","10"
"sample.ginkgo.12455807","5.0","MG1655_pTACmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455808","5.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455825","5.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455811","5.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455818","5.0","MG1655_pTACmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455829","5.0","MG1655_pTACmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455838","5.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","11"
"sample.ginkgo.12455806","5.0","MG1655_pBADmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455816","5.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","11"
"sample.ginkgo.12455819","5.0","MG1655_pJS007_LALT__backbone","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455836","5.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455837","5.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","10"
"sample.ginkgo.12455813","5.0","MG1655_PhlF_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455830","5.0","MG1655_pJS007_LALT__backbone","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455834","5.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455840","5.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455841","5.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455846","18.0","MG1655_PhlF_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455842","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455845","5.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455843","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455847","18.0","MG1655_IcaR_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455844","5.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455875","18.0","MG1655_pTACmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455908","18.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","11"
"sample.ginkgo.12455898","18.0","MG1655_pBADmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455900","18.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455865","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455871","18.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455883","18.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455888","18.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455878","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455892","18.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455853","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455861","18.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","01"
"sample.ginkgo.12455874","18.0","MG1655_pBADmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455889","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455904","18.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455849","18.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","01"
"sample.ginkgo.12455855","18.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455866","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455867","18.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455868","18.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455887","18.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455894","18.0","MG1655_PhlF_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455863","18.0","MG1655_pTACmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455880","18.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455896","18.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","10"
"sample.ginkgo.12455854","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455879","18.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455885","18.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","01"
"sample.ginkgo.12455850","18.0","MG1655_pBADmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455852","18.0","MG1655_pJS007_LALT__backbone","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455872","18.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","00"
"sample.ginkgo.12455876","18.0","MG1655_pJS007_LALT__backbone","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455884","18.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","00"
"sample.ginkgo.12455891","18.0","MG1655_WT","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455897","18.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","11"
"sample.ginkgo.12455902","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455903","18.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455899","18.0","MG1655_pTACmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455862","18.0","MG1655_pBADmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455864","18.0","MG1655_pJS007_LALT__backbone","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455870","18.0","MG1655_PhlF_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455907","18.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","10"
"sample.ginkgo.12455856","18.0","MG1655_WT","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455858","18.0","MG1655_PhlF_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455873","18.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","01"
"sample.ginkgo.12455886","18.0","MG1655_pBADmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455895","18.0","MG1655_IcaR_Gate","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455901","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455851","18.0","MG1655_pTACmin","37.0","1","0","M","0","M","NA"
"sample.ginkgo.12455859","18.0","MG1655_IcaR_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455877","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455882","18.0","MG1655_PhlF_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455890","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455848","18.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","00"
"sample.ginkgo.12455860","18.0","MG1655_NAND_Circuit","37.0","2","0","M","0","M","00"
"sample.ginkgo.12455905","18.0","MG1655_PhlF_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455906","18.0","MG1655_IcaR_Gate","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455911","18.0","MG1655_pJS007_LALT__backbone","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455913","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455920","18.0","MG1655_pBADmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455923","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455932","18.0","MG1655_pTACmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455934","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455910","18.0","MG1655_pTACmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455915","18.0","MG1655_WT","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455928","18.0","MG1655_IcaR_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455912","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455909","18.0","MG1655_pBADmin","37.0","2","0","M","0","M","NA"
"sample.ginkgo.12455921","18.0","MG1655_pTACmin","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455922","18.0","MG1655_pJS007_LALT__backbone","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455917","18.0","MG1655_IcaR_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455929","18.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","10"
"sample.ginkgo.12455931","18.0","MG1655_pBADmin","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455916","18.0","MG1655_PhlF_Gate","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455935","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455924","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455926","18.0","MG1655_WT","37.0","3","0","M","0","M","NA"
"sample.ginkgo.12455927","18.0","MG1655_PhlF_Gate","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455930","18.0","MG1655_NAND_Circuit","37.0","4","0","M","0","M","11"
"sample.ginkgo.12455918","18.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","10"
"sample.ginkgo.12455919","18.0","MG1655_NAND_Circuit","37.0","3","0","M","0","M","11"
"sample.ginkgo.12455933","18.0","MG1655_pJS007_LALT__backbone","37.0","4","0","M","0","M","NA"
"sample.ginkgo.12455914","18.0","MG1655_WT","37.0","2","0","M","0","M","NA"
