0,0,0,0,0,0,0,0,0,0,-0.16459,-0.11987,-0.16999,-0.18433,-0.16297,-0.15035,-0.18773,-0.19838,-0.19506,-0.10828,-0.12261,-0.12293,-0.12093,-0.15056,-0.15732,-0.13133,-0.14997,-0.16533,-0.049223,-0.074397,-0.088045,-0.008848,-0.012361,-0.12925,-0.096117,-0.1178,-0.15304,-0.056455,-0.0084073,-0.077482,-0.027739,0.032374,0.042198,0.016393,0.078512,0.12579,0.022613,0.11483,-0.19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0475,1.04,0.9831,0.9972,1.0123,1.0493,1.0635,1.0278,1.0265,1.03,2.2204e-16,2.2204e-16,0,0,4.4409e-16,-1.1102e-16,0,-2.2204e-16,0,4.4409e-16,0,0,0,4.4409e-16,0,0,-4.4409e-16,0,0,-8.6736e-19,-6.9389e-18,0,0,0,0,-8.8818e-16,0,-5.5511e-17,0,0,0,0,0,0,0,0,0,0,0,0,4.4409e-16,0,0,0,0,8.8818e-16,-15.931,-10.183,-11.512,-11.584,-10.062
-0.26306,-0.017388,-0.19349,-0.11404,-0.21328,-0.048975,-0.010129,-0.2128,-0.13396,-0.009537,-0.17158,-0.1377,-0.18409,-0.19456,-0.17107,-0.15825,-0.19513,-0.20557,-0.19812,-0.11852,-0.13202,-0.13244,-0.13105,-0.16066,-0.16745,-0.14158,-0.1629,-0.17864,-0.05962,-0.087039,-0.096081,-0.014773,-0.018103,-0.13879,-0.11704,-0.13925,-0.17051,-0.070717,-0.020616,-0.098139,-0.024481,0.01515,0.030295,0.0031007,0.07542,0.12844,0.0050751,0.10508,-0.19179,-0.58857,0,-0.48995,0,-0.51732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64957,0.65454,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0451,0.99205,0.99935,1.0364,0.982,1.0365,1.0259,1.0449,1.0417,1.0289,0.28826,-0.2804,-0.26363,0.39509,0.17599,-0.18594,-0.062283,-0.1649,-0.0093205,-0.076926,0.078443,-0.049992,0.1853,-0.041394,-0.11,-0.10617,-0.19435,-0.027645,0.23417,-0.0022874,0.013931,-0.0014839,0.0011769,0.012869,0.3078,0.0078138,-0.16752,-0.12382,0.04791,0.27358,-0.14815,0.16699,0.18532,-0.15874,-0.020629,-0.13144,0.11317,-0.12716,0.017901,-0.25124,-0.28991,-0.16577,-0.16121,-0.14971,-0.29637,0.20371,-15.931,-10.183,-11.512,-11.584,-10.062
-0.36859,-0.3266,-0.3105,-0.36918,-0.39841,-0.28788,-0.29221,-0.3644,-0.37511,-0.079612,-0.19747,-0.19381,-0.23367,-0.23719,-0.20969,-0.19682,-0.23155,-0.24096,-0.2163,-0.16109,-0.17319,-0.17387,-0.17351,-0.20326,-0.21067,-0.18526,-0.21031,-0.22679,-0.1083,-0.14273,-0.1349,-0.048987,-0.052319,-0.18098,-0.17662,-0.19765,-0.2238,-0.125,-0.07388,-0.16804,-0.060035,-0.03508,-0.01531,-0.062763,0.045569,0.10014,-0.055832,0.053868,-0.19924,-1.0213,0,-0.92522,0,-0.96195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0907,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0442,0.98811,1.001,1.0362,0.98287,1.0359,1.0233,1.0457,1.0415,1.0281,1.0918,-1.0744,-0.72464,0.83981,1.0093,-0.51871,-0.17402,-0.47647,-0.012593,-0.35097,0.097337,-0.26961,0.50253,-0.24283,-0.56776,-0.5528,-0.52323,-0.054221,0.6066,-0.0082559,0.037365,0.012655,0.030092,0.061689,0.73629,0.27559,-0.53549,-0.38257,0.14143,0.62781,-0.37952,0.6881,0.7269,-0.50486,-0.020324,-0.45491,0.3508,-0.34085,-0.022124,-0.19332,-0.66269,-0.26088,-0.25083,-0.2238,-0.43815,0.30055,-15.931,-10.183,-11.512,-11.584,-10.062
-0.41715,-0.3833,-0.49926,-0.49064,-0.57674,-0.52084,-0.51869,-0.41218,-0.49222,-0.24317,-0.24458,-0.26758,-0.30953,-0.31094,-0.28043,-0.26785,-0.29979,-0.30781,-0.26104,-0.23613,-0.24685,-0.24794,-0.2486,-0.27887,-0.29085,-0.26755,-0.29163,-0.30595,-0.19617,-0.23402,-0.21772,-0.13258,-0.13565,-0.26334,-0.2546,-0.28438,-0.30799,-0.21286,-0.16226,-0.24233,-0.13323,-0.11671,-0.10398,-0.15911,-0.039466,0.016361,-0.13274,-0.035636,-0.23016,-1.3394,0,-1.3119,0,-1.3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3902,1.628,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0438,0.98833,1.0017,1.0363,0.98324,1.0358,1.0231,1.0458,1.0416,1.0276,1.8008,-1.7703,-0.57785,1.3786,1.0411,-0.61963,0.084789,-0.70945,0.13217,-0.68059,-0.011771,-0.55378,0.82372,-0.51431,-1.156,-1.1262,-0.84881,-0.040793,0.93294,-0.017682,0.060897,0.06396,0.24006,0.28659,0.62442,0.57491,-0.49531,-0.36993,-0.12996,0.80083,-0.31973,0.94222,0.99662,-0.4468,-0.050254,-0.34653,0.32208,-0.32221,0.27591,-0.24443,-0.84752,-0.23456,-0.222,-0.18641,-0.36064,0.21711,-15.931,-10.183,-11.512,-11.584,-10.062
-0.62045,-0.54277,-0.56248,-0.62266,-0.64853,-0.55267,-0.55889,-0.59521,-0.54493,-0.47362,-0.32655,-0.3681,-0.41072,-0.40947,-0.37573,-0.36309,-0.39335,-0.40056,-0.34023,-0.33586,-0.34506,-0.3467,-0.3484,-0.37916,-0.39542,-0.37407,-0.39681,-0.40955,-0.30838,-0.35134,-0.32471,-0.24015,-0.24352,-0.37001,-0.35681,-0.3915,-0.41416,-0.31755,-0.26628,-0.34695,-0.22333,-0.22368,-0.21538,-0.28367,-0.14726,-0.093515,-0.23196,-0.13829,-0.30112,-1.5733,0,-1.6555,0,-1.6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5936,1.9864,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98776,1.0027,1.0362,0.98377,1.036,1.0234,1.0454,1.0416,1.0271,2.2941,-2.2432,-0.53087,1.5951,1.2878,-0.747,0.27305,-0.96028,0.26841,-0.89698,0.0093184,-0.72595,1.1853,-0.67255,-1.5164,-1.4673,-1.2095,-0.026487,1.2905,-0.030264,0.084765,0.11315,0.43687,0.49351,0.47222,0.88091,-0.45926,-0.34312,-0.3302,0.85974,-0.38061,1.3217,1.3839,-0.40293,-0.01651,-0.33085,0.28614,-0.24691,0.44333,-0.38316,-0.91761,-0.29079,-0.27607,-0.23477,-0.45565,0.41482,-15.931,-10.183,-11.512,-11.584,-10.062
-0.71217,-0.69192,-0.72939,-0.66668,-0.72151,-0.65209,-0.6335,-0.70794,-0.69604,-0.72879,-0.45042,-0.49857,-0.5387,-0.53515,-0.50045,-0.48779,-0.51758,-0.52463,-0.46165,-0.4612,-0.47012,-0.47154,-0.47368,-0.50457,-0.52095,-0.49975,-0.52378,-0.53685,-0.43769,-0.48351,-0.44799,-0.36115,-0.36422,-0.49491,-0.48837,-0.52216,-0.54306,-0.44414,-0.39177,-0.48114,-0.34835,-0.35084,-0.34452,-0.41998,-0.26653,-0.21028,-0.36443,-0.26147,-0.42136,-1.7452,0,-1.9607,0,-1.9549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7316,2.2795,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98763,1.003,1.0362,0.98404,1.0358,1.0231,1.0454,1.0412,1.0267,2.4695,-2.3985,-0.70665,1.7337,1.5122,-0.85715,0.21962,-1.0354,0.24726,-0.95155,0.014728,-0.77356,1.2294,-0.70436,-1.5867,-1.5159,-1.2735,-0.038386,1.3806,-0.025399,0.094716,0.12588,0.44215,0.50994,0.61994,1.0757,-0.64045,-0.47806,-0.2882,0.97636,-0.39307,1.5347,1.6054,-0.57461,-0.050083,-0.45933,0.41126,-0.3963,0.41271,-0.33994,-1.0453,-0.38457,-0.36612,-0.31508,-0.61254,0.40173,-15.931,-10.183,-11.512,-11.584,-10.062
-0.85819,-0.8443,-0.88505,-0.82443,-0.83047,-0.80567,-0.81205,-0.8367,-0.8325,-0.9585,-0.61439,-0.65453,-0.6933,-0.69042,-0.65653,-0.64384,-0.6743,-0.68177,-0.62597,-0.6184,-0.62686,-0.62783,-0.63019,-0.65962,-0.67281,-0.65038,-0.67616,-0.69001,-0.58733,-0.63492,-0.59659,-0.50792,-0.51098,-0.6449,-0.64388,-0.67833,-0.69741,-0.59871,-0.54602,-0.63635,-0.50058,-0.51387,-0.49197,-0.57402,-0.41165,-0.35485,-0.51653,-0.41509,-0.59076,-1.8716,0,-2.2318,0,-2.1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8253,2.5193,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98729,1.0035,1.036,0.98421,1.0356,1.0226,1.0451,1.0411,1.0265,2.2563,-2.1655,-0.8024,1.6771,1.4669,-0.82537,0.10719,-0.97172,0.23092,-0.86145,0.025224,-0.70609,1.3131,-0.62051,-1.396,-1.305,-1.3831,-0.20372,1.6711,-0.014971,0.099769,-0.019269,0.29578,0.37837,0.82141,1.0225,-0.79403,-0.58929,-0.19046,1.0947,-0.55737,1.666,1.7463,-0.71258,-0.050611,-0.58172,0.50742,-0.4779,0.43546,-0.49912,-1.1787,-0.42152,-0.39968,-0.33868,-0.65563,0.54895,-15.931,-10.183,-11.512,-11.584,-10.062
-1.0745,-1.0373,-1.036,-1.0022,-1.0419,-0.99092,-0.97629,-1.0561,-0.98048,-1.1337,-0.81736,-0.84687,-0.88282,-0.87968,-0.84681,-0.83401,-0.86556,-0.8737,-0.82864,-0.80778,-0.81642,-0.81674,-0.81919,-0.84792,-0.85836,-0.8349,-0.86237,-0.8774,-0.77126,-0.81983,-0.77922,-0.68886,-0.69184,-0.8288,-0.8352,-0.86668,-0.88465,-0.78262,-0.72874,-0.8298,-0.68918,-0.70456,-0.67473,-0.76061,-0.59126,-0.53351,-0.70624,-0.59536,-0.80072,-1.9645,0,-2.4727,0,-2.4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8889,2.7154,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98692,1.0038,1.0359,0.98433,1.0355,1.0223,1.0448,1.0409,1.0264,1.974,-1.8649,-1.0011,1.5463,1.534,-0.83829,-0.059961,-0.8926,0.15664,-0.72237,0.067671,-0.59467,1.2383,-0.49156,-1.1104,-1.002,-1.3401,-0.29214,1.736,-0.00013646,0.10186,-0.088815,0.16921,0.26943,1.0148,0.99032,-0.93801,-0.6976,-0.041469,1.157,-0.64489,1.739,1.8362,-0.83854,-0.060147,-0.68051,0.59791,-0.56076,0.33403,-0.57317,-1.259,-0.52379,-0.49754,-0.42506,-0.82355,0.60784,-15.931,-10.183,-11.512,-11.584,-10.062
-1.2209,-1.2009,-1.2459,-1.2006,-1.2135,-1.1706,-1.1712,-1.2054,-1.1895,-1.2607,-1.0526,-1.0752,-1.1085,-1.1049,-1.0726,-1.0598,-1.092,-1.1007,-1.0633,-1.0335,-1.0421,-1.0418,-1.0445,-1.0724,-1.0804,-1.0561,-1.085,-1.1011,-0.9928,-1.0432,-0.99838,-0.90626,-0.90907,-1.0493,-1.0627,-1.0909,-1.108,-1.0027,-0.94775,-1.0604,-0.91298,-0.93315,-0.895,-0.98696,-0.80739,-0.74804,-0.93305,-0.81219,-1.0406,-2.0328,0,-2.6867,0,-2.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9321,2.8759,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0437,0.98672,1.004,1.0357,0.98445,1.0354,1.0218,1.0447,1.0405,1.0263,1.7894,-1.6667,-1.1923,1.4348,1.6678,-0.85951,-0.21344,-0.84401,0.10398,-0.62663,0.097866,-0.5194,1.2272,-0.39955,-0.90604,-0.78346,-1.3596,-0.39365,1.8782,0.012797,0.10686,-0.1674,0.055603,0.17359,1.181,1.0115,-1.0884,-0.81254,0.094939,1.2042,-0.74048,1.8777,1.9942,-0.97094,-0.079696,-0.77491,0.69496,-0.66118,0.2247,-0.60393,-1.3237,-0.62032,-0.58892,-0.50257,-0.97207,0.68268,-15.931,-10.183,-11.512,-11.584,-10.062
-1.3441,-1.3564,-1.3696,-1.3437,-1.3652,-1.3416,-1.3388,-1.3425,-1.3491,-1.3588,-1.3124,-1.3316,-1.3644,-1.3615,-1.3298,-1.317,-1.3495,-1.3582,-1.3234,-1.2917,-1.2999,-1.2993,-1.3022,-1.3292,-1.3355,-1.3105,-1.34,-1.3564,-1.2481,-1.2995,-1.2517,-1.1586,-1.1614,-1.3034,-1.3188,-1.3473,-1.3637,-1.2579,-1.2028,-1.3166,-1.1691,-1.1954,-1.15,-1.2449,-1.0589,-0.99957,-1.1878,-1.0668,-1.3027,-2.083,0,-2.8768,0,-2.7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9614,3.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0461,1.045,1.0221,0.99886,0.99427,0.99717,0.94151,0.95527,1.0114,1.0092,1.0039,0.99127,1.0058,1.002,0.99532,1.0076,1.016,1.017,1.0409,0.986,1.0147,1.0407,1.0353,1.0152,1.054,1.045,1.0257,1.0488,1.0505,1.0438,0.98645,1.0044,1.0357,0.9846,1.0353,1.0216,1.0445,1.0404,1.0263,1.6997,-1.5662,-1.2241,1.397,1.6592,-0.82629,-0.26486,-0.80153,0.1085,-0.59739,0.070596,-0.50575,1.2907,-0.37224,-0.83617,-0.70242,-1.4458,-0.50918,2.085,0.021177,0.11242,-0.26295,-0.021002,0.11197,1.2433,1.0564,-1.1759,-0.87909,0.13196,1.2442,-0.76379,1.9489,2.0826,-1.0436,-0.078755,-0.83297,0.74648,-0.69155,0.2345,-0.66521,-1.377,-0.64857,-0.61329,-0.51537,-0.99642,0.72536,-15.931,-10.183,-11.512,-11.584,-10.062
